unit,nace_r2,na_item,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
PCH_SAME_PERS_NSA,G-I,EMP_DC,DE	0.5 	0.9 	1.4 	1.3 	1.2 	1.1 	1.2 	1.1 	1.1 	0.9 	1.1 	1.1 
PCH_SAME_PERS_NSA,G-I,EMP_DC,DK	1.9 	2.3 	2.7 	2.6 	2.6 	2.8 	2.4 	2.0 	1.7 	1.7 	1.6 	1.6 
PCH_SAME_PERS_NSA,G-I,EMP_DC,EA	1.4 	1.7 	1.6 	1.9 	1.6 	1.6 	1.7 	1.8 	1.9 	1.5 	1.5 	1.3 
PCH_SAME_PERS_NSA,G-I,EMP_DC,EA19	1.4 	1.7 	1.6 	1.9 	1.6 	1.6 	1.7 	1.8 	1.9 	1.5 	1.5 	1.3 
PCH_SAME_PERS_NSA,G-I,EMP_DC,EE	-4.9 	0.4 	-4.4 	3.9 	8.5 	4.2 	11.1 	6.6 	2.3 	-5.1 	-4.1 	2.9 
PCH_SAME_PERS_NSA,G-I,EMP_DC,EL	3.1 p	2.7 p	4.1 p	1.1 p	1.5 p	0.2 p	0.8 p	4.8 p	2.7 p	1.9 p	0.7 p	0.3 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,ES	3.8 	3.8 	3.3 p	2.7 p	2.7 p	2.4 p	1.9 p	2.4 p	2.3 p	1.5 p	1.5 p	2.0 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,EU28	1.8 	2.1 	2.0 	1.9 	1.5 	1.5 	1.6 	1.8 	1.6 	1.2 	1.2 	1.2 
PCH_SAME_PERS_NSA,G-I,EMP_DC,FI	-1.2 	-0.8 	-0.5 	-1.4 	0.0 	-0.9 	-1.0 	0.4 	-1.2 	2.1 	1.4 	2.7 
PCH_SAME_PERS_NSA,G-I,EMP_DC,FR	0.9 	0.8 	0.7 	0.7 	0.7 	0.8 	1.0 	1.3 	1.9 	1.9 	1.5 	1.4 
PCH_SAME_PERS_NSA,G-I,EMP_DC,HR	-2.4 d	2.8 d	-2.2 d	0.3 d	2.0 d	-3.6 d	1.1 d	12.4 d	9.2 d	11.0 d	1.2 d	-6.2 d
PCH_SAME_PERS_NSA,G-I,EMP_DC,HU	2.7 	2.5 	3.5 	4.4 	3.2 	4.0 	3.3 	3.0 	2.7 	2.6 	3.3 	2.9 
PCH_SAME_PERS_NSA,G-I,EMP_DC,IE	1.0 	2.9 	3.9 	3.1 	4.9 	1.8 	3.1 	2.1 	2.2 	4.2 	2.0 	1.8 
PCH_SAME_PERS_NSA,G-I,EMP_DC,IS	6.0 p	7.0 p	8.8 p	8.8 p	9.2 p	10.1 p	8.9 p	8.1 p	6.5 p	5.3 p	4.3 p	3.1 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,IT	1.4 	2.1 	1.4 	4.1 	1.9 	2.3 	2.7 	1.9 	2.4 	0.9 	1.2 	-0.3 
PCH_SAME_PERS_NSA,G-I,EMP_DC,LT	-3.0 	-4.1 	1.0 	4.0 	1.4 	2.2 	0.1 	-0.9 	-1.5 	-0.1 	-1.2 	-1.2 
PCH_SAME_PERS_NSA,G-I,EMP_DC,LU	1.7 	2.0 	1.9 	2.1 	1.9 	2.1 	2.6 	2.6 	2.7 	3.1 	3.6 	3.6 
PCH_SAME_PERS_NSA,G-I,EMP_DC,LV	4.4 	3.7 	0.5 	-2.1 	-2.6 	0.3 	-1.9 	-3.8 	-1.4 	0.3 	2.1 	5.5 
PCH_SAME_PERS_NSA,G-I,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,G-I,EMP_DC,MT	0.6 	0.8 	2.3 	4.1 	3.3 	5.5 	5.3 	4.1 	5.4 	4.1 	6.2 	5.6 
PCH_SAME_PERS_NSA,G-I,EMP_DC,NL	1.8 	1.9 	1.3 p	1.2 p	1.5 p	1.7 p	2.1 p	2.1 p	2.6 p	2.4 p	3.1 p	2.9 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,NO	2.2 	-0.5 	0.2 	0.2 	0.5 	0.0 	0.3 	0.2 	0.5 	0.5 	0.3 	0.5 
PCH_SAME_PERS_NSA,G-I,EMP_DC,PL	2.7 	3.8 	5.6 p	0.9 p	-0.1 p	1.1 p	0.6 p	1.8 p	1.1 p	0.1 p	-0.6 p	0.4 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,PT	1.8 	3.0 	2.9 	2.4 	3.8 	3.5 	4.7 	5.2 	4.9 	5.3 	4.7 	3.1 
PCH_SAME_PERS_NSA,G-I,EMP_DC,RO	4.9 	6.3 	4.0 	1.3 	0.7 	4.7 	4.6 p	3.5 p	1.8 p	-0.6 p	0.4 p	3.2 p
PCH_SAME_PERS_NSA,G-I,EMP_DC,SE	0.6 	0.9 	3.9 	2.7 	0.1 	0.9 	0.9 	2.0 	3.1 	2.1 	1.1 	-0.3 
PCH_SAME_PERS_NSA,G-I,EMP_DC,SI	1.9 	1.7 	1.6 	2.2 	2.6 	3.3 	3.7 	3.4 	3.2 	3.2 	3.4 	3.1 
PCH_SAME_PERS_NSA,G-I,EMP_DC,SK	0.9 	1.0 	0.5 	0.6 	0.4 	1.4 	1.3 	1.3 	3.1 	1.6 	2.5 	3.0 
PCH_SAME_PERS_NSA,G-I,EMP_DC,UK	2.8 	2.9 	2.0 	2.3 	2.0 	1.0 	1.5 	1.2 	-0.3 	0.0 	0.3 	0.8 
PCH_SAME_PERS_NSA,J,EMP_DC,AT	0.5 	0.0 	1.9 	2.3 	2.7 	2.8 	3.4 	3.0 	2.7 	2.8 	3.6 	3.5 
PCH_SAME_PERS_NSA,J,EMP_DC,BE	1.2 	1.6 	1.9 	2.2 	2.2 	2.3 	2.4 	2.1 	2.3 	2.5 	2.2 	2.4 
PCH_SAME_PERS_NSA,J,EMP_DC,BG	9.6 p	10.9 p	8.2 p	4.3 p	5.1 p	7.2 p	4.9 p	7.4 p	2.9 p	2.7 p	7.4 p	6.6 p
PCH_SAME_PERS_NSA,J,EMP_DC,CH	-0.7 	-0.3 	0.9 	1.9 	3.0 	2.7 	1.2 	1.6 	1.8 	2.1 	3.2 	2.0 
PCH_SAME_PERS_NSA,J,EMP_DC,CY	2.9 	5.8 	6.3 	5.6 	7.0 	7.4 	4.9 p	5.3 p	5.0 p	5.8 p	4.9 p	5.6 p
PCH_SAME_PERS_NSA,J,EMP_DC,CZ	2.9 	3.8 	5.3 	4.5 	5.4 	6.5 	3.0 	2.4 	2.8 	2.0 	4.2 	4.4 
PCH_SAME_PERS_NSA,J,EMP_DC,DE	-1.1 	1.0 	1.7 	1.7 	2.4 	2.9 	3.6 	3.3 	2.4 	2.5 	2.4 	2.5 
PCH_SAME_PERS_NSA,J,EMP_DC,DK	3.1 	3.0 	2.0 	2.0 	2.0 	2.0 	2.9 	1.9 	1.9 	1.9 	1.0 	2.9 
PCH_SAME_PERS_NSA,J,EMP_DC,EA	1.9 	2.4 	3.3 	2.7 	2.8 	3.0 	3.3 	3.2 	2.8 	3.0 	2.6 	2.3 
PCH_SAME_PERS_NSA,J,EMP_DC,EA19	1.9 	2.4 	3.3 	2.7 	2.8 	3.0 	3.3 	3.2 	2.8 	3.0 	2.6 	2.3 
PCH_SAME_PERS_NSA,J,EMP_DC,EE	13.6 	36.2 	41.6 	4.9 	-2.0 	-20.6 	-10.5 	16.1 	19.5 	35.3 	-20.2 	-15.1 
PCH_SAME_PERS_NSA,J,EMP_DC,EL	-2.3 p	-5.1 p	4.7 p	0.9 p	6.0 p	4.3 p	8.4 p	9.6 p	4.3 p	7.3 p	9.9 p	8.0 p
PCH_SAME_PERS_NSA,J,EMP_DC,ES	7.2 	5.8 	6.8 p	6.0 p	3.2 p	4.2 p	3.4 p	5.1 p	7.0 p	6.1 p	5.1 p	2.1 p
PCH_SAME_PERS_NSA,J,EMP_DC,EU28	2.4 	2.8 	1.7 	1.9 	2.5 	2.6 	3.8 	4.0 	3.0 	2.9 	2.7 	3.4 
PCH_SAME_PERS_NSA,J,EMP_DC,FI	2.5 	1.6 	2.4 	-1.7 	-0.2 	2.4 	5.0 	6.3 	3.5 	5.0 	4.3 	3.4 
PCH_SAME_PERS_NSA,J,EMP_DC,FR	2.1 	2.0 	2.0 	2.1 	2.2 	2.2 	2.0 	1.9 	1.6 	2.0 	2.6 	2.6 
PCH_SAME_PERS_NSA,J,EMP_DC,HR	-3.9 d	-18.3 d	14.7 d	9.6 d	10.0 d	39.2 d	9.9 d	-18.9 d	-26.3 d	0.7 d	26.3 d	69.0 d
PCH_SAME_PERS_NSA,J,EMP_DC,HU	1.8 	1.7 	7.9 	9.1 	8.5 	7.6 	4.1 	5.2 	4.5 	4.7 	5.6 	3.7 
PCH_SAME_PERS_NSA,J,EMP_DC,IE	5.9 	2.8 	4.9 	4.2 	7.7 	9.0 	9.8 	9.3 	6.9 	3.1 	1.8 	-1.1 
PCH_SAME_PERS_NSA,J,EMP_DC,IS	2.6 p	3.9 p	5.3 p	3.9 p	1.3 p	1.3 p	-1.3 p	-2.5 p	-1.3 p	-1.3 p	-2.5 p	0.0 p
PCH_SAME_PERS_NSA,J,EMP_DC,IT	2.5 	3.1 	4.1 	3.7 	3.1 	2.1 	1.4 	-0.9 	-0.4 	0.4 	0.4 	1.2 
PCH_SAME_PERS_NSA,J,EMP_DC,LT	20.0 	20.3 	10.4 	2.0 	0.9 	9.2 	11.4 	-1.1 	-13.3 	-4.0 	6.3 	13.4 
PCH_SAME_PERS_NSA,J,EMP_DC,LU	2.3 	2.2 	3.5 	4.1 	4.7 	5.5 	5.1 	5.7 	6.6 	6.7 	5.9 	5.4 
PCH_SAME_PERS_NSA,J,EMP_DC,LV	6.0 	10.0 	8.6 	7.9 	6.0 	5.9 	6.7 	5.7 	5.7 	5.0 	8.2 	9.3 
PCH_SAME_PERS_NSA,J,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,J,EMP_DC,MT	11.3 	16.8 	9.2 	13.1 	12.1 	9.3 	11.7 	7.6 	4.7 	4.7 	2.9 	3.2 
PCH_SAME_PERS_NSA,J,EMP_DC,NL	1.9 	0.4 	2.2 p	1.5 p	3.3 p	4.4 p	5.4 p	6.5 p	4.7 p	2.8 p	0.3 p	-0.3 p
PCH_SAME_PERS_NSA,J,EMP_DC,NO	0.0 	1.1 	0.0 	-1.1 	0.0 	-1.1 	0.0 	1.1 	1.1 	2.2 	2.2 	3.3 
PCH_SAME_PERS_NSA,J,EMP_DC,PL	4.2 	5.2 	-7.7 p	-6.5 p	-1.1 p	2.4 p	10.9 p	8.6 p	3.0 p	0.0 p	0.3 p	14.8 p
PCH_SAME_PERS_NSA,J,EMP_DC,PT	6.9 	7.0 	5.0 	2.6 	2.6 	2.4 	4.3 	5.6 	5.9 	6.3 	5.1 	4.3 
PCH_SAME_PERS_NSA,J,EMP_DC,RO	9.6 	15.4 	-4.5 	-2.3 	2.0 	-6.8 	3.4 p	24.2 p	20.2 p	10.8 p	2.8 p	4.9 p
PCH_SAME_PERS_NSA,J,EMP_DC,SE	8.0 	11.9 	-0.8 	0.6 	-0.1 	-2.1 	0.7 	0.5 	2.4 	4.3 	3.5 	4.5 
PCH_SAME_PERS_NSA,J,EMP_DC,SI	3.5 	2.7 	2.2 	3.1 	4.2 	5.1 	5.1 	4.4 	3.1 	3.0 	4.2 	4.1 
PCH_SAME_PERS_NSA,J,EMP_DC,SK	3.6 	3.6 	2.5 	6.9 	5.7 	6.3 	8.9 	4.0 	3.8 	5.3 	4.2 	3.0 
PCH_SAME_PERS_NSA,J,EMP_DC,UK	1.6 	0.8 	-0.8 	1.1 	1.7 	0.9 	3.5 	4.1 	2.9 	2.3 	2.0 	1.8 
PCH_SAME_PERS_NSA,K,EMP_DC,AT	-1.2 	-1.2 	1.1 	0.9 	0.4 	-1.9 	-2.8 	-3.9 	-3.6 	-0.1 	-0.3 	-0.5 
PCH_SAME_PERS_NSA,K,EMP_DC,BE	-0.6 	-0.8 	-1.0 	-1.2 	-1.4 	-1.5 	-1.7 	-1.7 	-2.0 	-1.8 	-1.6 	-1.8 
PCH_SAME_PERS_NSA,K,EMP_DC,BG	6.2 p	4.8 p	2.1 p	1.6 p	-0.1 p	-0.1 p	-0.9 p	-0.5 p	-0.1 p	0.3 p	2.5 p	2.0 p
PCH_SAME_PERS_NSA,K,EMP_DC,CH	0.8 	0.4 	-0.3 	-1.2 	-1.1 	-1.3 	-1.3 	0.2 	-0.3 	-1.2 	-1.5 	-2.5 
PCH_SAME_PERS_NSA,K,EMP_DC,CY	5.9 	6.7 	4.9 	4.1 	3.1 	3.0 	2.9 p	3.3 p	4.2 p	4.9 p	3.6 p	2.6 p
PCH_SAME_PERS_NSA,K,EMP_DC,CZ	-2.8 	0.2 	2.0 	0.5 	1.0 	0.0 	-3.3 	-4.5 	-2.9 	-3.8 	-0.1 	0.3 
PCH_SAME_PERS_NSA,K,EMP_DC,DE	0.3 	-0.3 	-0.7 	-0.8 	-1.0 	-1.3 	-2.0 	-2.2 	-2.5 	-2.1 	-1.7 	-1.8 
PCH_SAME_PERS_NSA,K,EMP_DC,DK	2.6 	0.0 	-2.6 	-3.8 	-2.6 	-1.3 	-1.3 	0.0 	0.0 	1.3 	2.7 	3.9 
PCH_SAME_PERS_NSA,K,EMP_DC,EA	-0.5 	-0.5 	-0.2 	-0.2 	-0.1 	-0.2 	-1.0 	-1.1 	-1.2 	-1.4 	-1.0 	-0.8 
PCH_SAME_PERS_NSA,K,EMP_DC,EA19	-0.5 	-0.5 	-0.2 	-0.2 	-0.1 	-0.2 	-1.0 	-1.1 	-1.2 	-1.4 	-1.0 	-0.8 
PCH_SAME_PERS_NSA,K,EMP_DC,EE	4.1 	20.9 	21.1 	16.4 	11.9 	18.5 	26.1 	-5.2 	2.7 	27.1 	6.9 	21.9 
PCH_SAME_PERS_NSA,K,EMP_DC,EL	3.6 p	6.0 p	6.4 p	2.2 p	-1.3 p	-0.6 p	1.6 p	0.8 p	-1.8 p	-5.4 p	-5.2 p	-7.7 p
PCH_SAME_PERS_NSA,K,EMP_DC,ES	-4.1 	-4.0 	-0.6 p	-2.3 p	2.4 p	3.7 p	-1.9 p	0.2 p	1.0 p	-2.3 p	0.9 p	-0.6 p
PCH_SAME_PERS_NSA,K,EMP_DC,EU28	-0.8 	-0.3 	0.0 	-0.8 	-0.2 	0.1 	-0.5 	-0.8 	-1.0 	-0.8 	-0.1 	1.6 
PCH_SAME_PERS_NSA,K,EMP_DC,FI	1.8 	0.5 	1.9 	0.7 	-1.6 	-1.1 	-3.2 	-3.1 	-0.5 	-3.0 	-2.0 	1.8 
PCH_SAME_PERS_NSA,K,EMP_DC,FR	0.3 	0.3 	0.5 	0.6 	0.3 	0.2 	0.2 	-0.2 	-0.1 	0.1 	0.0 	-0.1 
PCH_SAME_PERS_NSA,K,EMP_DC,HR	-2.7 d	-1.0 d	-2.5 d	-2.4 d	-5.6 d	13.9 d	17.2 d	35.5 d	11.7 d	9.1 d	10.6 d	-10.1 d
PCH_SAME_PERS_NSA,K,EMP_DC,HU	-3.1 	-3.8 	-3.7 	-2.7 	-0.6 	-1.1 	-4.5 	-4.0 	-5.0 	-5.5 	0.7 	1.5 
PCH_SAME_PERS_NSA,K,EMP_DC,IE	-3.8 	-1.3 	2.7 	2.0 	3.5 	2.8 	-1.3 	-0.4 	0.0 	-1.7 	0.5 	2.9 
PCH_SAME_PERS_NSA,K,EMP_DC,IS	-4.7 p	-3.3 p	-3.4 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	0.0 p	-1.7 p	-1.8 p	-3.3 p
PCH_SAME_PERS_NSA,K,EMP_DC,IT	-0.4 	-0.8 	-1.1 	0.6 	0.1 	-0.4 	-0.4 	-1.3 	-1.4 	-2.0 	-2.0 	-0.2 
PCH_SAME_PERS_NSA,K,EMP_DC,LT	1.9 	0.4 	26.8 	4.2 	-7.1 	1.6 	3.9 	14.4 	3.8 	-9.9 	1.1 	-3.1 
PCH_SAME_PERS_NSA,K,EMP_DC,LU	2.6 	3.1 	2.8 	2.8 	2.8 	2.8 	3.7 	3.7 	3.0 	3.0 	2.4 	2.9 
PCH_SAME_PERS_NSA,K,EMP_DC,LV	2.0 	4.1 	4.8 	3.7 	3.3 	2.6 	0.0 	-0.6 	-0.6 	-1.3 	-0.6 	-3.0 
PCH_SAME_PERS_NSA,K,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,K,EMP_DC,MT	3.7 	3.0 	1.9 	2.5 	2.2 	2.1 	3.3 	4.9 	2.1 	3.5 	5.7 	-1.8 
PCH_SAME_PERS_NSA,K,EMP_DC,NL	-2.6 	-1.8 	-2.6 p	-2.2 p	-2.2 p	-2.7 p	-3.6 p	-4.1 p	-4.1 p	-3.7 p	-3.3 p	-2.3 p
PCH_SAME_PERS_NSA,K,EMP_DC,NO	0.0 	0.0 	2.1 	0.0 	-2.0 	-2.0 	-2.0 	0.0 	0.0 	-2.1 	-2.1 	-2.1 
PCH_SAME_PERS_NSA,K,EMP_DC,PL	3.7 	2.8 	-1.8 p	-6.9 p	-5.3 p	2.6 p	4.9 p	-4.4 p	2.8 p	7.2 p	2.6 p	5.7 p
PCH_SAME_PERS_NSA,K,EMP_DC,PT	-3.1 	-2.0 	-2.5 	-3.0 	-1.7 	-1.3 	0.2 	0.7 	0.8 	1.3 	1.1 	0.4 
PCH_SAME_PERS_NSA,K,EMP_DC,RO	-13.6 	-1.0 	11.0 	3.0 	7.2 	1.5 	6.0 p	12.4 p	6.6 p	-9.8 p	-4.3 p	-0.2 p
PCH_SAME_PERS_NSA,K,EMP_DC,SE	-3.5 	-0.1 	-0.1 	-0.2 	-4.2 	-0.2 	6.6 	-1.6 	1.5 	1.8 	1.1 	0.5 
PCH_SAME_PERS_NSA,K,EMP_DC,SI	-1.1 	-0.9 	-1.5 	-1.8 	-1.4 	-1.4 	-1.6 	-1.6 	-1.7 	-1.8 	-1.3 	-1.0 
PCH_SAME_PERS_NSA,K,EMP_DC,SK	3.5 	3.9 	0.6 	1.8 	1.5 	1.8 	2.0 	0.8 	-0.9 	-2.0 	-0.2 	-0.2 
PCH_SAME_PERS_NSA,K,EMP_DC,UK	-2.0 	-0.7 	0.3 	-0.7 	1.6 	0.0 	-1.8 	-0.4 	-2.9 	-0.7 	1.9 	9.9 
PCH_SAME_PERS_NSA,L,EMP_DC,AT	0.0 	-0.8 	-3.7 	-0.7 	1.3 	4.5 	-0.7 	-1.0 	-1.3 	-0.8 	0.1 	1.4 
PCH_SAME_PERS_NSA,L,EMP_DC,BE	3.9 	4.0 	2.7 	3.1 	3.4 	3.8 	4.5 	4.5 	3.6 	2.6 	1.4 	1.8 
PCH_SAME_PERS_NSA,L,EMP_DC,BG	-3.0 p	-2.3 p	7.1 p	-1.6 p	0.1 p	0.0 p	-2.3 p	3.9 p	3.7 p	3.4 p	-1.0 p	-3.5 p
PCH_SAME_PERS_NSA,L,EMP_DC,CH	0.1 	1.1 	5.4 	8.4 	9.7 	7.8 	5.3 	4.9 	4.4 	4.1 	4.4 	3.8 
PCH_SAME_PERS_NSA,L,EMP_DC,CY	16.7 	16.9 	8.4 	6.1 	5.9 	8.5 	6.9 p	7.5 p	8.2 p	8.5 p	8.2 p	5.6 p
PCH_SAME_PERS_NSA,L,EMP_DC,CZ	0.6 	-3.2 	0.8 	0.8 	0.7 	0.9 	0.9 	2.4 	3.4 	3.8 	3.7 	2.8 
PCH_SAME_PERS_NSA,L,EMP_DC,DE	2.0 	1.3 	0.0 	-0.9 	-0.9 	-0.2 	0.2 	0.9 	1.1 	1.1 	1.3 	0.9 
PCH_SAME_PERS_NSA,L,EMP_DC,DK	2.2 	2.2 	2.3 	0.0 	2.2 	2.2 	2.2 	2.2 	2.1 	0.0 	0.0 	2.1 
PCH_SAME_PERS_NSA,L,EMP_DC,EA	1.1 	0.6 	1.1 	1.5 	2.3 	2.7 	1.5 	1.5 	1.5 	1.5 	1.5 	1.4 
PCH_SAME_PERS_NSA,L,EMP_DC,EA19	1.1 	0.6 	1.1 	1.5 	2.3 	2.7 	1.5 	1.5 	1.5 	1.5 	1.5 	1.4 
PCH_SAME_PERS_NSA,L,EMP_DC,EE	12.8 	-39.0 	5.7 	23.0 	-0.9 	29.2 	-26.4 	-4.3 	-16.2 	-8.6 	1.1 	-23.3 
PCH_SAME_PERS_NSA,L,EMP_DC,EL	-13.2 p	0.1 p	17.9 p	8.3 p	-3.4 p	-12.6 p	-11.3 p	-8.0 p	-19.3 p	-7.3 p	-4.2 p	11.2 p
PCH_SAME_PERS_NSA,L,EMP_DC,ES	5.8 	7.5 	5.9 p	3.4 p	6.6 p	6.4 p	3.0 p	4.5 p	2.9 p	3.1 p	4.1 p	8.0 p
PCH_SAME_PERS_NSA,L,EMP_DC,EU28	2.2 	0.5 	1.2 	0.0 	-0.5 	0.9 	0.0 	-0.6 	1.6 	2.1 	2.3 	2.1 
PCH_SAME_PERS_NSA,L,EMP_DC,FI	1.7 	1.7 	3.2 	0.8 	1.6 	-0.8 	-2.0 	-0.4 	3.6 	2.1 	7.6 	3.1 
PCH_SAME_PERS_NSA,L,EMP_DC,FR	-1.9 	-0.7 	0.5 	1.3 	1.5 	1.4 	0.5 	-0.3 	-0.5 	-0.6 	-0.8 	-0.7 
PCH_SAME_PERS_NSA,L,EMP_DC,HR	79.2 d	-55.9 d	-38.5 d	17.2 d	14.3 d	144.2 d	51.6 d	-38.8 d	-25.0 d	78.9 d	-5.4 d	-39.6 d
PCH_SAME_PERS_NSA,L,EMP_DC,HU	6.1 	2.9 	3.4 	2.0 	1.0 	3.9 	0.9 	-0.5 	-2.0 	-1.8 	2.5 	4.9 
PCH_SAME_PERS_NSA,L,EMP_DC,IE	8.9 	-18.3 	-13.5 	-7.2 	-2.3 	21.0 	4.9 	-9.8 	0.1 	-3.6 	-15.0 	0.4 
PCH_SAME_PERS_NSA,L,EMP_DC,IS	0.0 p	7.7 p	8.3 p	7.7 p	15.4 p	7.1 p	7.7 p	0.0 p	0.0 p	0.0 p	7.1 p	14.3 p
PCH_SAME_PERS_NSA,L,EMP_DC,IT	-0.8 	0.6 	1.0 	3.6 	6.8 	3.1 	5.8 	1.9 	4.0 	4.3 	2.8 	-1.3 
PCH_SAME_PERS_NSA,L,EMP_DC,LT	-1.2 	-0.2 	3.4 	3.0 	-2.6 	-12.4 	-27.3 	-8.2 	14.7 	39.7 	22.5 	9.8 
PCH_SAME_PERS_NSA,L,EMP_DC,LU	5.0 	2.3 	2.5 	3.7 	4.6 	6.6 	5.3 	3.9 	4.3 	6.9 	10.7 	10.8 
PCH_SAME_PERS_NSA,L,EMP_DC,LV	0.4 	-1.8 	0.4 	-2.8 	2.2 	-1.4 	-1.3 	0.5 	-1.3 	-1.4 	1.3 	1.4 
PCH_SAME_PERS_NSA,L,EMP_DC,ME	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PCH_SAME_PERS_NSA,L,EMP_DC,MT	8.8 	10.0 	9.5 	9.7 	14.7 	16.2 	16.0 	14.2 	15.7 	16.1 	37.6 	39.5 
PCH_SAME_PERS_NSA,L,EMP_DC,NL	0.0 	-4.1 	-2.7 p	1.4 p	-1.4 p	5.7 p	4.2 p	2.7 p	1.4 p	-2.7 p	1.4 p	1.3 p
PCH_SAME_PERS_NSA,L,EMP_DC,NO	4.2 	4.0 	4.2 	4.0 	4.0 	0.0 	0.0 	0.0 	3.8 	3.8 	4.0 	3.8 
PCH_SAME_PERS_NSA,L,EMP_DC,PL	4.8 	0.4 	3.6 p	-11.0 p	-17.0 p	-2.2 p	-15.4 p	-9.9 p	2.2 p	-12.2 p	1.4 p	11.2 p
PCH_SAME_PERS_NSA,L,EMP_DC,PT	2.4 	5.8 	7.9 	10.5 	13.1 	13.3 	14.8 	15.0 	15.2 	15.4 	14.2 	12.1 
PCH_SAME_PERS_NSA,L,EMP_DC,RO	-8.5 	-4.0 	-17.5 	-14.2 	-11.1 	-4.2 	-16.7 p	-45.7 p	-7.3 p	-9.4 p	-6.8 p	27.2 p
PCH_SAME_PERS_NSA,L,EMP_DC,SE	-0.9 	4.9 	0.0 	5.5 	-0.1 	-0.5 	4.1 	-5.1 	-0.4 	3.9 	1.1 	6.6 
PCH_SAME_PERS_NSA,L,EMP_DC,SI	0.5 	-0.3 	1.5 	3.4 	5.1 	7.2 	7.8 	7.4 	7.9 	8.2 	7.5 	7.2 
PCH_SAME_PERS_NSA,L,EMP_DC,SK	9.7 	-8.8 	5.4 	9.4 	13.9 	20.9 	10.5 	9.0 	2.8 	3.4 	-4.7 	-6.0 
PCH_SAME_PERS_NSA,L,EMP_DC,UK	5.2 	0.8 	2.0 	-1.2 	-3.3 	-3.8 	0.5 	-1.0 	3.2 	8.1 	5.1 	0.9 
PCH_SAME_PERS_NSA,M_N,EMP_DC,AT	1.0 	2.3 	1.8 	2.6 	3.0 	3.3 	3.5 	3.8 	4.1 	4.0 	3.9 	3.2 
PCH_SAME_PERS_NSA,M_N,EMP_DC,BE	3.9 	3.7 	3.3 	3.4 	3.4 	3.0 	3.3 	3.6 	3.2 	3.2 	3.2 	2.9 
PCH_SAME_PERS_NSA,M_N,EMP_DC,BG	2.2 p	1.6 p	3.1 p	7.6 p	4.6 p	3.2 p	2.4 p	0.1 p	-0.6 p	0.8 p	0.9 p	0.4 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,CH	1.7 	1.9 	2.5 	2.1 	3.4 	3.8 	3.5 	4.0 	2.7 	1.3 	2.0 	1.8 
PCH_SAME_PERS_NSA,M_N,EMP_DC,CY	6.3 	6.4 	7.2 	7.0 	7.1 	7.9 	6.0 p	5.8 p	7.5 p	8.1 p	6.4 p	6.0 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,CZ	2.6 	4.4 	3.5 	2.7 	3.0 	3.1 	3.2 	2.0 	1.0 	-1.0 	1.6 	1.3 
PCH_SAME_PERS_NSA,M_N,EMP_DC,DE	2.4 	2.6 	2.7 	2.6 	2.4 	2.7 	2.7 	2.4 	2.4 	2.0 	1.8 	1.4 
PCH_SAME_PERS_NSA,M_N,EMP_DC,DK	3.8 	3.8 	4.9 	4.1 	3.7 	4.0 	2.3 	2.6 	2.9 	2.6 	2.3 	2.5 
PCH_SAME_PERS_NSA,M_N,EMP_DC,EA	3.0 	2.7 	2.9 	2.8 	2.7 	2.6 	2.9 	3.0 	3.1 	3.5 	3.2 	3.2 
PCH_SAME_PERS_NSA,M_N,EMP_DC,EA19	3.0 	2.7 	2.9 	2.8 	2.7 	2.6 	2.9 	3.0 	3.1 	3.5 	3.2 	3.2 
PCH_SAME_PERS_NSA,M_N,EMP_DC,EE	5.4 	3.8 	9.1 	5.1 	5.6 	0.7 	21.5 	14.0 	9.7 	15.4 	9.3 	4.3 
PCH_SAME_PERS_NSA,M_N,EMP_DC,EL	1.9 p	1.1 p	5.0 p	-2.1 p	2.2 p	-1.0 p	-1.8 p	3.5 p	1.7 p	2.9 p	2.0 p	-0.6 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,ES	5.4 	2.9 	2.4 p	2.7 p	1.4 p	0.6 p	2.7 p	2.5 p	2.4 p	2.3 p	0.1 p	2.3 p
PCH_SAME_PERS_NSA,M_N,EMP_DC,EU28	3.0 	3.0 	3.0 	3.2 	2.8 	2.8 	2.9 	2.8 	2.8 	3.0 	3.0 	3.1 
