s_adj,unit,nace_r2,lcstruct,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
SCA,PCH_PRE,F,D1_D4_MD5,EU28	0.5 	0.4 	1.0 	0.5 	0.5 	0.6 	0.3 	0.6 	0.9 	0.9 	1.1 	1.1 
SCA,PCH_PRE,F,D1_D4_MD5,FI	-1.0 p	1.0 p	0.4 p	-2.2 p	2.9 p	-0.3 p	-3.1 p	2.2 p	-1.4 p	0.0 p	2.4 p	2.3 p
SCA,PCH_PRE,F,D1_D4_MD5,FR	0.0 p	1.1 p	1.2 p	-0.3 p	1.1 p	0.0 p	1.7 p	0.1 p	0.6 p	1.4 p	-0.4 p	1.3 p
SCA,PCH_PRE,F,D1_D4_MD5,HR	-0.6 	-0.3 	0.9 e	1.5 e	2.5 e	0.6 e	2.7 e	0.4 e	2.6 e	5.2 e	5.2 e	6.0 e
SCA,PCH_PRE,F,D1_D4_MD5,HU	2.3 	1.1 	-1.6 	0.9 	1.7 	0.9 	3.1 	4.3 	1.1 	3.2 	1.6 	1.8 
SCA,PCH_PRE,F,D1_D4_MD5,IE	1.3 	1.6 	0.3 	0.1 	-1.1 	1.5 	0.8 	-1.2 	1.4 	0.0 	1.7 	0.4 p
SCA,PCH_PRE,F,D1_D4_MD5,IT	-0.5 	-1.8 	0.6 	-0.6 	0.2 	0.6 	-0.5 	-0.4 	0.0 	-0.1 	-0.2 	1.5 
SCA,PCH_PRE,F,D1_D4_MD5,LT	1.4 	2.5 	2.3 	1.5 	3.0 	1.5 	3.7 	1.5 	1.6 	2.1 	2.5 	5.2 
SCA,PCH_PRE,F,D1_D4_MD5,LU	-1.1 	-0.3 	1.7 	-0.9 	1.3 	0.7 	-0.5 	2.0 	0.1 	0.6 	-0.4 	0.0 
SCA,PCH_PRE,F,D1_D4_MD5,LV	3.3 	2.4 	3.1 	0.5 	1.9 	0.3 	-0.7 	2.9 	1.4 	2.8 	7.1 p	2.3 p
SCA,PCH_PRE,F,D1_D4_MD5,MT	3.2 p	2.3 p	-7.8 p	1.2 p	3.6 p	3.5 p	-3.9 p	0.0 p	0.7 p	5.3 p	-5.3 p	-0.5 p
SCA,PCH_PRE,F,D1_D4_MD5,NL	1.1 p	-1.3 p	2.9 p	0.0 p	0.8 p	-0.8 p	0.3 p	-0.4 p	0.7 p	0.6 p	2.0 p	: n
SCA,PCH_PRE,F,D1_D4_MD5,NO	0.8 p	-0.3 p	0.8 p	0.4 p	1.8 p	-0.1 p	-1.3 p	0.4 p	3.1 p	0.8 p	-0.3 p	-0.5 p
SCA,PCH_PRE,F,D1_D4_MD5,PL	2.7 	-0.1 	2.5 	0.8 	0.6 	0.8 	1.7 	3.4 	1.8 	3.0 	0.8 	1.3 
SCA,PCH_PRE,F,D1_D4_MD5,PT	-0.3 	0.2 	-0.9 p	1.0 p	0.2 p	-0.8 p	2.3 p	-2.3 p	0.1 p	0.7 p	-0.5 p	1.8 p
SCA,PCH_PRE,F,D1_D4_MD5,RO	3.2 	2.2 	3.1 	5.2 	2.9 	3.5 	2.1 p	5.6 p	1.0 p	-0.9 p	14.6 p	2.9 p
SCA,PCH_PRE,F,D1_D4_MD5,SE	1.5 p	1.7 p	-0.1 p	0.7 p	1.4 p	0.9 p	-0.6 p	0.7 p	0.5 p	1.1 p	3.0 p	0.7 p
SCA,PCH_PRE,F,D1_D4_MD5,SI	-0.6 	-0.4 	-1.8 	0.7 	0.3 	4.0 	2.6 	-2.7 	4.3 	1.3 	-2.5 	5.5 
SCA,PCH_PRE,F,D1_D4_MD5,SK	0.6 	4.4 	-2.9 	-1.8 	4.6 	0.6 	-3.4 p	2.4 p	1.0 p	-0.8 p	4.3 p	3.4 p
SCA,PCH_PRE,F,D1_D4_MD5,TR	5.3 	3.6 	12.7 	3.4 	5.2 	0.2 	2.4 	1.6 	2.1 	2.7 	6.8 	4.6 
SCA,PCH_PRE,F,D1_D4_MD5,UK	0.5 	-0.3 	3.5 	1.9 	-0.9 	2.8 	-3.4 	0.1 	4.1 	2.2 	1.5 	0.7 
SCA,PCH_PRE,G,D1_D4_MD5,AT	1.1 	2.9 	-0.5 	-0.5 	-1.0 	2.2 	-0.1 	1.5 	1.5 	-1.7 	1.8 	0.9 p
SCA,PCH_PRE,G,D1_D4_MD5,BE	0.1 	0.0 	-0.3 	0.2 	0.1 	0.1 	0.7 	0.3 	0.3 	0.6 	0.4 	0.6 p
SCA,PCH_PRE,G,D1_D4_MD5,BG	0.9 	0.9 	1.9 	2.2 	1.4 	3.0 	7.4 p	1.3 p	0.8 p	7.3 p	-9.2 p	2.7 p
SCA,PCH_PRE,G,D1_D4_MD5,CY	-0.2 	0.1 	0.3 	0.4 	0.3 	0.3 	0.1 p	0.2 p	0.4 p	0.4 p	-3.1 p	3.1 p
SCA,PCH_PRE,G,D1_D4_MD5,CZ	0.5 	3.1 	0.0 	0.3 	2.5 	1.5 	1.2 p	3.2 p	1.2 p	1.3 p	3.0 p	2.4 p
SCA,PCH_PRE,G,D1_D4_MD5,DE	0.5 	0.4 	2.1 	0.5 	0.2 	1.5 	0.0 	0.0 	1.0 	0.0 	1.4 	0.1 
SCA,PCH_PRE,G,D1_D4_MD5,DK	0.0 	0.7 	0.2 	0.4 	0.3 	0.4 	0.5 	0.2 	0.4 	0.3 	0.3 	0.5 
SCA,PCH_PRE,G,D1_D4_MD5,EA	0.4 	0.2 	0.6 	0.3 	0.3 	0.7 	0.1 	0.4 	0.6 	0.3 	0.8 	0.6 
SCA,PCH_PRE,G,D1_D4_MD5,EA19	0.3 	0.3 	0.5 	0.3 	0.3 	0.6 	0.2 	0.4 	0.6 	0.4 	0.7 	0.6 
SCA,PCH_PRE,G,D1_D4_MD5,EE	0.7 	0.5 	-0.5 	0.4 	1.4 	2.0 	3.5 	1.7 	3.5 	-0.1 	2.6 	3.8 
SCA,PCH_PRE,G,D1_D4_MD5,EL	3.9 	-1.0 	-8.9 	7.7 	2.1 	-4.2 	1.4 	0.7 	5.3 	-1.3 	-0.9 	0.6 
SCA,PCH_PRE,G,D1_D4_MD5,ES	-1.1 p	0.6 p	-0.6 p	-0.2 p	0.0 p	1.0 p	0.6 p	0.2 p	0.0 p	1.3 p	-0.2 p	1.1 p
SCA,PCH_PRE,G,D1_D4_MD5,EU	0.7 	0.1 	1.4 	0.3 	0.7 	0.6 	0.1 	0.4 	0.6 	0.6 	0.9 	0.7 
SCA,PCH_PRE,G,D1_D4_MD5,EU28	0.7 	0.1 	1.4 	0.3 	0.7 	0.6 	0.1 	0.4 	0.6 	0.6 	0.9 	0.7 
SCA,PCH_PRE,G,D1_D4_MD5,FI	-3.7 p	0.9 p	3.2 p	-0.6 p	0.5 p	0.0 p	1.8 p	0.7 p	-0.5 p	0.6 p	2.1 p	1.3 p
SCA,PCH_PRE,G,D1_D4_MD5,FR	0.6 p	0.3 p	1.1 p	-0.2 p	0.1 p	0.5 p	0.1 p	0.4 p	0.6 p	0.7 p	0.9 p	0.8 p
SCA,PCH_PRE,G,D1_D4_MD5,HR	-1.0 	0.3 	3.7 e	-2.5 e	3.8 e	1.5 e	1.7 e	0.5 e	3.0 e	2.4 e	2.2 e	3.5 e
SCA,PCH_PRE,G,D1_D4_MD5,HU	0.4 	1.0 	1.5 	1.4 	3.0 	1.5 	2.5 	2.8 	2.0 	3.4 	0.9 	3.6 
SCA,PCH_PRE,G,D1_D4_MD5,IE	1.2 	0.5 	0.0 	0.7 	0.6 	1.0 	0.3 	0.3 	0.7 	2.1 	-0.1 	0.2 p
SCA,PCH_PRE,G,D1_D4_MD5,IT	0.0 	-0.6 	0.0 	-0.5 	-0.1 	1.1 	-0.4 	-0.6 	1.0 	-0.7 	1.5 	0.4 
SCA,PCH_PRE,G,D1_D4_MD5,LT	2.3 	0.5 	2.7 	2.0 	3.3 	2.6 	2.4 	3.3 	1.2 	1.5 	3.0 	3.0 
SCA,PCH_PRE,G,D1_D4_MD5,LU	-0.8 	-0.6 	2.0 	-2.1 	0.5 	0.2 	-0.7 	1.4 	0.9 	0.1 	-1.0 	0.2 
SCA,PCH_PRE,G,D1_D4_MD5,LV	1.6 	2.5 	0.2 	4.2 	4.7 	0.0 	1.8 	2.5 	0.5 	2.8 	3.1 p	3.0 p
SCA,PCH_PRE,G,D1_D4_MD5,MT	2.2 p	-2.2 p	0.0 p	-6.8 p	6.1 p	-0.5 p	-1.9 p	4.6 p	-3.9 p	0.5 p	5.7 p	-1.2 p
SCA,PCH_PRE,G,D1_D4_MD5,NL	0.6 p	-0.8 p	0.5 p	-0.7 p	1.6 p	-0.4 p	0.6 p	0.5 p	0.3 p	0.5 p	0.7 p	: n
SCA,PCH_PRE,G,D1_D4_MD5,NO	0.6 p	-0.2 p	0.1 p	0.4 p	1.9 p	0.0 p	0.1 p	0.1 p	2.2 p	0.0 p	0.7 p	0.1 p
SCA,PCH_PRE,G,D1_D4_MD5,PL	-0.2 	2.0 	3.1 	0.3 	4.7 	-4.9 	5.1 	3.6 	2.7 	0.1 	1.7 	5.5 
SCA,PCH_PRE,G,D1_D4_MD5,PT	-0.1 	0.1 	-1.5 p	0.0 p	0.5 p	0.2 p	1.0 p	-0.3 p	-0.7 p	-0.5 p	-0.1 p	0.3 p
SCA,PCH_PRE,G,D1_D4_MD5,RO	3.3 	4.0 	2.6 	4.0 	2.5 	3.9 	6.0 p	3.5 p	0.6 p	4.2 p	0.4 p	5.5 p
SCA,PCH_PRE,G,D1_D4_MD5,SE	1.2 p	1.4 p	3.4 p	0.1 p	1.1 p	0.1 p	1.0 p	0.8 p	-0.6 p	0.9 p	-0.5 p	0.5 p
SCA,PCH_PRE,G,D1_D4_MD5,SI	-2.3 	-0.3 	-0.2 	1.0 	0.5 	3.7 	1.5 	0.9 	0.8 	2.2 	0.4 	1.5 
SCA,PCH_PRE,G,D1_D4_MD5,SK	0.7 	2.6 	-6.7 	1.1 	-1.2 	3.4 	0.5 p	-0.1 p	5.6 p	0.3 p	3.4 p	1.7 p
SCA,PCH_PRE,G,D1_D4_MD5,TR	5.0 	3.6 	13.0 	2.4 	2.5 	2.8 	1.9 	3.7 	1.4 	2.7 	5.7 	4.0 
SCA,PCH_PRE,G,D1_D4_MD5,UK	2.2 	-1.7 	3.3 	2.0 	0.6 	0.9 	-2.2 	0.8 	-0.3 	2.3 	0.5 	0.8 
SCA,PCH_PRE,G-J,D1_D4_MD5,AT	0.2 	3.1 	-1.4 	-2.5 	1.0 	2.1 	-0.7 	2.3 	1.0 	-0.8 	0.6 	2.3 
SCA,PCH_PRE,G-J,D1_D4_MD5,BE	0.1 	0.1 	-0.3 	0.2 	0.1 	0.1 	0.5 	0.4 	0.4 	0.5 	0.5 	0.4 p
SCA,PCH_PRE,G-J,D1_D4_MD5,BG	1.1 	0.5 	2.3 	2.7 	0.5 	2.4 	6.3 	1.2 	1.6 	4.3 	-3.3 	3.6 
SCA,PCH_PRE,G-J,D1_D4_MD5,CY	0.0 	0.0 	0.6 	0.6 	0.2 	0.6 	0.0 p	0.4 p	0.7 p	0.4 p	-5.7 p	5.4 p
SCA,PCH_PRE,G-J,D1_D4_MD5,CZ	0.7 	2.6 	-0.1 	0.5 	2.1 	1.3 	1.7 p	2.6 p	1.3 p	0.8 p	3.3 p	2.0 p
SCA,PCH_PRE,G-J,D1_D4_MD5,DE	0.3 	0.6 	1.4 	0.1 	0.3 	1.2 	-0.1 	0.1 	0.9 	-0.1 	1.0 	0.0 
SCA,PCH_PRE,G-J,D1_D4_MD5,DK	0.3 	0.5 	0.2 	0.3 	0.6 	0.5 	0.3 	0.2 	0.6 	0.3 	0.7 	0.6 
SCA,PCH_PRE,G-J,D1_D4_MD5,EA	0.3 	0.3 	0.4 	0.2 	0.3 	0.4 	0.2 	0.4 	0.5 	0.5 	0.6 	0.6 
SCA,PCH_PRE,G-J,D1_D4_MD5,EA19	0.3 	0.3 	0.4 	0.2 	0.3 	0.4 	0.2 	0.4 	0.5 	0.5 	0.7 	0.6 
SCA,PCH_PRE,G-J,D1_D4_MD5,EE	0.6 	1.3 	1.2 	0.7 	1.8 	0.9 	3.3 	3.2 	2.3 	-0.4 	0.9 	1.9 
SCA,PCH_PRE,G-J,D1_D4_MD5,EL	5.5 	0.9 	-7.9 	6.3 	2.3 	-4.6 	1.9 	1.1 	2.3 	4.4 	-3.3 	1.2 
SCA,PCH_PRE,G-J,D1_D4_MD5,ES	-0.1 p	0.5 p	0.1 p	-0.2 p	-0.4 p	0.4 p	-0.2 p	0.5 p	0.3 p	1.4 p	0.1 p	0.6 p
SCA,PCH_PRE,G-J,D1_D4_MD5,EU	0.4 	0.2 	0.9 	0.1 	0.6 	0.4 	0.1 	0.6 	0.7 	0.7 	0.8 	0.7 
SCA,PCH_PRE,G-J,D1_D4_MD5,EU28	0.4 	0.2 	0.8 	0.1 	0.6 	0.5 	0.1 	0.6 	0.7 	0.7 	0.8 	0.7 
SCA,PCH_PRE,G-J,D1_D4_MD5,FI	-3.3 p	-0.1 p	2.7 p	-1.0 p	0.7 p	-0.1 p	-0.5 p	1.0 p	0.4 p	1.4 p	0.6 p	-0.5 p
SCA,PCH_PRE,G-J,D1_D4_MD5,FR	0.3 p	0.3 p	0.9 p	-0.2 p	0.2 p	0.2 p	0.2 p	0.4 p	0.3 p	0.8 p	1.1 p	0.7 p
SCA,PCH_PRE,G-J,D1_D4_MD5,HR	-0.4 	1.0 	2.3 e	0.1 e	2.1 e	1.4 e	1.9 e	-0.1 e	2.2 e	1.0 e	1.8 e	3.1 e
SCA,PCH_PRE,G-J,D1_D4_MD5,HU	1.0 	1.1 	0.7 	0.9 	2.3 	1.3 	2.1 	3.0 	1.5 	2.8 	2.0 	2.4 
SCA,PCH_PRE,G-J,D1_D4_MD5,IE	0.6 	0.2 	0.7 	0.6 	-0.5 	1.1 	-0.1 	0.9 	0.7 	1.5 	1.0 	-0.5 p
SCA,PCH_PRE,G-J,D1_D4_MD5,IT	-0.2 	-0.9 	0.4 	-0.1 	0.1 	0.9 	0.1 	-1.2 	0.7 	-0.3 	1.3 	1.0 
SCA,PCH_PRE,G-J,D1_D4_MD5,LT	2.4 	0.2 	3.2 	2.3 	3.1 	2.6 	2.6 	2.5 	1.2 	2.1 	3.1 	3.1 
SCA,PCH_PRE,G-J,D1_D4_MD5,LU	-1.2 	-0.2 	1.2 	-1.6 	1.4 	0.3 	-0.6 	1.8 	0.3 	0.7 	-1.1 	0.9 
SCA,PCH_PRE,G-J,D1_D4_MD5,LV	1.0 	2.9 	-0.4 	3.3 	3.5 	0.4 	1.2 	2.5 	0.8 	2.7 	3.7 	3.1 
SCA,PCH_PRE,G-J,D1_D4_MD5,MT	3.2 p	-1.5 p	-3.0 p	-1.8 p	5.6 p	-1.5 p	-0.4 p	0.7 p	-2.3 p	3.0 p	0.9 p	-1.3 p
SCA,PCH_PRE,G-J,D1_D4_MD5,NL	0.2 p	-0.5 p	1.0 p	-0.9 p	1.5 p	-0.3 p	0.2 p	0.3 p	0.6 p	0.5 p	0.7 p	: n
SCA,PCH_PRE,G-J,D1_D4_MD5,NO	0.5 	-0.1 	0.5 	0.3 	1.3 	0.3 	0.3 	0.4 	1.2 	0.2 	0.9 	0.4 
SCA,PCH_PRE,G-J,D1_D4_MD5,PL	0.6 	1.5 	2.3 	-0.5 	3.7 	-1.5 	2.1 	3.9 	1.9 	-0.3 	2.5 	3.3 
SCA,PCH_PRE,G-J,D1_D4_MD5,PT	0.4 	0.3 	-1.5 p	0.6 p	0.1 p	0.0 p	1.7 p	-0.6 p	0.1 p	0.1 p	-0.3 p	1.0 p
SCA,PCH_PRE,G-J,D1_D4_MD5,RO	3.1 	3.7 	2.6 	3.4 	2.8 	3.3 	4.8 p	3.2 p	0.9 p	3.7 p	2.9 p	4.9 p
SCA,PCH_PRE,G-J,D1_D4_MD5,SE	0.9 p	1.4 p	2.3 p	0.6 p	0.8 p	0.3 p	1.7 p	0.7 p	0.2 p	0.6 p	-0.1 p	0.3 p
SCA,PCH_PRE,G-J,D1_D4_MD5,SI	-2.3 	0.7 	-0.4 	1.0 	-0.9 	4.3 	0.0 	0.9 	2.6 	0.9 	-0.2 	2.6 
SCA,PCH_PRE,G-J,D1_D4_MD5,SK	0.2 	2.2 	-2.1 	-1.3 	1.0 	3.0 	0.5 p	1.4 p	3.1 p	1.1 p	2.6 p	1.1 p
SCA,PCH_PRE,G-J,D1_D4_MD5,TR	5.2 	3.3 	11.9 	2.5 	3.7 	0.8 	1.4 	3.8 	1.3 	3.1 	5.2 	3.9 
SCA,PCH_PRE,G-J,D1_D4_MD5,UK	1.1 	-0.6 	1.5 	0.4 	0.8 	0.7 	-1.2 	1.2 	0.7 	1.9 	0.2 	0.8 
SCA,PCH_PRE,G-N,D1_D4_MD5,AT	-1.0 	4.0 	-1.0 	-2.5 	1.5 	1.7 	-0.9 	3.0 	0.6 	-0.2 	0.7 	1.6 p
SCA,PCH_PRE,G-N,D1_D4_MD5,BE	0.1 	0.1 	-0.3 	0.1 	0.2 	0.1 	0.4 	0.4 	0.3 	0.5 	0.5 	0.4 p
SCA,PCH_PRE,G-N,D1_D4_MD5,BG	0.8 	1.6 	1.7 	2.7 	0.2 	2.4 	6.0 	1.4 	1.4 	3.7 	-2.2 	3.6 
SCA,PCH_PRE,G-N,D1_D4_MD5,CY	0.2 	0.1 	0.5 	0.4 	0.1 	0.3 	0.1 p	0.4 p	0.7 p	0.6 p	-2.8 p	1.9 p
SCA,PCH_PRE,G-N,D1_D4_MD5,CZ	0.7 	2.3 	0.1 	0.3 	2.2 	1.2 	1.3 p	2.4 p	1.3 p	0.7 p	3.0 p	1.8 p
SCA,PCH_PRE,G-N,D1_D4_MD5,DE	0.6 	0.5 	0.7 	-0.2 	0.6 	1.6 	0.9 	0.5 	0.8 	0.1 	1.3 	0.2 
SCA,PCH_PRE,G-N,D1_D4_MD5,DK	0.4 	0.6 	0.2 	0.2 	0.7 	0.4 	0.4 	0.3 	0.6 	0.2 	0.6 	0.5 
SCA,PCH_PRE,G-N,D1_D4_MD5,EA	0.3 	0.2 	0.3 	0.2 	0.4 	0.6 	0.5 	0.5 	0.6 	0.5 	0.7 	0.7 
SCA,PCH_PRE,G-N,D1_D4_MD5,EA19	0.3 	0.2 	0.3 	0.2 	0.4 	0.6 	0.5 	0.5 	0.6 	0.5 	0.7 	0.7 
SCA,PCH_PRE,G-N,D1_D4_MD5,EE	1.1 	1.3 	1.9 	0.6 	1.9 	0.5 	3.6 	3.4 	1.5 	0.1 	0.4 	1.4 
SCA,PCH_PRE,G-N,D1_D4_MD5,EL	6.1 	-0.5 	-6.4 	4.3 	1.6 	-1.4 	-0.3 	1.8 	1.9 	2.9 	-2.7 	2.8 
SCA,PCH_PRE,G-N,D1_D4_MD5,ES	0.3 p	0.2 p	0.1 p	0.0 p	-0.1 p	0.2 p	0.2 p	0.4 p	0.1 p	1.5 p	0.3 p	0.4 p
SCA,PCH_PRE,G-N,D1_D4_MD5,EU	0.5 	0.4 	0.4 	0.1 	0.5 	0.5 	0.6 	0.9 	0.6 	0.7 	0.7 	0.6 
SCA,PCH_PRE,G-N,D1_D4_MD5,EU28	0.5 	0.4 	0.4 	0.1 	0.5 	0.5 	0.6 	0.9 	0.6 	0.7 	0.7 	0.6 
SCA,PCH_PRE,G-N,D1_D4_MD5,FI	-2.5 p	-0.1 p	2.2 p	-1.2 p	0.8 p	0.0 p	-0.8 p	0.7 p	-0.1 p	1.5 p	0.2 p	0.4 p
SCA,PCH_PRE,G-N,D1_D4_MD5,FR	0.5 p	0.4 p	0.9 p	-0.3 p	0.2 p	0.2 p	0.5 p	0.2 p	0.3 p	0.8 p	1.1 p	0.8 p
SCA,PCH_PRE,G-N,D1_D4_MD5,HR	0.1 	0.8 	1.7 e	0.4 e	1.7 e	1.8 e	1.9 e	-0.6 e	2.3 e	1.2 e	2.9 e	2.7 e
SCA,PCH_PRE,G-N,D1_D4_MD5,HU	1.3 	1.2 	1.0 	0.6 	2.5 	1.3 	2.0 	3.3 	1.1 	2.8 	1.5 	2.3 
SCA,PCH_PRE,G-N,D1_D4_MD5,IE	0.0 	0.0 	1.1 	0.1 	-0.1 	1.0 	0.7 	0.8 	0.7 	1.3 	0.8 	0.2 p
SCA,PCH_PRE,G-N,D1_D4_MD5,IT	-0.1 	-0.8 	-0.1 	-0.6 	0.3 	1.1 	0.5 	-0.5 	0.1 	0.1 	0.7 	1.2 
SCA,PCH_PRE,G-N,D1_D4_MD5,LT	2.3 	0.1 	3.1 	1.9 	2.8 	2.7 	2.4 	2.7 	1.4 	2.1 	3.0 	3.2 
SCA,PCH_PRE,G-N,D1_D4_MD5,LU	-1.1 	0.1 	1.2 	-0.9 	1.5 	0.6 	-0.4 	2.1 	0.2 	0.6 	-0.6 	0.9 
SCA,PCH_PRE,G-N,D1_D4_MD5,LV	1.0 	2.6 	0.1 	3.1 	3.8 	0.0 	1.0 	2.4 	1.0 	2.5 	3.9 	2.6 
SCA,PCH_PRE,G-N,D1_D4_MD5,MT	2.6 p	-0.6 p	-3.2 p	-1.8 p	5.4 p	1.3 p	-2.4 p	2.3 p	-2.5 p	0.9 p	2.7 p	0.4 p
SCA,PCH_PRE,G-N,D1_D4_MD5,NL	0.1 p	-0.1 p	0.6 p	-0.7 p	1.4 p	-0.5 p	0.4 p	0.5 p	0.6 p	0.5 p	0.6 p	: n
SCA,PCH_PRE,G-N,D1_D4_MD5,NO	0.3 	0.0 	0.4 	0.2 	1.2 	0.3 	0.5 	0.0 	1.2 	0.6 	0.8 	0.2 
SCA,PCH_PRE,G-N,D1_D4_MD5,PL	0.6 	1.4 	2.4 	-0.8 	3.5 	-0.8 	1.6 	3.9 	1.3 	1.2 	1.9 	2.2 
SCA,PCH_PRE,G-N,D1_D4_MD5,PT	0.2 	0.4 	-1.3 p	0.8 p	0.2 p	0.1 p	1.2 p	-0.9 p	0.0 p	-0.2 p	-0.1 p	0.9 p
SCA,PCH_PRE,G-N,D1_D4_MD5,RO	2.6 	3.4 	2.3 	3.6 	2.5 	2.8 	4.4 p	2.9 p	1.0 p	3.8 p	2.2 p	4.8 p
SCA,PCH_PRE,G-N,D1_D4_MD5,SE	1.0 p	1.3 p	1.6 p	0.3 p	0.7 p	0.7 p	1.8 p	0.5 p	0.4 p	0.5 p	-0.6 p	0.4 p
SCA,PCH_PRE,G-N,D1_D4_MD5,SI	-2.3 	-0.6 	1.3 	0.6 	-0.2 	3.2 	0.6 	0.3 	3.2 	0.4 	-0.4 	2.8 
SCA,PCH_PRE,G-N,D1_D4_MD5,SK	0.6 	1.7 	-1.3 	-0.3 	1.8 	2.4 	0.7 p	1.6 p	3.6 p	0.3 p	1.8 p	0.8 p
SCA,PCH_PRE,G-N,D1_D4_MD5,UK	1.3 	0.3 	0.3 	0.4 	0.5 	0.4 	0.0 	2.0 	0.9 	0.9 	0.2 	0.0 
SCA,PCH_PRE,H,D1_D4_MD5,AT	-0.3 	1.2 	-3.0 	-4.4 	5.1 	-0.6 	-2.4 	6.3 	-0.5 	1.9 	-0.6 	2.9 p
SCA,PCH_PRE,H,D1_D4_MD5,BE	0.0 	0.2 	-0.2 	0.1 	-0.2 	0.2 	0.4 	0.7 	0.7 	0.5 	0.8 	0.4 p
SCA,PCH_PRE,H,D1_D4_MD5,BG	0.2 	-0.5 	1.7 	2.1 	-0.2 	1.0 	10.1 p	0.7 p	2.0 p	1.2 p	2.9 p	2.3 p
SCA,PCH_PRE,H,D1_D4_MD5,CY	-0.1 	-0.5 	1.4 	-0.3 	0.0 	0.8 	-0.8 p	-0.1 p	0.4 p	-0.3 p	-5.3 p	22.0 p
SCA,PCH_PRE,H,D1_D4_MD5,CZ	0.8 	2.7 	0.1 	0.9 	1.5 	1.7 	1.5 p	2.5 p	2.5 p	0.4 p	3.3 p	1.6 p
SCA,PCH_PRE,H,D1_D4_MD5,DE	0.0 	0.5 	3.5 	0.2 	-0.7 	0.2 	-1.2 	-0.3 	0.6 	-0.6 	1.0 	0.1 
SCA,PCH_PRE,H,D1_D4_MD5,DK	1.0 	0.3 	0.2 	0.1 	1.0 	0.9 	-0.1 	0.8 	0.4 	0.5 	1.3 	0.3 
SCA,PCH_PRE,H,D1_D4_MD5,EA	0.3 	0.1 	1.1 	0.1 	0.2 	0.2 	-0.3 	0.2 	0.4 	0.3 	0.8 	0.7 
SCA,PCH_PRE,H,D1_D4_MD5,EA19	0.3 	0.1 	1.1 	0.1 	0.2 	0.2 	-0.3 	0.2 	0.4 	0.3 	0.8 	0.7 
SCA,PCH_PRE,H,D1_D4_MD5,EE	0.5 	2.0 	1.1 	1.8 	2.0 	-0.3 	1.8 	5.4 	0.6 	-1.8 	1.3 	-0.8 
SCA,PCH_PRE,H,D1_D4_MD5,EL	12.0 	-2.5 	-4.9 	5.9 	1.3 	-7.4 	0.8 	1.5 	2.7 	3.6 	2.1 	1.4 
SCA,PCH_PRE,H,D1_D4_MD5,ES	2.0 p	-0.6 p	2.4 p	1.8 p	-2.6 p	0.4 p	-1.6 p	0.9 p	0.4 p	1.4 p	-0.2 p	0.3 p
SCA,PCH_PRE,H,D1_D4_MD5,EU	0.1 	0.2 	0.9 	-0.2 	0.4 	0.2 	0.2 	0.7 	0.7 	0.4 	0.6 	0.8 
SCA,PCH_PRE,H,D1_D4_MD5,EU28	0.1 	0.2 	0.9 	-0.2 	0.4 	0.2 	0.2 	0.7 	0.7 	0.4 	0.6 	0.8 
SCA,PCH_PRE,H,D1_D4_MD5,FI	-2.2 p	-1.7 p	2.9 p	-2.0 p	1.3 p	-0.5 p	-2.9 p	1.4 p	-1.0 p	2.9 p	1.7 p	-0.5 p
SCA,PCH_PRE,H,D1_D4_MD5,FR	0.0 p	0.3 p	0.5 p	-0.1 p	0.3 p	0.0 p	-0.5 p	0.9 p	-0.4 p	0.5 p	1.4 p	0.9 p
SCA,PCH_PRE,H,D1_D4_MD5,HR	0.6 	0.4 	2.3 e	0.7 e	0.0 e	3.5 e	0.5 e	-1.3 e	0.1 e	-0.6 e	-0.4 e	1.9 e
SCA,PCH_PRE,H,D1_D4_MD5,HU	1.0 	1.5 	-0.6 	1.3 	2.5 	0.1 	3.2 	3.3 	0.7 	2.4 	3.6 	0.6 
SCA,PCH_PRE,H,D1_D4_MD5,IE	1.8 	-1.6 	3.4 	0.0 	-1.3 	1.9 	-0.3 	-0.2 	2.0 	-0.7 	0.8 	1.1 p
SCA,PCH_PRE,H,D1_D4_MD5,IT	-0.9 	-0.5 	-0.6 	0.2 	0.9 	0.7 	2.5 	-1.6 	0.0 	0.1 	1.0 	1.3 
SCA,PCH_PRE,H,D1_D4_MD5,LT	1.8 	0.0 	3.4 	3.4 	3.3 	1.9 	3.0 	1.2 	1.4 	2.2 	2.8 	2.9 
SCA,PCH_PRE,H,D1_D4_MD5,LU	-1.1 	0.3 	0.6 	-2.0 	1.4 	-0.1 	-0.1 	1.1 	-0.1 	0.6 	-0.7 	1.5 
SCA,PCH_PRE,H,D1_D4_MD5,LV	2.2 	2.2 	-1.6 	1.6 	2.0 	1.2 	2.4 	0.5 	1.5 	1.6 	3.9 p	2.8 p
SCA,PCH_PRE,H,D1_D4_MD5,MT	1.2 p	3.1 p	-3.2 p	2.9 p	6.8 p	-1.0 p	-0.7 p	-5.5 p	1.8 p	5.8 p	-4.6 p	-4.8 p
SCA,PCH_PRE,H,D1_D4_MD5,NL	0.2 p	0.0 p	0.9 p	-0.4 p	0.9 p	-0.1 p	-0.5 p	0.1 p	1.1 p	0.7 p	1.0 p	: n
