s_adj,unit,nace_r2,lcstruct,geo\time	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
CA,PCH_SM,F,D1_D4_MD5,FI	-1.0 p	1.4 p	-0.5 p	-1.8 p	2.1 p	0.8 p	-2.9 p	1.8 p	-2.7 p	-2.5 p	3.2 p	3.4 p
CA,PCH_SM,F,D1_D4_MD5,FR	0.4 p	1.3 p	2.7 p	1.8 p	3.1 p	2.1 p	2.3 p	3.0 p	2.5 p	3.7 p	1.8 p	2.9 p
CA,PCH_SM,F,D1_D4_MD5,HR	1.8 	1.8 	1.2 e	1.6 e	4.8 e	5.7 e	7.4 e	6.4 e	6.4 e	11.2 e	13.9 e	20.5 e
CA,PCH_SM,F,D1_D4_MD5,HU	6.6 	5.7 	2.9 	2.9 	1.4 	1.7 	7.0 	11.1 	9.2 	12.2 	10.6 	7.9 
CA,PCH_SM,F,D1_D4_MD5,IE	1.2 	0.7 	3.0 	3.1 	0.7 	0.7 	1.7 	-0.2 	2.4 	0.9 	2.2 	3.3 p
CA,PCH_SM,F,D1_D4_MD5,IS	5.9 p	6.8 p	14.1 p	6.3 p	8.0 p	7.2 p	0.2 p	9.1 p	6.0 p	5.6 p	7.2 p	10.2 p
CA,PCH_SM,F,D1_D4_MD5,IT	-4.7 	-5.6 	-3.2 	-2.1 	-1.6 	0.9 	-0.7 	0.2 	-0.4 	-1.0 	-1.2 	1.7 
CA,PCH_SM,F,D1_D4_MD5,LT	1.9 	2.5 	5.0 	7.9 	9.7 	8.7 	10.3 	10.1 	8.6 	9.2 	8.0 	12.4 
CA,PCH_SM,F,D1_D4_MD5,LU	-0.3 	-0.4 	1.2 	-0.9 	2.0 	3.2 	0.0 	3.6 	2.4 	2.6 	2.0 	-0.1 
CA,PCH_SM,F,D1_D4_MD5,LV	10.8 	10.5 	11.6 	10.0 	8.9 	5.4 	1.5 	4.9 	2.6 	5.8 	16.8 p	15.5 p
CA,PCH_SM,F,D1_D4_MD5,MT	4.5 p	8.4 p	-4.0 p	-1.5 p	-1.2 p	0.0 p	4.3 p	3.1 p	0.2 p	2.0 p	0.5 p	0.0 p
CA,PCH_SM,F,D1_D4_MD5,NL	2.7 p	-1.2 p	4.3 p	2.4 p	2.5 p	2.5 p	0.8 p	-0.7 p	0.0 p	1.0 p	3.5 p	: n
CA,PCH_SM,F,D1_D4_MD5,NO	1.9 p	1.3 p	2.0 p	1.8 p	2.9 p	3.1 p	0.9 p	0.9 p	2.1 p	3.1 p	4.1 p	3.2 p
CA,PCH_SM,F,D1_D4_MD5,PL	6.1 	3.6 	4.6 	6.7 	3.6 	5.3 	2.5 	6.8 	7.8 	12.1 	8.9 	6.3 
CA,PCH_SM,F,D1_D4_MD5,PT	2.1 	1.3 	-0.8 p	0.5 p	-0.1 p	-1.5 p	3.9 p	-0.3 p	-1.5 p	0.6 p	-2.8 p	3.3 p
CA,PCH_SM,F,D1_D4_MD5,RO	3.8 	5.5 	11.8 	16.1 	14.4 	15.4 	13.6 p	14.6 p	12.1 p	7.7 p	19.1 p	18.0 p
CA,PCH_SM,F,D1_D4_MD5,SE	3.9 	5.7 p	3.5 	3.8 	3.8 	3.0 p	2.5 	2.3 	1.5 p	1.7 p	5.6 p	5.5 p
CA,PCH_SM,F,D1_D4_MD5,SI	1.8 	3.3 	-3.4 	-2.9 	-1.5 	5.0 	6.9 	3.8 	8.8 	6.4 	-1.6 	9.8 
CA,PCH_SM,F,D1_D4_MD5,SK	12.1 	16.5 	4.1 	0.1 	3.7 	-0.4 	0.3 p	4.7 p	0.5 p	-1.9 p	7.2 p	8.8 p
CA,PCH_SM,F,D1_D4_MD5,TR	13.3 	14.8 	25.3 	26.9 	25.5 	22.7 	12.9 	11.8 	5.8 	6.4 	13.1 	19.7 
CA,PCH_SM,F,D1_D4_MD5,UK	4.7 	3.6 	5.8 	5.4 	4.3 	7.3 	0.5 	-1.6 	3.6 	3.0 	8.0 	8.7 
CA,PCH_SM,G,D1_D4_MD5,AT	3.4 	6.0 	3.7 	3.0 	0.9 	0.2 	0.6 	2.7 	5.2 	1.1 	3.0 	2.4 p
CA,PCH_SM,G,D1_D4_MD5,BE	0.0 	0.1 	0.1 	0.1 	-0.1 	-0.2 	1.0 	1.2 	1.4 	1.7 	1.7 	1.9 p
CA,PCH_SM,G,D1_D4_MD5,BG	8.7 	9.1 	5.2 	6.4 	6.3 	8.7 	14.6 p	13.9 p	12.9 p	17.8 p	-0.4 p	1.0 p
CA,PCH_SM,G,D1_D4_MD5,CY	-1.5 	-0.9 	-0.3 	0.8 	1.3 	1.4 	1.1 p	0.7 p	0.9 p	1.0 p	1.9 p	2.3 p
CA,PCH_SM,G,D1_D4_MD5,CZ	4.8 	6.7 	4.6 	3.9 	6.0 	4.3 	5.6 p	8.7 p	7.2 p	7.0 p	8.9 p	8.0 p
CA,PCH_SM,G,D1_D4_MD5,DE	2.2 	1.8 	3.6 	3.3 	3.3 	4.4 	2.4 	1.5 	2.5 	0.9 	2.4 	2.3 
CA,PCH_SM,G,D1_D4_MD5,DK	1.3 	1.5 	1.4 	1.4 	1.6 	1.3 	1.7 	1.5 	1.6 	1.4 	1.2 	1.5 
CA,PCH_SM,G,D1_D4_MD5,EA	1.3 	1.3 	1.8 	1.3 	1.3 	1.9 	1.6 	1.5 	2.0 	1.3 	2.2 	2.5 
CA,PCH_SM,G,D1_D4_MD5,EA19	1.3 	1.3 	1.8 	1.3 	1.3 	1.9 	1.6 	1.5 	2.0 	1.3 	2.2 	2.5 
CA,PCH_SM,G,D1_D4_MD5,EE	7.3 	5.2 	3.1 	0.8 	1.9 	3.2 	7.6 	9.1 	11.6 	8.4 	7.6 	10.2 
CA,PCH_SM,G,D1_D4_MD5,EL	1.2 	0.5 	-2.1 	1.6 	1.7 	-6.1 	7.7 	-0.3 	0.5 	7.6 	1.2 	2.4 
CA,PCH_SM,G,D1_D4_MD5,ES	-1.8 p	1.1 p	-1.5 p	-1.2 p	-0.7 p	0.5 p	1.4 p	2.0 p	1.4 p	2.2 p	1.0 p	2.4 p
CA,PCH_SM,G,D1_D4_MD5,EU	2.6 	1.7 	2.6 	2.5 	2.5 	3.0 	1.7 	1.8 	1.7 	1.7 	2.6 	2.9 
CA,PCH_SM,G,D1_D4_MD5,EU28	2.6 	1.7 	2.6 	2.5 	2.5 	3.0 	1.7 	1.8 	1.7 	1.7 	2.6 	2.9 
CA,PCH_SM,G,D1_D4_MD5,FI	-0.6 p	1.1 p	2.7 p	-0.3 p	4.0 p	3.1 p	1.7 p	3.0 p	1.9 p	2.6 p	2.9 p	3.6 p
CA,PCH_SM,G,D1_D4_MD5,FR	1.2 p	0.9 p	2.5 p	1.7 p	1.2 p	1.4 p	0.5 p	0.9 p	1.6 p	1.6 p	2.6 p	3.1 p
CA,PCH_SM,G,D1_D4_MD5,HR	1.7 	0.7 	3.9 e	0.4 e	5.4 e	6.4 e	4.7 e	7.5 e	7.0 e	7.8 e	8.1 e	11.7 e
CA,PCH_SM,G,D1_D4_MD5,HU	3.4 	2.2 	4.5 	4.6 	6.9 	7.0 	8.9 	10.5 	9.1 	10.9 	9.2 	10.5 
CA,PCH_SM,G,D1_D4_MD5,IE	2.6 	3.1 	0.5 	2.3 	1.7 	2.5 	2.6 	2.1 	2.3 	3.6 	2.9 	2.9 p
CA,PCH_SM,G,D1_D4_MD5,IS	7.0 p	7.8 p	11.7 p	7.7 p	9.1 p	7.6 p	3.4 p	7.7 p	7.7 p	7.3 p	7.7 p	13.3 p
CA,PCH_SM,G,D1_D4_MD5,IT	0.3 	-0.2 	-0.4 	-1.3 	-1.2 	0.3 	0.3 	-0.1 	1.2 	-1.0 	1.4 	2.4 
CA,PCH_SM,G,D1_D4_MD5,LT	6.1 	4.5 	7.0 	8.0 	8.7 	11.0 	10.8 	12.4 	9.6 	8.6 	9.5 	9.3 
CA,PCH_SM,G,D1_D4_MD5,LU	1.2 	-0.6 	2.1 	-1.8 	0.1 	0.7 	-2.5 	1.3 	2.2 	2.1 	1.1 	0.1 
CA,PCH_SM,G,D1_D4_MD5,LV	9.3 	9.3 	5.3 	8.7 	12.0 	9.4 	11.1 	9.3 	5.0 	7.9 	9.2 p	9.7 p
CA,PCH_SM,G,D1_D4_MD5,MT	14.7 p	11.0 p	5.9 p	-6.9 p	-3.4 p	-1.7 p	-3.6 p	8.2 p	-2.0 p	-1.0 p	6.8 p	0.8 p
CA,PCH_SM,G,D1_D4_MD5,NL	2.2 p	-0.8 p	0.4 p	-0.7 p	0.7 p	0.9 p	1.4 p	2.0 p	1.2 p	1.6 p	2.1 p	: n
CA,PCH_SM,G,D1_D4_MD5,NO	1.4 p	1.4 p	0.8 p	1.0 p	2.3 p	2.4 p	2.4 p	2.0 p	2.2 p	2.3 p	2.9 p	2.9 p
CA,PCH_SM,G,D1_D4_MD5,PL	3.8 	5.4 	4.7 	5.3 	10.5 	3.0 	5.0 	8.4 	6.2 	11.9 	8.2 	10.2 
CA,PCH_SM,G,D1_D4_MD5,PT	0.8 	1.5 	-3.5 p	-0.9 p	-1.5 p	-2.6 p	3.8 p	2.6 p	-0.2 p	-0.7 p	-3.1 p	-0.9 p
CA,PCH_SM,G,D1_D4_MD5,RO	5.1 	6.2 	11.7 	15.2 	13.8 	12.9 	17.6 p	17.1 p	14.6 p	14.6 p	9.3 p	11.5 p
CA,PCH_SM,G,D1_D4_MD5,SE	0.4 	0.8 p	6.5 	6.2 	6.1 	4.8 p	2.2 	3.1 	1.2 p	2.2 p	0.5 p	0.4 p
CA,PCH_SM,G,D1_D4_MD5,SI	0.8 	1.6 	0.4 	-1.8 	0.8 	5.2 	6.9 	6.8 	7.0 	5.6 	4.3 	5.0 
CA,PCH_SM,G,D1_D4_MD5,SK	5.1 	10.0 	1.3 	-2.6 	-4.6 	-4.0 	4.8 p	2.7 p	9.1 p	5.6 p	10.5 p	11.5 p
CA,PCH_SM,G,D1_D4_MD5,TR	14.1 	15.0 	25.7 	26.6 	23.2 	20.9 	9.6 	11.9 	10.4 	9.3 	14.4 	14.8 
CA,PCH_SM,G,D1_D4_MD5,UK	8.0 	2.9 	3.4 	5.8 	4.0 	6.8 	1.1 	0.0 	-1.0 	0.6 	3.2 	3.3 
CA,PCH_SM,G-J,D1_D4_MD5,AT	3.5 	7.3 	0.9 	-0.6 	0.0 	-0.8 	-0.4 	4.9 	4.8 	1.9 	2.9 	3.2 
CA,PCH_SM,G-J,D1_D4_MD5,BE	0.0 	0.1 	0.1 	0.2 	0.0 	-0.2 	0.9 	1.1 	1.4 	1.6 	2.0 	1.8 p
CA,PCH_SM,G-J,D1_D4_MD5,BG	7.6 	4.8 	5.1 	6.9 	6.2 	8.0 	12.5 	10.8 	11.6 	13.7 	4.1 	6.8 
CA,PCH_SM,G-J,D1_D4_MD5,CY	-0.7 	-1.6 	0.4 	1.2 	1.5 	2.6 	1.0 p	0.9 p	1.9 p	1.3 p	2.2 p	2.6 p
CA,PCH_SM,G-J,D1_D4_MD5,CZ	3.8 	5.4 	3.8 	3.8 	5.2 	3.6 	5.8 p	8.1 p	7.2 p	6.3 p	8.3 p	7.6 p
CA,PCH_SM,G-J,D1_D4_MD5,DE	2.9 	2.6 	3.4 	2.2 	2.4 	3.0 	1.5 	1.3 	2.1 	0.8 	1.9 	1.7 
CA,PCH_SM,G-J,D1_D4_MD5,DK	1.5 	1.6 	1.6 	1.2 	1.6 	1.5 	1.7 	1.6 	1.6 	1.4 	1.8 	2.1 
CA,PCH_SM,G-J,D1_D4_MD5,EA	1.4 	1.3 	1.6 	0.9 	1.1 	1.5 	1.0 	1.3 	1.6 	1.3 	2.2 	2.4 
CA,PCH_SM,G-J,D1_D4_MD5,EA19	1.4 	1.3 	1.6 	0.9 	1.1 	1.5 	1.0 	1.3 	1.6 	1.3 	2.2 	2.4 
CA,PCH_SM,G-J,D1_D4_MD5,EE	7.0 	5.3 	6.1 	3.7 	5.3 	4.6 	7.0 	9.5 	10.2 	8.4 	5.8 	4.7 
CA,PCH_SM,G-J,D1_D4_MD5,EL	0.2 	-3.7 	-3.2 	3.8 	-0.8 	-3.6 	7.2 	1.0 	0.5 	10.7 	2.5 	3.9 
CA,PCH_SM,G-J,D1_D4_MD5,ES	-1.2 p	1.2 p	-0.3 p	0.3 p	-0.3 p	0.1 p	-0.3 p	0.5 p	0.8 p	2.0 p	2.3 p	2.6 p
CA,PCH_SM,G-J,D1_D4_MD5,EU	2.5 	1.8 	2.0 	1.5 	1.8 	2.1 	1.2 	1.8 	1.9 	2.1 	2.8 	2.9 
CA,PCH_SM,G-J,D1_D4_MD5,EU28	2.5 	1.8 	2.0 	1.5 	1.8 	2.1 	1.2 	1.8 	1.9 	2.1 	2.8 	2.9 
CA,PCH_SM,G-J,D1_D4_MD5,FI	0.6 p	-0.1 p	1.5 p	-1.9 p	2.2 p	2.4 p	-0.9 p	1.0 p	0.6 p	2.2 p	3.7 p	1.9 p
CA,PCH_SM,G-J,D1_D4_MD5,FR	1.0 p	0.8 p	2.1 p	1.3 p	1.2 p	1.0 p	0.3 p	1.0 p	1.1 p	1.5 p	2.7 p	2.9 p
CA,PCH_SM,G-J,D1_D4_MD5,HR	1.1 	1.4 	2.8 e	3.0 e	5.7 e	5.8 e	5.8 e	5.4 e	5.5 e	5.0 e	4.9 e	8.4 e
CA,PCH_SM,G-J,D1_D4_MD5,HU	3.9 	3.8 	4.0 	3.9 	5.0 	5.0 	6.9 	9.4 	7.8 	9.4 	9.6 	9.1 
CA,PCH_SM,G-J,D1_D4_MD5,IE	2.9 	2.1 	1.5 	2.0 	0.9 	1.9 	1.2 	1.4 	2.7 	3.1 	4.1 	2.6 p
CA,PCH_SM,G-J,D1_D4_MD5,IS	6.8 p	7.2 p	12.8 p	6.7 p	8.9 p	7.6 p	2.3 p	8.0 p	7.7 p	7.6 p	8.1 p	12.1 p
CA,PCH_SM,G-J,D1_D4_MD5,IT	-0.6 	-1.7 	-0.8 	-1.1 	-0.6 	1.1 	1.3 	0.0 	0.5 	-1.0 	0.6 	3.0 
CA,PCH_SM,G-J,D1_D4_MD5,LT	5.7 	3.6 	6.8 	8.6 	9.1 	11.7 	11.1 	11.4 	9.1 	8.8 	9.3 	10.1 
CA,PCH_SM,G-J,D1_D4_MD5,LU	0.6 	0.5 	0.7 	-1.9 	1.0 	1.4 	-1.2 	3.0 	1.8 	2.5 	1.4 	0.9 
CA,PCH_SM,G-J,D1_D4_MD5,LV	8.2 	8.6 	5.2 	6.9 	9.7 	6.8 	9.1 	8.1 	5.1 	7.1 	10.3 	10.7 
CA,PCH_SM,G-J,D1_D4_MD5,MT	9.9 p	5.1 p	1.1 p	-3.3 p	-1.0 p	-1.0 p	1.6 p	4.2 p	-3.6 p	0.9 p	2.2 p	0.3 p
CA,PCH_SM,G-J,D1_D4_MD5,NL	2.5 p	-0.1 p	1.1 p	-0.6 p	1.4 p	1.3 p	0.7 p	1.3 p	1.1 p	1.7 p	2.3 p	: n
CA,PCH_SM,G-J,D1_D4_MD5,NO	1.8 	1.4 	1.2 	1.2 	2.1 	2.4 	2.2 	2.2 	2.1 	2.1 	2.7 	2.8 
CA,PCH_SM,G-J,D1_D4_MD5,PL	4.2 	4.8 	4.4 	3.9 	7.1 	4.0 	3.6 	8.6 	6.2 	7.7 	8.3 	7.8 
CA,PCH_SM,G-J,D1_D4_MD5,PT	1.7 	1.6 	-2.6 p	0.5 p	-0.8 p	-2.5 p	3.7 p	2.5 p	0.8 p	1.0 p	-2.1 p	2.1 p
CA,PCH_SM,G-J,D1_D4_MD5,RO	5.8 	7.5 	11.1 	13.7 	13.3 	12.1 	15.2 p	15.0 p	12.8 p	12.8 p	11.2 p	13.3 p
CA,PCH_SM,G-J,D1_D4_MD5,SE	2.1 	2.6 p	5.6 	5.3 	5.2 	4.1 p	3.5 	3.6 	2.9 p	3.2 p	1.3 p	1.0 p
CA,PCH_SM,G-J,D1_D4_MD5,SI	-0.4 	2.1 	-1.7 	-1.1 	0.2 	4.2 	4.3 	4.3 	8.0 	4.5 	4.3 	6.2 
CA,PCH_SM,G-J,D1_D4_MD5,SK	5.5 	9.0 	3.4 	-1.1 	-0.4 	0.2 	3.6 p	6.1 p	8.0 p	5.8 p	9.0 p	8.2 p
CA,PCH_SM,G-J,D1_D4_MD5,TR	14.6 	15.5 	25.6 	24.9 	23.1 	19.3 	8.3 	10.3 	7.6 	9.1 	14.5 	14.3 
CA,PCH_SM,G-J,D1_D4_MD5,UK	6.1 	3.3 	1.7 	2.2 	2.1 	3.5 	0.7 	1.5 	1.4 	2.8 	3.9 	3.6 
CA,PCH_SM,G-N,D1_D4_MD5,AT	1.5 	6.2 	1.3 	-0.6 	1.9 	-0.2 	-0.4 	5.4 	4.4 	2.6 	3.9 	2.7 p
CA,PCH_SM,G-N,D1_D4_MD5,BE	0.0 	0.1 	0.2 	0.1 	0.1 	-0.1 	0.9 	1.1 	1.3 	1.5 	1.9 	1.7 p
CA,PCH_SM,G-N,D1_D4_MD5,BG	8.1 	5.8 	5.4 	7.2 	6.3 	6.9 	11.8 	10.3 	11.5 	12.7 	4.5 	7.0 
CA,PCH_SM,G-N,D1_D4_MD5,CY	-0.3 	-1.0 	0.6 	1.4 	1.5 	1.6 	0.7 p	0.7 p	1.6 p	1.9 p	2.4 p	2.9 p
CA,PCH_SM,G-N,D1_D4_MD5,CZ	3.9 	4.8 	3.5 	3.6 	5.3 	3.5 	4.9 p	7.6 p	6.4 p	5.5 p	7.7 p	7.2 p
CA,PCH_SM,G-N,D1_D4_MD5,DE	3.3 	2.8 	3.1 	1.5 	1.7 	2.6 	3.2 	3.7 	3.9 	2.3 	2.9 	2.4 
CA,PCH_SM,G-N,D1_D4_MD5,DK	1.9 	2.0 	2.0 	1.2 	1.8 	1.6 	1.7 	1.8 	1.8 	1.5 	1.8 	1.8 
CA,PCH_SM,G-N,D1_D4_MD5,EA	1.5 	1.4 	1.7 	0.7 	1.0 	1.4 	1.6 	2.4 	2.3 	2.0 	2.5 	2.5 
CA,PCH_SM,G-N,D1_D4_MD5,EA19	1.5 	1.4 	1.7 	0.7 	1.0 	1.4 	1.6 	2.4 	2.3 	2.0 	2.5 	2.5 
CA,PCH_SM,G-N,D1_D4_MD5,EE	6.5 	5.0 	7.6 	4.9 	5.9 	5.1 	6.5 	9.9 	9.5 	9.0 	5.5 	2.9 
CA,PCH_SM,G-N,D1_D4_MD5,EL	1.0 	-3.4 	-2.6 	2.7 	-3.0 	-2.6 	6.5 	2.2 	0.7 	6.8 	1.8 	4.5 
CA,PCH_SM,G-N,D1_D4_MD5,ES	-0.3 p	1.3 p	0.5 p	0.6 p	-0.2 p	0.3 p	0.4 p	0.9 p	0.3 p	2.1 p	2.5 p	2.4 p
CA,PCH_SM,G-N,D1_D4_MD5,EU	2.4 	2.1 	2.0 	1.2 	1.5 	1.6 	1.6 	2.9 	2.7 	2.8 	2.9 	2.7 
CA,PCH_SM,G-N,D1_D4_MD5,EU28	2.4 	2.1 	2.0 	1.2 	1.5 	1.6 	1.6 	2.9 	2.7 	2.8 	2.9 	2.7 
CA,PCH_SM,G-N,D1_D4_MD5,FI	0.4 p	0.1 p	1.5 p	-2.0 p	1.7 p	2.0 p	-1.4 p	1.0 p	-0.7 p	1.2 p	2.5 p	1.6 p
CA,PCH_SM,G-N,D1_D4_MD5,FR	0.9 p	1.1 p	2.2 p	1.3 p	1.1 p	0.9 p	0.5 p	1.3 p	1.2 p	1.7 p	2.5 p	3.2 p
CA,PCH_SM,G-N,D1_D4_MD5,HR	0.8 	1.0 	2.4 e	3.0 e	4.7 e	5.7 e	6.2 e	4.9 e	5.6 e	4.8 e	6.1 e	9.6 e
CA,PCH_SM,G-N,D1_D4_MD5,HU	3.8 	4.3 	4.5 	4.4 	5.1 	5.3 	6.6 	10.1 	7.7 	9.5 	9.0 	8.1 
CA,PCH_SM,G-N,D1_D4_MD5,IE	2.9 	0.0 	2.1 	1.3 	1.1 	2.1 	1.9 	2.5 	3.2 	3.5 	3.6 	3.0 p
CA,PCH_SM,G-N,D1_D4_MD5,IS	7.4 p	7.0 p	14.5 p	5.1 p	8.5 p	7.6 p	2.5 p	10.6 p	8.5 p	7.1 p	7.6 p	10.5 p
CA,PCH_SM,G-N,D1_D4_MD5,IT	0.4 	-0.6 	-1.4 	-1.7 	-1.1 	0.7 	1.3 	1.6 	1.4 	0.0 	0.4 	2.4 
CA,PCH_SM,G-N,D1_D4_MD5,LT	6.6 	4.2 	6.6 	7.5 	8.0 	11.0 	10.3 	11.2 	9.5 	9.0 	9.7 	10.4 
CA,PCH_SM,G-N,D1_D4_MD5,LU	-0.1 	0.0 	0.7 	-0.9 	2.4 	2.8 	-0.5 	4.1 	2.9 	3.1 	1.6 	0.7 
CA,PCH_SM,G-N,D1_D4_MD5,LV	7.2 	7.7 	4.4 	7.0 	10.2 	7.0 	8.5 	7.4 	4.4 	6.8 	10.7 	10.4 
CA,PCH_SM,G-N,D1_D4_MD5,MT	9.4 p	4.9 p	-0.8 p	-3.1 p	-0.4 p	1.5 p	2.4 p	6.6 p	-1.5 p	-1.9 p	3.3 p	1.5 p
CA,PCH_SM,G-N,D1_D4_MD5,NL	0.8 p	-1.4 p	1.2 p	-0.5 p	1.5 p	0.6 p	0.9 p	1.5 p	1.3 p	1.8 p	2.3 p	: n
CA,PCH_SM,G-N,D1_D4_MD5,NO	1.7 	1.3 	1.1 	1.0 	1.8 	2.1 	2.2 	2.0 	2.1 	2.3 	2.7 	2.9 
CA,PCH_SM,G-N,D1_D4_MD5,PL	3.7 	5.9 	4.1 	3.3 	6.5 	4.8 	2.8 	8.8 	5.6 	8.8 	8.6 	6.7 
CA,PCH_SM,G-N,D1_D4_MD5,PT	1.5 	1.9 	-2.4 p	0.9 p	-0.5 p	-1.3 p	3.8 p	1.3 p	0.2 p	0.1 p	-3.0 p	1.7 p
CA,PCH_SM,G-N,D1_D4_MD5,RO	5.8 	7.5 	10.1 	12.8 	12.6 	10.9 	14.4 p	13.2 p	11.8 p	12.4 p	10.3 p	13.0 p
CA,PCH_SM,G-N,D1_D4_MD5,SE	2.5 	3.5 p	5.2 	4.2 	3.8 	3.1 p	3.6 	3.7 	3.5 p	3.3 p	0.8 p	0.7 p
CA,PCH_SM,G-N,D1_D4_MD5,SI	-0.3 	0.1 	-1.9 	-1.1 	1.1 	5.2 	4.0 	3.9 	7.7 	4.6 	3.5 	6.2 
CA,PCH_SM,G-N,D1_D4_MD5,SK	2.9 	6.1 	1.9 	0.6 	1.6 	2.2 	4.7 p	6.9 p	8.4 p	6.3 p	7.7 p	6.6 p
CA,PCH_SM,G-N,D1_D4_MD5,UK	5.2 	4.0 	1.1 	2.4 	1.8 	1.8 	1.5 	2.8 	3.3 	3.9 	3.9 	2.1 
CA,PCH_SM,H,D1_D4_MD5,AT	1.2 	7.2 	-7.2 	-6.2 	-1.2 	-3.0 	-3.2 	8.6 	2.6 	5.3 	6.5 	4.1 p
CA,PCH_SM,H,D1_D4_MD5,BE	0.0 	0.1 	0.0 	0.0 	-0.1 	-0.2 	0.6 	1.0 	2.1 	2.1 	3.0 	2.4 p
CA,PCH_SM,H,D1_D4_MD5,BG	5.1 	2.2 	2.2 	3.6 	3.5 	5.1 	13.3 p	11.3 p	14.1 p	14.3 p	7.6 p	9.3 p
CA,PCH_SM,H,D1_D4_MD5,CY	-0.2 	-7.4 	3.5 	-0.9 	0.5 	3.3 	-0.7 p	-0.8 p	1.3 p	-1.4 p	0.6 p	0.9 p
CA,PCH_SM,H,D1_D4_MD5,CZ	3.0 	4.9 	3.6 	4.7 	5.5 	4.0 	5.8 p	7.6 p	8.6 p	6.7 p	9.1 p	8.1 p
CA,PCH_SM,H,D1_D4_MD5,DE	3.6 	3.2 	5.2 	4.2 	3.4 	3.2 	-1.5 	-1.8 	-0.7 	-1.4 	0.7 	1.1 
CA,PCH_SM,H,D1_D4_MD5,DK	1.6 	1.9 	1.4 	1.5 	1.8 	2.3 	2.1 	2.6 	2.1 	1.7 	3.2 	2.5 
CA,PCH_SM,H,D1_D4_MD5,EA	1.2 	0.8 	1.6 	1.7 	1.4 	1.5 	0.1 	0.3 	0.4 	0.6 	1.8 	2.4 
CA,PCH_SM,H,D1_D4_MD5,EA19	1.2 	0.8 	1.6 	1.7 	1.4 	1.5 	0.1 	0.3 	0.4 	0.6 	1.8 	2.4 
CA,PCH_SM,H,D1_D4_MD5,EE	4.8 	2.0 	5.1 	5.4 	7.2 	4.6 	5.4 	9.1 	7.8 	6.0 	5.6 	-0.8 
CA,PCH_SM,H,D1_D4_MD5,EL	-3.7 	-14.5 	-10.2 	8.3 	-4.7 	-0.7 	0.3 	-1.9 	0.8 	10.7 	9.1 	9.5 
CA,PCH_SM,H,D1_D4_MD5,ES	1.2 p	0.6 p	2.0 p	5.7 p	1.0 p	2.0 p	-2.0 p	-2.9 p	0.1 p	1.0 p	2.5 p	1.9 p
CA,PCH_SM,H,D1_D4_MD5,EU	1.6 	1.1 	1.6 	1.1 	1.4 	1.2 	0.5 	1.6 	1.9 	2.0 	2.3 	2.6 
CA,PCH_SM,H,D1_D4_MD5,EU28	1.6 	1.1 	1.6 	1.1 	1.4 	1.2 	0.5 	1.6 	1.9 	2.0 	2.3 	2.6 
CA,PCH_SM,H,D1_D4_MD5,FI	0.3 p	-2.4 p	2.2 p	-3.0 p	0.3 p	1.9 p	-3.9 p	-0.8 p	-3.1 p	0.4 p	5.3 p	3.2 p
CA,PCH_SM,H,D1_D4_MD5,FR	0.3 p	0.2 p	1.2 p	0.9 p	0.9 p	0.6 p	-0.3 p	0.9 p	-0.2 p	0.4 p	2.4 p	2.5 p
CA,PCH_SM,H,D1_D4_MD5,HR	1.3 	2.4 	3.3 e	4.0 e	3.3 e	6.7 e	4.7 e	2.7 e	2.7 e	-1.3 e	-2.1 e	1.1 e
CA,PCH_SM,H,D1_D4_MD5,HU	4.8 	4.5 	2.4 	3.3 	5.0 	2.8 	7.8 	9.9 	7.0 	9.4 	11.4 	7.3 
CA,PCH_SM,H,D1_D4_MD5,IE	-0.2 	-2.1 	2.3 	3.6 	0.4 	3.7 	0.5 	0.1 	3.4 	0.6 	2.0 	3.2 p
CA,PCH_SM,H,D1_D4_MD5,IS	7.0 p	8.0 p	13.0 p	7.8 p	8.7 p	7.3 p	1.4 p	5.9 p	6.7 p	6.7 p	7.8 p	11.2 p
CA,PCH_SM,H,D1_D4_MD5,IT	-2.1 	-2.8 	-2.0 	-1.6 	-0.3 	0.7 	5.3 	2.5 	1.4 	0.7 	-0.7 	3.0 
CA,PCH_SM,H,D1_D4_MD5,LT	3.8 	0.9 	4.5 	8.8 	10.4 	12.3 	12.3 	9.6 	7.5 	8.0 	7.8 	9.8 
CA,PCH_SM,H,D1_D4_MD5,LU	0.0 	1.0 	0.3 	-2.2 	0.3 	-0.1 	-1.2 	2.5 	0.8 	1.6 	0.7 	1.5 
CA,PCH_SM,H,D1_D4_MD5,LV	5.9 	6.9 	3.7 	3.9 	4.0 	2.4 	8.6 	6.7 	5.4 	5.0 	8.2 p	10.7 p
CA,PCH_SM,H,D1_D4_MD5,MT	2.1 p	-2.6 p	-3.4 p	3.9 p	9.6 p	5.2 p	8.0 p	-0.9 p	-5.4 p	1.1 p	-2.9 p	-2.1 p
CA,PCH_SM,H,D1_D4_MD5,NL	3.5 p	1.5 p	1.5 p	0.2 p	1.7 p	1.3 p	0.0 p	0.0 p	1.0 p	1.3 p	3.0 p	: n
CA,PCH_SM,H,D1_D4_MD5,NO	0.8 p	1.9 p	2.1 p	2.1 p	1.4 p	1.8 p	2.6 p	2.7 p	2.3 p	2.2 p	1.8 p	2.2 p
