s_adj,sectpart,sector10,bop_item,stk_flow,partner,unit,geo\time	1995Q1 	1995Q2 	1995Q3 	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,ES	-2.2 	-0.8 	1.0 	1.6 	-1.3 	-0.6 	1.5 	1.2 	-1.7 	0.1 	1.4 	0.4 	-1.5 	-0.8 	1.0 	-1.5 	-2.2 	-2.7 	-1.9 	-2.3 	-4.7 	-3.2 	-3.7 	-3.2 	-5.0 	-3.3 	-3.2 	-3.4 	-4.0 	-2.5 	-2.1 	-2.6 	-4.3 	-2.4 	-3.0 	-1.8 	-5.5 	-4.3 	-4.8 	-4.2 	-8.2 	-6.2 	-6.5 	-5.9 	-9.6 	-7.5 	-8.6 	-8.1 	-9.6 	-8.5 	-10.0 	-9.1 	-10.8 	-9.1 	-8.0 	-7.6 	-6.6 	-2.6 	-2.8 	-3.9 	-4.9 	-3.6 	-3.0 	-2.5 	-5.3 	-1.9 	-1.7 	-2.4 	-4.1 	0.0 	2.0 	3.1 	-0.6 	3.0 	2.6 	3.5 	-0.9 	0.7 	2.4 	3.9 	-0.7 	1.7 	2.4 	3.7 	0.1 	2.6 	3.3 	3.7 	-0.3 	2.2 	2.5 	3.8 	-0.5 	1.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,FI	2.7 	3.6 	3.5 	5.8 	1.5 	4.3 	4.1 	4.7 	2.0 	4.4 	6.6 	7.2 	4.0 	4.3 	6.0 	6.4 	2.9 	4.3 	6.0 	7.2 	7.4 	3.6 	10.4 	9.0 	8.9 	4.1 	8.4 	11.0 	8.5 	5.2 	9.0 	10.5 	4.5 	2.5 	5.5 	6.3 	6.1 	1.2 	6.3 	9.6 	4.2 	-2.6 	5.4 	5.8 	4.2 	1.1 	5.9 	3.9 	2.8 	-0.4 	7.7 	4.9 	3.6 	-1.9 	3.7 	3.4 	0.4 	-1.7 	2.3 	5.8 	-0.7 	-1.0 	0.8 	5.3 	-1.2 	-4.1 	0.7 	-2.0 	-4.2 	-2.7 	-0.2 	-1.7 	-2.8 	-3.0 	-1.2 	-1.6 	-2.5 	-3.4 	-1.0 	-0.1 	-1.9 	-1.9 	1.2 	-0.2 	-1.2 	-2.3 	1.7 	-1.0 	-1.4 	-2.7 	0.8 	0.8 	-1.2 	-3.4 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	3.9 	4.2 	3.0 	0.6 	1.7 	1.5 	1.0 	1.9 	0.3 	2.3 	1.6 	1.8 	0.3 	1.7 	0.9 	-0.5 	-0.5 	1.3 	1.2 	1.3 	0.2 	1.2 	-0.2 	0.5 	-0.1 	0.9 	-0.8 	0.3 	-0.5 	1.1 	0.2 	1.1 	-0.5 	0.5 	-1.1 	-0.4 	-2.0 	0.6 	-0.8 	-0.6 	-2.0 	1.5 	-1.0 	-0.9 	-1.7 	0.7 	-0.6 	-2.7 	-0.9 	0.3 	-0.1 	-2.0 	-1.3 	-0.5 	-0.6 	-1.6 	-0.3 	-0.3 	0.2 	-2.4 	-2.5 	0.3 	0.5 	-1.6 	0.0 	0.0 	-0.1 	-2.6 	-0.5 	-0.5 	0.7 	-3.1 	-0.3 	0.6 	0.7 	-2.1 	-0.1 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.9 	-6.8 	14.2 	-11.2 	-10.4 	-12.1 	19.5 	-8.8 	-14.1 	-6.6 	11.9 	-14.8 	-15.3 	-12.6 	21.8 	-20.0 	-17.0 	-8.4 	21.3 	-15.6 	-17.7 	-12.5 	22.1 	-16.2 	-23.1 	-12.7 	19.2 	-14.7 	-20.1 	-11.9 	17.7 	-17.5 	-23.1 	-14.9 	14.6 	-15.7 	-17.6 	-7.7 	15.4 	-12.7 	-12.6 	-0.5 	15.5 	-9.2 	-15.6 	-2.5 	20.4 	-8.3 	-16.7 	-2.9 	21.7 	-6.3 	-13.6 	-2.1 	23.7 	-7.2 	-14.1 	-3.0 	24.0 	-1.2 	-12.9 	0.0 	31.7 	-3.0 	-14.2 	2.1 	26.5 	-3.2 	-13.0 	1.8 	28.5 	-4.0 	-16.8 	3.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,HU	-10.5 	-4.5 	0.9 	0.6 	-5.7 	-1.9 	-1.2 	-4.7 	-8.2 	-3.4 	-1.3 	-2.7 	-8.5 	-6.7 	-4.8 	-7.0 	-10.1 	-9.8 	-4.9 	-6.8 	-9.6 	-5.9 	-6.0 	-10.0 	-8.4 	-6.1 	-1.1 	-5.9 	-6.2 	-4.8 	-3.9 	-9.0 	-8.6 	-9.0 	-7.1 	-7.6 	-7.1 	-10.8 	-8.7 	-7.0 	-7.2 	-6.4 	-6.5 	-5.3 	-8.6 	-6.9 	-5.7 	-4.9 	-7.1 	-6.9 	-5.1 	-6.6 	-6.4 	-4.2 	-7.1 	-5.6 	-1.3 	1.4 	2.2 	1.2 	2.6 	3.6 	3.6 	-0.9 	3.0 	2.6 	4.3 	2.5 	2.9 	5.1 	6.4 	2.6 	7.3 	6.3 	7.9 	7.7 	2.4 	1.9 	7.2 	8.6 	8.9 	6.6 	5.4 	8.5 	7.8 	7.8 	7.1 	2.4 	4.8 	7.2 	3.5 	1.7 	6.7 	3.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 	-2.2 	1.5 	3.7 	-1.6 	1.4 	0.8 	2.4 	-0.6 	0.4 	-0.1 	0.8 	-3.9 	-2.8 	-4.9 	-1.9 	-8.2 	-6.2 	-3.6 	-2.9 	-8.3 	-7.4 	-5.6 	-4.6 	-9.9 	-7.4 	-6.1 	-3.8 	-8.1 	-5.9 	-3.2 	-5.1 	-4.7 	-3.6 	1.9 	-1.4 	-4.5 	-3.5 	0.9 	-1.9 	-6.1 	-5.5 	1.1 	-2.9 	-2.4 	0.1 	5.1 	1.1 	-6.5 	-1.3 	2.1 	-4.2 	5.1 	10.3 	6.0 	-5.2 	-3.0 	-8.0 	-1.6 	-10.1 	-13.3 	-13.8 	10.0 	9.5 	11.7 	12.8 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,IT	1.7 	2.7 	3.0 	1.9 	2.0 	3.0 	4.3 	2.1 	2.8 	2.6 	3.8 	2.2 	1.2 	2.5 	2.8 	1.2 	0.9 	1.8 	2.2 	0.6 	0.3 	-0.6 	1.3 	0.2 	0.2 	-0.3 	1.2 	1.3 	0.1 	-1.2 	1.1 	-1.0 	-1.8 	-1.8 	1.2 	0.5 	-0.7 	-0.8 	1.5 	-0.7 	-2.0 	-1.0 	0.5 	-0.9 	-3.4 	-1.4 	-0.1 	-0.8 	-2.8 	-0.9 	0.1 	-1.6 	-4.3 	-1.4 	-2.5 	-3.2 	-4.0 	-1.7 	-1.2 	-0.8 	-4.8 	-3.1 	-2.8 	-3.0 	-5.8 	-3.1 	-2.4 	-0.7 	-3.3 	0.1 	0.4 	2.3 	-1.9 	1.1 	1.5 	2.8 	-0.2 	1.5 	2.6 	4.2 	-0.8 	0.9 	2.6 	3.8 	0.4 	2.5 	3.6 	2.9 	1.2 	2.1 	4.0 	3.5 	1.0 	2.2 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-7.6 	-9.9 	-5.4 	-5.0 	-4.2 	-8.4 	-7.1 	-5.3 	-9.6 	-9.9 	-10.6 	-7.7 	-16.0 	-16.2 	-11.8 	-10.4 	-21.6 	-15.7 	-9.7 	-1.2 	-0.8 	1.3 	8.6 	13.8 	-0.6 	2.2 	2.4 	5.5 	-5.2 	-1.5 	0.8 	0.0 	-7.5 	5.0 	1.2 	6.2 	0.5 	3.7 	4.2 	6.9 	1.9 	2.6 	9.3 	8.7 	-2.3 	-3.7 	2.1 	6.2 	-1.2 	-2.2 	1.5 	4.2 	-0.9 	-0.1 	2.2 	6.6 	-0.9 	0.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,LU	12.4 	17.3 	11.0 	7.2 	13.0 	7.9 	16.2 	4.7 	9.0 	10.1 	12.0 	7.6 	14.1 	12.5 	8.5 	-0.4 	8.6 	5.1 	14.3 	2.8 	18.3 	15.1 	16.2 	-0.1 	18.4 	1.6 	5.8 	5.9 	19.6 	16.4 	-2.1 	1.7 	1.8 	-1.5 	14.4 	9.4 	14.6 	1.0 	10.3 	13.5 	29.3 	4.6 	15.9 	8.3 	9.9 	2.2 	16.4 	8.5 	8.3 	7.1 	10.7 	11.1 	9.4 	8.9 	8.4 	1.1 	12.1 	14.3 	4.3 	-5.3 	10.7 	3.4 	7.5 	3.6 	7.6 	2.1 	3.2 	9.5 	17.9 	-14.0 	13.7 	2.0 	-13.1 	1.6 	8.8 	17.6 	-9.6 	7.9 	11.9 	4.6 	5.6 	-17.2 	24.6 	5.8 	4.2 	-1.9 	20.9 	-3.4 	18.1 	-2.9 	2.6 	1.1 	17.5 	: 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.3 	-2.4 	-3.1 	-6.2 	-1.2 	-2.9 	-5.8 	-11.3 	-1.8 	-5.8 	-5.9 	-6.8 	-3.9 	-6.9 	-7.2 	-7.8 	-7.7 	-15.8 	-10.1 	-8.9 	-8.3 	-9.8 	-10.1 	-13.0 	-12.9 	-16.5 	-22.1 	-24.7 	-20.4 	-20.5 	-22.0 	-13.1 	-14.7 	-11.7 	-11.1 	-6.5 	3.3 	15.5 	9.8 	12.0 	10.7 	5.9 	0.7 	0.0 	-0.8 	-1.8 	-1.0 	-0.6 	-5.1 	-3.4 	3.4 	1.6 	-0.9 	0.3 	-1.5 	1.1 	0.3 	3.0 	-0.1 	2.5 	3.3 	3.0 	0.1 	3.1 	6.0 	1.0 	1.9 	2.0 	4.2 	-0.6 	-1.7 	4.4 	3.5 	2.0 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.5 	-5.9 	8.3 	-10.4 	-7.1 	-4.7 	6.3 	-9.1 	-5.1 	-7.1 	4.3 	-4.6 	-1.9 	0.4 	5.8 	-7.5 	0.8 	-3.2 	6.9 	-7.5 	-15.3 	4.3 	-3.5 	-7.6 	-8.6 	5.1 	-3.3 	-4.1 	-9.2 	-0.9 	10.9 	2.3 	-0.7 	-0.4 	9.8 	5.1 	-2.2 	4.2 	10.3 	4.6 	4.9 	14.1 	17.1 	5.3 	12.7 	5.0 	3.2 	4.6 	4.5 	2.8 	14.0 	7.9 	11.5 	19.6 	17.1 	8.9 	13.9 	12.8 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7 	5.2 	7.5 	8.1 	6.7 	6.3 	9.7 	9.0 	6.9 	5.9 	6.7 	10.9 	9.0 	7.9 	7.7 	10.1 	6.2 	4.5 	0.3 	7.4 	4.8 	5.1 	2.5 	5.1 	5.4 	5.1 	6.6 	7.5 	5.4 	6.6 	6.6 	8.7 	7.6 	8.6 	10.0 	4.8 	8.7 	9.9 	12.0 	12.6 	8.4 	9.4 	9.1 	10.0 	8.4 	8.6 	6.8 	16.1 	-9.5 	8.2 	9.0 	9.3 	5.6 	6.5 	10.2 	11.8 	7.2 	9.8 	12.7 	10.6 	8.5 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-6.1 	-6.9 	-4.2 	-3.2 	-1.7 	-2.0 	-2.8 	-2.6 	-3.1 	-3.3 	-2.5 	-4.4 	-5.1 	-6.6 	-4.6 	-4.8 	-4.7 	-5.2 	-6.0 	-6.3 	-0.1 	-2.5 	-3.3 	-3.3 	-2.6 	-2.3 	-5.5 	-4.0 	-3.0 	-3.5 	-4.4 	-2.2 	-3.8 	-0.2 	-1.3 	-0.9 	-1.3 	3.7 	1.4 	0.3 	-1.1 	1.1 	-0.3 	1.5 	4.0 	1.8 	1.9 	-0.1 	2.0 	1.7 	-2.9 	1.3 	2.5 	0.7 	0.9 	1.6 	1.7 	1.8 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,PT	: 	: 	: 	: 	-3.5 	-3.7 	1.1 	-3.5 	-4.4 	-3.1 	-2.1 	-4.8 	-6.5 	-7.5 	-1.9 	-6.0 	-7.2 	-7.2 	-4.3 	-8.1 	-11.8 	-11.9 	-5.1 	-9.1 	-10.3 	-12.3 	-5.7 	-7.5 	-8.2 	-8.5 	-4.9 	-4.9 	-4.9 	-6.7 	-3.1 	-5.2 	-5.9 	-8.1 	-5.1 	-7.3 	-9.4 	-9.7 	-6.9 	-7.9 	-11.5 	-11.1 	-6.8 	-8.7 	-7.4 	-9.5 	-6.8 	-10.5 	-10.5 	-13.1 	-10.3 	-9.8 	-10.7 	-9.3 	-6.5 	-10.6 	-10.5 	-11.7 	-5.9 	-7.1 	-7.4 	-8.8 	-0.7 	-1.2 	-3.7 	-1.1 	3.3 	2.4 	0.9 	3.0 	3.9 	4.9 	-0.7 	1.1 	3.9 	1.2 	0.1 	-0.9 	4.6 	1.2 	0.3 	-1.5 	5.2 	2.3 	-0.1 	-1.6 	4.9 	2.3 	-0.2 	-3.2 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-4.0 	-6.5 	0.3 	-6.2 	-1.5 	-5.4 	-1.7 	-5.7 	-5.3 	-8.5 	0.4 	-8.2 	-2.8 	-6.0 	0.1 	-4.2 	-2.2 	-8.7 	-2.2 	-8.2 	-5.3 	-9.8 	-5.1 	-9.2 	-6.5 	-10.0 	-6.5 	-8.4 	-6.1 	-15.0 	-9.4 	-10.5 	-12.0 	-14.8 	-11.4 	-13.4 	-12.3 	-16.4 	-10.2 	-7.1 	-2.5 	-7.0 	-2.9 	-4.3 	-6.4 	-8.7 	-3.2 	-2.6 	-1.8 	-8.7 	-4.2 	-2.9 	-2.9 	-5.4 	-4.3 	-1.3 	0.5 	2.1 	1.2 	0.5 	5.6 	-1.4 	0.2 	3.9 	9.3 	-2.8 	0.1 	0.0 	3.4 	-1.9 	1.0 	-0.2 	-1.5 	-5.6 	-1.9 	0.3 	-2.2 	-4.6 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,SE	3.4 	3.5 	2.7 	2.2 	4.5 	2.2 	2.4 	2.1 	4.1 	3.3 	4.1 	2.9 	3.9 	2.9 	4.1 	3.6 	3.2 	2.6 	3.7 	1.8 	3.8 	3.0 	3.3 	4.9 	5.0 	3.4 	5.1 	5.1 	5.9 	5.3 	4.3 	2.5 	5.2 	5.9 	6.8 	5.7 	5.8 	6.5 	6.4 	5.3 	6.0 	5.9 	7.3 	5.4 	7.1 	6.5 	8.4 	8.2 	10.0 	6.8 	7.3 	8.2 	9.9 	5.8 	8.4 	6.7 	6.0 	7.1 	5.6 	4.9 	6.3 	5.7 	5.5 	5.8 	6.5 	4.5 	6.8 	3.7 	6.1 	4.7 	6.0 	5.0 	5.9 	4.1 	5.8 	4.2 	5.1 	2.6 	5.4 	4.6 	4.9 	2.8 	5.5 	4.2 	4.4 	2.2 	5.2 	5.0 	2.9 	3.0 	4.2 	2.8 	1.5 	0.8 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,SI	2.7 	-2.3 	0.7 	-2.5 	0.2 	-1.1 	1.6 	-0.4 	-1.0 	-0.6 	0.6 	1.4 	-2.4 	-0.5 	1.2 	-1.2 	-1.6 	-8.7 	-0.2 	-2.4 	-4.0 	-2.1 	-3.1 	-2.0 	0.8 	-1.5 	1.1 	-0.3 	-0.5 	0.5 	2.1 	-1.3 	-1.6 	-1.4 	-0.3 	-2.5 	-1.8 	-3.3 	-2.5 	-4.3 	-2.4 	0.4 	0.0 	-6.8 	-1.4 	2.1 	-3.1 	-6.3 	-1.1 	-2.8 	-5.7 	-7.1 	-4.2 	-4.2 	-6.5 	-6.6 	-2.0 	2.1 	-2.4 	0.0 	1.1 	0.0 	-0.1 	-0.9 	0.6 	1.0 	-0.7 	-1.0 	-0.1 	2.3 	2.4 	4.4 	5.2 	5.2 	4.6 	4.5 	5.9 	6.3 	7.7 	4.0 	4.9 	4.3 	7.0 	6.0 	7.0 	4.6 	5.1 	2.6 	6.3 	5.4 	8.6 	5.4 	6.0 	8.3 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3.4 	-14.4 	-10.3 	-10.2 	-3.2 	-15.9 	-4.9 	-17.8 	-5.4 	-10.9 	-12.9 	-8.5 	2.7 	-7.0 	-6.8 	-8.0 	-1.6 	-8.5 	-3.8 	-7.0 	-5.1 	-1.8 	-1.2 	-2.8 	-0.9 	-2.7 	-5.5 	-3.3 	-2.1 	-5.0 	-4.8 	-2.7 	1.6 	4.4 	1.0 	4.5 	5.3 	5.5 	1.7 	0.9 	2.9 	2.3 	1.6 	1.8 	2.6 	-0.7 	-0.3 	5.7 	2.1 	2.1 	-2.1 	-2.3 	-0.6 	-0.3 	-2.7 	-0.5 	-0.3 	0.5 
NSA,S1,S1,CKA,BAL,WRL_REST,PC_GDP,UK	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.3 	0.3 	-0.1 	-0.8 	0.0 	1.1 	-0.7 	-2.7 	-2.9 	-2.2 	-2.4 	-1.6 	-2.7 	-2.2 	-3.0 	-1.3 	-3.0 	-1.9 	-2.7 	-1.6 	-3.8 	-1.8 	-2.2 	-0.2 	-2.9 	-2.5 	-2.2 	-1.8 	-2.8 	-3.4 	-1.3 	-1.6 	-1.1 	-2.9 	-2.7 	-2.7 	-3.5 	-3.5 	-2.9 	-3.3 	-3.3 	-4.4 	-3.4 	-3.3 	-4.6 	-4.1 	-4.9 	-4.1 	-4.5 	-2.7 	-2.8 	-2.9 	-2.7 	-4.5 	-3.5 	-2.0 	-0.4 	-3.4 	-2.1 	-3.3 	-4.2 	-4.1 	-3.7 	-5.8 	-3.3 	-6.2 	-5.5 	-5.2 	-3.5 	-6.0 	-5.3 	-6.0 	-3.1 	-5.4 	-5.6 	-6.0 	-4.8 	-7.7 	-2.8 	-3.8 	-4.3 	-4.6 	-2.6 	-3.5 	-3.6 
