na_item,unit,geo\time	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 
NULC_PER,PCH_3Y,RO	: 	: 	: 	422.2 	415.6 	317.2 	234.4 	138.7 	74.7 	24.2 	52.0 	32.0 	30.9 	32.9 	28.7 	38.3 	4.2 	4.3 b	-5.6 	5.4 	0.6 	9.5 	11.9 p
NULC_PER,PCH_3Y,SE	: 	5.5 	6.0 	1.8 	-1.1 	1.7 	11.1 	10.7 	6.7 	1.1 	0.4 	-0.1 	4.9 	9.8 	15.9 	8.3 	5.6 	4.0 	8.6 	6.9 	2.5 	2.5 	3.7 
NULC_PER,PCH_3Y,SI	: 	: 	: 	18.6 	15.3 	18.1 	22.5 	24.1 	20.7 	14.6 	9.7 	6.3 	5.4 	10.6 	18.5 	16.1 	8.3 	0.6 	0.5 	0.0 	-0.4 	0.9 	3.4 
NULC_PER,PCH_3Y,SK	: 	: 	: 	23.9 	19.4 	20.1 	17.4 	17.6 	11.1 	10.6 	10.2 	8.0 	5.7 	6.0 	10.9 	9.5 	6.1 	0.8 	2.2 	1.8 	2.1 	3.1 	6.9 
NULC_PER,PCH_3Y,UK	: 	: 	: 	8.3 	9.6 	10.6 	10.4 	8.0 	7.0 	6.5 	7.2 	9.2 	9.5 	10.0 	11.0 	8.7 	6.7 	3.0 	3.3 	3.4 	2.4 	3.0 	5.4 
NULC_PER,PCH_5Y,AT	: 	: 	: 	: 	: 	-1.2 	0.3 	1.2 	2.5 	2.6 	3.7 	4.2 	4.9 	7.3 	12.8 	11.7 	11.0 	13.1 	11.8 	8.7 	10.2 	11.3 	8.6 
NULC_PER,PCH_5Y,BE	: 	: 	: 	: 	: 	3.4 	7.2 	9.2 	9.1 	6.9 	7.7 	5.6 	5.5 	9.2 	13.7 	11.6 	12.1 	13.9 	11.0 	7.6 	7.5 	5.0 	3.3 
NULC_PER,PCH_5Y,BG	: 	: 	: 	: 	: 	2999.7 	1979.4 	86.2 	26.5 	16.2 	18.9 	12.7 	21.8 	34.7 	45.0 	44.2 	43.8 	39.4 p	33.3 p	25.9 p	23.7 p	23.5 p	27.4 p
NULC_PER,PCH_5Y,CY	: 	: 	: 	: 	: 	9.1 	7.0 	6.8 	18.1 	17.8 	22.1 	21.4 	19.1 	12.8 	20.4 	14.0 	14.4 	14.6 	5.0 	-6.7 	-8.1 	-10.8 p	-11.7 p
NULC_PER,PCH_5Y,CZ	: 	: 	: 	: 	: 	39.4 	29.7 	25.5 	21.0 	21.3 	18.0 	12.9 	8.6 	9.0 	8.9 	9.7 	9.9 	10.3 	7.1 	4.8 	3.8 	6.3 	7.0 
NULC_PER,PCH_5Y,DE	: 	13.9 	5.4 	1.8 	2.1 	0.6 	0.3 	2.3 	3.4 	1.9 	0.8 	-1.0 	-2.4 	-1.2 	5.6 	4.9 	7.6 	11.7 	11.2 	6.2 	9.4 	10.1 	8.7 
NULC_PER,PCH_5Y,DK	1.9 	2.2 	2.3 	5.0 	9.8 	8.8 	11.0 	13.3 	12.2 	10.1 	12.6 	10.1 	12.1 	15.9 	21.4 	17.4 	15.2 	10.5 	5.2 	1.3 	3.9 	4.8 	4.4 
NULC_PER,PCH_5Y,EE	: 	: 	: 	: 	: 	46.1 	27.5 	23.6 	21.8 	22.5 	24.5 	30.6 	46.4 	61.7 	57.2 	45.1 	32.6 	19.3 	6.4 	8.6 	18.7 	22.4 	22.0 
NULC_PER,PCH_5Y,EL	: 	: 	: 	: 	: 	28.0 	23.3 	24.1 	20.3 	18.4 	26.9 	23.8 	16.5 	18.9 	25.2 	16.2 	15.4 p	10.2 p	-2.6 p	-10.7 p	-12.8 p	-11.8 p	-9.5 p
NULC_PER,PCH_5Y,ES	: 	: 	: 	: 	: 	12.4 	12.5 	13.5 	14.8 	15.6 	16.8 	16.9 	17.9 	21.0 	19.6 	13.7 	8.9 	2.0 	-4.1 	-5.9 	-3.8 	-3.6 p	-0.9 p
NULC_PER,PCH_5Y,FI	-0.7 	-6.5 	-5.8 	0.0 	3.6 	2.4 	4.6 	6.9 	6.0 	4.7 	6.5 	5.2 	4.4 	10.1 	19.2 	14.9 	16.2 	21.8 	16.7 	8.7 	11.6 	8.1 	0.0 
NULC_PER,PCH_5Y,FR	6.4 	4.5 	2.7 	0.7 	2.4 	2.7 	4.0 	7.0 	9.5 	9.4 	10.3 	9.9 	8.5 	9.3 	12.2 	11.0 	10.0 	10.8 	9.2 	6.4 	5.5 	5.0 p	3.5 p
NULC_PER,PCH_5Y,HR	: 	: 	: 	: 	: 	46.0 p	32.8 p	30.2 p	21.2 p	14.0 p	12.9 p	17.0 p	13.8 p	15.0 d	20.9 d	16.8 d	15.2 d	10.6 d	2.0 d	-7.0 d	-7.3 d	-9.0 d	-9.7 d
NULC_PER,PCH_5Y,HU	: 	: 	: 	: 	: 	91.6 	75.3 	56.6 	50.9 	48.4 	37.1 	25.5 	23.9 	20.1 	18.0 	14.3 	14.1 	12.7 	9.0 	7.2 	4.7 	8.4 	8.9 
NULC_PER,PCH_5Y,IE	: 	: 	: 	: 	: 	11.1 	17.2 	17.8 	16.9 	18.0 	19.7 	17.8 	22.5 	25.6 	18.1 	3.8 	-5.4 b	-9.5 	-15.3 	-16.2 	-22.6 	-17.6 	-20.5 
NULC_PER,PCH_5Y,IT	: 	: 	: 	: 	: 	8.9 	6.6 	7.8 	14.4 	15.2 	17.1 	15.9 	13.8 	13.6 	16.0 	13.4 	11.8 	11.2 	7.6 	3.0 	3.8 	3.8 	2.0 
NULC_PER,PCH_5Y,LT	: 	: 	: 	: 	: 	45.0 	9.8 	-2.1 	-7.5 	-5.2 	9.8 	27.3 	31.0 	42.6 	34.8 	17.8 	5.9 	3.3 	-2.9 	2.0 	15.1 	21.5 	23.5 
NULC_PER,PCH_5Y,LU	: 	: 	: 	: 	: 	6.9 	9.5 	13.1 	15.4 	17.3 	18.1 	14.2 	11.3 	19.5 	25.1 	19.7 	19.1 	24.1 	14.4 	8.4 	9.9 	9.0 	9.6 
NULC_PER,PCH_5Y,LV	: 	: 	: 	: 	: 	32.4 	7.8 	4.5 	6.7 	9.1 	25.2 	45.9 	87.8 	118.2 	82.9 	44.2 	21.7 	0.4 	-12.6 	3.1 	20.6 	29.3 	27.0 
NULC_PER,PCH_5Y,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.5 	10.2 	11.4 	11.4 	14.4 	15.9 	16.9 	18.5 	16.2 	8.7 	8.1 	4.8 	1.7 
NULC_PER,PCH_5Y,NL	: 	: 	: 	: 	: 	7.2 	9.9 	14.0 	15.3 	13.3 	9.7 	7.1 	4.3 	5.3 	11.2 	10.0 	11.1 	12.0 	9.1 	3.5 	3.6 	3.0 p	0.7 p
NULC_PER,PCH_5Y,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 	-6.9 	-1.4 	9.6 	12.3 	14.1 b	15.9 	14.6 	6.5 	6.2 	3.1 	4.8 p	5.4 p
NULC_PER,PCH_5Y,PT	: 	: 	: 	: 	: 	20.6 	20.3 	19.5 	19.2 	16.2 	15.2 	11.5 	9.1 	8.3 	10.9 	5.9 	3.2 	-1.1 	-2.0 	-5.8 	-4.6 	-1.3 	4.0 p
NULC_PER,PCH_5Y,RO	: 	: 	: 	: 	: 	1102.2 	1134.7 	504.1 	302.1 	197.4 	120.1 	58.7 	63.1 	67.4 	64.5 	48.4 	32.1 	31.0 b	5.4 	8.2 	-4.7 	10.8 	16.2 p
NULC_PER,PCH_5Y,SE	: 	: 	: 	2.8 	3.2 	7.9 	8.3 	7.8 	13.1 	10.6 	6.4 	1.8 	4.8 	9.5 	16.7 	13.0 	15.8 	15.7 	11.8 	6.9 	9.5 	8.5 	6.6 
NULC_PER,PCH_5Y,SI	: 	: 	: 	: 	: 	33.2 	35.1 	36.4 	35.6 	34.2 	26.8 	17.8 	14.0 	16.1 	21.7 	20.7 	18.2 	16.1 	9.6 	-0.2 	-0.4 	2.1 	2.6 
NULC_PER,PCH_5Y,SK	: 	: 	: 	: 	: 	41.5 	34.6 	28.8 	26.9 	24.7 	18.1 	16.7 	12.2 	12.7 	17.1 	11.5 	10.7 	11.6 	7.4 	1.6 	4.0 	4.4 	7.8 
NULC_PER,PCH_5Y,UK	: 	: 	: 	: 	: 	15.2 	17.5 	15.7 	13.8 	14.2 	12.2 	12.6 	15.8 	15.3 	17.3 	17.5 	12.7 	10.3 	10.3 	4.9 	3.8 	6.5 	7.4 
