s_adj,bop_item,sector10,sectpart,stk_flow,partner,unit,geo\time	1995Q1 	1995Q2 	1995Q3 	1995Q4 	1996Q1 	1996Q2 	1996Q3 	1996Q4 	1997Q1 	1997Q2 	1997Q3 	1997Q4 	1998Q1 	1998Q2 	1998Q3 	1998Q4 	1999Q1 	1999Q2 	1999Q3 	1999Q4 	2000Q1 	2000Q2 	2000Q3 	2000Q4 	2001Q1 	2001Q2 	2001Q3 	2001Q4 	2002Q1 	2002Q2 	2002Q3 	2002Q4 	2003Q1 	2003Q2 	2003Q3 	2003Q4 	2004Q1 	2004Q2 	2004Q3 	2004Q4 	2005Q1 	2005Q2 	2005Q3 	2005Q4 	2006Q1 	2006Q2 	2006Q3 	2006Q4 	2007Q1 	2007Q2 	2007Q3 	2007Q4 	2008Q1 	2008Q2 	2008Q3 	2008Q4 	2009Q1 	2009Q2 	2009Q3 	2009Q4 	2010Q1 	2010Q2 	2010Q3 	2010Q4 	2011Q1 	2011Q2 	2011Q3 	2011Q4 	2012Q1 	2012Q2 	2012Q3 	2012Q4 	2013Q1 	2013Q2 	2013Q3 	2013Q4 	2014Q1 	2014Q2 	2014Q3 	2014Q4 	2015Q1 	2015Q2 	2015Q3 	2015Q4 	2016Q1 	2016Q2 	2016Q3 	2016Q4 	2017Q1 	2017Q2 	2017Q3 	2017Q4 	2018Q1 	2018Q2 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_NAC,SI	-1.0 	-2.0 	-1.0 	-1.0 	-1.0 	0.0 	-1.0 	0.0 	1.0 	0.0 	1.0 	0.0 	0.0 	0.0 	1.0 	-1.0 	1.0 	0.0 	0.0 	0.0 	0.0 	-1.0 	0.0 	4.0 	1.0 	0.0 	-1.0 	-4.0 	-22.0 	-35.0 	-41.0 	-66.0 	-23.0 	-34.0 	-39.0 	-69.0 	-2.0 	-22.0 	-28.0 	-44.0 	-6.0 	-29.0 	-22.0 	-57.0 	6.0 	-2.0 	-40.0 	-95.0 	15.0 	-26.0 	-32.0 	-8.0 	-5.0 	6.0 	-5.0 	-27.0 	0.0 	46.0 	1.0 	-38.0 	55.0 	12.0 	25.0 	-39.0 	-2.0 	-1.0 	-2.0 	-80.0 	9.4 	44.1 	3.6 	-16.3 	24.0 	-7.3 	45.7 	99.2 	44.1 	62.3 	140.8 	-168.6 	30.0 	82.5 	131.2 	168.2 	-53.2 	-88.6 	-54.3 	-106.7 	-141.6 	-64.6 	-58.7 	-58.8 	-39.9 	-32.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.4 	16.9 	121.8 	2.2 	-4.3 	8.4 	-2.6 	-12.2 	-6.6 	3.8 	-12.8 	-11.2 	140.7 	44.6 	35.0 	239.8 	145.9 	405.1 	85.6 	118.7 	264.0 	152.4 	7.4 	63.5 	393.0 	13.4 	309.7 	317.6 	55.3 	391.0 	198.5 	240.6 	34.6 	509.7 	283.7 	586.5 	176.4 	228.5 	173.1 	486.2 	15.3 	113.4 	128.7 	472.4 	222.7 	329.7 	825.1 	1412.7 	598.1 	476.6 	118.2 	437.8 	4.7 	374.8 	81.9 	328.5 	91.4 	420.1 
NSA,KA,S1,S1,BAL,WRL_REST,MIO_NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: c	: c	: c	: c	: c	: c	: c	: c	-102.0 	17.0 	-83.0 	-90.0 	77.0 	434.0 	18.0 	-136.0 	-85.0 	277.0 	-78.0 	-41.0 	-109.0 	-309.0 	-241.0 	-16.0 	-103.0 	-140.0 	64.0 	114.0 	283.0 	189.0 	-240.0 	-142.0 	274.0 	27.0 	-227.0 	-917.0 	176.0 	-1587.0 	-92.0 	-24.0 	-164.0 	-584.0 	55.0 	524.0 	288.0 	19.0 	-31.0 	-24.0 	155.0 	-108.0 	159.0 	37.0 	335.0 	-95.0 	-604.0 	-361.0 	-266.0 	86.0 	114.0 	-698.0 	58.0 	-147.0 	181.0 	-681.0 	-211.0 	180.0 	-109.0 	-1041.0 	-143.0 	20.0 	-389.0 	-1415.0 	3.0 	-793.0 	-434.0 	-754.0 	314.0 	-311.0 	-949.0 	-747.0 	-28.0 	-779.0 	-367.0 	-547.0 	13.0 	-557.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,AT	-0.1 	-0.1 	-0.1 	-0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	-0.1 	-0.1 	0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.2 	-0.2 	-0.4 	-0.1 	-0.1 	-0.3 	-0.4 	-0.1 	-0.1 	-0.4 	-0.2 	0.0 	0.0 	-0.1 	-0.2 	0.0 	-0.1 	-0.1 	-0.1 	0.0 	0.0 	0.1 	0.0 	-0.5 	-0.1 	-0.1 	-0.7 	-0.1 	-0.1 	0.3 	-0.1 	-0.1 	0.0 	-0.1 	0.0 	-0.1 	-0.2 	-0.2 	0.3 	0.7 	-0.1 	-0.2 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.2 	-0.1 	-0.1 	-0.1 	-0.2 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 	-0.2 	0.2 	0.0 	-1.8 	-0.4 	-0.1 	-0.8 	0.7 	-0.3 	0.0 	-0.1 	-0.1 	-0.1 	-0.1 	-0.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.0 	-0.1 	-0.1 	-0.2 	-0.3 	0.0 	-0.1 	-0.1 	-0.2 	-0.2 	-0.2 	-0.3 	-0.3 	-0.1 	-0.2 	0.3 	-0.2 	-0.3 	-0.3 	-0.7 	-0.4 	-0.6 	-0.5 	-0.5 	-0.2 	-0.2 	-0.2 	-0.2 	-0.2 	-0.3 	-0.2 	-0.2 	0.0 	0.0 	-0.2 	-0.2 	-0.1 	0.1 	-0.2 	2.4 	-0.2 	-0.1 	-0.2 	0.1 	-0.3 	-0.1 	-0.1 	-0.4 	-0.1 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.4 	0.0 	0.1 	0.3 	0.0 	0.0 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.4 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.8 	0.2 	1.0 	1.0 	0.5 	1.1 	1.3 	1.1 	0.3 	0.8 	: 	: 	0.4 	0.5 	0.4 	-7.4 	2.5 	0.2 	0.3 	0.4 	2.3 	1.3 	0.8 	1.0 	0.8 	-1.0 	1.7 	1.3 	0.3 	0.5 	1.1 	2.8 	0.1 	0.4 	1.4 	2.9 	0.2 	1.2 	1.5 	1.4 	1.5 	1.9 	1.7 	3.6 	3.1 	3.9 	2.5 	3.1 	5.6 	2.2 	1.4 	0.6 	1.1 	0.7 	1.0 	1.4 	0.0 	1.5 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.5 	0.1 	0.1 	0.1 	0.3 	0.1 	0.2 	0.7 	0.0 	0.0 	0.0 	1.1 	0.1 	0.7 	0.3 	0.6 	0.2 	0.3 	0.2 	0.1 	4.6 	0.0 	0.0 	1.2 	1.0 	0.6 	1.0 	0.7 	0.3 	0.3 	0.2 	0.3 	0.6 	0.2 	0.0 	0.0 	0.1 	0.3 	0.6 	1.1 	0.2 	0.8 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,CZ	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.4 	-2.2 	1.8 	0.1 	0.0 	1.1 	0.6 	-0.1 	0.3 	0.5 	0.5 	0.1 	0.4 	1.3 	0.7 	1.3 	0.2 	0.4 	1.7 	0.6 	0.6 	2.3 	0.3 	1.0 	1.7 	0.8 	0.1 	0.0 	0.1 	1.1 	0.1 	0.0 	0.7 	4.2 	0.1 	0.4 	5.4 	2.0 	2.2 	0.1 	0.2 	0.7 	2.9 	4.6 	0.7 	0.9 	1.7 	1.8 	1.0 	0.1 	0.1 	0.6 	0.6 	2.2 	0.1 	-0.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DE	0.0 	-0.3 	-0.1 	0.0 	-0.1 	0.0 	-0.2 	-0.1 	-0.1 	-0.1 	0.1 	-0.1 	0.0 	0.0 	0.1 	-0.2 	0.0 	0.0 	-0.2 	0.0 	0.0 	-0.1 	1.3 	-0.3 	0.1 	0.0 	-0.7 	0.1 	0.0 	-0.1 	-0.1 	-0.6 	0.0 	0.0 	0.0 	1.0 	0.0 	0.0 	0.0 	-0.1 	-0.3 	0.0 	-0.2 	0.1 	0.0 	0.0 	-0.1 	-0.2 	0.0 	0.0 	0.0 	-0.3 	0.0 	0.0 	-0.1 	-0.1 	-0.2 	0.0 	0.0 	-0.2 	0.1 	0.1 	0.0 	0.0 	0.2 	0.0 	0.0 	-0.2 	0.0 	0.1 	0.2 	-0.3 	0.1 	0.1 	0.0 	-0.2 	0.3 	0.0 	0.1 	0.0 	0.0 	0.2 	0.1 	-0.3 	0.0 	0.1 	0.0 	0.3 	0.1 	-0.1 	0.1 	-0.1 	0.0 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	0.0 	0.0 	-0.2 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	1.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	-0.1 	-0.1 	-0.3 	-0.2 	-0.2 	-0.3 	-0.3 	-0.4 	-0.4 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,EE	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.5 	0.5 	0.4 	0.4 	0.2 	0.3 	0.2 	0.2 	0.7 	0.5 	0.6 	0.4 	0.6 	0.3 	0.5 	1.0 	0.5 	0.5 	0.6 	1.2 	0.4 	0.4 	0.5 	1.7 	2.6 	1.3 	2.3 	2.5 	1.4 	0.6 	0.7 	2.3 	0.5 	1.2 	0.6 	2.7 	1.5 	2.0 	3.7 	6.4 	1.5 	2.1 	3.5 	6.4 	4.5 	3.4 	3.9 	4.5 	2.2 	3.0 	4.2 	4.0 	2.3 	3.2 	3.2 	1.7 	0.3 	1.2 	1.4 	1.3 	2.5 	1.4 	1.9 	2.4 	0.7 	1.2 	0.9 	1.4 	0.5 	0.2 	0.9 	2.1 	0.6 	0.6 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	1.8 	0.4 	0.7 	0.6 	0.5 	0.7 	0.9 	2.2 	0.2 	1.3 	1.3 	1.8 	0.5 	0.6 	1.3 	1.5 	1.4 	1.0 	1.7 	3.6 	0.7 	0.3 	3.0 	2.5 	1.3 	1.4 	1.7 	0.9 	0.7 	1.0 	0.8 	0.3 	0.0 	1.1 	2.3 	0.6 	0.0 	1.6 	3.0 	2.3 	0.0 	1.0 	1.5 	2.6 	0.0 	3.5 	0.6 	3.6 	0.9 	-0.1 	1.6 	1.2 	0.3 	-0.1 	3.2 	1.7 	-0.1 	-0.1 	1.0 	0.6 	0.2 	0.0 	1.3 	0.5 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,ES	0.6 	0.8 	1.1 	1.1 	0.9 	0.9 	0.9 	1.1 	0.7 	1.1 	0.5 	1.0 	1.5 	0.5 	0.9 	0.9 	1.0 	0.7 	0.8 	1.6 	0.6 	1.1 	0.6 	0.6 	0.8 	1.2 	0.3 	0.4 	0.9 	1.1 	1.0 	0.8 	0.9 	1.0 	0.7 	1.4 	0.5 	1.2 	0.9 	0.9 	0.4 	1.0 	0.7 	1.0 	0.3 	0.4 	0.5 	1.0 	0.5 	0.2 	0.1 	0.7 	0.8 	0.4 	0.3 	0.2 	0.3 	0.4 	0.2 	0.3 	0.6 	0.5 	0.4 	0.3 	0.5 	0.4 	0.4 	0.3 	0.1 	0.5 	0.5 	0.8 	0.2 	0.6 	0.4 	1.3 	0.3 	0.5 	0.2 	0.9 	0.3 	0.6 	0.6 	1.2 	0.2 	0.2 	0.1 	0.3 	0.1 	0.2 	0.2 	0.4 	0.3 	0.3 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,FI	0.0 	-0.1 	0.0 	-0.1 	-0.1 	0.0 	0.0 	-0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.1 	0.0 	0.1 	0.1 	0.1 	0.0 	0.2 	0.0 	0.1 	0.0 	-0.2 	0.0 	0.1 	0.0 	0.0 	-1.9 	-0.1 	0.0 	0.1 	0.0 	0.0 	0.2 	0.1 	0.0 	0.1 	0.0 	-0.1 	0.0 	0.0 	0.1 	0.1 	0.1 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	-0.1 	0.0 	0.0 	0.0 	-0.1 	0.0 	-0.1 	-0.1 	-0.3 	-0.1 	0.0 	0.1 	0.0 	0.0 	-0.1 	-0.1 	0.0 	0.0 	0.1 	-0.2 	0.0 	-0.1 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.1 	0.0 	0.0 	0.1 	0.0 	2.1 	0.1 	0.1 	0.1 	6.8 	0.1 	0.2 	0.1 	0.7 	0.1 	0.5 	0.1 	0.1 	0.1 	0.1 	0.0 	0.0 	0.0 	0.5 	-1.8 	0.0 	0.1 	0.2 	0.1 	0.1 	0.1 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.4 	0.2 	0.1 	0.1 	0.1 	0.1 	0.0 	0.1 	0.2 	0.0 	0.1 	0.0 	0.3 	0.0 	0.2 	0.1 	0.3 	0.9 	0.2 	0.1 	0.4 	0.4 	0.6 	0.5 	1.3 	1.2 	1.1 	1.0 	2.4 	0.7 	0.9 	0.5 	0.5 	1.0 	1.4 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,HU	0.1 	0.1 	0.2 	0.1 	0.3 	0.3 	0.4 	0.3 	0.3 	0.1 	0.3 	0.3 	0.4 	0.5 	0.7 	0.0 	-0.1 	-1.1 	0.8 	0.5 	0.1 	0.5 	0.7 	0.9 	0.4 	1.0 	0.6 	0.4 	0.3 	0.3 	0.1 	0.3 	-0.5 	0.0 	0.1 	0.2 	-0.3 	0.0 	0.2 	0.4 	0.4 	0.8 	0.7 	0.7 	0.2 	-0.1 	0.9 	1.4 	0.1 	0.9 	1.0 	0.7 	0.1 	1.0 	0.4 	2.9 	1.1 	1.7 	1.7 	2.1 	2.2 	2.3 	2.2 	0.7 	2.0 	1.7 	2.8 	2.7 	1.9 	2.0 	2.0 	4.0 	2.7 	3.3 	2.3 	5.7 	1.5 	2.4 	3.3 	7.2 	3.3 	4.8 	2.6 	7.4 	0.4 	0.2 	-0.4 	-0.3 	1.1 	1.7 	0.4 	0.7 	3.8 	1.3 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.1 	0.1 	1.5 	0.1 	-0.1 	0.1 	1.1 	0.0 	-0.1 	0.1 	0.9 	0.2 	0.0 	0.1 	0.5 	0.2 	0.1 	0.0 	0.3 	0.1 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 	0.5 	0.1 	0.0 	0.0 	0.0 	-0.5 	-0.5 	-0.6 	-0.5 	-3.6 	-3.6 	-3.3 	-3.4 	-1.1 	-0.4 	0.1 	-0.7 	-4.0 	-0.9 	0.2 	-1.7 	-20.7 	-9.1 	-7.7 	-2.3 	: 	: 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,IT	0.4 	0.0 	0.1 	0.2 	0.1 	0.0 	0.1 	-0.1 	0.8 	0.0 	0.2 	0.1 	0.6 	0.0 	0.1 	0.2 	0.2 	0.4 	0.0 	0.3 	0.1 	0.1 	0.2 	0.6 	0.1 	0.0 	0.0 	0.1 	0.2 	-0.2 	0.0 	0.0 	0.1 	-0.1 	0.0 	0.6 	0.0 	0.0 	0.0 	0.3 	-0.1 	0.0 	0.3 	0.0 	-0.1 	0.0 	0.3 	0.2 	0.0 	0.1 	0.2 	0.2 	-0.1 	0.0 	0.0 	0.1 	-0.1 	0.0 	0.0 	0.2 	-0.1 	0.0 	0.0 	0.1 	0.0 	-0.2 	-0.1 	0.5 	-0.1 	0.0 	0.0 	1.0 	-0.6 	-0.1 	0.0 	0.4 	-0.1 	0.0 	0.1 	0.7 	-0.1 	-0.1 	0.0 	1.0 	-0.1 	-0.2 	-0.2 	-0.3 	-0.1 	-0.2 	-0.1 	0.1 	-0.1 	-0.2 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0.3 	1.0 	1.1 	0.7 	0.6 	0.9 	1.6 	1.1 	0.8 	1.2 	2.6 	1.0 	1.5 	1.8 	3.8 	0.9 	1.3 	1.6 	3.7 	2.2 	2.8 	7.8 	4.3 	3.1 	2.2 	3.2 	6.5 	2.2 	2.5 	3.2 	4.8 	2.2 	2.3 	2.8 	4.1 	2.1 	2.4 	3.2 	4.6 	2.2 	2.1 	2.6 	3.7 	1.9 	2.3 	3.5 	4.0 	0.5 	1.4 	1.6 	2.2 	0.8 	0.9 	0.9 	2.1 	0.6 	1.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,LU	0.2 	2.6 	0.0 	0.3 	0.0 	-0.1 	-0.1 	0.6 	-0.3 	-0.1 	-0.3 	0.0 	-0.2 	-0.3 	-0.2 	-0.7 	0.9 	-1.6 	-0.3 	-0.4 	-0.4 	-0.3 	-0.5 	-0.3 	-0.6 	-0.4 	-0.4 	-0.4 	-0.2 	-1.0 	-0.5 	-0.1 	-0.6 	-0.7 	-0.4 	-0.1 	-5.9 	-0.5 	-1.3 	-0.3 	15.5 	0.1 	-0.6 	-1.1 	-0.5 	-1.1 	-0.4 	-0.8 	-0.4 	-0.4 	-0.5 	-0.3 	-0.6 	-0.5 	-0.7 	-0.8 	-1.0 	-0.5 	-0.9 	-1.9 	-0.3 	-0.4 	-0.2 	-1.0 	-0.4 	-0.6 	-0.6 	0.0 	-0.6 	-0.8 	-0.6 	-1.6 	-2.1 	-0.6 	-0.9 	-1.4 	-2.0 	-0.8 	-0.9 	-1.6 	-0.3 	-1.2 	-0.9 	0.0 	-0.8 	-0.5 	0.0 	-0.5 	-1.0 	-0.3 	-0.4 	0.1 	-0.2 	: 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.5 	0.3 	0.3 	0.5 	0.5 	0.2 	0.3 	0.3 	0.2 	0.2 	0.2 	0.4 	0.6 	0.6 	0.6 	0.8 	0.6 	1.8 	0.6 	1.4 	0.7 	1.9 	1.0 	1.6 	1.2 	0.8 	1.0 	1.8 	0.7 	0.5 	4.2 	0.9 	2.6 	0.8 	1.2 	3.0 	2.7 	1.7 	2.2 	3.4 	1.4 	2.1 	1.1 	0.1 	0.4 	6.1 	1.4 	0.0 	1.6 	6.7 	3.0 	2.5 	2.2 	3.0 	2.3 	2.4 	5.3 	2.4 	2.7 	3.4 	4.2 	2.2 	1.5 	1.8 	1.0 	0.1 	1.2 	0.0 	1.7 	0.5 	0.8 	0.4 	1.5 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	1.2 	1.7 	2.6 	3.4 	2.6 	2.1 	4.3 	5.3 	2.2 	2.3 	4.8 	0.4 	0.9 	1.9 	1.6 	0.0 	0.4 	0.4 	0.6 	1.0 	1.2 	1.0 	1.6 	1.3 	2.2 	1.5 	2.8 	0.3 	0.5 	1.6 	2.4 	1.0 	1.6 	1.7 	3.3 	1.0 	1.5 	1.8 	2.6 	1.5 	3.2 	1.6 	0.5 	5.6 	1.4 	0.1 	0.3 	0.2 	0.5 	0.6 	0.4 	0.7 	0.6 	0.2 	0.8 	0.8 	0.0 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.0 	0.1 	0.1 	0.1 	0.0 	0.1 	0.2 	0.0 	-0.1 	0.2 	-0.7 	0.0 	0.0 	-0.2 	-0.2 	-0.1 	0.0 	-6.3 	-0.2 	-0.3 	-0.1 	0.3 	0.4 	-0.2 	0.3 	0.1 	-0.2 	-0.1 	-0.1 	-1.3 	-0.1 	0.0 	0.1 	0.4 	-5.6 	0.0 	0.0 	0.0 	-0.2 	0.1 	0.2 	0.4 	0.0 	-0.1 	0.0 	-0.1 	-0.7 	-1.3 	0.0 	-0.1 	-0.3 	-0.1 	0.0 	-0.3 	-0.3 	0.0 	-0.1 	0.0 	-0.1 	-0.1 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.3 	1.1 	0.3 	0.7 	0.1 	0.2 	0.3 	0.6 	0.3 	0.7 	0.8 	0.6 	0.7 	1.1 	1.7 	1.6 	1.9 	0.5 	0.6 	2.6 	1.4 	0.6 	1.9 	1.5 	1.2 	1.5 	2.8 	0.9 	1.5 	1.5 	3.6 	1.5 	2.4 	2.6 	2.2 	0.9 	3.4 	2.4 	2.4 	1.5 	3.6 	1.9 	2.6 	3.7 	1.1 	4.4 	0.6 	2.4 	0.0 	0.0 	1.7 	0.6 	0.8 	0.9 	2.5 	1.2 	1.3 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,PT	: 	: 	: 	: 	1.4 	1.9 	2.3 	2.3 	2.6 	3.1 	1.1 	3.1 	2.3 	0.8 	1.6 	3.8 	1.4 	2.0 	2.0 	3.1 	0.9 	0.6 	1.8 	2.2 	0.8 	0.7 	2.1 	2.4 	1.3 	1.8 	1.2 	3.2 	2.5 	1.6 	1.9 	2.8 	2.3 	0.8 	1.2 	2.6 	1.1 	1.2 	1.1 	2.2 	1.5 	0.6 	1.5 	1.1 	1.7 	0.7 	1.2 	1.0 	1.7 	0.5 	0.6 	2.0 	1.2 	1.2 	1.2 	1.1 	0.6 	1.1 	1.3 	2.5 	1.2 	1.1 	1.4 	2.2 	2.0 	1.6 	2.0 	2.7 	1.4 	1.6 	1.4 	2.2 	1.3 	1.3 	1.6 	1.1 	1.1 	1.3 	0.9 	1.3 	0.7 	0.7 	1.4 	1.2 	0.9 	0.7 	1.0 	1.2 	0.7 	0.8 
NSA,KA,S1,S1,BAL,WRL_REST,PC_GDP,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.2 	0.2 	0.2 	0.3 	0.1 	0.1 	0.5 	0.1 	0.4 	0.8 	0.3 	0.1 	0.9 	0.1 	1.2 	1.0 	0.5 	0.9 	0.5 	1.0 	0.6 	-2.4 	0.3 	0.9 	0.3 	0.6 	0.5 	0.9 	0.5 	0.5 	0.1 	0.6 	0.0 	0.2 	0.6 	0.9 	0.2 	0.0 	0.1 	0.2 	1.0 	0.5 	0.1 	0.6 	1.5 	1.7 	0.7 	1.8 	0.8 	1.7 	2.9 	2.5 	5.5 	1.1 	1.0 	3.5 	4.9 	1.7 	2.0 	1.8 	4.0 	3.1 	2.5 	1.0 	0.6 	0.7 	0.6 	2.4 	0.7 	1.0 
