hhtyp,incgrp,unit,sex,age,geotime,date,value
TOTAL,TOTAL,PC,T,TOTAL,LT,2010-01-01,19.2
TOTAL,TOTAL,PC,T,TOTAL,LT,2011-01-01,19.0
TOTAL,TOTAL,PC,T,TOTAL,LT,2012-01-01,17.6
TOTAL,TOTAL,PC,T,TOTAL,LT,2013-01-01,19.9
TOTAL,TOTAL,PC,T,TOTAL,LT,2014-01-01,18.9
TOTAL,TOTAL,PC,T,TOTAL,LT,2015-01-01,17.0
TOTAL,TOTAL,PC,T,TOTAL,LT,2016-01-01,18.2
TOTAL,TOTAL,PC,T,TOTAL,LT,2017-01-01,15.7
TOTAL,TOTAL,PC,T,TOTAL,LU,2003-01-01,18.8
TOTAL,TOTAL,PC,T,TOTAL,LU,2004-01-01,16.1
TOTAL,TOTAL,PC,T,TOTAL,LU,2005-01-01,14.9
TOTAL,TOTAL,PC,T,TOTAL,LU,2006-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,LU,2007-01-01,14.5
TOTAL,TOTAL,PC,T,TOTAL,LU,2008-01-01,16.2
TOTAL,TOTAL,PC,T,TOTAL,LU,2009-01-01,17.5
TOTAL,TOTAL,PC,T,TOTAL,LU,2010-01-01,17.2
TOTAL,TOTAL,PC,T,TOTAL,LU,2011-01-01,15.5
TOTAL,TOTAL,PC,T,TOTAL,LU,2012-01-01,17.1
TOTAL,TOTAL,PC,T,TOTAL,LU,2013-01-01,15.3
TOTAL,TOTAL,PC,T,TOTAL,LU,2014-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,LU,2015-01-01,14.4
TOTAL,TOTAL,PC,T,TOTAL,LU,2016-01-01,18.7
TOTAL,TOTAL,PC,T,TOTAL,LU,2017-01-01,17.4
TOTAL,TOTAL,PC,T,TOTAL,LV,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,LV,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,LV,2005-01-01,40.4
TOTAL,TOTAL,PC,T,TOTAL,LV,2006-01-01,32.4
TOTAL,TOTAL,PC,T,TOTAL,LV,2007-01-01,26.5
TOTAL,TOTAL,PC,T,TOTAL,LV,2008-01-01,25.7
TOTAL,TOTAL,PC,T,TOTAL,LV,2009-01-01,25.9
TOTAL,TOTAL,PC,T,TOTAL,LV,2010-01-01,24.7
TOTAL,TOTAL,PC,T,TOTAL,LV,2011-01-01,26.0
TOTAL,TOTAL,PC,T,TOTAL,LV,2012-01-01,28.2
TOTAL,TOTAL,PC,T,TOTAL,LV,2013-01-01,27.7
TOTAL,TOTAL,PC,T,TOTAL,LV,2014-01-01,27.5
TOTAL,TOTAL,PC,T,TOTAL,LV,2015-01-01,24.4
TOTAL,TOTAL,PC,T,TOTAL,LV,2016-01-01,21.9
TOTAL,TOTAL,PC,T,TOTAL,LV,2017-01-01,22.8
TOTAL,TOTAL,PC,T,TOTAL,MK,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2007-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2008-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2009-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MK,2010-01-01,24.7
TOTAL,TOTAL,PC,T,TOTAL,MK,2011-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,MK,2012-01-01,14.4
TOTAL,TOTAL,PC,T,TOTAL,MK,2013-01-01,14.3
TOTAL,TOTAL,PC,T,TOTAL,MK,2014-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,MK,2015-01-01,12.2
TOTAL,TOTAL,PC,T,TOTAL,MK,2016-01-01,14.1
TOTAL,TOTAL,PC,T,TOTAL,MK,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MT,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MT,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,MT,2005-01-01,7.9
TOTAL,TOTAL,PC,T,TOTAL,MT,2006-01-01,7.4
TOTAL,TOTAL,PC,T,TOTAL,MT,2007-01-01,5.4
TOTAL,TOTAL,PC,T,TOTAL,MT,2008-01-01,6.9
TOTAL,TOTAL,PC,T,TOTAL,MT,2009-01-01,9.8
TOTAL,TOTAL,PC,T,TOTAL,MT,2010-01-01,12.1
TOTAL,TOTAL,PC,T,TOTAL,MT,2011-01-01,10.2
TOTAL,TOTAL,PC,T,TOTAL,MT,2012-01-01,10.8
TOTAL,TOTAL,PC,T,TOTAL,MT,2013-01-01,11.8
TOTAL,TOTAL,PC,T,TOTAL,MT,2014-01-01,11.0
TOTAL,TOTAL,PC,T,TOTAL,MT,2015-01-01,10.2
TOTAL,TOTAL,PC,T,TOTAL,MT,2016-01-01,8.9
TOTAL,TOTAL,PC,T,TOTAL,MT,2017-01-01,8.3
TOTAL,TOTAL,PC,T,TOTAL,NL,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,NL,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,NL,2005-01-01,18.1
TOTAL,TOTAL,PC,T,TOTAL,NL,2006-01-01,17.1
TOTAL,TOTAL,PC,T,TOTAL,NL,2007-01-01,18.3
TOTAL,TOTAL,PC,T,TOTAL,NL,2008-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,NL,2009-01-01,14.2
TOTAL,TOTAL,PC,T,TOTAL,NL,2010-01-01,15.2
TOTAL,TOTAL,PC,T,TOTAL,NL,2011-01-01,14.6
TOTAL,TOTAL,PC,T,TOTAL,NL,2012-01-01,16.2
TOTAL,TOTAL,PC,T,TOTAL,NL,2013-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,NL,2014-01-01,15.8
TOTAL,TOTAL,PC,T,TOTAL,NL,2015-01-01,15.7
TOTAL,TOTAL,PC,T,TOTAL,NL,2016-01-01,16.3
TOTAL,TOTAL,PC,T,TOTAL,NL,2017-01-01,13.5
TOTAL,TOTAL,PC,T,TOTAL,NO,2003-01-01,9.0
TOTAL,TOTAL,PC,T,TOTAL,NO,2004-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,NO,2005-01-01,7.9
TOTAL,TOTAL,PC,T,TOTAL,NO,2006-01-01,7.7
TOTAL,TOTAL,PC,T,TOTAL,NO,2007-01-01,8.5
TOTAL,TOTAL,PC,T,TOTAL,NO,2008-01-01,8.2
TOTAL,TOTAL,PC,T,TOTAL,NO,2009-01-01,8.2
TOTAL,TOTAL,PC,T,TOTAL,NO,2010-01-01,7.7
TOTAL,TOTAL,PC,T,TOTAL,NO,2011-01-01,7.6
TOTAL,TOTAL,PC,T,TOTAL,NO,2012-01-01,8.2
TOTAL,TOTAL,PC,T,TOTAL,NO,2013-01-01,7.0
TOTAL,TOTAL,PC,T,TOTAL,NO,2014-01-01,6.0
TOTAL,TOTAL,PC,T,TOTAL,NO,2015-01-01,6.8
TOTAL,TOTAL,PC,T,TOTAL,NO,2016-01-01,5.9
TOTAL,TOTAL,PC,T,TOTAL,NO,2017-01-01,5.4
TOTAL,TOTAL,PC,T,TOTAL,PL,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,PL,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,PL,2005-01-01,43.9
TOTAL,TOTAL,PC,T,TOTAL,PL,2006-01-01,41.4
TOTAL,TOTAL,PC,T,TOTAL,PL,2007-01-01,37.5
TOTAL,TOTAL,PC,T,TOTAL,PL,2008-01-01,22.8
TOTAL,TOTAL,PC,T,TOTAL,PL,2009-01-01,17.6
TOTAL,TOTAL,PC,T,TOTAL,PL,2010-01-01,15.6
TOTAL,TOTAL,PC,T,TOTAL,PL,2011-01-01,11.5
TOTAL,TOTAL,PC,T,TOTAL,PL,2012-01-01,10.5
TOTAL,TOTAL,PC,T,TOTAL,PL,2013-01-01,10.1
TOTAL,TOTAL,PC,T,TOTAL,PL,2014-01-01,9.2
TOTAL,TOTAL,PC,T,TOTAL,PL,2015-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,PL,2016-01-01,11.6
TOTAL,TOTAL,PC,T,TOTAL,PL,2017-01-01,11.9
TOTAL,TOTAL,PC,T,TOTAL,PT,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,PT,2004-01-01,20.3
TOTAL,TOTAL,PC,T,TOTAL,PT,2005-01-01,19.4
TOTAL,TOTAL,PC,T,TOTAL,PT,2006-01-01,18.7
TOTAL,TOTAL,PC,T,TOTAL,PT,2007-01-01,19.5
TOTAL,TOTAL,PC,T,TOTAL,PT,2008-01-01,18.9
TOTAL,TOTAL,PC,T,TOTAL,PT,2009-01-01,19.7
TOTAL,TOTAL,PC,T,TOTAL,PT,2010-01-01,21.9
TOTAL,TOTAL,PC,T,TOTAL,PT,2011-01-01,21.3
TOTAL,TOTAL,PC,T,TOTAL,PT,2012-01-01,22.0
TOTAL,TOTAL,PC,T,TOTAL,PT,2013-01-01,31.9
TOTAL,TOTAL,PC,T,TOTAL,PT,2014-01-01,32.8
TOTAL,TOTAL,PC,T,TOTAL,PT,2015-01-01,28.1
TOTAL,TOTAL,PC,T,TOTAL,PT,2016-01-01,30.5
TOTAL,TOTAL,PC,T,TOTAL,PT,2017-01-01,25.5
TOTAL,TOTAL,PC,T,TOTAL,RO,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RO,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RO,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RO,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RO,2007-01-01,30.1
TOTAL,TOTAL,PC,T,TOTAL,RO,2008-01-01,24.0
TOTAL,TOTAL,PC,T,TOTAL,RO,2009-01-01,21.7
TOTAL,TOTAL,PC,T,TOTAL,RO,2010-01-01,18.7
TOTAL,TOTAL,PC,T,TOTAL,RO,2011-01-01,18.1
TOTAL,TOTAL,PC,T,TOTAL,RO,2012-01-01,15.5
TOTAL,TOTAL,PC,T,TOTAL,RO,2013-01-01,16.2
TOTAL,TOTAL,PC,T,TOTAL,RO,2014-01-01,13.6
TOTAL,TOTAL,PC,T,TOTAL,RO,2015-01-01,12.8
TOTAL,TOTAL,PC,T,TOTAL,RO,2016-01-01,13.3
TOTAL,TOTAL,PC,T,TOTAL,RO,2017-01-01,11.1
TOTAL,TOTAL,PC,T,TOTAL,RS,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2006-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2007-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2008-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2009-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2010-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2011-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2012-01-01,
TOTAL,TOTAL,PC,T,TOTAL,RS,2013-01-01,21.6
TOTAL,TOTAL,PC,T,TOTAL,RS,2014-01-01,26.2
TOTAL,TOTAL,PC,T,TOTAL,RS,2015-01-01,23.4
TOTAL,TOTAL,PC,T,TOTAL,RS,2016-01-01,21.8
TOTAL,TOTAL,PC,T,TOTAL,RS,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SE,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SE,2004-01-01,5.4
TOTAL,TOTAL,PC,T,TOTAL,SE,2005-01-01,5.8
TOTAL,TOTAL,PC,T,TOTAL,SE,2006-01-01,7.5
TOTAL,TOTAL,PC,T,TOTAL,SE,2007-01-01,6.3
TOTAL,TOTAL,PC,T,TOTAL,SE,2008-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,SE,2009-01-01,6.8
TOTAL,TOTAL,PC,T,TOTAL,SE,2010-01-01,8.0
TOTAL,TOTAL,PC,T,TOTAL,SE,2011-01-01,8.7
TOTAL,TOTAL,PC,T,TOTAL,SE,2012-01-01,7.8
TOTAL,TOTAL,PC,T,TOTAL,SE,2013-01-01,7.7
TOTAL,TOTAL,PC,T,TOTAL,SE,2014-01-01,7.7
TOTAL,TOTAL,PC,T,TOTAL,SE,2015-01-01,7.7
TOTAL,TOTAL,PC,T,TOTAL,SE,2016-01-01,7.4
TOTAL,TOTAL,PC,T,TOTAL,SE,2017-01-01,7.0
TOTAL,TOTAL,PC,T,TOTAL,SI,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SI,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SI,2005-01-01,19.0
TOTAL,TOTAL,PC,T,TOTAL,SI,2006-01-01,21.6
TOTAL,TOTAL,PC,T,TOTAL,SI,2007-01-01,17.5
TOTAL,TOTAL,PC,T,TOTAL,SI,2008-01-01,30.2
TOTAL,TOTAL,PC,T,TOTAL,SI,2009-01-01,30.6
TOTAL,TOTAL,PC,T,TOTAL,SI,2010-01-01,32.4
TOTAL,TOTAL,PC,T,TOTAL,SI,2011-01-01,34.7
TOTAL,TOTAL,PC,T,TOTAL,SI,2012-01-01,31.5
TOTAL,TOTAL,PC,T,TOTAL,SI,2013-01-01,27.0
TOTAL,TOTAL,PC,T,TOTAL,SI,2014-01-01,29.9
TOTAL,TOTAL,PC,T,TOTAL,SI,2015-01-01,26.9
TOTAL,TOTAL,PC,T,TOTAL,SI,2016-01-01,23.8
TOTAL,TOTAL,PC,T,TOTAL,SI,2017-01-01,22.0
TOTAL,TOTAL,PC,T,TOTAL,SK,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SK,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,SK,2005-01-01,7.2
TOTAL,TOTAL,PC,T,TOTAL,SK,2006-01-01,6.6
TOTAL,TOTAL,PC,T,TOTAL,SK,2007-01-01,6.1
TOTAL,TOTAL,PC,T,TOTAL,SK,2008-01-01,9.1
TOTAL,TOTAL,PC,T,TOTAL,SK,2009-01-01,6.6
TOTAL,TOTAL,PC,T,TOTAL,SK,2010-01-01,5.8
TOTAL,TOTAL,PC,T,TOTAL,SK,2011-01-01,7.8
TOTAL,TOTAL,PC,T,TOTAL,SK,2012-01-01,8.8
TOTAL,TOTAL,PC,T,TOTAL,SK,2013-01-01,7.5
TOTAL,TOTAL,PC,T,TOTAL,SK,2014-01-01,7.0
TOTAL,TOTAL,PC,T,TOTAL,SK,2015-01-01,6.3
TOTAL,TOTAL,PC,T,TOTAL,SK,2016-01-01,6.2
TOTAL,TOTAL,PC,T,TOTAL,SK,2017-01-01,6.7
TOTAL,TOTAL,PC,T,TOTAL,TR,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,TR,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,TR,2005-01-01,
TOTAL,TOTAL,PC,T,TOTAL,TR,2006-01-01,44.8
TOTAL,TOTAL,PC,T,TOTAL,TR,2007-01-01,39.2
TOTAL,TOTAL,PC,T,TOTAL,TR,2008-01-01,39.0
TOTAL,TOTAL,PC,T,TOTAL,TR,2009-01-01,42.2
TOTAL,TOTAL,PC,T,TOTAL,TR,2010-01-01,
TOTAL,TOTAL,PC,T,TOTAL,TR,2011-01-01,41.6
TOTAL,TOTAL,PC,T,TOTAL,TR,2012-01-01,40.6
TOTAL,TOTAL,PC,T,TOTAL,TR,2013-01-01,39.7
TOTAL,TOTAL,PC,T,TOTAL,TR,2014-01-01,37.2
TOTAL,TOTAL,PC,T,TOTAL,TR,2015-01-01,39.0
TOTAL,TOTAL,PC,T,TOTAL,TR,2016-01-01,
TOTAL,TOTAL,PC,T,TOTAL,TR,2017-01-01,
TOTAL,TOTAL,PC,T,TOTAL,UK,2003-01-01,
TOTAL,TOTAL,PC,T,TOTAL,UK,2004-01-01,
TOTAL,TOTAL,PC,T,TOTAL,UK,2005-01-01,14.5
TOTAL,TOTAL,PC,T,TOTAL,UK,2006-01-01,13.9
TOTAL,TOTAL,PC,T,TOTAL,UK,2007-01-01,14.6
TOTAL,TOTAL,PC,T,TOTAL,UK,2008-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,UK,2009-01-01,14.6
TOTAL,TOTAL,PC,T,TOTAL,UK,2010-01-01,15.0
TOTAL,TOTAL,PC,T,TOTAL,UK,2011-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,UK,2012-01-01,17.2
TOTAL,TOTAL,PC,T,TOTAL,UK,2013-01-01,15.9
TOTAL,TOTAL,PC,T,TOTAL,UK,2014-01-01,16.6
TOTAL,TOTAL,PC,T,TOTAL,UK,2015-01-01,14.8
TOTAL,TOTAL,PC,T,TOTAL,UK,2016-01-01,16.4
TOTAL,TOTAL,PC,T,TOTAL,UK,2017-01-01,
