s_adj,sex,age,unit,geotime,date,value
SA,T,TOTAL,PC_ACT,CZ,2018-04-01,
SA,T,TOTAL,PC_ACT,CZ,2018-07-01,
SA,T,TOTAL,PC_ACT,DE,1995-01-01,8
SA,T,TOTAL,PC_ACT,DE,1995-04-01,8
SA,T,TOTAL,PC_ACT,DE,1995-07-01,8
SA,T,TOTAL,PC_ACT,DE,1995-10-01,8
SA,T,TOTAL,PC_ACT,DE,1996-01-01,8
SA,T,TOTAL,PC_ACT,DE,1996-04-01,8
SA,T,TOTAL,PC_ACT,DE,1996-07-01,9
SA,T,TOTAL,PC_ACT,DE,1996-10-01,9
SA,T,TOTAL,PC_ACT,DE,1997-01-01,9
SA,T,TOTAL,PC_ACT,DE,1997-04-01,9
SA,T,TOTAL,PC_ACT,DE,1997-07-01,9
SA,T,TOTAL,PC_ACT,DE,1997-10-01,9
SA,T,TOTAL,PC_ACT,DE,1998-01-01,9
SA,T,TOTAL,PC_ACT,DE,1998-04-01,9
SA,T,TOTAL,PC_ACT,DE,1998-07-01,9
SA,T,TOTAL,PC_ACT,DE,1998-10-01,9
SA,T,TOTAL,PC_ACT,DE,1999-01-01,8
SA,T,TOTAL,PC_ACT,DE,1999-04-01,8
SA,T,TOTAL,PC_ACT,DE,1999-07-01,8
SA,T,TOTAL,PC_ACT,DE,1999-10-01,8
SA,T,TOTAL,PC_ACT,DE,2000-01-01,
SA,T,TOTAL,PC_ACT,DE,2000-04-01,
SA,T,TOTAL,PC_ACT,DE,2000-07-01,
SA,T,TOTAL,PC_ACT,DE,2000-10-01,7
SA,T,TOTAL,PC_ACT,DE,2001-01-01,7
SA,T,TOTAL,PC_ACT,DE,2001-04-01,
SA,T,TOTAL,PC_ACT,DE,2001-07-01,7
SA,T,TOTAL,PC_ACT,DE,2001-10-01,
SA,T,TOTAL,PC_ACT,DE,2002-01-01,
SA,T,TOTAL,PC_ACT,DE,2002-04-01,
SA,T,TOTAL,PC_ACT,DE,2002-07-01,
SA,T,TOTAL,PC_ACT,DE,2002-10-01,9
SA,T,TOTAL,PC_ACT,DE,2003-01-01,
SA,T,TOTAL,PC_ACT,DE,2003-04-01,
SA,T,TOTAL,PC_ACT,DE,2003-07-01,
SA,T,TOTAL,PC_ACT,DE,2003-10-01,9
SA,T,TOTAL,PC_ACT,DE,2004-01-01,10
SA,T,TOTAL,PC_ACT,DE,2004-04-01,
SA,T,TOTAL,PC_ACT,DE,2004-07-01,
SA,T,TOTAL,PC_ACT,DE,2004-10-01,
SA,T,TOTAL,PC_ACT,DE,2005-01-01,10
SA,T,TOTAL,PC_ACT,DE,2005-04-01,
SA,T,TOTAL,PC_ACT,DE,2005-07-01,
SA,T,TOTAL,PC_ACT,DE,2005-10-01,
SA,T,TOTAL,PC_ACT,DE,2006-01-01,
SA,T,TOTAL,PC_ACT,DE,2006-04-01,
SA,T,TOTAL,PC_ACT,DE,2006-07-01,9
SA,T,TOTAL,PC_ACT,DE,2006-10-01,9
SA,T,TOTAL,PC_ACT,DE,2007-01-01,
SA,T,TOTAL,PC_ACT,DE,2007-04-01,
SA,T,TOTAL,PC_ACT,DE,2007-07-01,
SA,T,TOTAL,PC_ACT,DE,2007-10-01,
SA,T,TOTAL,PC_ACT,DE,2008-01-01,7
SA,T,TOTAL,PC_ACT,DE,2008-04-01,7
SA,T,TOTAL,PC_ACT,DE,2008-07-01,
SA,T,TOTAL,PC_ACT,DE,2008-10-01,
SA,T,TOTAL,PC_ACT,DE,2009-01-01,
SA,T,TOTAL,PC_ACT,DE,2009-04-01,
SA,T,TOTAL,PC_ACT,DE,2009-07-01,
SA,T,TOTAL,PC_ACT,DE,2009-10-01,7
SA,T,TOTAL,PC_ACT,DE,2010-01-01,
SA,T,TOTAL,PC_ACT,DE,2010-04-01,
SA,T,TOTAL,PC_ACT,DE,2010-07-01,
SA,T,TOTAL,PC_ACT,DE,2010-10-01,6
SA,T,TOTAL,PC_ACT,DE,2011-01-01,
SA,T,TOTAL,PC_ACT,DE,2011-04-01,
SA,T,TOTAL,PC_ACT,DE,2011-07-01,5
SA,T,TOTAL,PC_ACT,DE,2011-10-01,
SA,T,TOTAL,PC_ACT,DE,2012-01-01,
SA,T,TOTAL,PC_ACT,DE,2012-04-01,
SA,T,TOTAL,PC_ACT,DE,2012-07-01,
SA,T,TOTAL,PC_ACT,DE,2012-10-01,
SA,T,TOTAL,PC_ACT,DE,2013-01-01,
SA,T,TOTAL,PC_ACT,DE,2013-04-01,
SA,T,TOTAL,PC_ACT,DE,2013-07-01,
SA,T,TOTAL,PC_ACT,DE,2013-10-01,
SA,T,TOTAL,PC_ACT,DE,2014-01-01,
SA,T,TOTAL,PC_ACT,DE,2014-04-01,
SA,T,TOTAL,PC_ACT,DE,2014-07-01,
SA,T,TOTAL,PC_ACT,DE,2014-10-01,
SA,T,TOTAL,PC_ACT,DE,2015-01-01,
SA,T,TOTAL,PC_ACT,DE,2015-04-01,
SA,T,TOTAL,PC_ACT,DE,2015-07-01,
SA,T,TOTAL,PC_ACT,DE,2015-10-01,
SA,T,TOTAL,PC_ACT,DE,2016-01-01,
SA,T,TOTAL,PC_ACT,DE,2016-04-01,
SA,T,TOTAL,PC_ACT,DE,2016-07-01,
SA,T,TOTAL,PC_ACT,DE,2016-10-01,
SA,T,TOTAL,PC_ACT,DE,2017-01-01,3
SA,T,TOTAL,PC_ACT,DE,2017-04-01,
SA,T,TOTAL,PC_ACT,DE,2017-07-01,
SA,T,TOTAL,PC_ACT,DE,2017-10-01,
SA,T,TOTAL,PC_ACT,DE,2018-01-01,
SA,T,TOTAL,PC_ACT,DE,2018-04-01,
SA,T,TOTAL,PC_ACT,DE,2018-07-01,
SA,T,TOTAL,PC_ACT,DK,1995-01-01,6
SA,T,TOTAL,PC_ACT,DK,1995-04-01,6
SA,T,TOTAL,PC_ACT,DK,1995-07-01,6
SA,T,TOTAL,PC_ACT,DK,1995-10-01,6
SA,T,TOTAL,PC_ACT,DK,1996-01-01,6
SA,T,TOTAL,PC_ACT,DK,1996-04-01,6
SA,T,TOTAL,PC_ACT,DK,1996-07-01,6
SA,T,TOTAL,PC_ACT,DK,1996-10-01,5
SA,T,TOTAL,PC_ACT,DK,1997-01-01,5
SA,T,TOTAL,PC_ACT,DK,1997-04-01,5
SA,T,TOTAL,PC_ACT,DK,1997-07-01,5
SA,T,TOTAL,PC_ACT,DK,1997-10-01,5
SA,T,TOTAL,PC_ACT,DK,1998-01-01,5
SA,T,TOTAL,PC_ACT,DK,1998-04-01,4
SA,T,TOTAL,PC_ACT,DK,1998-07-01,4
SA,T,TOTAL,PC_ACT,DK,1998-10-01,4
SA,T,TOTAL,PC_ACT,DK,1999-01-01,5
SA,T,TOTAL,PC_ACT,DK,1999-04-01,5
SA,T,TOTAL,PC_ACT,DK,1999-07-01,5
SA,T,TOTAL,PC_ACT,DK,1999-10-01,5
SA,T,TOTAL,PC_ACT,DK,2000-01-01,
SA,T,TOTAL,PC_ACT,DK,2000-04-01,
SA,T,TOTAL,PC_ACT,DK,2000-07-01,
SA,T,TOTAL,PC_ACT,DK,2000-10-01,4
SA,T,TOTAL,PC_ACT,DK,2001-01-01,4
SA,T,TOTAL,PC_ACT,DK,2001-04-01,
SA,T,TOTAL,PC_ACT,DK,2001-07-01,4
SA,T,TOTAL,PC_ACT,DK,2001-10-01,
SA,T,TOTAL,PC_ACT,DK,2002-01-01,
SA,T,TOTAL,PC_ACT,DK,2002-04-01,
SA,T,TOTAL,PC_ACT,DK,2002-07-01,
SA,T,TOTAL,PC_ACT,DK,2002-10-01,4
SA,T,TOTAL,PC_ACT,DK,2003-01-01,
SA,T,TOTAL,PC_ACT,DK,2003-04-01,
SA,T,TOTAL,PC_ACT,DK,2003-07-01,
SA,T,TOTAL,PC_ACT,DK,2003-10-01,5
SA,T,TOTAL,PC_ACT,DK,2004-01-01,5
SA,T,TOTAL,PC_ACT,DK,2004-04-01,
SA,T,TOTAL,PC_ACT,DK,2004-07-01,
SA,T,TOTAL,PC_ACT,DK,2004-10-01,
SA,T,TOTAL,PC_ACT,DK,2005-01-01,5
SA,T,TOTAL,PC_ACT,DK,2005-04-01,
SA,T,TOTAL,PC_ACT,DK,2005-07-01,
SA,T,TOTAL,PC_ACT,DK,2005-10-01,
SA,T,TOTAL,PC_ACT,DK,2006-01-01,
SA,T,TOTAL,PC_ACT,DK,2006-04-01,
SA,T,TOTAL,PC_ACT,DK,2006-07-01,3
SA,T,TOTAL,PC_ACT,DK,2006-10-01,3
SA,T,TOTAL,PC_ACT,DK,2007-01-01,
SA,T,TOTAL,PC_ACT,DK,2007-04-01,
SA,T,TOTAL,PC_ACT,DK,2007-07-01,
SA,T,TOTAL,PC_ACT,DK,2007-10-01,
SA,T,TOTAL,PC_ACT,DK,2008-01-01,3
SA,T,TOTAL,PC_ACT,DK,2008-04-01,3
SA,T,TOTAL,PC_ACT,DK,2008-07-01,
SA,T,TOTAL,PC_ACT,DK,2008-10-01,
SA,T,TOTAL,PC_ACT,DK,2009-01-01,
SA,T,TOTAL,PC_ACT,DK,2009-04-01,
SA,T,TOTAL,PC_ACT,DK,2009-07-01,
SA,T,TOTAL,PC_ACT,DK,2009-10-01,7
SA,T,TOTAL,PC_ACT,DK,2010-01-01,
SA,T,TOTAL,PC_ACT,DK,2010-04-01,
SA,T,TOTAL,PC_ACT,DK,2010-07-01,
SA,T,TOTAL,PC_ACT,DK,2010-10-01,7
SA,T,TOTAL,PC_ACT,DK,2011-01-01,
SA,T,TOTAL,PC_ACT,DK,2011-04-01,
SA,T,TOTAL,PC_ACT,DK,2011-07-01,7
SA,T,TOTAL,PC_ACT,DK,2011-10-01,
SA,T,TOTAL,PC_ACT,DK,2012-01-01,
SA,T,TOTAL,PC_ACT,DK,2012-04-01,
SA,T,TOTAL,PC_ACT,DK,2012-07-01,
SA,T,TOTAL,PC_ACT,DK,2012-10-01,
SA,T,TOTAL,PC_ACT,DK,2013-01-01,
SA,T,TOTAL,PC_ACT,DK,2013-04-01,
SA,T,TOTAL,PC_ACT,DK,2013-07-01,
SA,T,TOTAL,PC_ACT,DK,2013-10-01,
SA,T,TOTAL,PC_ACT,DK,2014-01-01,
SA,T,TOTAL,PC_ACT,DK,2014-04-01,
SA,T,TOTAL,PC_ACT,DK,2014-07-01,
SA,T,TOTAL,PC_ACT,DK,2014-10-01,
SA,T,TOTAL,PC_ACT,DK,2015-01-01,
SA,T,TOTAL,PC_ACT,DK,2015-04-01,
SA,T,TOTAL,PC_ACT,DK,2015-07-01,
SA,T,TOTAL,PC_ACT,DK,2015-10-01,
SA,T,TOTAL,PC_ACT,DK,2016-01-01,
SA,T,TOTAL,PC_ACT,DK,2016-04-01,
SA,T,TOTAL,PC_ACT,DK,2016-07-01,
SA,T,TOTAL,PC_ACT,DK,2016-10-01,
SA,T,TOTAL,PC_ACT,DK,2017-01-01,6
SA,T,TOTAL,PC_ACT,DK,2017-04-01,
SA,T,TOTAL,PC_ACT,DK,2017-07-01,
SA,T,TOTAL,PC_ACT,DK,2017-10-01,
SA,T,TOTAL,PC_ACT,DK,2018-01-01,
SA,T,TOTAL,PC_ACT,DK,2018-04-01,
SA,T,TOTAL,PC_ACT,DK,2018-07-01,
SA,T,TOTAL,PC_ACT,EE,1995-01-01,
SA,T,TOTAL,PC_ACT,EE,1995-04-01,
SA,T,TOTAL,PC_ACT,EE,1995-07-01,
SA,T,TOTAL,PC_ACT,EE,1995-10-01,
SA,T,TOTAL,PC_ACT,EE,1996-01-01,
SA,T,TOTAL,PC_ACT,EE,1996-04-01,
SA,T,TOTAL,PC_ACT,EE,1996-07-01,
SA,T,TOTAL,PC_ACT,EE,1996-10-01,
SA,T,TOTAL,PC_ACT,EE,1997-01-01,
SA,T,TOTAL,PC_ACT,EE,1997-04-01,
SA,T,TOTAL,PC_ACT,EE,1997-07-01,
SA,T,TOTAL,PC_ACT,EE,1997-10-01,
SA,T,TOTAL,PC_ACT,EE,1998-01-01,
SA,T,TOTAL,PC_ACT,EE,1998-04-01,
SA,T,TOTAL,PC_ACT,EE,1998-07-01,
SA,T,TOTAL,PC_ACT,EE,1998-10-01,
SA,T,TOTAL,PC_ACT,EE,1999-01-01,
SA,T,TOTAL,PC_ACT,EE,1999-04-01,
SA,T,TOTAL,PC_ACT,EE,1999-07-01,
SA,T,TOTAL,PC_ACT,EE,1999-10-01,
SA,T,TOTAL,PC_ACT,EE,2000-01-01,
SA,T,TOTAL,PC_ACT,EE,2000-04-01,
SA,T,TOTAL,PC_ACT,EE,2000-07-01,
SA,T,TOTAL,PC_ACT,EE,2000-10-01,14
SA,T,TOTAL,PC_ACT,EE,2001-01-01,14
SA,T,TOTAL,PC_ACT,EE,2001-04-01,
SA,T,TOTAL,PC_ACT,EE,2001-07-01,12
SA,T,TOTAL,PC_ACT,EE,2001-10-01,
SA,T,TOTAL,PC_ACT,EE,2002-01-01,
SA,T,TOTAL,PC_ACT,EE,2002-04-01,
SA,T,TOTAL,PC_ACT,EE,2002-07-01,
SA,T,TOTAL,PC_ACT,EE,2002-10-01,11
SA,T,TOTAL,PC_ACT,EE,2003-01-01,
SA,T,TOTAL,PC_ACT,EE,2003-04-01,
SA,T,TOTAL,PC_ACT,EE,2003-07-01,
SA,T,TOTAL,PC_ACT,EE,2003-10-01,9
SA,T,TOTAL,PC_ACT,EE,2004-01-01,10
SA,T,TOTAL,PC_ACT,EE,2004-04-01,
SA,T,TOTAL,PC_ACT,EE,2004-07-01,
SA,T,TOTAL,PC_ACT,EE,2004-10-01,
SA,T,TOTAL,PC_ACT,EE,2005-01-01,9
SA,T,TOTAL,PC_ACT,EE,2005-04-01,
SA,T,TOTAL,PC_ACT,EE,2005-07-01,
SA,T,TOTAL,PC_ACT,EE,2005-10-01,
SA,T,TOTAL,PC_ACT,EE,2006-01-01,
SA,T,TOTAL,PC_ACT,EE,2006-04-01,
SA,T,TOTAL,PC_ACT,EE,2006-07-01,5
SA,T,TOTAL,PC_ACT,EE,2006-10-01,5
SA,T,TOTAL,PC_ACT,EE,2007-01-01,
SA,T,TOTAL,PC_ACT,EE,2007-04-01,
SA,T,TOTAL,PC_ACT,EE,2007-07-01,
SA,T,TOTAL,PC_ACT,EE,2007-10-01,
SA,T,TOTAL,PC_ACT,EE,2008-01-01,4
SA,T,TOTAL,PC_ACT,EE,2008-04-01,4
SA,T,TOTAL,PC_ACT,EE,2008-07-01,
SA,T,TOTAL,PC_ACT,EE,2008-10-01,
SA,T,TOTAL,PC_ACT,EE,2009-01-01,
SA,T,TOTAL,PC_ACT,EE,2009-04-01,
SA,T,TOTAL,PC_ACT,EE,2009-07-01,
SA,T,TOTAL,PC_ACT,EE,2009-10-01,16
SA,T,TOTAL,PC_ACT,EE,2010-01-01,
SA,T,TOTAL,PC_ACT,EE,2010-04-01,
SA,T,TOTAL,PC_ACT,EE,2010-07-01,
SA,T,TOTAL,PC_ACT,EE,2010-10-01,14
SA,T,TOTAL,PC_ACT,EE,2011-01-01,
SA,T,TOTAL,PC_ACT,EE,2011-04-01,
SA,T,TOTAL,PC_ACT,EE,2011-07-01,11
SA,T,TOTAL,PC_ACT,EE,2011-10-01,
SA,T,TOTAL,PC_ACT,EE,2012-01-01,
SA,T,TOTAL,PC_ACT,EE,2012-04-01,
SA,T,TOTAL,PC_ACT,EE,2012-07-01,
SA,T,TOTAL,PC_ACT,EE,2012-10-01,
SA,T,TOTAL,PC_ACT,EE,2013-01-01,
SA,T,TOTAL,PC_ACT,EE,2013-04-01,
SA,T,TOTAL,PC_ACT,EE,2013-07-01,
SA,T,TOTAL,PC_ACT,EE,2013-10-01,
SA,T,TOTAL,PC_ACT,EE,2014-01-01,
SA,T,TOTAL,PC_ACT,EE,2014-04-01,
SA,T,TOTAL,PC_ACT,EE,2014-07-01,
SA,T,TOTAL,PC_ACT,EE,2014-10-01,
SA,T,TOTAL,PC_ACT,EE,2015-01-01,
SA,T,TOTAL,PC_ACT,EE,2015-04-01,
SA,T,TOTAL,PC_ACT,EE,2015-07-01,
SA,T,TOTAL,PC_ACT,EE,2015-10-01,
SA,T,TOTAL,PC_ACT,EE,2016-01-01,
SA,T,TOTAL,PC_ACT,EE,2016-04-01,
SA,T,TOTAL,PC_ACT,EE,2016-07-01,
SA,T,TOTAL,PC_ACT,EE,2016-10-01,
SA,T,TOTAL,PC_ACT,EE,2017-01-01,5
SA,T,TOTAL,PC_ACT,EE,2017-04-01,
SA,T,TOTAL,PC_ACT,EE,2017-07-01,
SA,T,TOTAL,PC_ACT,EE,2017-10-01,
SA,T,TOTAL,PC_ACT,EE,2018-01-01,
SA,T,TOTAL,PC_ACT,EE,2018-04-01,
SA,T,TOTAL,PC_ACT,EE,2018-07-01,
SA,T,TOTAL,PC_ACT,EL,1995-01-01,
SA,T,TOTAL,PC_ACT,EL,1995-04-01,
SA,T,TOTAL,PC_ACT,EL,1995-07-01,
SA,T,TOTAL,PC_ACT,EL,1995-10-01,
SA,T,TOTAL,PC_ACT,EL,1996-01-01,
SA,T,TOTAL,PC_ACT,EL,1996-04-01,
SA,T,TOTAL,PC_ACT,EL,1996-07-01,
SA,T,TOTAL,PC_ACT,EL,1996-10-01,
SA,T,TOTAL,PC_ACT,EL,1997-01-01,
SA,T,TOTAL,PC_ACT,EL,1997-04-01,
SA,T,TOTAL,PC_ACT,EL,1997-07-01,
SA,T,TOTAL,PC_ACT,EL,1997-10-01,
SA,T,TOTAL,PC_ACT,EL,1998-01-01,
SA,T,TOTAL,PC_ACT,EL,1998-04-01,10
SA,T,TOTAL,PC_ACT,EL,1998-07-01,11
SA,T,TOTAL,PC_ACT,EL,1998-10-01,11
SA,T,TOTAL,PC_ACT,EL,1999-01-01,11
SA,T,TOTAL,PC_ACT,EL,1999-04-01,12
SA,T,TOTAL,PC_ACT,EL,1999-07-01,12
SA,T,TOTAL,PC_ACT,EL,1999-10-01,12
SA,T,TOTAL,PC_ACT,EL,2000-01-01,
SA,T,TOTAL,PC_ACT,EL,2000-04-01,
SA,T,TOTAL,PC_ACT,EL,2000-07-01,
SA,T,TOTAL,PC_ACT,EL,2000-10-01,10
SA,T,TOTAL,PC_ACT,EL,2001-01-01,10
SA,T,TOTAL,PC_ACT,EL,2001-04-01,
SA,T,TOTAL,PC_ACT,EL,2001-07-01,10
SA,T,TOTAL,PC_ACT,EL,2001-10-01,
SA,T,TOTAL,PC_ACT,EL,2002-01-01,
SA,T,TOTAL,PC_ACT,EL,2002-04-01,
SA,T,TOTAL,PC_ACT,EL,2002-07-01,
SA,T,TOTAL,PC_ACT,EL,2002-10-01,10
SA,T,TOTAL,PC_ACT,EL,2003-01-01,
SA,T,TOTAL,PC_ACT,EL,2003-04-01,
SA,T,TOTAL,PC_ACT,EL,2003-07-01,
SA,T,TOTAL,PC_ACT,EL,2003-10-01,9
SA,T,TOTAL,PC_ACT,EL,2004-01-01,10
SA,T,TOTAL,PC_ACT,EL,2004-04-01,
SA,T,TOTAL,PC_ACT,EL,2004-07-01,
SA,T,TOTAL,PC_ACT,EL,2004-10-01,
SA,T,TOTAL,PC_ACT,EL,2005-01-01,10
SA,T,TOTAL,PC_ACT,EL,2005-04-01,
SA,T,TOTAL,PC_ACT,EL,2005-07-01,
SA,T,TOTAL,PC_ACT,EL,2005-10-01,
SA,T,TOTAL,PC_ACT,EL,2006-01-01,
SA,T,TOTAL,PC_ACT,EL,2006-04-01,
SA,T,TOTAL,PC_ACT,EL,2006-07-01,8
SA,T,TOTAL,PC_ACT,EL,2006-10-01,8
SA,T,TOTAL,PC_ACT,EL,2007-01-01,
SA,T,TOTAL,PC_ACT,EL,2007-04-01,
SA,T,TOTAL,PC_ACT,EL,2007-07-01,
SA,T,TOTAL,PC_ACT,EL,2007-10-01,
SA,T,TOTAL,PC_ACT,EL,2008-01-01,8
SA,T,TOTAL,PC_ACT,EL,2008-04-01,7
SA,T,TOTAL,PC_ACT,EL,2008-07-01,
SA,T,TOTAL,PC_ACT,EL,2008-10-01,
SA,T,TOTAL,PC_ACT,EL,2009-01-01,
SA,T,TOTAL,PC_ACT,EL,2009-04-01,
SA,T,TOTAL,PC_ACT,EL,2009-07-01,
SA,T,TOTAL,PC_ACT,EL,2009-10-01,10
SA,T,TOTAL,PC_ACT,EL,2010-01-01,
SA,T,TOTAL,PC_ACT,EL,2010-04-01,
SA,T,TOTAL,PC_ACT,EL,2010-07-01,
SA,T,TOTAL,PC_ACT,EL,2010-10-01,14
SA,T,TOTAL,PC_ACT,EL,2011-01-01,
SA,T,TOTAL,PC_ACT,EL,2011-04-01,
SA,T,TOTAL,PC_ACT,EL,2011-07-01,18
SA,T,TOTAL,PC_ACT,EL,2011-10-01,
SA,T,TOTAL,PC_ACT,EL,2012-01-01,
SA,T,TOTAL,PC_ACT,EL,2012-04-01,
SA,T,TOTAL,PC_ACT,EL,2012-07-01,
SA,T,TOTAL,PC_ACT,EL,2012-10-01,
SA,T,TOTAL,PC_ACT,EL,2013-01-01,
SA,T,TOTAL,PC_ACT,EL,2013-04-01,
SA,T,TOTAL,PC_ACT,EL,2013-07-01,
SA,T,TOTAL,PC_ACT,EL,2013-10-01,
SA,T,TOTAL,PC_ACT,EL,2014-01-01,
SA,T,TOTAL,PC_ACT,EL,2014-04-01,
SA,T,TOTAL,PC_ACT,EL,2014-07-01,
SA,T,TOTAL,PC_ACT,EL,2014-10-01,
SA,T,TOTAL,PC_ACT,EL,2015-01-01,
SA,T,TOTAL,PC_ACT,EL,2015-04-01,
SA,T,TOTAL,PC_ACT,EL,2015-07-01,
SA,T,TOTAL,PC_ACT,EL,2015-10-01,
SA,T,TOTAL,PC_ACT,EL,2016-01-01,
SA,T,TOTAL,PC_ACT,EL,2016-04-01,
SA,T,TOTAL,PC_ACT,EL,2016-07-01,
SA,T,TOTAL,PC_ACT,EL,2016-10-01,
SA,T,TOTAL,PC_ACT,EL,2017-01-01,22
SA,T,TOTAL,PC_ACT,EL,2017-04-01,
SA,T,TOTAL,PC_ACT,EL,2017-07-01,
SA,T,TOTAL,PC_ACT,EL,2017-10-01,
SA,T,TOTAL,PC_ACT,EL,2018-01-01,
SA,T,TOTAL,PC_ACT,EL,2018-04-01,
SA,T,TOTAL,PC_ACT,EL,2018-07-01,
SA,T,TOTAL,PC_ACT,ES,1995-01-01,21
SA,T,TOTAL,PC_ACT,ES,1995-04-01,20
SA,T,TOTAL,PC_ACT,ES,1995-07-01,20
SA,T,TOTAL,PC_ACT,ES,1995-10-01,20
SA,T,TOTAL,PC_ACT,ES,1996-01-01,20
SA,T,TOTAL,PC_ACT,ES,1996-04-01,20
SA,T,TOTAL,PC_ACT,ES,1996-07-01,19
SA,T,TOTAL,PC_ACT,ES,1996-10-01,19
SA,T,TOTAL,PC_ACT,ES,1997-01-01,18
SA,T,TOTAL,PC_ACT,ES,1997-04-01,18
SA,T,TOTAL,PC_ACT,ES,1997-07-01,18
SA,T,TOTAL,PC_ACT,ES,1997-10-01,17
SA,T,TOTAL,PC_ACT,ES,1998-01-01,16
SA,T,TOTAL,PC_ACT,ES,1998-04-01,16
SA,T,TOTAL,PC_ACT,ES,1998-07-01,16
SA,T,TOTAL,PC_ACT,ES,1998-10-01,15
SA,T,TOTAL,PC_ACT,ES,1999-01-01,14
SA,T,TOTAL,PC_ACT,ES,1999-04-01,13
SA,T,TOTAL,PC_ACT,ES,1999-07-01,13
SA,T,TOTAL,PC_ACT,ES,1999-10-01,13
SA,T,TOTAL,PC_ACT,ES,2000-01-01,
SA,T,TOTAL,PC_ACT,ES,2000-04-01,
SA,T,TOTAL,PC_ACT,ES,2000-07-01,
SA,T,TOTAL,PC_ACT,ES,2000-10-01,11
SA,T,TOTAL,PC_ACT,ES,2001-01-01,10
SA,T,TOTAL,PC_ACT,ES,2001-04-01,
SA,T,TOTAL,PC_ACT,ES,2001-07-01,10
SA,T,TOTAL,PC_ACT,ES,2001-10-01,
SA,T,TOTAL,PC_ACT,ES,2002-01-01,
SA,T,TOTAL,PC_ACT,ES,2002-04-01,
SA,T,TOTAL,PC_ACT,ES,2002-07-01,
SA,T,TOTAL,PC_ACT,ES,2002-10-01,11
SA,T,TOTAL,PC_ACT,ES,2003-01-01,
SA,T,TOTAL,PC_ACT,ES,2003-04-01,
SA,T,TOTAL,PC_ACT,ES,2003-07-01,
SA,T,TOTAL,PC_ACT,ES,2003-10-01,11
SA,T,TOTAL,PC_ACT,ES,2004-01-01,11
SA,T,TOTAL,PC_ACT,ES,2004-04-01,
SA,T,TOTAL,PC_ACT,ES,2004-07-01,
SA,T,TOTAL,PC_ACT,ES,2004-10-01,
SA,T,TOTAL,PC_ACT,ES,2005-01-01,9
SA,T,TOTAL,PC_ACT,ES,2005-04-01,
SA,T,TOTAL,PC_ACT,ES,2005-07-01,
SA,T,TOTAL,PC_ACT,ES,2005-10-01,
SA,T,TOTAL,PC_ACT,ES,2006-01-01,
SA,T,TOTAL,PC_ACT,ES,2006-04-01,
SA,T,TOTAL,PC_ACT,ES,2006-07-01,8
SA,T,TOTAL,PC_ACT,ES,2006-10-01,8
SA,T,TOTAL,PC_ACT,ES,2007-01-01,
SA,T,TOTAL,PC_ACT,ES,2007-04-01,
SA,T,TOTAL,PC_ACT,ES,2007-07-01,
SA,T,TOTAL,PC_ACT,ES,2007-10-01,
SA,T,TOTAL,PC_ACT,ES,2008-01-01,9
SA,T,TOTAL,PC_ACT,ES,2008-04-01,10
SA,T,TOTAL,PC_ACT,ES,2008-07-01,
SA,T,TOTAL,PC_ACT,ES,2008-10-01,
SA,T,TOTAL,PC_ACT,ES,2009-01-01,
SA,T,TOTAL,PC_ACT,ES,2009-04-01,
SA,T,TOTAL,PC_ACT,ES,2009-07-01,
SA,T,TOTAL,PC_ACT,ES,2009-10-01,18
SA,T,TOTAL,PC_ACT,ES,2010-01-01,
SA,T,TOTAL,PC_ACT,ES,2010-04-01,
SA,T,TOTAL,PC_ACT,ES,2010-07-01,
SA,T,TOTAL,PC_ACT,ES,2010-10-01,20
SA,T,TOTAL,PC_ACT,ES,2011-01-01,
SA,T,TOTAL,PC_ACT,ES,2011-04-01,
SA,T,TOTAL,PC_ACT,ES,2011-07-01,21
SA,T,TOTAL,PC_ACT,ES,2011-10-01,
SA,T,TOTAL,PC_ACT,ES,2012-01-01,
SA,T,TOTAL,PC_ACT,ES,2012-04-01,
SA,T,TOTAL,PC_ACT,ES,2012-07-01,
SA,T,TOTAL,PC_ACT,ES,2012-10-01,
SA,T,TOTAL,PC_ACT,ES,2013-01-01,
SA,T,TOTAL,PC_ACT,ES,2013-04-01,
SA,T,TOTAL,PC_ACT,ES,2013-07-01,
SA,T,TOTAL,PC_ACT,ES,2013-10-01,
SA,T,TOTAL,PC_ACT,ES,2014-01-01,
SA,T,TOTAL,PC_ACT,ES,2014-04-01,
SA,T,TOTAL,PC_ACT,ES,2014-07-01,
SA,T,TOTAL,PC_ACT,ES,2014-10-01,
SA,T,TOTAL,PC_ACT,ES,2015-01-01,
SA,T,TOTAL,PC_ACT,ES,2015-04-01,
SA,T,TOTAL,PC_ACT,ES,2015-07-01,
SA,T,TOTAL,PC_ACT,ES,2015-10-01,
SA,T,TOTAL,PC_ACT,ES,2016-01-01,
SA,T,TOTAL,PC_ACT,ES,2016-04-01,
SA,T,TOTAL,PC_ACT,ES,2016-07-01,
SA,T,TOTAL,PC_ACT,ES,2016-10-01,
SA,T,TOTAL,PC_ACT,ES,2017-01-01,18
SA,T,TOTAL,PC_ACT,ES,2017-04-01,
SA,T,TOTAL,PC_ACT,ES,2017-07-01,
SA,T,TOTAL,PC_ACT,ES,2017-10-01,
SA,T,TOTAL,PC_ACT,ES,2018-01-01,
SA,T,TOTAL,PC_ACT,ES,2018-04-01,
SA,T,TOTAL,PC_ACT,ES,2018-07-01,
