unit,partner,geotime,date,value
PC,ECB,BG,2013-01-01,47.0
PC,ECB,BG,2014-01-01,44.0
PC,ECB,BG,2015-01-01,39.0
PC,ECB,BG,2016-01-01,46.0
PC,ECB,BG,2017-01-01,47.0
PC,ECB,CY,1999-01-01,
PC,ECB,CY,2000-01-01,
PC,ECB,CY,2001-01-01,
PC,ECB,CY,2002-01-01,
PC,ECB,CY,2003-01-01,
PC,ECB,CY,2004-01-01,54.0
PC,ECB,CY,2005-01-01,50.0
PC,ECB,CY,2006-01-01,46.0
PC,ECB,CY,2007-01-01,51.0
PC,ECB,CY,2008-01-01,49.0
PC,ECB,CY,2009-01-01,53.0
PC,ECB,CY,2010-01-01,50.0
PC,ECB,CY,2011-01-01,44.0
PC,ECB,CY,2012-01-01,34.0
PC,ECB,CY,2013-01-01,16.0
PC,ECB,CY,2014-01-01,24.0
PC,ECB,CY,2015-01-01,19.0
PC,ECB,CY,2016-01-01,23.0
PC,ECB,CY,2017-01-01,36.0
PC,ECB,CZ,1999-01-01,
PC,ECB,CZ,2000-01-01,
PC,ECB,CZ,2001-01-01,
PC,ECB,CZ,2002-01-01,
PC,ECB,CZ,2003-01-01,
PC,ECB,CZ,2004-01-01,47.0
PC,ECB,CZ,2005-01-01,49.0
PC,ECB,CZ,2006-01-01,55.0
PC,ECB,CZ,2007-01-01,54.0
PC,ECB,CZ,2008-01-01,57.0
PC,ECB,CZ,2009-01-01,52.0
PC,ECB,CZ,2010-01-01,54.0
PC,ECB,CZ,2011-01-01,47.0
PC,ECB,CZ,2012-01-01,46.0
PC,ECB,CZ,2013-01-01,49.0
PC,ECB,CZ,2014-01-01,39.0
PC,ECB,CZ,2015-01-01,31.0
PC,ECB,CZ,2016-01-01,35.0
PC,ECB,CZ,2017-01-01,38.0
PC,ECB,DE,1999-01-01,46.0
PC,ECB,DE,2000-01-01,45.0
PC,ECB,DE,2001-01-01,56.0
PC,ECB,DE,2002-01-01,59.0
PC,ECB,DE,2003-01-01,50.0
PC,ECB,DE,2004-01-01,55.0
PC,ECB,DE,2005-01-01,56.0
PC,ECB,DE,2006-01-01,60.0
PC,ECB,DE,2007-01-01,61.0
PC,ECB,DE,2008-01-01,56.0
PC,ECB,DE,2009-01-01,52.0
PC,ECB,DE,2010-01-01,50.0
PC,ECB,DE,2011-01-01,37.0
PC,ECB,DE,2012-01-01,39.0
PC,ECB,DE,2013-01-01,37.0
PC,ECB,DE,2014-01-01,35.0
PC,ECB,DE,2015-01-01,35.0
PC,ECB,DE,2016-01-01,33.0
PC,ECB,DE,2017-01-01,39.0
PC,ECB,DK,1999-01-01,39.0
PC,ECB,DK,2000-01-01,48.0
PC,ECB,DK,2001-01-01,60.0
PC,ECB,DK,2002-01-01,57.0
PC,ECB,DK,2003-01-01,50.0
PC,ECB,DK,2004-01-01,61.0
PC,ECB,DK,2005-01-01,63.0
PC,ECB,DK,2006-01-01,64.0
PC,ECB,DK,2007-01-01,68.0
PC,ECB,DK,2008-01-01,71.0
PC,ECB,DK,2009-01-01,67.0
PC,ECB,DK,2010-01-01,66.0
PC,ECB,DK,2011-01-01,64.0
PC,ECB,DK,2012-01-01,68.0
PC,ECB,DK,2013-01-01,60.0
PC,ECB,DK,2014-01-01,58.0
PC,ECB,DK,2015-01-01,60.0
PC,ECB,DK,2016-01-01,56.0
PC,ECB,DK,2017-01-01,58.0
PC,ECB,EE,1999-01-01,
PC,ECB,EE,2000-01-01,
PC,ECB,EE,2001-01-01,
PC,ECB,EE,2002-01-01,
PC,ECB,EE,2003-01-01,
PC,ECB,EE,2004-01-01,54.0
PC,ECB,EE,2005-01-01,43.0
PC,ECB,EE,2006-01-01,53.0
PC,ECB,EE,2007-01-01,51.0
PC,ECB,EE,2008-01-01,58.0
PC,ECB,EE,2009-01-01,56.0
PC,ECB,EE,2010-01-01,61.0
PC,ECB,EE,2011-01-01,45.0
PC,ECB,EE,2012-01-01,51.0
PC,ECB,EE,2013-01-01,51.0
PC,ECB,EE,2014-01-01,46.0
PC,ECB,EE,2015-01-01,41.0
PC,ECB,EE,2016-01-01,43.0
PC,ECB,EE,2017-01-01,46.0
PC,ECB,EL,1999-01-01,35.0
PC,ECB,EL,2000-01-01,42.0
PC,ECB,EL,2001-01-01,48.0
PC,ECB,EL,2002-01-01,47.0
PC,ECB,EL,2003-01-01,52.0
PC,ECB,EL,2004-01-01,52.0
PC,ECB,EL,2005-01-01,55.0
PC,ECB,EL,2006-01-01,62.0
PC,ECB,EL,2007-01-01,53.0
PC,ECB,EL,2008-01-01,51.0
PC,ECB,EL,2009-01-01,42.0
PC,ECB,EL,2010-01-01,29.0
PC,ECB,EL,2011-01-01,22.0
PC,ECB,EL,2012-01-01,17.0
PC,ECB,EL,2013-01-01,16.0
PC,ECB,EL,2014-01-01,21.0
PC,ECB,EL,2015-01-01,17.0
PC,ECB,EL,2016-01-01,18.0
PC,ECB,EL,2017-01-01,21.0
PC,ECB,ES,1999-01-01,45.0
PC,ECB,ES,2000-01-01,48.0
PC,ECB,ES,2001-01-01,50.0
PC,ECB,ES,2002-01-01,52.0
PC,ECB,ES,2003-01-01,43.0
PC,ECB,ES,2004-01-01,51.0
PC,ECB,ES,2005-01-01,38.0
PC,ECB,ES,2006-01-01,42.0
PC,ECB,ES,2007-01-01,42.0
PC,ECB,ES,2008-01-01,50.0
PC,ECB,ES,2009-01-01,44.0
PC,ECB,ES,2010-01-01,37.0
PC,ECB,ES,2011-01-01,29.0
PC,ECB,ES,2012-01-01,17.0
PC,ECB,ES,2013-01-01,19.0
PC,ECB,ES,2014-01-01,20.0
PC,ECB,ES,2015-01-01,22.0
PC,ECB,ES,2016-01-01,24.0
PC,ECB,ES,2017-01-01,35.0
PC,ECB,EU28,1999-01-01,44.0
PC,ECB,EU28,2000-01-01,43.0
PC,ECB,EU28,2001-01-01,50.0
PC,ECB,EU28,2002-01-01,49.0
PC,ECB,EU28,2003-01-01,44.0
PC,ECB,EU28,2004-01-01,50.0
PC,ECB,EU28,2005-01-01,47.0
PC,ECB,EU28,2006-01-01,48.0
PC,ECB,EU28,2007-01-01,49.0
PC,ECB,EU28,2008-01-01,48.0
PC,ECB,EU28,2009-01-01,44.0
PC,ECB,EU28,2010-01-01,43.0
PC,ECB,EU28,2011-01-01,36.0
PC,ECB,EU28,2012-01-01,37.0
PC,ECB,EU28,2013-01-01,34.0
PC,ECB,EU28,2014-01-01,34.0
PC,ECB,EU28,2015-01-01,33.0
PC,ECB,EU28,2016-01-01,34.0
PC,ECB,EU28,2017-01-01,39.0
PC,ECB,FI,1999-01-01,48.0
PC,ECB,FI,2000-01-01,50.0
PC,ECB,FI,2001-01-01,59.0
PC,ECB,FI,2002-01-01,57.0
PC,ECB,FI,2003-01-01,58.0
PC,ECB,FI,2004-01-01,68.0
PC,ECB,FI,2005-01-01,57.0
PC,ECB,FI,2006-01-01,62.0
PC,ECB,FI,2007-01-01,67.0
PC,ECB,FI,2008-01-01,72.0
PC,ECB,FI,2009-01-01,72.0
PC,ECB,FI,2010-01-01,63.0
PC,ECB,FI,2011-01-01,62.0
PC,ECB,FI,2012-01-01,59.0
PC,ECB,FI,2013-01-01,64.0
PC,ECB,FI,2014-01-01,62.0
PC,ECB,FI,2015-01-01,58.0
PC,ECB,FI,2016-01-01,67.0
PC,ECB,FI,2017-01-01,70.0
PC,ECB,FR,1999-01-01,45.0
PC,ECB,FR,2000-01-01,43.0
PC,ECB,FR,2001-01-01,48.0
PC,ECB,FR,2002-01-01,44.0
PC,ECB,FR,2003-01-01,38.0
PC,ECB,FR,2004-01-01,45.0
PC,ECB,FR,2005-01-01,35.0
PC,ECB,FR,2006-01-01,37.0
PC,ECB,FR,2007-01-01,45.0
PC,ECB,FR,2008-01-01,44.0
PC,ECB,FR,2009-01-01,38.0
PC,ECB,FR,2010-01-01,35.0
PC,ECB,FR,2011-01-01,30.0
PC,ECB,FR,2012-01-01,37.0
PC,ECB,FR,2013-01-01,29.0
PC,ECB,FR,2014-01-01,30.0
PC,ECB,FR,2015-01-01,28.0
PC,ECB,FR,2016-01-01,29.0
PC,ECB,FR,2017-01-01,34.0
PC,ECB,HR,1999-01-01,
PC,ECB,HR,2000-01-01,
PC,ECB,HR,2001-01-01,
PC,ECB,HR,2002-01-01,
PC,ECB,HR,2003-01-01,
PC,ECB,HR,2004-01-01,40.0
PC,ECB,HR,2005-01-01,37.0
PC,ECB,HR,2006-01-01,36.0
PC,ECB,HR,2007-01-01,37.0
PC,ECB,HR,2008-01-01,39.0
PC,ECB,HR,2009-01-01,37.0
PC,ECB,HR,2010-01-01,41.0
PC,ECB,HR,2011-01-01,36.0
PC,ECB,HR,2012-01-01,34.0
PC,ECB,HR,2013-01-01,38.0
PC,ECB,HR,2014-01-01,36.0
PC,ECB,HR,2015-01-01,43.0
PC,ECB,HR,2016-01-01,36.0
PC,ECB,HR,2017-01-01,37.0
PC,ECB,HU,1999-01-01,
PC,ECB,HU,2000-01-01,
PC,ECB,HU,2001-01-01,
PC,ECB,HU,2002-01-01,
PC,ECB,HU,2003-01-01,
PC,ECB,HU,2004-01-01,49.0
PC,ECB,HU,2005-01-01,42.0
PC,ECB,HU,2006-01-01,44.0
PC,ECB,HU,2007-01-01,45.0
PC,ECB,HU,2008-01-01,48.0
PC,ECB,HU,2009-01-01,41.0
PC,ECB,HU,2010-01-01,49.0
PC,ECB,HU,2011-01-01,39.0
PC,ECB,HU,2012-01-01,43.0
PC,ECB,HU,2013-01-01,41.0
PC,ECB,HU,2014-01-01,37.0
PC,ECB,HU,2015-01-01,40.0
PC,ECB,HU,2016-01-01,39.0
PC,ECB,HU,2017-01-01,47.0
PC,ECB,IE,1999-01-01,50.0
PC,ECB,IE,2000-01-01,54.0
PC,ECB,IE,2001-01-01,61.0
PC,ECB,IE,2002-01-01,61.0
PC,ECB,IE,2003-01-01,57.0
PC,ECB,IE,2004-01-01,52.0
PC,ECB,IE,2005-01-01,52.0
PC,ECB,IE,2006-01-01,53.0
PC,ECB,IE,2007-01-01,52.0
PC,ECB,IE,2008-01-01,52.0
PC,ECB,IE,2009-01-01,51.0
PC,ECB,IE,2010-01-01,45.0
PC,ECB,IE,2011-01-01,26.0
PC,ECB,IE,2012-01-01,31.0
PC,ECB,IE,2013-01-01,36.0
PC,ECB,IE,2014-01-01,32.0
PC,ECB,IE,2015-01-01,34.0
PC,ECB,IE,2016-01-01,45.0
PC,ECB,IE,2017-01-01,44.0
PC,ECB,IS,1999-01-01,
PC,ECB,IS,2000-01-01,
PC,ECB,IS,2001-01-01,
PC,ECB,IS,2002-01-01,
PC,ECB,IS,2003-01-01,
PC,ECB,IS,2004-01-01,
PC,ECB,IS,2005-01-01,
PC,ECB,IS,2006-01-01,
PC,ECB,IS,2007-01-01,
PC,ECB,IS,2008-01-01,
PC,ECB,IS,2009-01-01,
PC,ECB,IS,2010-01-01,56.0
PC,ECB,IS,2011-01-01,45.0
PC,ECB,IS,2012-01-01,44.0
PC,ECB,IS,2013-01-01,56.0
PC,ECB,IS,2014-01-01,
PC,ECB,IS,2015-01-01,
PC,ECB,IS,2016-01-01,
PC,ECB,IS,2017-01-01,
PC,ECB,IT,1999-01-01,50.0
PC,ECB,IT,2000-01-01,51.0
PC,ECB,IT,2001-01-01,57.0
PC,ECB,IT,2002-01-01,55.0
PC,ECB,IT,2003-01-01,46.0
PC,ECB,IT,2004-01-01,48.0
PC,ECB,IT,2005-01-01,44.0
PC,ECB,IT,2006-01-01,40.0
PC,ECB,IT,2007-01-01,40.0
PC,ECB,IT,2008-01-01,45.0
PC,ECB,IT,2009-01-01,46.0
PC,ECB,IT,2010-01-01,44.0
PC,ECB,IT,2011-01-01,37.0
PC,ECB,IT,2012-01-01,35.0
PC,ECB,IT,2013-01-01,31.0
PC,ECB,IT,2014-01-01,28.0
PC,ECB,IT,2015-01-01,30.0
PC,ECB,IT,2016-01-01,28.0
PC,ECB,IT,2017-01-01,35.0
PC,ECB,LT,1999-01-01,
PC,ECB,LT,2000-01-01,
PC,ECB,LT,2001-01-01,
PC,ECB,LT,2002-01-01,
PC,ECB,LT,2003-01-01,
PC,ECB,LT,2004-01-01,54.0
PC,ECB,LT,2005-01-01,43.0
PC,ECB,LT,2006-01-01,53.0
PC,ECB,LT,2007-01-01,46.0
PC,ECB,LT,2008-01-01,50.0
PC,ECB,LT,2009-01-01,43.0
PC,ECB,LT,2010-01-01,48.0
PC,ECB,LT,2011-01-01,43.0
PC,ECB,LT,2012-01-01,49.0
PC,ECB,LT,2013-01-01,47.0
PC,ECB,LT,2014-01-01,54.0
PC,ECB,LT,2015-01-01,54.0
PC,ECB,LT,2016-01-01,58.0
PC,ECB,LT,2017-01-01,52.0
PC,ECB,LU,1999-01-01,50.0
PC,ECB,LU,2000-01-01,59.0
PC,ECB,LU,2001-01-01,70.0
PC,ECB,LU,2002-01-01,72.0
PC,ECB,LU,2003-01-01,63.0
PC,ECB,LU,2004-01-01,64.0
PC,ECB,LU,2005-01-01,64.0
PC,ECB,LU,2006-01-01,62.0
PC,ECB,LU,2007-01-01,59.0
PC,ECB,LU,2008-01-01,60.0
PC,ECB,LU,2009-01-01,60.0
PC,ECB,LU,2010-01-01,62.0
PC,ECB,LU,2011-01-01,53.0
PC,ECB,LU,2012-01-01,55.0
PC,ECB,LU,2013-01-01,58.0
PC,ECB,LU,2014-01-01,49.0
PC,ECB,LU,2015-01-01,54.0
PC,ECB,LU,2016-01-01,57.0
PC,ECB,LU,2017-01-01,54.0
PC,ECB,LV,1999-01-01,
PC,ECB,LV,2000-01-01,
PC,ECB,LV,2001-01-01,
PC,ECB,LV,2002-01-01,
PC,ECB,LV,2003-01-01,
PC,ECB,LV,2004-01-01,36.0
PC,ECB,LV,2005-01-01,34.0
PC,ECB,LV,2006-01-01,41.0
PC,ECB,LV,2007-01-01,37.0
PC,ECB,LV,2008-01-01,40.0
PC,ECB,LV,2009-01-01,33.0
PC,ECB,LV,2010-01-01,38.0
PC,ECB,LV,2011-01-01,33.0
PC,ECB,LV,2012-01-01,36.0
PC,ECB,LV,2013-01-01,39.0
PC,ECB,LV,2014-01-01,43.0
PC,ECB,LV,2015-01-01,35.0
PC,ECB,LV,2016-01-01,42.0
PC,ECB,LV,2017-01-01,44.0
PC,ECB,ME,1999-01-01,
PC,ECB,ME,2000-01-01,
PC,ECB,ME,2001-01-01,
PC,ECB,ME,2002-01-01,
PC,ECB,ME,2003-01-01,
PC,ECB,ME,2004-01-01,
PC,ECB,ME,2005-01-01,
PC,ECB,ME,2006-01-01,
PC,ECB,ME,2007-01-01,
PC,ECB,ME,2008-01-01,
PC,ECB,ME,2009-01-01,
PC,ECB,ME,2010-01-01,
PC,ECB,ME,2011-01-01,50.0
PC,ECB,ME,2012-01-01,43.0
PC,ECB,ME,2013-01-01,44.0
PC,ECB,ME,2014-01-01,
PC,ECB,ME,2015-01-01,
PC,ECB,ME,2016-01-01,
PC,ECB,ME,2017-01-01,
PC,ECB,MK,1999-01-01,
PC,ECB,MK,2000-01-01,
PC,ECB,MK,2001-01-01,
PC,ECB,MK,2002-01-01,
PC,ECB,MK,2003-01-01,
PC,ECB,MK,2004-01-01,
PC,ECB,MK,2005-01-01,
PC,ECB,MK,2006-01-01,
PC,ECB,MK,2007-01-01,44.0
PC,ECB,MK,2008-01-01,47.0
PC,ECB,MK,2009-01-01,42.0
PC,ECB,MK,2010-01-01,41.0
PC,ECB,MK,2011-01-01,37.0
PC,ECB,MK,2012-01-01,37.0
PC,ECB,MK,2013-01-01,44.0
PC,ECB,MK,2014-01-01,
PC,ECB,MK,2015-01-01,
PC,ECB,MK,2016-01-01,
PC,ECB,MK,2017-01-01,
PC,ECB,MT,1999-01-01,
PC,ECB,MT,2000-01-01,
PC,ECB,MT,2001-01-01,
PC,ECB,MT,2002-01-01,
PC,ECB,MT,2003-01-01,
PC,ECB,MT,2004-01-01,52.0
PC,ECB,MT,2005-01-01,55.0
PC,ECB,MT,2006-01-01,53.0
PC,ECB,MT,2007-01-01,53.0
PC,ECB,MT,2008-01-01,59.0
PC,ECB,MT,2009-01-01,62.0
PC,ECB,MT,2010-01-01,51.0
PC,ECB,MT,2011-01-01,40.0
PC,ECB,MT,2012-01-01,48.0
PC,ECB,MT,2013-01-01,54.0
PC,ECB,MT,2014-01-01,56.0
PC,ECB,MT,2015-01-01,49.0
PC,ECB,MT,2016-01-01,51.0
PC,ECB,MT,2017-01-01,47.0
PC,ECB,NL,1999-01-01,75.0
PC,ECB,NL,2000-01-01,65.0
PC,ECB,NL,2001-01-01,67.0
PC,ECB,NL,2002-01-01,61.0
PC,ECB,NL,2003-01-01,60.0
PC,ECB,NL,2004-01-01,72.0
PC,ECB,NL,2005-01-01,65.0
PC,ECB,NL,2006-01-01,71.0
PC,ECB,NL,2007-01-01,76.0
PC,ECB,NL,2008-01-01,79.0
PC,ECB,NL,2009-01-01,67.0
PC,ECB,NL,2010-01-01,58.0
PC,ECB,NL,2011-01-01,59.0
PC,ECB,NL,2012-01-01,58.0
PC,ECB,NL,2013-01-01,50.0
PC,ECB,NL,2014-01-01,57.0
PC,ECB,NL,2015-01-01,55.0
PC,ECB,NL,2016-01-01,52.0
PC,ECB,NL,2017-01-01,63.0
PC,ECB,PL,1999-01-01,
PC,ECB,PL,2000-01-01,
PC,ECB,PL,2001-01-01,
PC,ECB,PL,2002-01-01,
PC,ECB,PL,2003-01-01,
PC,ECB,PL,2004-01-01,36.0
PC,ECB,PL,2005-01-01,31.0
PC,ECB,PL,2006-01-01,40.0
PC,ECB,PL,2007-01-01,45.0
PC,ECB,PL,2008-01-01,40.0
PC,ECB,PL,2009-01-01,38.0
PC,ECB,PL,2010-01-01,43.0
PC,ECB,PL,2011-01-01,41.0
PC,ECB,PL,2012-01-01,50.0
PC,ECB,PL,2013-01-01,41.0
PC,ECB,PL,2014-01-01,39.0
PC,ECB,PL,2015-01-01,34.0
PC,ECB,PL,2016-01-01,38.0
PC,ECB,PL,2017-01-01,36.0
PC,ECB,PT,1999-01-01,53.0
PC,ECB,PT,2000-01-01,51.0
PC,ECB,PT,2001-01-01,54.0
PC,ECB,PT,2002-01-01,54.0
PC,ECB,PT,2003-01-01,54.0
PC,ECB,PT,2004-01-01,59.0
PC,ECB,PT,2005-01-01,63.0
PC,ECB,PT,2006-01-01,59.0
PC,ECB,PT,2007-01-01,48.0
PC,ECB,PT,2008-01-01,52.0
PC,ECB,PT,2009-01-01,51.0
PC,ECB,PT,2010-01-01,46.0
PC,ECB,PT,2011-01-01,39.0
PC,ECB,PT,2012-01-01,37.0
PC,ECB,PT,2013-01-01,28.0
PC,ECB,PT,2014-01-01,37.0
PC,ECB,PT,2015-01-01,38.0
PC,ECB,PT,2016-01-01,44.0
PC,ECB,PT,2017-01-01,41.0
PC,ECB,RO,1999-01-01,
PC,ECB,RO,2000-01-01,
PC,ECB,RO,2001-01-01,
PC,ECB,RO,2002-01-01,
PC,ECB,RO,2003-01-01,
PC,ECB,RO,2004-01-01,39.0
PC,ECB,RO,2005-01-01,44.0
PC,ECB,RO,2006-01-01,49.0
PC,ECB,RO,2007-01-01,46.0
PC,ECB,RO,2008-01-01,45.0
PC,ECB,RO,2009-01-01,47.0
PC,ECB,RO,2010-01-01,45.0
PC,ECB,RO,2011-01-01,44.0
PC,ECB,RO,2012-01-01,42.0
PC,ECB,RO,2013-01-01,41.0
PC,ECB,RO,2014-01-01,53.0
PC,ECB,RO,2015-01-01,51.0
PC,ECB,RO,2016-01-01,43.0
PC,ECB,RO,2017-01-01,44.0
PC,ECB,SE,1999-01-01,43.0
PC,ECB,SE,2000-01-01,43.0
PC,ECB,SE,2001-01-01,52.0
PC,ECB,SE,2002-01-01,52.0
PC,ECB,SE,2003-01-01,48.0
PC,ECB,SE,2004-01-01,53.0
PC,ECB,SE,2005-01-01,50.0
PC,ECB,SE,2006-01-01,59.0
PC,ECB,SE,2007-01-01,56.0
PC,ECB,SE,2008-01-01,62.0
PC,ECB,SE,2009-01-01,56.0
PC,ECB,SE,2010-01-01,60.0
PC,ECB,SE,2011-01-01,56.0
PC,ECB,SE,2012-01-01,53.0
PC,ECB,SE,2013-01-01,56.0
PC,ECB,SE,2014-01-01,54.0
PC,ECB,SE,2015-01-01,55.0
PC,ECB,SE,2016-01-01,57.0
PC,ECB,SE,2017-01-01,61.0
PC,ECB,SI,1999-01-01,
PC,ECB,SI,2000-01-01,
PC,ECB,SI,2001-01-01,
PC,ECB,SI,2002-01-01,
PC,ECB,SI,2003-01-01,
PC,ECB,SI,2004-01-01,56.0
PC,ECB,SI,2005-01-01,47.0
PC,ECB,SI,2006-01-01,63.0
PC,ECB,SI,2007-01-01,63.0
PC,ECB,SI,2008-01-01,62.0
PC,ECB,SI,2009-01-01,49.0
PC,ECB,SI,2010-01-01,49.0
PC,ECB,SI,2011-01-01,37.0
PC,ECB,SI,2012-01-01,43.0
PC,ECB,SI,2013-01-01,35.0
PC,ECB,SI,2014-01-01,36.0
PC,ECB,SI,2015-01-01,28.0
PC,ECB,SI,2016-01-01,31.0
PC,ECB,SI,2017-01-01,32.0
PC,ECB,SK,1999-01-01,
PC,ECB,SK,2000-01-01,
PC,ECB,SK,2001-01-01,
PC,ECB,SK,2002-01-01,
PC,ECB,SK,2003-01-01,
PC,ECB,SK,2004-01-01,52.0
PC,ECB,SK,2005-01-01,50.0
PC,ECB,SK,2006-01-01,54.0
PC,ECB,SK,2007-01-01,55.0
PC,ECB,SK,2008-01-01,65.0
PC,ECB,SK,2009-01-01,58.0
PC,ECB,SK,2010-01-01,68.0
PC,ECB,SK,2011-01-01,57.0
PC,ECB,SK,2012-01-01,52.0
PC,ECB,SK,2013-01-01,55.0
PC,ECB,SK,2014-01-01,50.0
PC,ECB,SK,2015-01-01,42.0
PC,ECB,SK,2016-01-01,43.0
PC,ECB,SK,2017-01-01,46.0
PC,ECB,TR,1999-01-01,
PC,ECB,TR,2000-01-01,
PC,ECB,TR,2001-01-01,
PC,ECB,TR,2002-01-01,
PC,ECB,TR,2003-01-01,
PC,ECB,TR,2004-01-01,31.0
PC,ECB,TR,2005-01-01,23.0
PC,ECB,TR,2006-01-01,31.0
PC,ECB,TR,2007-01-01,18.0
PC,ECB,TR,2008-01-01,20.0
PC,ECB,TR,2009-01-01,22.0
PC,ECB,TR,2010-01-01,14.0
PC,ECB,TR,2011-01-01,11.0
PC,ECB,TR,2012-01-01,21.0
PC,ECB,TR,2013-01-01,21.0
PC,ECB,TR,2014-01-01,
PC,ECB,TR,2015-01-01,
PC,ECB,TR,2016-01-01,
PC,ECB,TR,2017-01-01,
PC,ECB,UK,1999-01-01,23.0
PC,ECB,UK,2000-01-01,21.0
PC,ECB,UK,2001-01-01,29.0
PC,ECB,UK,2002-01-01,25.0
PC,ECB,UK,2003-01-01,25.0
PC,ECB,UK,2004-01-01,41.0
PC,ECB,UK,2005-01-01,26.0
PC,ECB,UK,2006-01-01,27.0
PC,ECB,UK,2007-01-01,26.0
PC,ECB,UK,2008-01-01,28.0
PC,ECB,UK,2009-01-01,21.0
PC,ECB,UK,2010-01-01,22.0
PC,ECB,UK,2011-01-01,18.0
PC,ECB,UK,2012-01-01,24.0
PC,ECB,UK,2013-01-01,19.0
PC,ECB,UK,2014-01-01,24.0
PC,ECB,UK,2015-01-01,23.0
PC,ECB,UK,2016-01-01,28.0
PC,ECB,UK,2017-01-01,29.0
PC,PARL,AT,1999-01-01,52.0
PC,PARL,AT,2000-01-01,46.0
PC,PARL,AT,2001-01-01,55.0
PC,PARL,AT,2002-01-01,58.0
PC,PARL,AT,2003-01-01,50.0
PC,PARL,AT,2004-01-01,56.0
PC,PARL,AT,2005-01-01,49.0
PC,PARL,AT,2006-01-01,50.0
PC,PARL,AT,2007-01-01,51.0
PC,PARL,AT,2008-01-01,47.0
PC,PARL,AT,2009-01-01,54.0
PC,PARL,AT,2010-01-01,47.0
PC,PARL,AT,2011-01-01,42.0
PC,PARL,AT,2012-01-01,48.0
PC,PARL,AT,2013-01-01,47.0
PC,PARL,AT,2014-01-01,52.0
PC,PARL,AT,2015-01-01,35.0
PC,PARL,AT,2016-01-01,42.0
PC,PARL,AT,2017-01-01,48.0
PC,PARL,BE,1999-01-01,57.0
PC,PARL,BE,2000-01-01,64.0
PC,PARL,BE,2001-01-01,68.0
PC,PARL,BE,2002-01-01,69.0
PC,PARL,BE,2003-01-01,58.0
PC,PARL,BE,2004-01-01,70.0
PC,PARL,BE,2005-01-01,62.0
PC,PARL,BE,2006-01-01,67.0
PC,PARL,BE,2007-01-01,68.0
PC,PARL,BE,2008-01-01,65.0
PC,PARL,BE,2009-01-01,62.0
PC,PARL,BE,2010-01-01,65.0
PC,PARL,BE,2011-01-01,58.0
PC,PARL,BE,2012-01-01,58.0
PC,PARL,BE,2013-01-01,59.0
PC,PARL,BE,2014-01-01,50.0
PC,PARL,BE,2015-01-01,52.0
PC,PARL,BE,2016-01-01,59.0
PC,PARL,BE,2017-01-01,60.0
PC,PARL,BG,1999-01-01,
PC,PARL,BG,2000-01-01,
PC,PARL,BG,2001-01-01,
PC,PARL,BG,2002-01-01,
PC,PARL,BG,2003-01-01,
PC,PARL,BG,2004-01-01,57.0
PC,PARL,BG,2005-01-01,55.0
PC,PARL,BG,2006-01-01,55.0
PC,PARL,BG,2007-01-01,58.0
PC,PARL,BG,2008-01-01,57.0
PC,PARL,BG,2009-01-01,65.0
PC,PARL,BG,2010-01-01,60.0
PC,PARL,BG,2011-01-01,59.0
PC,PARL,BG,2012-01-01,61.0
PC,PARL,BG,2013-01-01,55.0
PC,PARL,BG,2014-01-01,52.0
PC,PARL,BG,2015-01-01,45.0
PC,PARL,BG,2016-01-01,49.0
PC,PARL,BG,2017-01-01,54.0
PC,PARL,CY,1999-01-01,
PC,PARL,CY,2000-01-01,
PC,PARL,CY,2001-01-01,
PC,PARL,CY,2002-01-01,
PC,PARL,CY,2003-01-01,
PC,PARL,CY,2004-01-01,64.0
PC,PARL,CY,2005-01-01,60.0
PC,PARL,CY,2006-01-01,57.0
PC,PARL,CY,2007-01-01,59.0
PC,PARL,CY,2008-01-01,55.0
PC,PARL,CY,2009-01-01,57.0
PC,PARL,CY,2010-01-01,51.0
PC,PARL,CY,2011-01-01,45.0
PC,PARL,CY,2012-01-01,39.0
PC,PARL,CY,2013-01-01,28.0
PC,PARL,CY,2014-01-01,32.0
PC,PARL,CY,2015-01-01,29.0
PC,PARL,CY,2016-01-01,34.0
PC,PARL,CY,2017-01-01,44.0
PC,PARL,CZ,1999-01-01,
PC,PARL,CZ,2000-01-01,
PC,PARL,CZ,2001-01-01,
PC,PARL,CZ,2002-01-01,
PC,PARL,CZ,2003-01-01,
PC,PARL,CZ,2004-01-01,60.0
PC,PARL,CZ,2005-01-01,56.0
PC,PARL,CZ,2006-01-01,62.0
PC,PARL,CZ,2007-01-01,61.0
PC,PARL,CZ,2008-01-01,58.0
PC,PARL,CZ,2009-01-01,60.0
PC,PARL,CZ,2010-01-01,57.0
PC,PARL,CZ,2011-01-01,45.0
PC,PARL,CZ,2012-01-01,46.0
PC,PARL,CZ,2013-01-01,45.0
PC,PARL,CZ,2014-01-01,41.0
PC,PARL,CZ,2015-01-01,31.0
PC,PARL,CZ,2016-01-01,31.0
PC,PARL,CZ,2017-01-01,38.0
PC,PARL,DE,1999-01-01,48.0
PC,PARL,DE,2000-01-01,47.0
PC,PARL,DE,2001-01-01,55.0
PC,PARL,DE,2002-01-01,58.0
PC,PARL,DE,2003-01-01,50.0
PC,PARL,DE,2004-01-01,55.0
PC,PARL,DE,2005-01-01,53.0
PC,PARL,DE,2006-01-01,52.0
PC,PARL,DE,2007-01-01,52.0
PC,PARL,DE,2008-01-01,47.0
PC,PARL,DE,2009-01-01,48.0
