hhtyp,incgrp,unit,age,sex,geotime,date,value
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2014-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2015-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2016-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EE,2017-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2006-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2007-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2008-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2009-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2010-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2011-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2012-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2013-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2014-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2015-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2016-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EL,2017-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2006-01-01,11.8
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2007-01-01,10.8
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2008-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2009-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2010-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2011-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2012-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2013-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2014-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2015-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2016-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,ES,2017-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2007-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2008-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2009-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2010-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2011-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2012-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2014-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2015-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2016-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,EU27,2017-01-01,5.0
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2010-01-01,6.8
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2011-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2012-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2014-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2015-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2016-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,EU28,2017-01-01,5.0
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2006-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2007-01-01,5.3
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2008-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2009-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2010-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2011-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2012-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2013-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2014-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2015-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2016-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FI,2017-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2006-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2007-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2008-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2009-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2010-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2011-01-01,7.8
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2012-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2013-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2014-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2015-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2016-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,T,FR,2017-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2010-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2011-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2012-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2014-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2015-01-01,5.0
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2016-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,HR,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2006-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2007-01-01,10.5
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2008-01-01,10.1
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2009-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2010-01-01,8.7
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2011-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2012-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2013-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2014-01-01,9.2
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2015-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2016-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,T,HU,2017-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2006-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2007-01-01,9.2
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2008-01-01,5.4
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2009-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2010-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2011-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2012-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2013-01-01,6.0
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2014-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2015-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2016-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,IE,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2006-01-01,1.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2007-01-01,1.0
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2008-01-01,1.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2009-01-01,1.8
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2010-01-01,2.2
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2011-01-01,2.4
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2012-01-01,2.1
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2013-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2014-01-01,2.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2015-01-01,2.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2016-01-01,1.9
TOTAL,TOTAL,PC_POP,TOTAL,T,IS,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2006-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2007-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2008-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2009-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2010-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2011-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2012-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2013-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2014-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2015-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2016-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,IT,2017-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2006-01-01,11.2
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2007-01-01,10.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2008-01-01,10.5
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2009-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2010-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2011-01-01,7.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2012-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2013-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2014-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2015-01-01,5.1
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2016-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,LT,2017-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2006-01-01,5.3
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2007-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2008-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2009-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2010-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2011-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2012-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2013-01-01,7.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2014-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2015-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2016-01-01,9.5
TOTAL,TOTAL,PC_POP,TOTAL,T,LU,2017-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2006-01-01,12.7
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2007-01-01,11.1
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2008-01-01,11.6
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2009-01-01,11.0
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2010-01-01,10.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2011-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2012-01-01,10.2
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2013-01-01,9.0
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2014-01-01,8.9
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2015-01-01,8.5
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2016-01-01,8.7
TOTAL,TOTAL,PC_POP,TOTAL,T,LV,2017-01-01,9.0
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2010-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2011-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2012-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2013-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2014-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2015-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2016-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,MK,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2006-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2007-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2008-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2009-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2010-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2011-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2012-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2013-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2014-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2015-01-01,7.2
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2016-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,MT,2017-01-01,6.9
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2006-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2007-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2008-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2009-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2010-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2011-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2012-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2013-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2014-01-01,4.6
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2015-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2016-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,NL,2017-01-01,3.3
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2006-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2007-01-01,3.4
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2008-01-01,4.1
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2009-01-01,4.2
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2010-01-01,3.9
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2011-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2012-01-01,4.0
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2013-01-01,3.4
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2014-01-01,2.4
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2015-01-01,3.0
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2016-01-01,2.7
TOTAL,TOTAL,PC_POP,TOTAL,T,NO,2017-01-01,3.6
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2006-01-01,9.9
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2007-01-01,9.1
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2008-01-01,8.4
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2009-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2010-01-01,7.7
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2011-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2012-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2013-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2014-01-01,4.8
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2015-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2016-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,PL,2017-01-01,4.3
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2006-01-01,18.8
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2007-01-01,17.2
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2008-01-01,11.5
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2009-01-01,8.6
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2010-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2011-01-01,7.1
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2012-01-01,9.8
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2013-01-01,8.9
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2014-01-01,9.7
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2015-01-01,8.0
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2016-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,T,PT,2017-01-01,11.4
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2007-01-01,7.9
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2008-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2009-01-01,8.7
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2010-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2011-01-01,7.4
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2012-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2013-01-01,7.3
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2014-01-01,5.9
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2015-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2016-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,RO,2017-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2006-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2007-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2008-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2009-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2010-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2011-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2012-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2013-01-01,8.2
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2014-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2015-01-01,8.3
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2016-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,RS,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2006-01-01,4.9
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2007-01-01,6.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2008-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2009-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2010-01-01,6.6
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2011-01-01,6.3
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2012-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2013-01-01,6.1
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2014-01-01,5.8
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2015-01-01,5.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2016-01-01,7.0
TOTAL,TOTAL,PC_POP,TOTAL,T,SE,2017-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2006-01-01,9.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2007-01-01,9.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2008-01-01,11.8
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2009-01-01,15.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2010-01-01,10.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2011-01-01,12.1
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2012-01-01,8.8
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2013-01-01,6.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2014-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2015-01-01,5.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2016-01-01,4.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SI,2017-01-01,4.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2006-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2007-01-01,3.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2008-01-01,4.4
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2009-01-01,3.5
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2010-01-01,2.6
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2011-01-01,3.0
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2012-01-01,3.8
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2013-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2014-01-01,3.2
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2015-01-01,3.1
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2016-01-01,2.7
TOTAL,TOTAL,PC_POP,TOTAL,T,SK,2017-01-01,2.9
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2006-01-01,23.6
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2007-01-01,21.7
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2008-01-01,19.3
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2009-01-01,28.0
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2010-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2011-01-01,26.7
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2012-01-01,27.5
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2013-01-01,25.2
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2014-01-01,24.7
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2015-01-01,20.6
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2016-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,TR,2017-01-01,
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2006-01-01,9.6
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2007-01-01,11.2
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2008-01-01,10.2
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2009-01-01,10.6
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2010-01-01,10.3
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2011-01-01,10.4
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2012-01-01,7.5
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2013-01-01,5.6
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2014-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2015-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2016-01-01,5.2
TOTAL,TOTAL,PC_POP,TOTAL,T,UK,2017-01-01,
