sitc06,partner,indic_et,geo\time,date,value
SITC3,WORLD,MIO_BAL_VAL,RO,2006-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,RO,2007-01-01,-2.5
SITC3,WORLD,MIO_BAL_VAL,RO,2008-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,RO,2009-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,RO,2010-01-01,-2.2
SITC3,WORLD,MIO_BAL_VAL,RO,2011-01-01,-2.7 
SITC3,WORLD,MIO_BAL_VAL,RO,2012-01-01,-3.0 
SITC3,WORLD,MIO_BAL_VAL,RO,2013-01-01,-1.9 
SITC3,WORLD,MIO_BAL_VAL,RO,2014-01-01,-1.4 
SITC3,WORLD,MIO_BAL_VAL,RO,2015-01-01,-0.9 
SITC3,WORLD,MIO_BAL_VAL,RO,2016-01-01,-0.9 
SITC3,WORLD,MIO_BAL_VAL,RO,2017-01-01,-1.3 p
SITC3,WORLD,MIO_BAL_VAL,SE,2002-01-01,-1.3
SITC3,WORLD,MIO_BAL_VAL,SE,2003-01-01,-1.4
SITC3,WORLD,MIO_BAL_VAL,SE,2004-01-01,-1.2
SITC3,WORLD,MIO_BAL_VAL,SE,2005-01-01,-1.5
SITC3,WORLD,MIO_BAL_VAL,SE,2006-01-01,-1.7
SITC3,WORLD,MIO_BAL_VAL,SE,2007-01-01,-1.6
SITC3,WORLD,MIO_BAL_VAL,SE,2008-01-01,-1.9
SITC3,WORLD,MIO_BAL_VAL,SE,2009-01-01,-1.2
SITC3,WORLD,MIO_BAL_VAL,SE,2010-01-01,-1.6
SITC3,WORLD,MIO_BAL_VAL,SE,2011-01-01,-1.8 
SITC3,WORLD,MIO_BAL_VAL,SE,2012-01-01,-1.7 
SITC3,WORLD,MIO_BAL_VAL,SE,2013-01-01,-1.5 
SITC3,WORLD,MIO_BAL_VAL,SE,2014-01-01,-1.3 
SITC3,WORLD,MIO_BAL_VAL,SE,2015-01-01,-0.9 
SITC3,WORLD,MIO_BAL_VAL,SE,2016-01-01,-0.8 
SITC3,WORLD,MIO_BAL_VAL,SE,2017-01-01,-0.9 
SITC3,WORLD,MIO_BAL_VAL,SI,2002-01-01,-2.8
SITC3,WORLD,MIO_BAL_VAL,SI,2003-01-01,-3.0
SITC3,WORLD,MIO_BAL_VAL,SI,2004-01-01,-3.4
SITC3,WORLD,MIO_BAL_VAL,SI,2005-01-01,-4.7
SITC3,WORLD,MIO_BAL_VAL,SI,2006-01-01,-5.0
SITC3,WORLD,MIO_BAL_VAL,SI,2007-01-01,-4.7
SITC3,WORLD,MIO_BAL_VAL,SI,2008-01-01,-6.2
SITC3,WORLD,MIO_BAL_VAL,SI,2009-01-01,-3.9
SITC3,WORLD,MIO_BAL_VAL,SI,2010-01-01,-5.0
SITC3,WORLD,MIO_BAL_VAL,SI,2011-01-01,-6.2 
SITC3,WORLD,MIO_BAL_VAL,SI,2012-01-01,-6.7 
SITC3,WORLD,MIO_BAL_VAL,SI,2013-01-01,-5.5 
SITC3,WORLD,MIO_BAL_VAL,SI,2014-01-01,-4.1 
SITC3,WORLD,MIO_BAL_VAL,SI,2015-01-01,-3.1 
SITC3,WORLD,MIO_BAL_VAL,SI,2016-01-01,-2.1 
SITC3,WORLD,MIO_BAL_VAL,SI,2017-01-01,-2.6 
SITC3,WORLD,MIO_BAL_VAL,SK,2002-01-01,-5.5
SITC3,WORLD,MIO_BAL_VAL,SK,2003-01-01,-4.7
SITC3,WORLD,MIO_BAL_VAL,SK,2004-01-01,-4.0
SITC3,WORLD,MIO_BAL_VAL,SK,2005-01-01,-5.5
SITC3,WORLD,MIO_BAL_VAL,SK,2006-01-01,-6.3
SITC3,WORLD,MIO_BAL_VAL,SK,2007-01-01,-4.9
SITC3,WORLD,MIO_BAL_VAL,SK,2008-01-01,-5.9
SITC3,WORLD,MIO_BAL_VAL,SK,2009-01-01,-4.4
SITC3,WORLD,MIO_BAL_VAL,SK,2010-01-01,-5.7
SITC3,WORLD,MIO_BAL_VAL,SK,2011-01-01,-6.4 
SITC3,WORLD,MIO_BAL_VAL,SK,2012-01-01,-5.9 
SITC3,WORLD,MIO_BAL_VAL,SK,2013-01-01,-5.9 
SITC3,WORLD,MIO_BAL_VAL,SK,2014-01-01,-4.3 
SITC3,WORLD,MIO_BAL_VAL,SK,2015-01-01,-3.5 
SITC3,WORLD,MIO_BAL_VAL,SK,2016-01-01,-2.7 
SITC3,WORLD,MIO_BAL_VAL,SK,2017-01-01,-3.5 
SITC3,WORLD,MIO_BAL_VAL,UK,2002-01-01,0.5
SITC3,WORLD,MIO_BAL_VAL,UK,2003-01-01,0.4
SITC3,WORLD,MIO_BAL_VAL,UK,2004-01-01,0.0
SITC3,WORLD,MIO_BAL_VAL,UK,2005-01-01,-0.2
SITC3,WORLD,MIO_BAL_VAL,UK,2006-01-01,-0.4
SITC3,WORLD,MIO_BAL_VAL,UK,2007-01-01,-0.4
SITC3,WORLD,MIO_BAL_VAL,UK,2008-01-01,-0.6
SITC3,WORLD,MIO_BAL_VAL,UK,2009-01-01,-0.4
SITC3,WORLD,MIO_BAL_VAL,UK,2010-01-01,-0.4
SITC3,WORLD,MIO_BAL_VAL,UK,2011-01-01,-1.0 
SITC3,WORLD,MIO_BAL_VAL,UK,2012-01-01,-1.2 
SITC3,WORLD,MIO_BAL_VAL,UK,2013-01-01,-1.1 
SITC3,WORLD,MIO_BAL_VAL,UK,2014-01-01,-0.8 
SITC3,WORLD,MIO_BAL_VAL,UK,2015-01-01,-0.6 
SITC3,WORLD,MIO_BAL_VAL,UK,2016-01-01,-0.5 
SITC3,WORLD,MIO_BAL_VAL,UK,2017-01-01,-0.6 
