unit,vehicle,geo\time,date,value
PC,BUS_TOT,IT,2015-01-01,12.3 
PC,BUS_TOT,IT,2016-01-01,12 
PC,BUS_TOT,LT,1990-01-01,: 
PC,BUS_TOT,LT,1991-01-01,: 
PC,BUS_TOT,LT,1992-01-01,: 
PC,BUS_TOT,LT,1993-01-01,: 
PC,BUS_TOT,LT,1994-01-01,: 
PC,BUS_TOT,LT,1995-01-01,: 
PC,BUS_TOT,LT,1996-01-01,: 
PC,BUS_TOT,LT,1997-01-01,: 
PC,BUS_TOT,LT,1998-01-01,: 
PC,BUS_TOT,LT,1999-01-01,: 
PC,BUS_TOT,LT,2000-01-01,14.6 
PC,BUS_TOT,LT,2001-01-01,14.6 
PC,BUS_TOT,LT,2002-01-01,15.4 
PC,BUS_TOT,LT,2003-01-01,13.1 
PC,BUS_TOT,LT,2004-01-01,11.9 
PC,BUS_TOT,LT,2005-01-01,9.5 
PC,BUS_TOT,LT,2006-01-01,8.5 r
PC,BUS_TOT,LT,2007-01-01,8.4 
PC,BUS_TOT,LT,2008-01-01,8.2 
PC,BUS_TOT,LT,2009-01-01,7.1 
PC,BUS_TOT,LT,2010-01-01,7.6 
PC,BUS_TOT,LT,2011-01-01,8.3 
PC,BUS_TOT,LT,2012-01-01,7.3 
PC,BUS_TOT,LT,2013-01-01,7.8 
PC,BUS_TOT,LT,2014-01-01,10.8 
PC,BUS_TOT,LT,2015-01-01,9.9 
PC,BUS_TOT,LT,2016-01-01,9.1 
PC,BUS_TOT,LU,1990-01-01,10.2 e
PC,BUS_TOT,LU,1991-01-01,10.1 e
PC,BUS_TOT,LU,1992-01-01,10.1 e
PC,BUS_TOT,LU,1993-01-01,9.8 e
PC,BUS_TOT,LU,1994-01-01,9.8 e
PC,BUS_TOT,LU,1995-01-01,9.8 e
PC,BUS_TOT,LU,1996-01-01,9.8 e
PC,BUS_TOT,LU,1997-01-01,9.7 e
PC,BUS_TOT,LU,1998-01-01,9.7 e
PC,BUS_TOT,LU,1999-01-01,9.8 e
PC,BUS_TOT,LU,2000-01-01,9.5 e
PC,BUS_TOT,LU,2001-01-01,9.7 e
PC,BUS_TOT,LU,2002-01-01,10.5 e
PC,BUS_TOT,LU,2003-01-01,10.6 e
PC,BUS_TOT,LU,2004-01-01,10.8 e
PC,BUS_TOT,LU,2005-01-01,10.9 e
PC,BUS_TOT,LU,2006-01-01,10.8 e
PC,BUS_TOT,LU,2007-01-01,11.1 e
PC,BUS_TOT,LU,2008-01-01,11.4 e
PC,BUS_TOT,LU,2009-01-01,11.4 e
PC,BUS_TOT,LU,2010-01-01,12.1 e
PC,BUS_TOT,LU,2011-01-01,12.5 e
PC,BUS_TOT,LU,2012-01-01,12.4 e
PC,BUS_TOT,LU,2013-01-01,12.4 e
PC,BUS_TOT,LU,2014-01-01,12.2 e
PC,BUS_TOT,LU,2015-01-01,12.4 e
PC,BUS_TOT,LU,2016-01-01,12.3 e
PC,BUS_TOT,LV,1990-01-01,: 
PC,BUS_TOT,LV,1991-01-01,: 
PC,BUS_TOT,LV,1992-01-01,: 
PC,BUS_TOT,LV,1993-01-01,: 
PC,BUS_TOT,LV,1994-01-01,: 
PC,BUS_TOT,LV,1995-01-01,21.5 
PC,BUS_TOT,LV,1996-01-01,18.1 
PC,BUS_TOT,LV,1997-01-01,17.8 
PC,BUS_TOT,LV,1998-01-01,18.1 
PC,BUS_TOT,LV,1999-01-01,19.4 
PC,BUS_TOT,LV,2000-01-01,16.1 
PC,BUS_TOT,LV,2001-01-01,15.7 
PC,BUS_TOT,LV,2002-01-01,15.9 
PC,BUS_TOT,LV,2003-01-01,16.8 
PC,BUS_TOT,LV,2004-01-01,17.7 
PC,BUS_TOT,LV,2005-01-01,18.2 
PC,BUS_TOT,LV,2006-01-01,15.6 
PC,BUS_TOT,LV,2007-01-01,15.7 
PC,BUS_TOT,LV,2008-01-01,16.1 
PC,BUS_TOT,LV,2009-01-01,15.1 
PC,BUS_TOT,LV,2010-01-01,17.1 
PC,BUS_TOT,LV,2011-01-01,18.9 
PC,BUS_TOT,LV,2012-01-01,18.3 
PC,BUS_TOT,LV,2013-01-01,18 
PC,BUS_TOT,LV,2014-01-01,17 
PC,BUS_TOT,LV,2015-01-01,15.8 
PC,BUS_TOT,LV,2016-01-01,15.1 
PC,BUS_TOT,MK,1990-01-01,: 
PC,BUS_TOT,MK,1991-01-01,: 
PC,BUS_TOT,MK,1992-01-01,: 
PC,BUS_TOT,MK,1993-01-01,: 
PC,BUS_TOT,MK,1994-01-01,: 
PC,BUS_TOT,MK,1995-01-01,: 
PC,BUS_TOT,MK,1996-01-01,: 
PC,BUS_TOT,MK,1997-01-01,: 
PC,BUS_TOT,MK,1998-01-01,15.4 
PC,BUS_TOT,MK,1999-01-01,15.8 
PC,BUS_TOT,MK,2000-01-01,13.5 
PC,BUS_TOT,MK,2001-01-01,14.3 
PC,BUS_TOT,MK,2002-01-01,16.7 
PC,BUS_TOT,MK,2003-01-01,19.5 e
PC,BUS_TOT,MK,2004-01-01,19.8 
PC,BUS_TOT,MK,2005-01-01,19.1 
PC,BUS_TOT,MK,2006-01-01,17.8 
PC,BUS_TOT,MK,2007-01-01,20.1 
PC,BUS_TOT,MK,2008-01-01,22.1 
PC,BUS_TOT,MK,2009-01-01,21.6 
PC,BUS_TOT,MK,2010-01-01,22.9 
PC,BUS_TOT,MK,2011-01-01,23.1 
PC,BUS_TOT,MK,2012-01-01,21.2 
PC,BUS_TOT,MK,2013-01-01,17.8 
PC,BUS_TOT,MK,2014-01-01,15 
PC,BUS_TOT,MK,2015-01-01,14.8 
PC,BUS_TOT,MK,2016-01-01,13.1 
PC,BUS_TOT,MT,1990-01-01,: 
PC,BUS_TOT,MT,1991-01-01,: 
PC,BUS_TOT,MT,1992-01-01,: 
PC,BUS_TOT,MT,1993-01-01,: 
PC,BUS_TOT,MT,1994-01-01,: 
PC,BUS_TOT,MT,1995-01-01,19.4 e
PC,BUS_TOT,MT,1996-01-01,19.6 e
PC,BUS_TOT,MT,1997-01-01,20.2 e
PC,BUS_TOT,MT,1998-01-01,20.4 e
PC,BUS_TOT,MT,1999-01-01,20.4 e
PC,BUS_TOT,MT,2000-01-01,20.4 e
PC,BUS_TOT,MT,2001-01-01,20.7 e
PC,BUS_TOT,MT,2002-01-01,20.6 e
PC,BUS_TOT,MT,2003-01-01,20.5 e
PC,BUS_TOT,MT,2004-01-01,20.4 e
PC,BUS_TOT,MT,2005-01-01,19.7 e
PC,BUS_TOT,MT,2006-01-01,19.6 e
PC,BUS_TOT,MT,2007-01-01,19.4 e
PC,BUS_TOT,MT,2008-01-01,19.2 e
PC,BUS_TOT,MT,2009-01-01,18.1 e
PC,BUS_TOT,MT,2010-01-01,18.5 e
PC,BUS_TOT,MT,2011-01-01,17.6 e
PC,BUS_TOT,MT,2012-01-01,17.5 e
PC,BUS_TOT,MT,2013-01-01,17 e
PC,BUS_TOT,MT,2014-01-01,16.9 e
PC,BUS_TOT,MT,2015-01-01,17.7 e
PC,BUS_TOT,MT,2016-01-01,17.4 e
PC,BUS_TOT,NL,1990-01-01,: 
PC,BUS_TOT,NL,1991-01-01,: 
PC,BUS_TOT,NL,1992-01-01,: 
PC,BUS_TOT,NL,1993-01-01,: 
PC,BUS_TOT,NL,1994-01-01,: 
PC,BUS_TOT,NL,1995-01-01,: 
PC,BUS_TOT,NL,1996-01-01,: 
PC,BUS_TOT,NL,1997-01-01,: 
PC,BUS_TOT,NL,1998-01-01,: 
PC,BUS_TOT,NL,1999-01-01,: 
PC,BUS_TOT,NL,2000-01-01,2.9 
PC,BUS_TOT,NL,2001-01-01,2.9 
PC,BUS_TOT,NL,2002-01-01,2.7 
PC,BUS_TOT,NL,2003-01-01,2.8 
PC,BUS_TOT,NL,2004-01-01,2.8 
PC,BUS_TOT,NL,2005-01-01,2.8 
PC,BUS_TOT,NL,2006-01-01,2.9 
PC,BUS_TOT,NL,2007-01-01,2.9 
PC,BUS_TOT,NL,2008-01-01,3 e
PC,BUS_TOT,NL,2009-01-01,2.9 e
PC,BUS_TOT,NL,2010-01-01,2.9 b
PC,BUS_TOT,NL,2011-01-01,3 e
PC,BUS_TOT,NL,2012-01-01,2.7 e
PC,BUS_TOT,NL,2013-01-01,2.7 e
PC,BUS_TOT,NL,2014-01-01,2.7 e
PC,BUS_TOT,NL,2015-01-01,3 e
PC,BUS_TOT,NL,2016-01-01,3 e
PC,BUS_TOT,NO,1990-01-01,: 
PC,BUS_TOT,NO,1991-01-01,: 
PC,BUS_TOT,NO,1992-01-01,: 
PC,BUS_TOT,NO,1993-01-01,: 
PC,BUS_TOT,NO,1994-01-01,: 
PC,BUS_TOT,NO,1995-01-01,7.4 
PC,BUS_TOT,NO,1996-01-01,7.8 
PC,BUS_TOT,NO,1997-01-01,7.8 
PC,BUS_TOT,NO,1998-01-01,7.5 
PC,BUS_TOT,NO,1999-01-01,7.3 
PC,BUS_TOT,NO,2000-01-01,7.1 
PC,BUS_TOT,NO,2001-01-01,6.9 
PC,BUS_TOT,NO,2002-01-01,6.9 
PC,BUS_TOT,NO,2003-01-01,7 
PC,BUS_TOT,NO,2004-01-01,6.9 
PC,BUS_TOT,NO,2005-01-01,7.1 
PC,BUS_TOT,NO,2006-01-01,6.9 
PC,BUS_TOT,NO,2007-01-01,6.7 
PC,BUS_TOT,NO,2008-01-01,6.7 
PC,BUS_TOT,NO,2009-01-01,6.7 
PC,BUS_TOT,NO,2010-01-01,6.9 
PC,BUS_TOT,NO,2011-01-01,7 
PC,BUS_TOT,NO,2012-01-01,5.6 d
PC,BUS_TOT,NO,2013-01-01,5.5 
PC,BUS_TOT,NO,2014-01-01,5.4 
PC,BUS_TOT,NO,2015-01-01,5.7 
PC,BUS_TOT,NO,2016-01-01,5.9 
PC,BUS_TOT,PL,1990-01-01,28.1 
PC,BUS_TOT,PL,1991-01-01,25.6 
PC,BUS_TOT,PL,1992-01-01,24.4 
PC,BUS_TOT,PL,1993-01-01,23.2 
PC,BUS_TOT,PL,1994-01-01,20.9 
PC,BUS_TOT,PL,1995-01-01,19.9 
PC,BUS_TOT,PL,1996-01-01,19.4 
PC,BUS_TOT,PL,1997-01-01,17.9 
PC,BUS_TOT,PL,1998-01-01,17.4 
PC,BUS_TOT,PL,1999-01-01,16.8 
PC,BUS_TOT,PL,2000-01-01,27.7 b
PC,BUS_TOT,PL,2001-01-01,26.4 
PC,BUS_TOT,PL,2002-01-01,24.9 
PC,BUS_TOT,PL,2003-01-01,24.3 
PC,BUS_TOT,PL,2004-01-01,23.6 
PC,BUS_TOT,PL,2005-01-01,22.4 
PC,BUS_TOT,PL,2006-01-01,21.8 
PC,BUS_TOT,PL,2007-01-01,20.8 
PC,BUS_TOT,PL,2008-01-01,19.9 
PC,BUS_TOT,PL,2009-01-01,17.9 
PC,BUS_TOT,PL,2010-01-01,16.8 
PC,BUS_TOT,PL,2011-01-01,15.7 d
PC,BUS_TOT,PL,2012-01-01,16 e
PC,BUS_TOT,PL,2013-01-01,15.3 e
PC,BUS_TOT,PL,2014-01-01,15.5 e
PC,BUS_TOT,PL,2015-01-01,14.7 
PC,BUS_TOT,PL,2016-01-01,14.2 
PC,BUS_TOT,PT,1990-01-01,: 
PC,BUS_TOT,PT,1991-01-01,: 
PC,BUS_TOT,PT,1992-01-01,22.7 
PC,BUS_TOT,PT,1993-01-01,19.3 
PC,BUS_TOT,PT,1994-01-01,17.9 
PC,BUS_TOT,PT,1995-01-01,16.4 
PC,BUS_TOT,PT,1996-01-01,15.6 
PC,BUS_TOT,PT,1997-01-01,13.9 
PC,BUS_TOT,PT,1998-01-01,14.3 
PC,BUS_TOT,PT,1999-01-01,13.7 
PC,BUS_TOT,PT,2000-01-01,13.6 
PC,BUS_TOT,PT,2001-01-01,12.6 
PC,BUS_TOT,PT,2002-01-01,10.9 
PC,BUS_TOT,PT,2003-01-01,11 e
PC,BUS_TOT,PT,2004-01-01,11.1 e
PC,BUS_TOT,PT,2005-01-01,6.7 be
PC,BUS_TOT,PT,2006-01-01,6.3 e
PC,BUS_TOT,PT,2007-01-01,6.5 e
PC,BUS_TOT,PT,2008-01-01,6.4 e
PC,BUS_TOT,PT,2009-01-01,6.2 e
PC,BUS_TOT,PT,2010-01-01,6.5 e
PC,BUS_TOT,PT,2011-01-01,6.3 e
PC,BUS_TOT,PT,2012-01-01,6.4 e
PC,BUS_TOT,PT,2013-01-01,6.6 e
PC,BUS_TOT,PT,2014-01-01,6.1 e
PC,BUS_TOT,PT,2015-01-01,6.2 e
PC,BUS_TOT,PT,2016-01-01,6.7 
PC,BUS_TOT,RO,1990-01-01,: 
PC,BUS_TOT,RO,1991-01-01,: 
PC,BUS_TOT,RO,1992-01-01,: 
PC,BUS_TOT,RO,1993-01-01,: 
PC,BUS_TOT,RO,1994-01-01,: 
PC,BUS_TOT,RO,1995-01-01,17.3 
PC,BUS_TOT,RO,1996-01-01,17.4 
PC,BUS_TOT,RO,1997-01-01,17.1 
PC,BUS_TOT,RO,1998-01-01,15 
PC,BUS_TOT,RO,1999-01-01,12.6 
PC,BUS_TOT,RO,2000-01-01,12.2 
PC,BUS_TOT,RO,2001-01-01,12.4 
PC,BUS_TOT,RO,2002-01-01,12.3 
PC,BUS_TOT,RO,2003-01-01,12.8 e
PC,BUS_TOT,RO,2004-01-01,12.4 
PC,BUS_TOT,RO,2005-01-01,14.6 
PC,BUS_TOT,RO,2006-01-01,14 
PC,BUS_TOT,RO,2007-01-01,14 
PC,BUS_TOT,RO,2008-01-01,20.7 b
PC,BUS_TOT,RO,2009-01-01,17.3 
PC,BUS_TOT,RO,2010-01-01,16.3 
PC,BUS_TOT,RO,2011-01-01,16.2 
PC,BUS_TOT,RO,2012-01-01,17.2 e
PC,BUS_TOT,RO,2013-01-01,16.8 
PC,BUS_TOT,RO,2014-01-01,16.9 
PC,BUS_TOT,RO,2015-01-01,15.5 
PC,BUS_TOT,RO,2016-01-01,15.7 
PC,BUS_TOT,SE,1990-01-01,9.5 
PC,BUS_TOT,SE,1991-01-01,9.5 
PC,BUS_TOT,SE,1992-01-01,9.4 
PC,BUS_TOT,SE,1993-01-01,9.3 
PC,BUS_TOT,SE,1994-01-01,9.3 
PC,BUS_TOT,SE,1995-01-01,9.3 
PC,BUS_TOT,SE,1996-01-01,9.4 
PC,BUS_TOT,SE,1997-01-01,9.4 
PC,BUS_TOT,SE,1998-01-01,9.2 
PC,BUS_TOT,SE,1999-01-01,9 
PC,BUS_TOT,SE,2000-01-01,7.8 
PC,BUS_TOT,SE,2001-01-01,7.5 
PC,BUS_TOT,SE,2002-01-01,7.5 
PC,BUS_TOT,SE,2003-01-01,7.4 
PC,BUS_TOT,SE,2004-01-01,7.3 
PC,BUS_TOT,SE,2005-01-01,7.3 
PC,BUS_TOT,SE,2006-01-01,7.3 
PC,BUS_TOT,SE,2007-01-01,7.2 
PC,BUS_TOT,SE,2008-01-01,7.1 
PC,BUS_TOT,SE,2009-01-01,7.1 
PC,BUS_TOT,SE,2010-01-01,7.3 
PC,BUS_TOT,SE,2011-01-01,7.4 
PC,BUS_TOT,SE,2012-01-01,7.3 
PC,BUS_TOT,SE,2013-01-01,7.5 
PC,BUS_TOT,SE,2014-01-01,7.3 
PC,BUS_TOT,SE,2015-01-01,7.3 
PC,BUS_TOT,SE,2016-01-01,7.2 
PC,BUS_TOT,SI,1990-01-01,30.6 
PC,BUS_TOT,SI,1991-01-01,29.3 
PC,BUS_TOT,SI,1992-01-01,23 
PC,BUS_TOT,SI,1993-01-01,21.1 
PC,BUS_TOT,SI,1994-01-01,20.4 
PC,BUS_TOT,SI,1995-01-01,19.5 
PC,BUS_TOT,SI,1996-01-01,18.9 
PC,BUS_TOT,SI,1997-01-01,18.2 
PC,BUS_TOT,SI,1998-01-01,16.5 
PC,BUS_TOT,SI,1999-01-01,16.7 
PC,BUS_TOT,SI,2000-01-01,14.3 
PC,BUS_TOT,SI,2001-01-01,13.6 
PC,BUS_TOT,SI,2002-01-01,13.2 
PC,BUS_TOT,SI,2003-01-01,13.5 
PC,BUS_TOT,SI,2004-01-01,12.4 
PC,BUS_TOT,SI,2005-01-01,11.6 
PC,BUS_TOT,SI,2006-01-01,11.7 
PC,BUS_TOT,SI,2007-01-01,11.4 
PC,BUS_TOT,SI,2008-01-01,10.9 
PC,BUS_TOT,SI,2009-01-01,10.7 
PC,BUS_TOT,SI,2010-01-01,10.8 
PC,BUS_TOT,SI,2011-01-01,11 e
PC,BUS_TOT,SI,2012-01-01,11.1 e
PC,BUS_TOT,SI,2013-01-01,11.4 e
PC,BUS_TOT,SI,2014-01-01,11.6 e
PC,BUS_TOT,SI,2015-01-01,11.8 e
PC,BUS_TOT,SI,2016-01-01,11.8 e
PC,BUS_TOT,SK,1990-01-01,: 
PC,BUS_TOT,SK,1991-01-01,: 
PC,BUS_TOT,SK,1992-01-01,: 
PC,BUS_TOT,SK,1993-01-01,41.4 
PC,BUS_TOT,SK,1994-01-01,39.8 
PC,BUS_TOT,SK,1995-01-01,45.1 
PC,BUS_TOT,SK,1996-01-01,44.7 
PC,BUS_TOT,SK,1997-01-01,42.4 
PC,BUS_TOT,SK,1998-01-01,38.7 
PC,BUS_TOT,SK,1999-01-01,35.1 
PC,BUS_TOT,SK,2000-01-01,27.8 
PC,BUS_TOT,SK,2001-01-01,27.8 
PC,BUS_TOT,SK,2002-01-01,26 
PC,BUS_TOT,SK,2003-01-01,24.8 
PC,BUS_TOT,SK,2004-01-01,26.2 
PC,BUS_TOT,SK,2005-01-01,24.8 
PC,BUS_TOT,SK,2006-01-01,23.3 e
PC,BUS_TOT,SK,2007-01-01,22 
PC,BUS_TOT,SK,2008-01-01,20.6 e
PC,BUS_TOT,SK,2009-01-01,15.8 e
PC,BUS_TOT,SK,2010-01-01,15.3 e
PC,BUS_TOT,SK,2011-01-01,15.7 e
PC,BUS_TOT,SK,2012-01-01,15.6 e
PC,BUS_TOT,SK,2013-01-01,15.1 e
PC,BUS_TOT,SK,2014-01-01,15.2 e
PC,BUS_TOT,SK,2015-01-01,14.8 e
PC,BUS_TOT,SK,2016-01-01,15.8 e
PC,BUS_TOT,TR,1990-01-01,67.4 
PC,BUS_TOT,TR,1991-01-01,67.4 
PC,BUS_TOT,TR,1992-01-01,67.2 
PC,BUS_TOT,TR,1993-01-01,64 
PC,BUS_TOT,TR,1994-01-01,60.3 
PC,BUS_TOT,TR,1995-01-01,59.4 
PC,BUS_TOT,TR,1996-01-01,59.4 
PC,BUS_TOT,TR,1997-01-01,58.3 
PC,BUS_TOT,TR,1998-01-01,56.3 
PC,BUS_TOT,TR,1999-01-01,53.7 
PC,BUS_TOT,TR,2000-01-01,50.7 
PC,BUS_TOT,TR,2001-01-01,47 
PC,BUS_TOT,TR,2002-01-01,47.8 e
PC,BUS_TOT,TR,2003-01-01,47.4 e
PC,BUS_TOT,TR,2004-01-01,45.9 e
PC,BUS_TOT,TR,2005-01-01,45 e
PC,BUS_TOT,TR,2006-01-01,43.4 e
PC,BUS_TOT,TR,2007-01-01,42.4 e
PC,BUS_TOT,TR,2008-01-01,41.3 e
PC,BUS_TOT,TR,2009-01-01,40.6 
PC,BUS_TOT,TR,2010-01-01,38.3 
PC,BUS_TOT,TR,2011-01-01,38.4 
PC,BUS_TOT,TR,2012-01-01,36.6 
PC,BUS_TOT,TR,2013-01-01,34.9 d
PC,BUS_TOT,TR,2014-01-01,33.5 
PC,BUS_TOT,TR,2015-01-01,30.7 
PC,BUS_TOT,TR,2016-01-01,28.5 
PC,BUS_TOT,UK,1990-01-01,7 e
PC,BUS_TOT,UK,1991-01-01,6.8 e
PC,BUS_TOT,UK,1992-01-01,6.7 e
PC,BUS_TOT,UK,1993-01-01,6.6 e
PC,BUS_TOT,UK,1994-01-01,6.6 e
PC,BUS_TOT,UK,1995-01-01,6.5 e
PC,BUS_TOT,UK,1996-01-01,6.4 e
PC,BUS_TOT,UK,1997-01-01,6.4 e
PC,BUS_TOT,UK,1998-01-01,6.5 e
PC,BUS_TOT,UK,1999-01-01,6.5 e
PC,BUS_TOT,UK,2000-01-01,6.6 e
PC,BUS_TOT,UK,2001-01-01,6.5 e
PC,BUS_TOT,UK,2002-01-01,5.6 e
PC,BUS_TOT,UK,2003-01-01,6.1 e
PC,BUS_TOT,UK,2004-01-01,5.6 be
PC,BUS_TOT,UK,2005-01-01,5.8 e
PC,BUS_TOT,UK,2006-01-01,5.5 e
PC,BUS_TOT,UK,2007-01-01,5.5 e
PC,BUS_TOT,UK,2008-01-01,5.9 e
PC,BUS_TOT,UK,2009-01-01,6 e
PC,BUS_TOT,UK,2010-01-01,6.2 e
PC,BUS_TOT,UK,2011-01-01,5.9 e
PC,BUS_TOT,UK,2012-01-01,5.8 e
PC,BUS_TOT,UK,2013-01-01,5.6 e
PC,BUS_TOT,UK,2014-01-01,5.4 e
PC,BUS_TOT,UK,2015-01-01,5.4 e
PC,BUS_TOT,UK,2016-01-01,4.6 e
PC,CAR,AT,1990-01-01,77.1 b
PC,CAR,AT,1991-01-01,77 
PC,CAR,AT,1992-01-01,77 
PC,CAR,AT,1993-01-01,77.2 
PC,CAR,AT,1994-01-01,77.8 
PC,CAR,AT,1995-01-01,77.2 
PC,CAR,AT,1996-01-01,77.4 
PC,CAR,AT,1997-01-01,79 
PC,CAR,AT,1998-01-01,79.4 
PC,CAR,AT,1999-01-01,79.6 
PC,CAR,AT,2000-01-01,79 
PC,CAR,AT,2001-01-01,79.1 
PC,CAR,AT,2002-01-01,79.1 
PC,CAR,AT,2003-01-01,79.3 
PC,CAR,AT,2004-01-01,79.3 
PC,CAR,AT,2005-01-01,79.4 
PC,CAR,AT,2006-01-01,79.3 
PC,CAR,AT,2007-01-01,78.9 
PC,CAR,AT,2008-01-01,78.3 e
PC,CAR,AT,2009-01-01,79 
PC,CAR,AT,2010-01-01,78.4 
PC,CAR,AT,2011-01-01,78.3 
PC,CAR,AT,2012-01-01,77.9 
PC,CAR,AT,2013-01-01,77.5 b
PC,CAR,AT,2014-01-01,77.6 
PC,CAR,AT,2015-01-01,77.8 
PC,CAR,AT,2016-01-01,77.7 
PC,CAR,BE,1990-01-01,83.3 
PC,CAR,BE,1991-01-01,83.3 
PC,CAR,BE,1992-01-01,83.3 
PC,CAR,BE,1993-01-01,83.3 
PC,CAR,BE,1994-01-01,82.6 
PC,CAR,BE,1995-01-01,82.9 
PC,CAR,BE,1996-01-01,82.9 
PC,CAR,BE,1997-01-01,83 
PC,CAR,BE,1998-01-01,83.1 
PC,CAR,BE,1999-01-01,83.1 
PC,CAR,BE,2000-01-01,83 
PC,CAR,BE,2001-01-01,82.6 
PC,CAR,BE,2002-01-01,81.9 
PC,CAR,BE,2003-01-01,80.5 
PC,CAR,BE,2004-01-01,79.6 
PC,CAR,BE,2005-01-01,79.8 
PC,CAR,BE,2006-01-01,79.2 
PC,CAR,BE,2007-01-01,78.8 
PC,CAR,BE,2008-01-01,79.6 
PC,CAR,BE,2009-01-01,79.5 
PC,CAR,BE,2010-01-01,79.7 
PC,CAR,BE,2011-01-01,79.5 
PC,CAR,BE,2012-01-01,79.3 
PC,CAR,BE,2013-01-01,79.8 b
PC,CAR,BE,2014-01-01,80.4 
PC,CAR,BE,2015-01-01,81.2 
PC,CAR,BE,2016-01-01,81.8 
PC,CAR,BG,1990-01-01,: 
PC,CAR,BG,1991-01-01,: 
PC,CAR,BG,1992-01-01,: 
PC,CAR,BG,1993-01-01,: 
PC,CAR,BG,1994-01-01,: 
PC,CAR,BG,1995-01-01,59.6 e
PC,CAR,BG,1996-01-01,61.9 e
PC,CAR,BG,1997-01-01,61 e
PC,CAR,BG,1998-01-01,63.3 e
PC,CAR,BG,1999-01-01,67.9 e
PC,CAR,BG,2000-01-01,60.8 e
PC,CAR,BG,2001-01-01,61.5 e
PC,CAR,BG,2002-01-01,61.2 e
PC,CAR,BG,2003-01-01,66.5 e
PC,CAR,BG,2004-01-01,69.8 e
PC,CAR,BG,2005-01-01,70.9 e
PC,CAR,BG,2006-01-01,72.6 e
PC,CAR,BG,2007-01-01,73.8 e
PC,CAR,BG,2008-01-01,75.1 e
PC,CAR,BG,2009-01-01,79.5 e
PC,CAR,BG,2010-01-01,80 b
PC,CAR,BG,2011-01-01,80.6 e
PC,CAR,BG,2012-01-01,82.1 e
PC,CAR,BG,2013-01-01,83 e
PC,CAR,BG,2014-01-01,82.3 e
PC,CAR,BG,2015-01-01,83.1 e
PC,CAR,BG,2016-01-01,83.7 e
PC,CAR,CH,1990-01-01,82.1 
PC,CAR,CH,1991-01-01,81.1 
PC,CAR,CH,1992-01-01,81.4 
PC,CAR,CH,1993-01-01,80.9 
PC,CAR,CH,1994-01-01,80.6 
PC,CAR,CH,1995-01-01,83.1 
PC,CAR,CH,1996-01-01,83.2 
PC,CAR,CH,1997-01-01,83.2 
PC,CAR,CH,1998-01-01,81.8 
PC,CAR,CH,1999-01-01,81.7 
PC,CAR,CH,2000-01-01,81.1 
PC,CAR,CH,2001-01-01,80.6 
PC,CAR,CH,2002-01-01,80.1 
PC,CAR,CH,2003-01-01,79.8 
PC,CAR,CH,2004-01-01,79.6 
PC,CAR,CH,2005-01-01,78.4 
PC,CAR,CH,2006-01-01,77.9 
PC,CAR,CH,2007-01-01,77.4 
PC,CAR,CH,2008-01-01,77.8 
PC,CAR,CH,2009-01-01,77.5 
PC,CAR,CH,2010-01-01,77.3 
PC,CAR,CH,2011-01-01,74.8 
PC,CAR,CH,2012-01-01,75 d
PC,CAR,CH,2013-01-01,75 d
PC,CAR,CH,2014-01-01,74.6 d
PC,CAR,CH,2015-01-01,74.4 
PC,CAR,CH,2016-01-01,74.3 
PC,CAR,CY,1990-01-01,: 
PC,CAR,CY,1991-01-01,: 
PC,CAR,CY,1992-01-01,: 
PC,CAR,CY,1993-01-01,: 
PC,CAR,CY,1994-01-01,: 
PC,CAR,CY,1995-01-01,77.3 e
PC,CAR,CY,1996-01-01,77.1 e
PC,CAR,CY,1997-01-01,77.4 e
PC,CAR,CY,1998-01-01,77.7 e
PC,CAR,CY,1999-01-01,77.9 e
PC,CAR,CY,2000-01-01,77.7 e
PC,CAR,CY,2001-01-01,77.5 e
PC,CAR,CY,2002-01-01,77.4 e
PC,CAR,CY,2003-01-01,76.4 e
PC,CAR,CY,2004-01-01,78.8 e
PC,CAR,CY,2005-01-01,79.2 e
PC,CAR,CY,2006-01-01,79.6 e
PC,CAR,CY,2007-01-01,80.3 e
PC,CAR,CY,2008-01-01,81.2 e
PC,CAR,CY,2009-01-01,82.4 e
PC,CAR,CY,2010-01-01,81.9 e
PC,CAR,CY,2011-01-01,81.7 e
PC,CAR,CY,2012-01-01,81.3 e
PC,CAR,CY,2013-01-01,81.5 e
PC,CAR,CY,2014-01-01,81.8 e
PC,CAR,CY,2015-01-01,81.3 e
PC,CAR,CY,2016-01-01,81.4 e
PC,CAR,CZ,1990-01-01,: 
PC,CAR,CZ,1991-01-01,: 
PC,CAR,CZ,1992-01-01,: 
PC,CAR,CZ,1993-01-01,68.9 
PC,CAR,CZ,1994-01-01,71.3 
PC,CAR,CZ,1995-01-01,73.4 
PC,CAR,CZ,1996-01-01,70.1 
PC,CAR,CZ,1997-01-01,71.7 
PC,CAR,CZ,1998-01-01,72.7 e
PC,CAR,CZ,1999-01-01,73.6 
PC,CAR,CZ,2000-01-01,73.1 
PC,CAR,CZ,2001-01-01,71.8 
PC,CAR,CZ,2002-01-01,73.8 
PC,CAR,CZ,2003-01-01,75.5 
PC,CAR,CZ,2004-01-01,76.6 
PC,CAR,CZ,2005-01-01,75.5 e
PC,CAR,CZ,2006-01-01,75.2 e
PC,CAR,CZ,2007-01-01,75.7 e
PC,CAR,CZ,2008-01-01,76 e
