unit,sex,geotime,date,value
PC,M,SE,2007-01-01,46
PC,M,SE,2008-01-01,47
PC,M,SE,2009-01-01,42
PC,M,SE,2010-01-01,43
PC,M,SE,2011-01-01,41
PC,M,SE,2012-01-01,42
PC,M,SE,2013-01-01,38
PC,M,SE,2014-01-01,36
PC,M,SE,2015-01-01,35
PC,M,SE,2016-01-01,38
PC,M,SE,2017-01-01,40
PC,M,SI,2007-01-01,37
PC,M,SI,2008-01-01,38
PC,M,SI,2009-01-01,39
PC,M,SI,2010-01-01,38
PC,M,SI,2011-01-01,39
PC,M,SI,2012-01-01,39
PC,M,SI,2013-01-01,39
PC,M,SI,2014-01-01,42
PC,M,SI,2015-01-01,41
PC,M,SI,2016-01-01,46
PC,M,SI,2017-01-01,42
PC,M,SK,2007-01-01,71
PC,M,SK,2008-01-01,64
PC,M,SK,2009-01-01,58
PC,M,SK,2010-01-01,47
PC,M,SK,2011-01-01,41
PC,M,SK,2012-01-01,41
PC,M,SK,2013-01-01,42
PC,M,SK,2014-01-01,43
PC,M,SK,2015-01-01,39
PC,M,SK,2016-01-01,40
PC,M,SK,2017-01-01,
PC,M,TR,2007-01-01,
PC,M,TR,2008-01-01,
PC,M,TR,2009-01-01,12
PC,M,TR,2010-01-01,13
PC,M,TR,2011-01-01,
PC,M,TR,2012-01-01,
PC,M,TR,2013-01-01,
PC,M,TR,2014-01-01,
PC,M,TR,2015-01-01,
PC,M,TR,2016-01-01,
PC,M,TR,2017-01-01,
PC,M,UK,2007-01-01,55
PC,M,UK,2008-01-01,
PC,M,UK,2009-01-01,
PC,M,UK,2010-01-01,
PC,M,UK,2011-01-01,54
PC,M,UK,2012-01-01,48
PC,M,UK,2013-01-01,54
PC,M,UK,2014-01-01,57
PC,M,UK,2015-01-01,64
PC,M,UK,2016-01-01,61
PC,M,UK,2017-01-01,
PC,T,AT,2007-01-01,42
PC,T,AT,2008-01-01,47
PC,T,AT,2009-01-01,48
PC,T,AT,2010-01-01,47
PC,T,AT,2011-01-01,43
PC,T,AT,2012-01-01,44
PC,T,AT,2013-01-01,45
PC,T,AT,2014-01-01,47
PC,T,AT,2015-01-01,45
PC,T,AT,2016-01-01,46
PC,T,AT,2017-01-01,43
PC,T,BE,2007-01-01,34
PC,T,BE,2008-01-01,37
PC,T,BE,2009-01-01,37
PC,T,BE,2010-01-01,37
PC,T,BE,2011-01-01,34
PC,T,BE,2012-01-01,37
PC,T,BE,2013-01-01,38
PC,T,BE,2014-01-01,38
PC,T,BE,2015-01-01,35
PC,T,BE,2016-01-01,35
PC,T,BE,2017-01-01,37
PC,T,BG,2007-01-01,43
PC,T,BG,2008-01-01,46
PC,T,BG,2009-01-01,46
PC,T,BG,2010-01-01,44
PC,T,BG,2011-01-01,40
PC,T,BG,2012-01-01,38
PC,T,BG,2013-01-01,34
PC,T,BG,2014-01-01,31
PC,T,BG,2015-01-01,28
PC,T,BG,2016-01-01,28
PC,T,BG,2017-01-01,
PC,T,CH,2007-01-01,
PC,T,CH,2008-01-01,
PC,T,CH,2009-01-01,
PC,T,CH,2010-01-01,
PC,T,CH,2011-01-01,
PC,T,CH,2012-01-01,
PC,T,CH,2013-01-01,
PC,T,CH,2014-01-01,
PC,T,CH,2015-01-01,
PC,T,CH,2016-01-01,30
PC,T,CH,2017-01-01,
PC,T,CY,2007-01-01,22
PC,T,CY,2008-01-01,25
PC,T,CY,2009-01-01,26
PC,T,CY,2010-01-01,26
PC,T,CY,2011-01-01,23
PC,T,CY,2012-01-01,23
PC,T,CY,2013-01-01,22
PC,T,CY,2014-01-01,20
PC,T,CY,2015-01-01,21
PC,T,CY,2016-01-01,26
PC,T,CY,2017-01-01,31
PC,T,CZ,2007-01-01,39
PC,T,CZ,2008-01-01,38
PC,T,CZ,2009-01-01,37
PC,T,CZ,2010-01-01,37
PC,T,CZ,2011-01-01,37
PC,T,CZ,2012-01-01,36
PC,T,CZ,2013-01-01,34
PC,T,CZ,2014-01-01,33
PC,T,CZ,2015-01-01,35
PC,T,CZ,2016-01-01,36
PC,T,CZ,2017-01-01,39
PC,T,DE,2007-01-01,26
PC,T,DE,2008-01-01,31
PC,T,DE,2009-01-01,33
PC,T,DE,2010-01-01,38
PC,T,DE,2011-01-01,39
PC,T,DE,2012-01-01,40
PC,T,DE,2013-01-01,36
PC,T,DE,2014-01-01,32
PC,T,DE,2015-01-01,29
PC,T,DE,2016-01-01,30
PC,T,DE,2017-01-01,31
PC,T,DK,2007-01-01,
PC,T,DK,2008-01-01,
PC,T,DK,2009-01-01,
PC,T,DK,2010-01-01,
PC,T,DK,2011-01-01,
PC,T,DK,2012-01-01,24
PC,T,DK,2013-01-01,26
PC,T,DK,2014-01-01,32
PC,T,DK,2015-01-01,39
PC,T,DK,2016-01-01,44
PC,T,DK,2017-01-01,41
PC,T,EA,2007-01-01,
PC,T,EA,2008-01-01,24
PC,T,EA,2009-01-01,23
PC,T,EA,2010-01-01,23
PC,T,EA,2011-01-01,23
PC,T,EA,2012-01-01,22
PC,T,EA,2013-01-01,21
PC,T,EA,2014-01-01,20
PC,T,EA,2015-01-01,20
PC,T,EA,2016-01-01,21
PC,T,EA,2017-01-01,
PC,T,EA18,2007-01-01,24
PC,T,EA18,2008-01-01,24
PC,T,EA18,2009-01-01,24
PC,T,EA18,2010-01-01,23
PC,T,EA18,2011-01-01,23
PC,T,EA18,2012-01-01,23
PC,T,EA18,2013-01-01,21
PC,T,EA18,2014-01-01,21
PC,T,EA18,2015-01-01,20
PC,T,EA18,2016-01-01,20
PC,T,EA18,2017-01-01,
PC,T,EA19,2007-01-01,
PC,T,EA19,2008-01-01,24
PC,T,EA19,2009-01-01,24
PC,T,EA19,2010-01-01,24
PC,T,EA19,2011-01-01,23
PC,T,EA19,2012-01-01,23
PC,T,EA19,2013-01-01,21
PC,T,EA19,2014-01-01,21
PC,T,EA19,2015-01-01,20
PC,T,EA19,2016-01-01,21
PC,T,EA19,2017-01-01,
PC,T,EE,2007-01-01,58
PC,T,EE,2008-01-01,64
PC,T,EE,2009-01-01,57
PC,T,EE,2010-01-01,43
PC,T,EE,2011-01-01,40
PC,T,EE,2012-01-01,47
PC,T,EE,2013-01-01,63
PC,T,EE,2014-01-01,62
PC,T,EE,2015-01-01,55
PC,T,EE,2016-01-01,45
PC,T,EE,2017-01-01,37
PC,T,EL,2007-01-01,22
PC,T,EL,2008-01-01,20
PC,T,EL,2009-01-01,20
PC,T,EL,2010-01-01,19
PC,T,EL,2011-01-01,21
PC,T,EL,2012-01-01,20
PC,T,EL,2013-01-01,18
PC,T,EL,2014-01-01,17
PC,T,EL,2015-01-01,17
PC,T,EL,2016-01-01,21
PC,T,EL,2017-01-01,
PC,T,ES,2007-01-01,25
PC,T,ES,2008-01-01,23
PC,T,ES,2009-01-01,21
PC,T,ES,2010-01-01,17
PC,T,ES,2011-01-01,14
PC,T,ES,2012-01-01,13
PC,T,ES,2013-01-01,13
PC,T,ES,2014-01-01,13
PC,T,ES,2015-01-01,12
PC,T,ES,2016-01-01,10
PC,T,ES,2017-01-01,11
PC,T,EU,2007-01-01,
PC,T,EU,2008-01-01,27
PC,T,EU,2009-01-01,26
PC,T,EU,2010-01-01,26
PC,T,EU,2011-01-01,25
PC,T,EU,2012-01-01,24
PC,T,EU,2013-01-01,24
PC,T,EU,2014-01-01,23
PC,T,EU,2015-01-01,23
PC,T,EU,2016-01-01,24
PC,T,EU,2017-01-01,
PC,T,EU27,2007-01-01,27
PC,T,EU27,2008-01-01,27
PC,T,EU27,2009-01-01,26
PC,T,EU27,2010-01-01,26
PC,T,EU27,2011-01-01,25
PC,T,EU27,2012-01-01,24
PC,T,EU27,2013-01-01,23
PC,T,EU27,2014-01-01,23
PC,T,EU27,2015-01-01,23
PC,T,EU27,2016-01-01,24
PC,T,EU27,2017-01-01,
PC,T,EU28,2007-01-01,
PC,T,EU28,2008-01-01,
PC,T,EU28,2009-01-01,
PC,T,EU28,2010-01-01,25
PC,T,EU28,2011-01-01,25
PC,T,EU28,2012-01-01,24
PC,T,EU28,2013-01-01,24
PC,T,EU28,2014-01-01,23
PC,T,EU28,2015-01-01,23
PC,T,EU28,2016-01-01,24
PC,T,EU28,2017-01-01,
PC,T,FI,2007-01-01,7
PC,T,FI,2008-01-01,9
PC,T,FI,2009-01-01,18
PC,T,FI,2010-01-01,32
PC,T,FI,2011-01-01,38
PC,T,FI,2012-01-01,36
PC,T,FI,2013-01-01,31
PC,T,FI,2014-01-01,31
PC,T,FI,2015-01-01,28
PC,T,FI,2016-01-01,25
PC,T,FI,2017-01-01,
PC,T,FR,2007-01-01,11
PC,T,FR,2008-01-01,12
PC,T,FR,2009-01-01,12
PC,T,FR,2010-01-01,11
PC,T,FR,2011-01-01,11
PC,T,FR,2012-01-01,11
PC,T,FR,2013-01-01,11
PC,T,FR,2014-01-01,10
PC,T,FR,2015-01-01,10
PC,T,FR,2016-01-01,10
PC,T,FR,2017-01-01,11
PC,T,HR,2007-01-01,
PC,T,HR,2008-01-01,
PC,T,HR,2009-01-01,
PC,T,HR,2010-01-01,
PC,T,HR,2011-01-01,43
PC,T,HR,2012-01-01,41
PC,T,HR,2013-01-01,35
PC,T,HR,2014-01-01,
PC,T,HR,2015-01-01,30
PC,T,HR,2016-01-01,32
PC,T,HR,2017-01-01,
PC,T,HU,2007-01-01,48
PC,T,HU,2008-01-01,49
PC,T,HU,2009-01-01,49
PC,T,HU,2010-01-01,46
PC,T,HU,2011-01-01,42
PC,T,HU,2012-01-01,37
PC,T,HU,2013-01-01,37
PC,T,HU,2014-01-01,38
PC,T,HU,2015-01-01,38
PC,T,HU,2016-01-01,37
PC,T,HU,2017-01-01,
PC,T,IE,2007-01-01,44
PC,T,IE,2008-01-01,
PC,T,IE,2009-01-01,
PC,T,IE,2010-01-01,
PC,T,IE,2011-01-01,41
PC,T,IE,2012-01-01,38
PC,T,IE,2013-01-01,39
PC,T,IE,2014-01-01,38
PC,T,IE,2015-01-01,39
PC,T,IE,2016-01-01,
PC,T,IE,2017-01-01,
PC,T,IS,2007-01-01,26
PC,T,IS,2008-01-01,40
PC,T,IS,2009-01-01,
PC,T,IS,2010-01-01,52
PC,T,IS,2011-01-01,55
PC,T,IS,2012-01-01,54
PC,T,IS,2013-01-01,52
PC,T,IS,2014-01-01,46
PC,T,IS,2015-01-01,45
PC,T,IS,2016-01-01,46
PC,T,IS,2017-01-01,
PC,T,IT,2007-01-01,30
PC,T,IT,2008-01-01,29
PC,T,IT,2009-01-01,27
PC,T,IT,2010-01-01,26
PC,T,IT,2011-01-01,23
PC,T,IT,2012-01-01,21
PC,T,IT,2013-01-01,20
PC,T,IT,2014-01-01,19
PC,T,IT,2015-01-01,19
PC,T,IT,2016-01-01,20
PC,T,IT,2017-01-01,16
PC,T,LT,2007-01-01,46
PC,T,LT,2008-01-01,55
PC,T,LT,2009-01-01,58
PC,T,LT,2010-01-01,58
PC,T,LT,2011-01-01,53
PC,T,LT,2012-01-01,38
PC,T,LT,2013-01-01,41
PC,T,LT,2014-01-01,38
PC,T,LT,2015-01-01,46
PC,T,LT,2016-01-01,39
PC,T,LT,2017-01-01,
PC,T,LU,2007-01-01,38
PC,T,LU,2008-01-01,40
PC,T,LU,2009-01-01,41
PC,T,LU,2010-01-01,37
PC,T,LU,2011-01-01,33
PC,T,LU,2012-01-01,29
PC,T,LU,2013-01-01,32
PC,T,LU,2014-01-01,34
PC,T,LU,2015-01-01,34
PC,T,LU,2016-01-01,34
PC,T,LU,2017-01-01,33
PC,T,LV,2007-01-01,50
PC,T,LV,2008-01-01,51
PC,T,LV,2009-01-01,46
PC,T,LV,2010-01-01,41
PC,T,LV,2011-01-01,38
PC,T,LV,2012-01-01,37
PC,T,LV,2013-01-01,44
PC,T,LV,2014-01-01,50
PC,T,LV,2015-01-01,57
PC,T,LV,2016-01-01,57
PC,T,LV,2017-01-01,
PC,T,MK,2007-01-01,
PC,T,MK,2008-01-01,
PC,T,MK,2009-01-01,
PC,T,MK,2010-01-01,
PC,T,MK,2011-01-01,
PC,T,MK,2012-01-01,
PC,T,MK,2013-01-01,
PC,T,MK,2014-01-01,61
PC,T,MK,2015-01-01,56
PC,T,MK,2016-01-01,
PC,T,MK,2017-01-01,
PC,T,MT,2007-01-01,70
PC,T,MT,2008-01-01,66
PC,T,MT,2009-01-01,66
PC,T,MT,2010-01-01,46
PC,T,MT,2011-01-01,47
PC,T,MT,2012-01-01,26
PC,T,MT,2013-01-01,31
PC,T,MT,2014-01-01,12
PC,T,MT,2015-01-01,14
PC,T,MT,2016-01-01,
PC,T,MT,2017-01-01,
PC,T,NL,2007-01-01,26
PC,T,NL,2008-01-01,26
PC,T,NL,2009-01-01,26
PC,T,NL,2010-01-01,24
PC,T,NL,2011-01-01,22
PC,T,NL,2012-01-01,19
PC,T,NL,2013-01-01,16
PC,T,NL,2014-01-01,16
PC,T,NL,2015-01-01,22
PC,T,NL,2016-01-01,30
PC,T,NL,2017-01-01,36
PC,T,NO,2007-01-01,43
PC,T,NO,2008-01-01,42
PC,T,NO,2009-01-01,45
PC,T,NO,2010-01-01,46
PC,T,NO,2011-01-01,44
PC,T,NO,2012-01-01,44
PC,T,NO,2013-01-01,43
PC,T,NO,2014-01-01,46
PC,T,NO,2015-01-01,43
PC,T,NO,2016-01-01,41
PC,T,NO,2017-01-01,45
PC,T,PL,2007-01-01,27
PC,T,PL,2008-01-01,28
PC,T,PL,2009-01-01,28
PC,T,PL,2010-01-01,26
PC,T,PL,2011-01-01,23
PC,T,PL,2012-01-01,20
PC,T,PL,2013-01-01,18
PC,T,PL,2014-01-01,18
PC,T,PL,2015-01-01,18
PC,T,PL,2016-01-01,22
PC,T,PL,2017-01-01,25
PC,T,PT,2007-01-01,17
PC,T,PT,2008-01-01,25
PC,T,PT,2009-01-01,23
PC,T,PT,2010-01-01,27
PC,T,PT,2011-01-01,26
PC,T,PT,2012-01-01,28
PC,T,PT,2013-01-01,26
PC,T,PT,2014-01-01,25
PC,T,PT,2015-01-01,26
PC,T,PT,2016-01-01,28
PC,T,PT,2017-01-01,30
PC,T,RO,2007-01-01,
PC,T,RO,2008-01-01,53
PC,T,RO,2009-01-01,53
PC,T,RO,2010-01-01,54
PC,T,RO,2011-01-01,56
PC,T,RO,2012-01-01,57
PC,T,RO,2013-01-01,57
PC,T,RO,2014-01-01,57
PC,T,RO,2015-01-01,56
PC,T,RO,2016-01-01,56
PC,T,RO,2017-01-01,56
PC,T,RS,2007-01-01,
PC,T,RS,2008-01-01,
PC,T,RS,2009-01-01,
PC,T,RS,2010-01-01,
PC,T,RS,2011-01-01,
PC,T,RS,2012-01-01,
PC,T,RS,2013-01-01,
PC,T,RS,2014-01-01,32
PC,T,RS,2015-01-01,32
PC,T,RS,2016-01-01,
PC,T,RS,2017-01-01,
PC,T,SE,2007-01-01,43
PC,T,SE,2008-01-01,44
PC,T,SE,2009-01-01,41
PC,T,SE,2010-01-01,41
PC,T,SE,2011-01-01,40
PC,T,SE,2012-01-01,41
PC,T,SE,2013-01-01,40
PC,T,SE,2014-01-01,40
PC,T,SE,2015-01-01,38
PC,T,SE,2016-01-01,37
PC,T,SE,2017-01-01,37
PC,T,SI,2007-01-01,35
PC,T,SI,2008-01-01,37
PC,T,SI,2009-01-01,38
PC,T,SI,2010-01-01,37
PC,T,SI,2011-01-01,36
PC,T,SI,2012-01-01,35
PC,T,SI,2013-01-01,37
PC,T,SI,2014-01-01,41
PC,T,SI,2015-01-01,41
PC,T,SI,2016-01-01,42
PC,T,SI,2017-01-01,38
PC,T,SK,2007-01-01,69
PC,T,SK,2008-01-01,63
PC,T,SK,2009-01-01,57
PC,T,SK,2010-01-01,47
PC,T,SK,2011-01-01,41
PC,T,SK,2012-01-01,40
PC,T,SK,2013-01-01,41
PC,T,SK,2014-01-01,39
PC,T,SK,2015-01-01,35
PC,T,SK,2016-01-01,36
PC,T,SK,2017-01-01,
PC,T,TR,2007-01-01,
PC,T,TR,2008-01-01,
PC,T,TR,2009-01-01,12
PC,T,TR,2010-01-01,13
PC,T,TR,2011-01-01,
PC,T,TR,2012-01-01,
PC,T,TR,2013-01-01,
PC,T,TR,2014-01-01,
PC,T,TR,2015-01-01,
PC,T,TR,2016-01-01,
PC,T,TR,2017-01-01,
PC,T,UK,2007-01-01,50
PC,T,UK,2008-01-01,
PC,T,UK,2009-01-01,
PC,T,UK,2010-01-01,72
PC,T,UK,2011-01-01,61
PC,T,UK,2012-01-01,58
PC,T,UK,2013-01-01,55
PC,T,UK,2014-01-01,57
PC,T,UK,2015-01-01,58
PC,T,UK,2016-01-01,57
PC,T,UK,2017-01-01,
