unit,sex,citizen,age,wstatus,geotime,date,value
THS,T,TOTAL,Y15-74,POP,LV,2009-01-01,1674
THS,T,TOTAL,Y15-74,POP,LV,2010-01-01,1635
THS,T,TOTAL,Y15-74,POP,LV,2011-01-01,1595
THS,T,TOTAL,Y15-74,POP,LV,2012-01-01,
THS,T,TOTAL,Y15-74,POP,LV,2013-01-01,
THS,T,TOTAL,Y15-74,POP,LV,2014-01-01,1495
THS,T,TOTAL,Y15-74,POP,LV,2015-01-01,1472
THS,T,TOTAL,Y15-74,POP,LV,2016-01-01,1450
THS,T,TOTAL,Y15-74,POP,LV,2017-01-01,1423
THS,T,TOTAL,Y15-74,POP,MT,1995-01-01,
THS,T,TOTAL,Y15-74,POP,MT,1996-01-01,
THS,T,TOTAL,Y15-74,POP,MT,1997-01-01,
THS,T,TOTAL,Y15-74,POP,MT,1998-01-01,
THS,T,TOTAL,Y15-74,POP,MT,1999-01-01,
THS,T,TOTAL,Y15-74,POP,MT,2000-01-01,289
THS,T,TOTAL,Y15-74,POP,MT,2001-01-01,296
THS,T,TOTAL,Y15-74,POP,MT,2002-01-01,301
THS,T,TOTAL,Y15-74,POP,MT,2003-01-01,302
THS,T,TOTAL,Y15-74,POP,MT,2004-01-01,302
THS,T,TOTAL,Y15-74,POP,MT,2005-01-01,307
THS,T,TOTAL,Y15-74,POP,MT,2006-01-01,
THS,T,TOTAL,Y15-74,POP,MT,2007-01-01,312
THS,T,TOTAL,Y15-74,POP,MT,2008-01-01,315
THS,T,TOTAL,Y15-74,POP,MT,2009-01-01,318
THS,T,TOTAL,Y15-74,POP,MT,2010-01-01,321
THS,T,TOTAL,Y15-74,POP,MT,2011-01-01,322
THS,T,TOTAL,Y15-74,POP,MT,2012-01-01,
THS,T,TOTAL,Y15-74,POP,MT,2013-01-01,
THS,T,TOTAL,Y15-74,POP,MT,2014-01-01,338
THS,T,TOTAL,Y15-74,POP,MT,2015-01-01,347
THS,T,TOTAL,Y15-74,POP,MT,2016-01-01,355
THS,T,TOTAL,Y15-74,POP,MT,2017-01-01,367
THS,T,TOTAL,Y15-74,POP,NL,1995-01-01,11628
THS,T,TOTAL,Y15-74,POP,NL,1996-01-01,11668
THS,T,TOTAL,Y15-74,POP,NL,1997-01-01,11714
THS,T,TOTAL,Y15-74,POP,NL,1998-01-01,11767
THS,T,TOTAL,Y15-74,POP,NL,1999-01-01,11817
THS,T,TOTAL,Y15-74,POP,NL,2000-01-01,11888
THS,T,TOTAL,Y15-74,POP,NL,2001-01-01,11980
THS,T,TOTAL,Y15-74,POP,NL,2002-01-01,12058
THS,T,TOTAL,Y15-74,POP,NL,2003-01-01,12127
THS,T,TOTAL,Y15-74,POP,NL,2004-01-01,12183
THS,T,TOTAL,Y15-74,POP,NL,2005-01-01,12191
THS,T,TOTAL,Y15-74,POP,NL,2006-01-01,
THS,T,TOTAL,Y15-74,POP,NL,2007-01-01,12267
THS,T,TOTAL,Y15-74,POP,NL,2008-01-01,12284
THS,T,TOTAL,Y15-74,POP,NL,2009-01-01,12322
THS,T,TOTAL,Y15-74,POP,NL,2010-01-01,12412
THS,T,TOTAL,Y15-74,POP,NL,2011-01-01,12452
THS,T,TOTAL,Y15-74,POP,NL,2012-01-01,
THS,T,TOTAL,Y15-74,POP,NL,2013-01-01,
THS,T,TOTAL,Y15-74,POP,NL,2014-01-01,12664
THS,T,TOTAL,Y15-74,POP,NL,2015-01-01,12685
THS,T,TOTAL,Y15-74,POP,NL,2016-01-01,12768
THS,T,TOTAL,Y15-74,POP,NL,2017-01-01,12870
THS,T,TOTAL,Y15-74,POP,PL,1995-01-01,
THS,T,TOTAL,Y15-74,POP,PL,1996-01-01,
THS,T,TOTAL,Y15-74,POP,PL,1997-01-01,27971
THS,T,TOTAL,Y15-74,POP,PL,1998-01-01,28239
THS,T,TOTAL,Y15-74,POP,PL,1999-01-01,28401
THS,T,TOTAL,Y15-74,POP,PL,2000-01-01,28775
THS,T,TOTAL,Y15-74,POP,PL,2001-01-01,28978
THS,T,TOTAL,Y15-74,POP,PL,2002-01-01,29173
THS,T,TOTAL,Y15-74,POP,PL,2003-01-01,29139
THS,T,TOTAL,Y15-74,POP,PL,2004-01-01,29138
THS,T,TOTAL,Y15-74,POP,PL,2005-01-01,29188
THS,T,TOTAL,Y15-74,POP,PL,2006-01-01,
THS,T,TOTAL,Y15-74,POP,PL,2007-01-01,29212
THS,T,TOTAL,Y15-74,POP,PL,2008-01-01,29090
THS,T,TOTAL,Y15-74,POP,PL,2009-01-01,29104
THS,T,TOTAL,Y15-74,POP,PL,2010-01-01,28609
THS,T,TOTAL,Y15-74,POP,PL,2011-01-01,28605
THS,T,TOTAL,Y15-74,POP,PL,2012-01-01,
THS,T,TOTAL,Y15-74,POP,PL,2013-01-01,
THS,T,TOTAL,Y15-74,POP,PL,2014-01-01,28451
THS,T,TOTAL,Y15-74,POP,PL,2015-01-01,28410
THS,T,TOTAL,Y15-74,POP,PL,2016-01-01,28081
THS,T,TOTAL,Y15-74,POP,PL,2017-01-01,27982
THS,T,TOTAL,Y15-74,POP,PT,1995-01-01,7639
THS,T,TOTAL,Y15-74,POP,PT,1996-01-01,7703
THS,T,TOTAL,Y15-74,POP,PT,1997-01-01,7743
THS,T,TOTAL,Y15-74,POP,PT,1998-01-01,7792
THS,T,TOTAL,Y15-74,POP,PT,1999-01-01,7845
THS,T,TOTAL,Y15-74,POP,PT,2000-01-01,7902
THS,T,TOTAL,Y15-74,POP,PT,2001-01-01,7954
THS,T,TOTAL,Y15-74,POP,PT,2002-01-01,7995
THS,T,TOTAL,Y15-74,POP,PT,2003-01-01,8014
THS,T,TOTAL,Y15-74,POP,PT,2004-01-01,8027
THS,T,TOTAL,Y15-74,POP,PT,2005-01-01,8036
THS,T,TOTAL,Y15-74,POP,PT,2006-01-01,
THS,T,TOTAL,Y15-74,POP,PT,2007-01-01,8046
THS,T,TOTAL,Y15-74,POP,PT,2008-01-01,8047
THS,T,TOTAL,Y15-74,POP,PT,2009-01-01,8044
THS,T,TOTAL,Y15-74,POP,PT,2010-01-01,8036
THS,T,TOTAL,Y15-74,POP,PT,2011-01-01,8009
THS,T,TOTAL,Y15-74,POP,PT,2012-01-01,
THS,T,TOTAL,Y15-74,POP,PT,2013-01-01,
THS,T,TOTAL,Y15-74,POP,PT,2014-01-01,7859
THS,T,TOTAL,Y15-74,POP,PT,2015-01-01,7825
THS,T,TOTAL,Y15-74,POP,PT,2016-01-01,7804
THS,T,TOTAL,Y15-74,POP,PT,2017-01-01,7789
THS,T,TOTAL,Y15-74,POP,RO,1995-01-01,
THS,T,TOTAL,Y15-74,POP,RO,1996-01-01,
THS,T,TOTAL,Y15-74,POP,RO,1997-01-01,17096
THS,T,TOTAL,Y15-74,POP,RO,1998-01-01,17162
THS,T,TOTAL,Y15-74,POP,RO,1999-01-01,17172
THS,T,TOTAL,Y15-74,POP,RO,2000-01-01,17208
THS,T,TOTAL,Y15-74,POP,RO,2001-01-01,17277
THS,T,TOTAL,Y15-74,POP,RO,2002-01-01,17335
THS,T,TOTAL,Y15-74,POP,RO,2003-01-01,16922
THS,T,TOTAL,Y15-74,POP,RO,2004-01-01,16954
THS,T,TOTAL,Y15-74,POP,RO,2005-01-01,17019
THS,T,TOTAL,Y15-74,POP,RO,2006-01-01,
THS,T,TOTAL,Y15-74,POP,RO,2007-01-01,16983
THS,T,TOTAL,Y15-74,POP,RO,2008-01-01,16934
THS,T,TOTAL,Y15-74,POP,RO,2009-01-01,16885
THS,T,TOTAL,Y15-74,POP,RO,2010-01-01,15607
THS,T,TOTAL,Y15-74,POP,RO,2011-01-01,15522
THS,T,TOTAL,Y15-74,POP,RO,2012-01-01,
THS,T,TOTAL,Y15-74,POP,RO,2013-01-01,
THS,T,TOTAL,Y15-74,POP,RO,2014-01-01,15304
THS,T,TOTAL,Y15-74,POP,RO,2015-01-01,15225
THS,T,TOTAL,Y15-74,POP,RO,2016-01-01,15142
THS,T,TOTAL,Y15-74,POP,RO,2017-01-01,15026
THS,T,TOTAL,Y15-74,POP,SE,1995-01-01,6435
THS,T,TOTAL,Y15-74,POP,SE,1996-01-01,6431
THS,T,TOTAL,Y15-74,POP,SE,1997-01-01,6428
THS,T,TOTAL,Y15-74,POP,SE,1998-01-01,6428
THS,T,TOTAL,Y15-74,POP,SE,1999-01-01,6429
THS,T,TOTAL,Y15-74,POP,SE,2000-01-01,6439
THS,T,TOTAL,Y15-74,POP,SE,2001-01-01,6474
THS,T,TOTAL,Y15-74,POP,SE,2002-01-01,6508
THS,T,TOTAL,Y15-74,POP,SE,2003-01-01,6550
THS,T,TOTAL,Y15-74,POP,SE,2004-01-01,6596
THS,T,TOTAL,Y15-74,POP,SE,2005-01-01,6657
THS,T,TOTAL,Y15-74,POP,SE,2006-01-01,
THS,T,TOTAL,Y15-74,POP,SE,2007-01-01,6797
THS,T,TOTAL,Y15-74,POP,SE,2008-01-01,6873
THS,T,TOTAL,Y15-74,POP,SE,2009-01-01,6950
THS,T,TOTAL,Y15-74,POP,SE,2010-01-01,7017
THS,T,TOTAL,Y15-74,POP,SE,2011-01-01,7073
THS,T,TOTAL,Y15-74,POP,SE,2012-01-01,
THS,T,TOTAL,Y15-74,POP,SE,2013-01-01,
THS,T,TOTAL,Y15-74,POP,SE,2014-01-01,7205
THS,T,TOTAL,Y15-74,POP,SE,2015-01-01,7257
THS,T,TOTAL,Y15-74,POP,SE,2016-01-01,7322
THS,T,TOTAL,Y15-74,POP,SE,2017-01-01,7402
THS,T,TOTAL,Y15-74,POP,SI,1995-01-01,
THS,T,TOTAL,Y15-74,POP,SI,1996-01-01,1548
THS,T,TOTAL,Y15-74,POP,SI,1997-01-01,1553
THS,T,TOTAL,Y15-74,POP,SI,1998-01-01,1550
THS,T,TOTAL,Y15-74,POP,SI,1999-01-01,1560
THS,T,TOTAL,Y15-74,POP,SI,2000-01-01,1575
THS,T,TOTAL,Y15-74,POP,SI,2001-01-01,1577
THS,T,TOTAL,Y15-74,POP,SI,2002-01-01,1579
THS,T,TOTAL,Y15-74,POP,SI,2003-01-01,1583
THS,T,TOTAL,Y15-74,POP,SI,2004-01-01,1592
THS,T,TOTAL,Y15-74,POP,SI,2005-01-01,1591
THS,T,TOTAL,Y15-74,POP,SI,2006-01-01,
THS,T,TOTAL,Y15-74,POP,SI,2007-01-01,1601
THS,T,TOTAL,Y15-74,POP,SI,2008-01-01,1612
THS,T,TOTAL,Y15-74,POP,SI,2009-01-01,1607
THS,T,TOTAL,Y15-74,POP,SI,2010-01-01,1610
THS,T,TOTAL,Y15-74,POP,SI,2011-01-01,1606
THS,T,TOTAL,Y15-74,POP,SI,2012-01-01,
THS,T,TOTAL,Y15-74,POP,SI,2013-01-01,
THS,T,TOTAL,Y15-74,POP,SI,2014-01-01,1589
THS,T,TOTAL,Y15-74,POP,SI,2015-01-01,1585
THS,T,TOTAL,Y15-74,POP,SI,2016-01-01,1580
THS,T,TOTAL,Y15-74,POP,SI,2017-01-01,1577
THS,T,TOTAL,Y15-74,POP,SK,1995-01-01,
THS,T,TOTAL,Y15-74,POP,SK,1996-01-01,
THS,T,TOTAL,Y15-74,POP,SK,1997-01-01,
THS,T,TOTAL,Y15-74,POP,SK,1998-01-01,4009
THS,T,TOTAL,Y15-74,POP,SK,1999-01-01,4039
THS,T,TOTAL,Y15-74,POP,SK,2000-01-01,4072
THS,T,TOTAL,Y15-74,POP,SK,2001-01-01,4098
THS,T,TOTAL,Y15-74,POP,SK,2002-01-01,4106
THS,T,TOTAL,Y15-74,POP,SK,2003-01-01,4111
THS,T,TOTAL,Y15-74,POP,SK,2004-01-01,4143
THS,T,TOTAL,Y15-74,POP,SK,2005-01-01,4189
THS,T,TOTAL,Y15-74,POP,SK,2006-01-01,
THS,T,TOTAL,Y15-74,POP,SK,2007-01-01,4239
THS,T,TOTAL,Y15-74,POP,SK,2008-01-01,4260
THS,T,TOTAL,Y15-74,POP,SK,2009-01-01,4289
THS,T,TOTAL,Y15-74,POP,SK,2010-01-01,4305
THS,T,TOTAL,Y15-74,POP,SK,2011-01-01,4271
THS,T,TOTAL,Y15-74,POP,SK,2012-01-01,
THS,T,TOTAL,Y15-74,POP,SK,2013-01-01,
THS,T,TOTAL,Y15-74,POP,SK,2014-01-01,4286
THS,T,TOTAL,Y15-74,POP,SK,2015-01-01,4285
THS,T,TOTAL,Y15-74,POP,SK,2016-01-01,4281
THS,T,TOTAL,Y15-74,POP,SK,2017-01-01,4274
THS,T,TOTAL,Y15-74,POP,UK,1995-01-01,42566
THS,T,TOTAL,Y15-74,POP,UK,1996-01-01,42644
THS,T,TOTAL,Y15-74,POP,UK,1997-01-01,42688
THS,T,TOTAL,Y15-74,POP,UK,1998-01-01,42796
THS,T,TOTAL,Y15-74,POP,UK,1999-01-01,42422
THS,T,TOTAL,Y15-74,POP,UK,2000-01-01,42636
THS,T,TOTAL,Y15-74,POP,UK,2001-01-01,42901
THS,T,TOTAL,Y15-74,POP,UK,2002-01-01,43167
THS,T,TOTAL,Y15-74,POP,UK,2003-01-01,43476
THS,T,TOTAL,Y15-74,POP,UK,2004-01-01,43768
THS,T,TOTAL,Y15-74,POP,UK,2005-01-01,44230
THS,T,TOTAL,Y15-74,POP,UK,2006-01-01,
THS,T,TOTAL,Y15-74,POP,UK,2007-01-01,45056
THS,T,TOTAL,Y15-74,POP,UK,2008-01-01,45437
THS,T,TOTAL,Y15-74,POP,UK,2009-01-01,45777
THS,T,TOTAL,Y15-74,POP,UK,2010-01-01,46124
THS,T,TOTAL,Y15-74,POP,UK,2011-01-01,46482
THS,T,TOTAL,Y15-74,POP,UK,2012-01-01,
THS,T,TOTAL,Y15-74,POP,UK,2013-01-01,
THS,T,TOTAL,Y15-74,POP,UK,2014-01-01,47256
THS,T,TOTAL,Y15-74,POP,UK,2015-01-01,47568
THS,T,TOTAL,Y15-74,POP,UK,2016-01-01,47819
THS,T,TOTAL,Y15-74,POP,UK,2017-01-01,48042
