sex,age,unit,isced11,geo\time,date,value
T,Y25-64,PC,ED3-8,SE,2009-01-01,80.7 
T,Y25-64,PC,ED3-8,SE,2010-01-01,81.2 
T,Y25-64,PC,ED3-8,SE,2011-01-01,81.6 
T,Y25-64,PC,ED3-8,SE,2012-01-01,82.4
T,Y25-64,PC,ED3-8,SE,2013-01-01,83.2 
T,Y25-64,PC,ED3-8,SE,2014-01-01,83.7 b
T,Y25-64,PC,ED3-8,SE,2015-01-01,84.3 
T,Y25-64,PC,ED3-8,SE,2016-01-01,85.0 
T,Y25-64,PC,ED3-8,SE,2017-01-01,85.3 
T,Y25-64,PC,ED3-8,SI,2005-01-01,80.3 
T,Y25-64,PC,ED3-8,SI,2006-01-01,81.6 
T,Y25-64,PC,ED3-8,SI,2007-01-01,81.8 
T,Y25-64,PC,ED3-8,SI,2008-01-01,82.0 
T,Y25-64,PC,ED3-8,SI,2009-01-01,83.3 
T,Y25-64,PC,ED3-8,SI,2010-01-01,83.3 
T,Y25-64,PC,ED3-8,SI,2011-01-01,84.5 
T,Y25-64,PC,ED3-8,SI,2012-01-01,85.0
T,Y25-64,PC,ED3-8,SI,2013-01-01,85.5 
T,Y25-64,PC,ED3-8,SI,2014-01-01,85.7 b
T,Y25-64,PC,ED3-8,SI,2015-01-01,86.8 
T,Y25-64,PC,ED3-8,SI,2016-01-01,87.3 
T,Y25-64,PC,ED3-8,SI,2017-01-01,87.9 
T,Y25-64,PC,ED3-8,SK,2005-01-01,87.9 
T,Y25-64,PC,ED3-8,SK,2006-01-01,88.8 
T,Y25-64,PC,ED3-8,SK,2007-01-01,89.1 
T,Y25-64,PC,ED3-8,SK,2008-01-01,89.9 
T,Y25-64,PC,ED3-8,SK,2009-01-01,90.9 
T,Y25-64,PC,ED3-8,SK,2010-01-01,91.0 
T,Y25-64,PC,ED3-8,SK,2011-01-01,91.3 b
T,Y25-64,PC,ED3-8,SK,2012-01-01,91.7
T,Y25-64,PC,ED3-8,SK,2013-01-01,91.9 
T,Y25-64,PC,ED3-8,SK,2014-01-01,91.0 b
T,Y25-64,PC,ED3-8,SK,2015-01-01,91.4 
T,Y25-64,PC,ED3-8,SK,2016-01-01,91.9 
T,Y25-64,PC,ED3-8,SK,2017-01-01,91.4 
T,Y25-64,PC,ED3-8,TR,2005-01-01,: 
T,Y25-64,PC,ED3-8,TR,2006-01-01,26.1 
T,Y25-64,PC,ED3-8,TR,2007-01-01,26.6 
T,Y25-64,PC,ED3-8,TR,2008-01-01,27.4 
T,Y25-64,PC,ED3-8,TR,2009-01-01,28.2 
T,Y25-64,PC,ED3-8,TR,2010-01-01,28.4 
T,Y25-64,PC,ED3-8,TR,2011-01-01,29.2 
T,Y25-64,PC,ED3-8,TR,2012-01-01,30.9
T,Y25-64,PC,ED3-8,TR,2013-01-01,31.9 
T,Y25-64,PC,ED3-8,TR,2014-01-01,32.6 b
T,Y25-64,PC,ED3-8,TR,2015-01-01,34.2 
T,Y25-64,PC,ED3-8,TR,2016-01-01,35.6 
T,Y25-64,PC,ED3-8,TR,2017-01-01,36.4 
T,Y25-64,PC,ED3-8,UK,2005-01-01,71.8 
T,Y25-64,PC,ED3-8,UK,2006-01-01,72.7 
T,Y25-64,PC,ED3-8,UK,2007-01-01,73.4 b
T,Y25-64,PC,ED3-8,UK,2008-01-01,73.4 b
T,Y25-64,PC,ED3-8,UK,2009-01-01,74.5 
T,Y25-64,PC,ED3-8,UK,2010-01-01,76.1 b
T,Y25-64,PC,ED3-8,UK,2011-01-01,76.4 b
T,Y25-64,PC,ED3-8,UK,2012-01-01,77.9
T,Y25-64,PC,ED3-8,UK,2013-01-01,78.3 
T,Y25-64,PC,ED3-8,UK,2014-01-01,79.2 b
T,Y25-64,PC,ED3-8,UK,2015-01-01,79.7 
T,Y25-64,PC,ED3-8,UK,2016-01-01,79.5 
T,Y25-64,PC,ED3-8,UK,2017-01-01,80.1 
