sex,unit,indic_il,age,geotime,date,value
T,PC,LI_R_MD60,TOTAL,PL,2013-01-01,17.3
T,PC,LI_R_MD60,TOTAL,PL,2014-01-01,17.0
T,PC,LI_R_MD60,TOTAL,PL,2015-01-01,17.6
T,PC,LI_R_MD60,TOTAL,PL,2016-01-01,17.3
T,PC,LI_R_MD60,TOTAL,PL,2017-01-01,15.0
T,PC,LI_R_MD60,TOTAL,PT,1995-01-01,23.0
T,PC,LI_R_MD60,TOTAL,PT,1996-01-01,21.0
T,PC,LI_R_MD60,TOTAL,PT,1997-01-01,22.0
T,PC,LI_R_MD60,TOTAL,PT,1998-01-01,21.0
T,PC,LI_R_MD60,TOTAL,PT,1999-01-01,21.0
T,PC,LI_R_MD60,TOTAL,PT,2000-01-01,21.0
T,PC,LI_R_MD60,TOTAL,PT,2001-01-01,20.0
T,PC,LI_R_MD60,TOTAL,PT,2002-01-01,20.0
T,PC,LI_R_MD60,TOTAL,PT,2003-01-01,
T,PC,LI_R_MD60,TOTAL,PT,2004-01-01,20.4
T,PC,LI_R_MD60,TOTAL,PT,2005-01-01,19.4
T,PC,LI_R_MD60,TOTAL,PT,2006-01-01,18.5
T,PC,LI_R_MD60,TOTAL,PT,2007-01-01,18.1
T,PC,LI_R_MD60,TOTAL,PT,2008-01-01,18.5
T,PC,LI_R_MD60,TOTAL,PT,2009-01-01,17.9
T,PC,LI_R_MD60,TOTAL,PT,2010-01-01,17.9
T,PC,LI_R_MD60,TOTAL,PT,2011-01-01,18.0
T,PC,LI_R_MD60,TOTAL,PT,2012-01-01,17.9
T,PC,LI_R_MD60,TOTAL,PT,2013-01-01,18.7
T,PC,LI_R_MD60,TOTAL,PT,2014-01-01,19.5
T,PC,LI_R_MD60,TOTAL,PT,2015-01-01,19.5
T,PC,LI_R_MD60,TOTAL,PT,2016-01-01,19.0
T,PC,LI_R_MD60,TOTAL,PT,2017-01-01,18.3
T,PC,LI_R_MD60,TOTAL,RO,1995-01-01,
T,PC,LI_R_MD60,TOTAL,RO,1996-01-01,
T,PC,LI_R_MD60,TOTAL,RO,1997-01-01,
T,PC,LI_R_MD60,TOTAL,RO,1998-01-01,
T,PC,LI_R_MD60,TOTAL,RO,1999-01-01,
T,PC,LI_R_MD60,TOTAL,RO,2000-01-01,17.0
T,PC,LI_R_MD60,TOTAL,RO,2001-01-01,17.0
T,PC,LI_R_MD60,TOTAL,RO,2002-01-01,18.0
T,PC,LI_R_MD60,TOTAL,RO,2003-01-01,
T,PC,LI_R_MD60,TOTAL,RO,2004-01-01,
T,PC,LI_R_MD60,TOTAL,RO,2005-01-01,
T,PC,LI_R_MD60,TOTAL,RO,2006-01-01,
T,PC,LI_R_MD60,TOTAL,RO,2007-01-01,24.6
T,PC,LI_R_MD60,TOTAL,RO,2008-01-01,23.6
T,PC,LI_R_MD60,TOTAL,RO,2009-01-01,22.1
T,PC,LI_R_MD60,TOTAL,RO,2010-01-01,21.6
T,PC,LI_R_MD60,TOTAL,RO,2011-01-01,22.3
T,PC,LI_R_MD60,TOTAL,RO,2012-01-01,22.9
T,PC,LI_R_MD60,TOTAL,RO,2013-01-01,23.0
T,PC,LI_R_MD60,TOTAL,RO,2014-01-01,25.1
T,PC,LI_R_MD60,TOTAL,RO,2015-01-01,25.4
T,PC,LI_R_MD60,TOTAL,RO,2016-01-01,25.3
T,PC,LI_R_MD60,TOTAL,RO,2017-01-01,23.6
T,PC,LI_R_MD60,TOTAL,SE,1995-01-01,
T,PC,LI_R_MD60,TOTAL,SE,1996-01-01,
T,PC,LI_R_MD60,TOTAL,SE,1997-01-01,8.0
T,PC,LI_R_MD60,TOTAL,SE,1998-01-01,
T,PC,LI_R_MD60,TOTAL,SE,1999-01-01,8.0
T,PC,LI_R_MD60,TOTAL,SE,2000-01-01,
T,PC,LI_R_MD60,TOTAL,SE,2001-01-01,9.0
T,PC,LI_R_MD60,TOTAL,SE,2002-01-01,11.0
T,PC,LI_R_MD60,TOTAL,SE,2003-01-01,
T,PC,LI_R_MD60,TOTAL,SE,2004-01-01,11.3
T,PC,LI_R_MD60,TOTAL,SE,2005-01-01,9.5
T,PC,LI_R_MD60,TOTAL,SE,2006-01-01,12.3
T,PC,LI_R_MD60,TOTAL,SE,2007-01-01,10.5
T,PC,LI_R_MD60,TOTAL,SE,2008-01-01,13.5
T,PC,LI_R_MD60,TOTAL,SE,2009-01-01,14.4
T,PC,LI_R_MD60,TOTAL,SE,2010-01-01,14.8
T,PC,LI_R_MD60,TOTAL,SE,2011-01-01,15.4
T,PC,LI_R_MD60,TOTAL,SE,2012-01-01,15.2
T,PC,LI_R_MD60,TOTAL,SE,2013-01-01,16.0
T,PC,LI_R_MD60,TOTAL,SE,2014-01-01,15.6
T,PC,LI_R_MD60,TOTAL,SE,2015-01-01,16.3
T,PC,LI_R_MD60,TOTAL,SE,2016-01-01,16.2
T,PC,LI_R_MD60,TOTAL,SE,2017-01-01,15.8
T,PC,LI_R_MD60,TOTAL,SI,1995-01-01,
T,PC,LI_R_MD60,TOTAL,SI,1996-01-01,
T,PC,LI_R_MD60,TOTAL,SI,1997-01-01,
T,PC,LI_R_MD60,TOTAL,SI,1998-01-01,
T,PC,LI_R_MD60,TOTAL,SI,1999-01-01,
T,PC,LI_R_MD60,TOTAL,SI,2000-01-01,11.0
T,PC,LI_R_MD60,TOTAL,SI,2001-01-01,11.0
T,PC,LI_R_MD60,TOTAL,SI,2002-01-01,10.0
T,PC,LI_R_MD60,TOTAL,SI,2003-01-01,
T,PC,LI_R_MD60,TOTAL,SI,2004-01-01,
T,PC,LI_R_MD60,TOTAL,SI,2005-01-01,12.2
T,PC,LI_R_MD60,TOTAL,SI,2006-01-01,11.6
T,PC,LI_R_MD60,TOTAL,SI,2007-01-01,11.5
T,PC,LI_R_MD60,TOTAL,SI,2008-01-01,12.3
T,PC,LI_R_MD60,TOTAL,SI,2009-01-01,11.3
T,PC,LI_R_MD60,TOTAL,SI,2010-01-01,12.7
T,PC,LI_R_MD60,TOTAL,SI,2011-01-01,13.6
T,PC,LI_R_MD60,TOTAL,SI,2012-01-01,13.5
T,PC,LI_R_MD60,TOTAL,SI,2013-01-01,14.5
T,PC,LI_R_MD60,TOTAL,SI,2014-01-01,14.5
T,PC,LI_R_MD60,TOTAL,SI,2015-01-01,14.3
T,PC,LI_R_MD60,TOTAL,SI,2016-01-01,13.9
T,PC,LI_R_MD60,TOTAL,SI,2017-01-01,13.3
T,PC,LI_R_MD60,TOTAL,SK,1995-01-01,
T,PC,LI_R_MD60,TOTAL,SK,1996-01-01,
T,PC,LI_R_MD60,TOTAL,SK,1997-01-01,
T,PC,LI_R_MD60,TOTAL,SK,1998-01-01,
T,PC,LI_R_MD60,TOTAL,SK,1999-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2000-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2001-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2002-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2003-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2004-01-01,
T,PC,LI_R_MD60,TOTAL,SK,2005-01-01,13.3
T,PC,LI_R_MD60,TOTAL,SK,2006-01-01,11.6
T,PC,LI_R_MD60,TOTAL,SK,2007-01-01,10.6
T,PC,LI_R_MD60,TOTAL,SK,2008-01-01,10.9
T,PC,LI_R_MD60,TOTAL,SK,2009-01-01,11.0
T,PC,LI_R_MD60,TOTAL,SK,2010-01-01,12.0
T,PC,LI_R_MD60,TOTAL,SK,2011-01-01,13.0
T,PC,LI_R_MD60,TOTAL,SK,2012-01-01,13.2
T,PC,LI_R_MD60,TOTAL,SK,2013-01-01,12.8
T,PC,LI_R_MD60,TOTAL,SK,2014-01-01,12.6
T,PC,LI_R_MD60,TOTAL,SK,2015-01-01,12.3
T,PC,LI_R_MD60,TOTAL,SK,2016-01-01,12.7
T,PC,LI_R_MD60,TOTAL,SK,2017-01-01,12.4
T,PC,LI_R_MD60,TOTAL,UK,1995-01-01,20.0
T,PC,LI_R_MD60,TOTAL,UK,1996-01-01,18.0
T,PC,LI_R_MD60,TOTAL,UK,1997-01-01,18.0
T,PC,LI_R_MD60,TOTAL,UK,1998-01-01,19.0
T,PC,LI_R_MD60,TOTAL,UK,1999-01-01,19.0
T,PC,LI_R_MD60,TOTAL,UK,2000-01-01,19.0
T,PC,LI_R_MD60,TOTAL,UK,2001-01-01,18.0
T,PC,LI_R_MD60,TOTAL,UK,2002-01-01,18.0
T,PC,LI_R_MD60,TOTAL,UK,2003-01-01,
T,PC,LI_R_MD60,TOTAL,UK,2004-01-01,
T,PC,LI_R_MD60,TOTAL,UK,2005-01-01,19.0
T,PC,LI_R_MD60,TOTAL,UK,2006-01-01,19.0
T,PC,LI_R_MD60,TOTAL,UK,2007-01-01,18.6
T,PC,LI_R_MD60,TOTAL,UK,2008-01-01,18.7
T,PC,LI_R_MD60,TOTAL,UK,2009-01-01,17.3
T,PC,LI_R_MD60,TOTAL,UK,2010-01-01,17.1
T,PC,LI_R_MD60,TOTAL,UK,2011-01-01,16.2
T,PC,LI_R_MD60,TOTAL,UK,2012-01-01,16.0
T,PC,LI_R_MD60,TOTAL,UK,2013-01-01,15.9
T,PC,LI_R_MD60,TOTAL,UK,2014-01-01,16.8
T,PC,LI_R_MD60,TOTAL,UK,2015-01-01,16.6
T,PC,LI_R_MD60,TOTAL,UK,2016-01-01,15.9
T,PC,LI_R_MD60,TOTAL,UK,2017-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,1998-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,1999-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2000-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2001-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2003-01-01,1.2
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2004-01-01,1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2005-01-01,0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2006-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2007-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2008-01-01,2.6
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2009-01-01,1.9
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2010-01-01,2.7
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2011-01-01,-0.7
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2012-01-01,-0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2013-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2014-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2015-01-01,-0.5
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2016-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,AT,2017-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,1998-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,1999-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2000-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2001-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2003-01-01,2.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2004-01-01,1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2005-01-01,1.8
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2006-01-01,-0.7
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2007-01-01,0.9
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2008-01-01,-0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2009-01-01,-0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2010-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2011-01-01,0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2012-01-01,0.7
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2013-01-01,0.5
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2014-01-01,0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2015-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2016-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BE,2017-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2006-01-01,4.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2007-01-01,6.0
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2008-01-01,7.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2009-01-01,3.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2010-01-01,-1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2011-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2012-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2013-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2014-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2015-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2016-01-01,1.9
T,PPCH_3Y,LI_R_MD60,TOTAL,BG,2017-01-01,1.6
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2007-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2008-01-01,-0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2009-01-01,0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2010-01-01,0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2011-01-01,-1.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2012-01-01,-1.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2013-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2014-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2015-01-01,1.5
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2016-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,CY,2017-01-01,1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2007-01-01,1.6
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2008-01-01,-1.4
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2009-01-01,-1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2010-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2011-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2012-01-01,1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2013-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2014-01-01,-0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2015-01-01,0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2016-01-01,1.1
T,PPCH_3Y,LI_R_MD60,TOTAL,CZ,2017-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,1998-01-01,-4.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,1999-01-01,-3.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2000-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2001-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2005-01-01,1.2
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2006-01-01,2.5
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2007-01-01,4.2
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2008-01-01,3.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2009-01-01,3.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2010-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2011-01-01,0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2012-01-01,0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2013-01-01,0.5
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2014-01-01,0.9
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2015-01-01,0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2016-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,DE,2017-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2001-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2003-01-01,1.7
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2004-01-01,0.9
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2005-01-01,1.8
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2006-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2007-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2008-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2009-01-01,1.4
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2010-01-01,1.6
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2011-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2012-01-01,-1.1
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2013-01-01,-1.4
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2014-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2015-01-01,0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2016-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,DK,2017-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2004-01-01,2.2
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2005-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2006-01-01,0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2007-01-01,-0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2008-01-01,1.2
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2009-01-01,1.4
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2010-01-01,-3.6
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2011-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2012-01-01,-2.2
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2013-01-01,2.8
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2014-01-01,4.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2015-01-01,4.1
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2016-01-01,3.1
T,PPCH_3Y,LI_R_MD60,TOTAL,EE,2017-01-01,-0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,1998-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,1999-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2000-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2001-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2003-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2004-01-01,-0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2005-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2006-01-01,-0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2007-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2008-01-01,0.5
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2009-01-01,-0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2010-01-01,-0.2
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2011-01-01,1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2012-01-01,3.4
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2013-01-01,3.0
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2014-01-01,0.7
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2015-01-01,-1.7
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2016-01-01,-1.9
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2017-01-01,-1.9
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1998-01-01,-1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1999-01-01,1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2000-01-01,-2.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2001-01-01,1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2002-01-01,0.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2004-01-01,2.1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2005-01-01,1.1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2006-01-01,1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2007-01-01,-0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2008-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2009-01-01,0.1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2010-01-01,1.0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2011-01-01,0.8
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2012-01-01,0.4
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2013-01-01,-0.3
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2014-01-01,1.6
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2015-01-01,1.3
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2016-01-01,1.9
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2017-01-01,-0.6
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1998-01-01,
