worktime,age,unit,sex,geotime,date,value
TEMP,Y20-64,PC_EMP,T,RO,2010-01-01,0
TEMP,Y20-64,PC_EMP,T,RO,2011-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2012-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2013-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2014-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2015-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2016-01-01,1
TEMP,Y20-64,PC_EMP,T,RO,2017-01-01,0
TEMP,Y20-64,PC_EMP,T,SE,2005-01-01,12
TEMP,Y20-64,PC_EMP,T,SE,2006-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2007-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2008-01-01,12
TEMP,Y20-64,PC_EMP,T,SE,2009-01-01,11
TEMP,Y20-64,PC_EMP,T,SE,2010-01-01,12
TEMP,Y20-64,PC_EMP,T,SE,2011-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2012-01-01,12
TEMP,Y20-64,PC_EMP,T,SE,2013-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2014-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2015-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2016-01-01,13
TEMP,Y20-64,PC_EMP,T,SE,2017-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2005-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2006-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2007-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2008-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2009-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2010-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2011-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2012-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2013-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2014-01-01,13
TEMP,Y20-64,PC_EMP,T,SI,2015-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2016-01-01,14
TEMP,Y20-64,PC_EMP,T,SI,2017-01-01,14
TEMP,Y20-64,PC_EMP,T,SK,2005-01-01,4
TEMP,Y20-64,PC_EMP,T,SK,2006-01-01,4
TEMP,Y20-64,PC_EMP,T,SK,2007-01-01,4
TEMP,Y20-64,PC_EMP,T,SK,2008-01-01,3
TEMP,Y20-64,PC_EMP,T,SK,2009-01-01,3
TEMP,Y20-64,PC_EMP,T,SK,2010-01-01,4
TEMP,Y20-64,PC_EMP,T,SK,2011-01-01,5
TEMP,Y20-64,PC_EMP,T,SK,2012-01-01,5
TEMP,Y20-64,PC_EMP,T,SK,2013-01-01,5
TEMP,Y20-64,PC_EMP,T,SK,2014-01-01,7
TEMP,Y20-64,PC_EMP,T,SK,2015-01-01,8
TEMP,Y20-64,PC_EMP,T,SK,2016-01-01,8
TEMP,Y20-64,PC_EMP,T,SK,2017-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2005-01-01,
TEMP,Y20-64,PC_EMP,T,TR,2006-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2007-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2008-01-01,6
TEMP,Y20-64,PC_EMP,T,TR,2009-01-01,6
TEMP,Y20-64,PC_EMP,T,TR,2010-01-01,6
TEMP,Y20-64,PC_EMP,T,TR,2011-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2012-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2013-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2014-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2015-01-01,7
TEMP,Y20-64,PC_EMP,T,TR,2016-01-01,8
TEMP,Y20-64,PC_EMP,T,TR,2017-01-01,8
TEMP,Y20-64,PC_EMP,T,UK,2005-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2006-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2007-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2008-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2009-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2010-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2011-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2012-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2013-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2014-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2015-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2016-01-01,4
TEMP,Y20-64,PC_EMP,T,UK,2017-01-01,4
