sex,age,typtrai,wstatus,unit,geotime,date,value
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2000-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2001-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2002-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2003-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2004-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2005-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2006-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2007-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2008-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2009-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2010-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2011-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2013-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2014-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2015-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2016-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,LU,2017-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2002-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2003-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2004-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2005-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2009-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2010-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2011-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2013-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2014-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2015-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2016-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,LV,2017-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2002-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2003-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2004-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2005-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2006-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2007-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2008-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2009-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2010-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2011-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2013-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2014-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2015-01-01,22
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2016-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,ME,2017-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2002-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2003-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2004-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2005-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2006-01-01,40
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2007-01-01,34
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2008-01-01,31
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2009-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2010-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2011-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2013-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2014-01-01,27
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2015-01-01,29
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2016-01-01,28
M,Y15-29,NO_FED_NFE,NEMP,PC,MK,2017-01-01,26
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2000-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2001-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2002-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2003-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2004-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2005-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2008-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2009-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2010-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2011-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2013-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2014-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2015-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2016-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,MT,2017-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2000-01-01,2
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2001-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2002-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2003-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2004-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2005-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2006-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2007-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2008-01-01,3
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2009-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2010-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2011-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2013-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2014-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2015-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2016-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NL,2017-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2000-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2001-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2002-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2003-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2004-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2005-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2006-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2007-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2008-01-01,4
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2009-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2010-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2011-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2013-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2014-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2015-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2016-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,NO,2017-01-01,5
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2001-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2002-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2003-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2004-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2005-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2006-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2007-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2008-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2009-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2010-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2013-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2014-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2015-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2016-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PL,2017-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2000-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2001-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2002-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2003-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2004-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2005-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2007-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2008-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2009-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2010-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2013-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2014-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2015-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2016-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,PT,2017-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2000-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2001-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2002-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2003-01-01,19
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2004-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2005-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2006-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2007-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2008-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2009-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2010-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2011-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2013-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2014-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2015-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2016-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,RO,2017-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2000-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2001-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2002-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2003-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2004-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2005-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2006-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2007-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2008-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2009-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2010-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2011-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2013-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2014-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2015-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2016-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SE,2017-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2001-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2002-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2003-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2004-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2005-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2006-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2007-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2008-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2009-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2010-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2011-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2013-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2014-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2015-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2016-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,SI,2017-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2002-01-01,23
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2003-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2004-01-01,17
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2005-01-01,15
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2006-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2007-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2008-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2009-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2010-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2011-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2013-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2014-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2015-01-01,13
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2016-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,SK,2017-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2000-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2001-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2002-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2003-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2004-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2005-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2006-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2007-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2008-01-01,20
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2009-01-01,21
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2010-01-01,18
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2011-01-01,16
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2013-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2014-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2015-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2016-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,TR,2017-01-01,14
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2000-01-01,8
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2001-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2002-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2003-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2004-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2005-01-01,6
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2006-01-01,7
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2007-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2008-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2009-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2010-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2011-01-01,12
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2012-01-01,
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2013-01-01,11
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2014-01-01,10
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2015-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2016-01-01,9
M,Y15-29,NO_FED_NFE,NEMP,PC,UK,2017-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2000-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2001-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2002-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2003-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2004-01-01,10
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2005-01-01,10
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2006-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2007-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2008-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2009-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2010-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2011-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2012-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2013-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2014-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2015-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2016-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,AT,2017-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2000-01-01,17
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2001-01-01,16
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2002-01-01,16
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2003-01-01,18
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2004-01-01,16
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2005-01-01,14
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2006-01-01,12
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2007-01-01,13
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2008-01-01,12
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2009-01-01,12
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2010-01-01,13
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2011-01-01,13
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2012-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2013-01-01,14
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2014-01-01,14
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2015-01-01,14
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2016-01-01,13
T,Y15-29,NO_FED_NFE,NEMP,PC,BE,2017-01-01,12
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2000-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2001-01-01,32
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2002-01-01,31
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2003-01-01,30
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2004-01-01,28
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2005-01-01,26
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2006-01-01,23
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2007-01-01,20
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2008-01-01,18
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2009-01-01,20
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2010-01-01,23
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2011-01-01,24
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2012-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2013-01-01,25
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2014-01-01,24
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2015-01-01,22
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2016-01-01,22
T,Y15-29,NO_FED_NFE,NEMP,PC,BG,2017-01-01,18
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2000-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2001-01-01,6
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2002-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2003-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2004-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2005-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2006-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2007-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2008-01-01,6
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2009-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2010-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2011-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2012-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2013-01-01,8
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2014-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2015-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2016-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CH,2017-01-01,7
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2000-01-01,11
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2001-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2002-01-01,9
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2003-01-01,11
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2004-01-01,10
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2005-01-01,17
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2006-01-01,11
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2007-01-01,10
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2008-01-01,10
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2009-01-01,11
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2010-01-01,12
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2011-01-01,14
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2012-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2013-01-01,20
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2014-01-01,19
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2015-01-01,18
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2016-01-01,18
T,Y15-29,NO_FED_NFE,NEMP,PC,CY,2017-01-01,17
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2000-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2001-01-01,
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2002-01-01,16
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2003-01-01,17
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2004-01-01,17
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2005-01-01,16
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2006-01-01,13
T,Y15-29,NO_FED_NFE,NEMP,PC,CZ,2007-01-01,11
