age,isced11,unit,sex,geotime,date,value
Y30-34,ED5-8,PC,F,HR,2004-01-01,19.5
Y30-34,ED5-8,PC,F,HR,2005-01-01,21.3
Y30-34,ED5-8,PC,F,HR,2006-01-01,19.1
Y30-34,ED5-8,PC,F,HR,2007-01-01,21.4
Y30-34,ED5-8,PC,F,HR,2008-01-01,21.8
Y30-34,ED5-8,PC,F,HR,2009-01-01,24.3
Y30-34,ED5-8,PC,F,HR,2010-01-01,27.6
Y30-34,ED5-8,PC,F,HR,2011-01-01,28.5
Y30-34,ED5-8,PC,F,HR,2012-01-01,27.8
Y30-34,ED5-8,PC,F,HR,2013-01-01,29.7
Y30-34,ED5-8,PC,F,HR,2014-01-01,38.9
Y30-34,ED5-8,PC,F,HR,2015-01-01,38.1
Y30-34,ED5-8,PC,F,HR,2016-01-01,36.7
Y30-34,ED5-8,PC,F,HR,2017-01-01,35.4
Y30-34,ED5-8,PC,F,HU,1992-01-01,
Y30-34,ED5-8,PC,F,HU,1993-01-01,
Y30-34,ED5-8,PC,F,HU,1994-01-01,
Y30-34,ED5-8,PC,F,HU,1995-01-01,
Y30-34,ED5-8,PC,F,HU,1996-01-01,
Y30-34,ED5-8,PC,F,HU,1997-01-01,16.1
Y30-34,ED5-8,PC,F,HU,1998-01-01,15.5
Y30-34,ED5-8,PC,F,HU,1999-01-01,18.3
Y30-34,ED5-8,PC,F,HU,2000-01-01,17.1
Y30-34,ED5-8,PC,F,HU,2001-01-01,16.0
Y30-34,ED5-8,PC,F,HU,2002-01-01,16.1
Y30-34,ED5-8,PC,F,HU,2003-01-01,17.9
Y30-34,ED5-8,PC,F,HU,2004-01-01,21.5
Y30-34,ED5-8,PC,F,HU,2005-01-01,20.7
Y30-34,ED5-8,PC,F,HU,2006-01-01,23.6
Y30-34,ED5-8,PC,F,HU,2007-01-01,24.8
Y30-34,ED5-8,PC,F,HU,2008-01-01,26.6
Y30-34,ED5-8,PC,F,HU,2009-01-01,28.9
Y30-34,ED5-8,PC,F,HU,2010-01-01,30.8
Y30-34,ED5-8,PC,F,HU,2011-01-01,32.9
Y30-34,ED5-8,PC,F,HU,2012-01-01,35.1
Y30-34,ED5-8,PC,F,HU,2013-01-01,37.8
Y30-34,ED5-8,PC,F,HU,2014-01-01,40.3
Y30-34,ED5-8,PC,F,HU,2015-01-01,41.0
Y30-34,ED5-8,PC,F,HU,2016-01-01,39.6
Y30-34,ED5-8,PC,F,HU,2017-01-01,37.5
Y30-34,ED5-8,PC,F,IE,1992-01-01,19.9
Y30-34,ED5-8,PC,F,IE,1993-01-01,20.6
Y30-34,ED5-8,PC,F,IE,1994-01-01,21.8
Y30-34,ED5-8,PC,F,IE,1995-01-01,25.1
Y30-34,ED5-8,PC,F,IE,1996-01-01,28.3
Y30-34,ED5-8,PC,F,IE,1997-01-01,28.7
Y30-34,ED5-8,PC,F,IE,1998-01-01,
Y30-34,ED5-8,PC,F,IE,1999-01-01,25.0
Y30-34,ED5-8,PC,F,IE,2000-01-01,29.2
Y30-34,ED5-8,PC,F,IE,2001-01-01,32.5
Y30-34,ED5-8,PC,F,IE,2002-01-01,33.0
Y30-34,ED5-8,PC,F,IE,2003-01-01,36.3
Y30-34,ED5-8,PC,F,IE,2004-01-01,41.5
Y30-34,ED5-8,PC,F,IE,2005-01-01,42.9
Y30-34,ED5-8,PC,F,IE,2006-01-01,46.8
Y30-34,ED5-8,PC,F,IE,2007-01-01,49.3
Y30-34,ED5-8,PC,F,IE,2008-01-01,52.9
Y30-34,ED5-8,PC,F,IE,2009-01-01,55.2
Y30-34,ED5-8,PC,F,IE,2010-01-01,55.8
Y30-34,ED5-8,PC,F,IE,2011-01-01,56.2
Y30-34,ED5-8,PC,F,IE,2012-01-01,57.8
Y30-34,ED5-8,PC,F,IE,2013-01-01,58.5
Y30-34,ED5-8,PC,F,IE,2014-01-01,58.4
Y30-34,ED5-8,PC,F,IE,2015-01-01,58.2
Y30-34,ED5-8,PC,F,IE,2016-01-01,58.1
Y30-34,ED5-8,PC,F,IE,2017-01-01,58.9
Y30-34,ED5-8,PC,F,IS,1992-01-01,
Y30-34,ED5-8,PC,F,IS,1993-01-01,
Y30-34,ED5-8,PC,F,IS,1994-01-01,
Y30-34,ED5-8,PC,F,IS,1995-01-01,
Y30-34,ED5-8,PC,F,IS,1996-01-01,
Y30-34,ED5-8,PC,F,IS,1997-01-01,
Y30-34,ED5-8,PC,F,IS,1998-01-01,
Y30-34,ED5-8,PC,F,IS,1999-01-01,28.7
Y30-34,ED5-8,PC,F,IS,2000-01-01,34.2
Y30-34,ED5-8,PC,F,IS,2001-01-01,33.2
Y30-34,ED5-8,PC,F,IS,2002-01-01,33.5
Y30-34,ED5-8,PC,F,IS,2003-01-01,42.7
Y30-34,ED5-8,PC,F,IS,2004-01-01,44.8
Y30-34,ED5-8,PC,F,IS,2005-01-01,49.2
Y30-34,ED5-8,PC,F,IS,2006-01-01,42.2
Y30-34,ED5-8,PC,F,IS,2007-01-01,37.4
Y30-34,ED5-8,PC,F,IS,2008-01-01,41.3
Y30-34,ED5-8,PC,F,IS,2009-01-01,45.9
Y30-34,ED5-8,PC,F,IS,2010-01-01,47.5
Y30-34,ED5-8,PC,F,IS,2011-01-01,53.1
Y30-34,ED5-8,PC,F,IS,2012-01-01,51.2
Y30-34,ED5-8,PC,F,IS,2013-01-01,52.2
Y30-34,ED5-8,PC,F,IS,2014-01-01,52.6
Y30-34,ED5-8,PC,F,IS,2015-01-01,55.0
Y30-34,ED5-8,PC,F,IS,2016-01-01,55.8
Y30-34,ED5-8,PC,F,IS,2017-01-01,65.7
Y30-34,ED5-8,PC,F,IT,1992-01-01,8.2
Y30-34,ED5-8,PC,F,IT,1993-01-01,8.4
Y30-34,ED5-8,PC,F,IT,1994-01-01,8.5
Y30-34,ED5-8,PC,F,IT,1995-01-01,8.7
Y30-34,ED5-8,PC,F,IT,1996-01-01,9.4
Y30-34,ED5-8,PC,F,IT,1997-01-01,9.7
Y30-34,ED5-8,PC,F,IT,1998-01-01,10.5
Y30-34,ED5-8,PC,F,IT,1999-01-01,11.4
Y30-34,ED5-8,PC,F,IT,2000-01-01,12.5
Y30-34,ED5-8,PC,F,IT,2001-01-01,12.9
Y30-34,ED5-8,PC,F,IT,2002-01-01,14.2
Y30-34,ED5-8,PC,F,IT,2003-01-01,15.7
Y30-34,ED5-8,PC,F,IT,2004-01-01,18.4
Y30-34,ED5-8,PC,F,IT,2005-01-01,20.1
Y30-34,ED5-8,PC,F,IT,2006-01-01,21.1
Y30-34,ED5-8,PC,F,IT,2007-01-01,22.2
Y30-34,ED5-8,PC,F,IT,2008-01-01,23.5
Y30-34,ED5-8,PC,F,IT,2009-01-01,23.0
Y30-34,ED5-8,PC,F,IT,2010-01-01,24.2
Y30-34,ED5-8,PC,F,IT,2011-01-01,24.8
Y30-34,ED5-8,PC,F,IT,2012-01-01,26.5
Y30-34,ED5-8,PC,F,IT,2013-01-01,27.3
Y30-34,ED5-8,PC,F,IT,2014-01-01,29.1
Y30-34,ED5-8,PC,F,IT,2015-01-01,30.8
Y30-34,ED5-8,PC,F,IT,2016-01-01,32.5
Y30-34,ED5-8,PC,F,IT,2017-01-01,34.1
Y30-34,ED5-8,PC,F,LT,1992-01-01,
Y30-34,ED5-8,PC,F,LT,1993-01-01,
Y30-34,ED5-8,PC,F,LT,1994-01-01,
Y30-34,ED5-8,PC,F,LT,1995-01-01,
Y30-34,ED5-8,PC,F,LT,1996-01-01,
Y30-34,ED5-8,PC,F,LT,1997-01-01,
Y30-34,ED5-8,PC,F,LT,1998-01-01,56.0
Y30-34,ED5-8,PC,F,LT,1999-01-01,51.2
Y30-34,ED5-8,PC,F,LT,2000-01-01,47.9
Y30-34,ED5-8,PC,F,LT,2001-01-01,27.4
Y30-34,ED5-8,PC,F,LT,2002-01-01,29.6
Y30-34,ED5-8,PC,F,LT,2003-01-01,30.7
Y30-34,ED5-8,PC,F,LT,2004-01-01,35.0
Y30-34,ED5-8,PC,F,LT,2005-01-01,41.2
Y30-34,ED5-8,PC,F,LT,2006-01-01,43.4
Y30-34,ED5-8,PC,F,LT,2007-01-01,42.7
Y30-34,ED5-8,PC,F,LT,2008-01-01,48.3
Y30-34,ED5-8,PC,F,LT,2009-01-01,48.0
Y30-34,ED5-8,PC,F,LT,2010-01-01,50.8
Y30-34,ED5-8,PC,F,LT,2011-01-01,52.9
Y30-34,ED5-8,PC,F,LT,2012-01-01,56.7
Y30-34,ED5-8,PC,F,LT,2013-01-01,60.8
Y30-34,ED5-8,PC,F,LT,2014-01-01,62.7
Y30-34,ED5-8,PC,F,LT,2015-01-01,68.4
Y30-34,ED5-8,PC,F,LT,2016-01-01,68.8
Y30-34,ED5-8,PC,F,LT,2017-01-01,68.1
Y30-34,ED5-8,PC,F,LU,1992-01-01,10.2
Y30-34,ED5-8,PC,F,LU,1993-01-01,17.8
Y30-34,ED5-8,PC,F,LU,1994-01-01,24.0
Y30-34,ED5-8,PC,F,LU,1995-01-01,16.4
Y30-34,ED5-8,PC,F,LU,1996-01-01,16.3
Y30-34,ED5-8,PC,F,LU,1997-01-01,21.8
Y30-34,ED5-8,PC,F,LU,1998-01-01,
Y30-34,ED5-8,PC,F,LU,1999-01-01,20.4
Y30-34,ED5-8,PC,F,LU,2000-01-01,17.7
Y30-34,ED5-8,PC,F,LU,2001-01-01,21.7
Y30-34,ED5-8,PC,F,LU,2002-01-01,21.5
Y30-34,ED5-8,PC,F,LU,2003-01-01,16.3
Y30-34,ED5-8,PC,F,LU,2004-01-01,29.6
Y30-34,ED5-8,PC,F,LU,2005-01-01,38.5
Y30-34,ED5-8,PC,F,LU,2006-01-01,38.9
Y30-34,ED5-8,PC,F,LU,2007-01-01,38.1
Y30-34,ED5-8,PC,F,LU,2008-01-01,42.7
Y30-34,ED5-8,PC,F,LU,2009-01-01,44.9
Y30-34,ED5-8,PC,F,LU,2010-01-01,47.4
Y30-34,ED5-8,PC,F,LU,2011-01-01,47.4
Y30-34,ED5-8,PC,F,LU,2012-01-01,48.9
Y30-34,ED5-8,PC,F,LU,2013-01-01,55.6
Y30-34,ED5-8,PC,F,LU,2014-01-01,55.4
Y30-34,ED5-8,PC,F,LU,2015-01-01,57.7
Y30-34,ED5-8,PC,F,LU,2016-01-01,56.5
Y30-34,ED5-8,PC,F,LU,2017-01-01,55.6
Y30-34,ED5-8,PC,F,LV,1992-01-01,
Y30-34,ED5-8,PC,F,LV,1993-01-01,
Y30-34,ED5-8,PC,F,LV,1994-01-01,
Y30-34,ED5-8,PC,F,LV,1995-01-01,
Y30-34,ED5-8,PC,F,LV,1996-01-01,
Y30-34,ED5-8,PC,F,LV,1997-01-01,
Y30-34,ED5-8,PC,F,LV,1998-01-01,20.1
Y30-34,ED5-8,PC,F,LV,1999-01-01,20.6
Y30-34,ED5-8,PC,F,LV,2000-01-01,23.5
Y30-34,ED5-8,PC,F,LV,2001-01-01,19.3
Y30-34,ED5-8,PC,F,LV,2002-01-01,21.9
Y30-34,ED5-8,PC,F,LV,2003-01-01,23.3
Y30-34,ED5-8,PC,F,LV,2004-01-01,22.9
Y30-34,ED5-8,PC,F,LV,2005-01-01,24.8
Y30-34,ED5-8,PC,F,LV,2006-01-01,23.9
Y30-34,ED5-8,PC,F,LV,2007-01-01,32.0
Y30-34,ED5-8,PC,F,LV,2008-01-01,34.5
Y30-34,ED5-8,PC,F,LV,2009-01-01,40.0
Y30-34,ED5-8,PC,F,LV,2010-01-01,41.5
Y30-34,ED5-8,PC,F,LV,2011-01-01,46.7
Y30-34,ED5-8,PC,F,LV,2012-01-01,48.1
Y30-34,ED5-8,PC,F,LV,2013-01-01,53.1
Y30-34,ED5-8,PC,F,LV,2014-01-01,52.3
Y30-34,ED5-8,PC,F,LV,2015-01-01,56.5
Y30-34,ED5-8,PC,F,LV,2016-01-01,56.1
Y30-34,ED5-8,PC,F,LV,2017-01-01,56.0
Y30-34,ED5-8,PC,F,ME,1992-01-01,
Y30-34,ED5-8,PC,F,ME,1993-01-01,
Y30-34,ED5-8,PC,F,ME,1994-01-01,
Y30-34,ED5-8,PC,F,ME,1995-01-01,
Y30-34,ED5-8,PC,F,ME,1996-01-01,
Y30-34,ED5-8,PC,F,ME,1997-01-01,
Y30-34,ED5-8,PC,F,ME,1998-01-01,
Y30-34,ED5-8,PC,F,ME,1999-01-01,
Y30-34,ED5-8,PC,F,ME,2000-01-01,
Y30-34,ED5-8,PC,F,ME,2001-01-01,
Y30-34,ED5-8,PC,F,ME,2002-01-01,
Y30-34,ED5-8,PC,F,ME,2003-01-01,
Y30-34,ED5-8,PC,F,ME,2004-01-01,
Y30-34,ED5-8,PC,F,ME,2005-01-01,
Y30-34,ED5-8,PC,F,ME,2006-01-01,
Y30-34,ED5-8,PC,F,ME,2007-01-01,
Y30-34,ED5-8,PC,F,ME,2008-01-01,
Y30-34,ED5-8,PC,F,ME,2009-01-01,
Y30-34,ED5-8,PC,F,ME,2010-01-01,
Y30-34,ED5-8,PC,F,ME,2011-01-01,28.1
Y30-34,ED5-8,PC,F,ME,2012-01-01,25.5
Y30-34,ED5-8,PC,F,ME,2013-01-01,31.3
Y30-34,ED5-8,PC,F,ME,2014-01-01,31.3
Y30-34,ED5-8,PC,F,ME,2015-01-01,32.2
Y30-34,ED5-8,PC,F,ME,2016-01-01,35.9
Y30-34,ED5-8,PC,F,ME,2017-01-01,37.7
Y30-34,ED5-8,PC,F,MK,1992-01-01,
Y30-34,ED5-8,PC,F,MK,1993-01-01,
Y30-34,ED5-8,PC,F,MK,1994-01-01,
Y30-34,ED5-8,PC,F,MK,1995-01-01,
Y30-34,ED5-8,PC,F,MK,1996-01-01,
Y30-34,ED5-8,PC,F,MK,1997-01-01,
Y30-34,ED5-8,PC,F,MK,1998-01-01,
Y30-34,ED5-8,PC,F,MK,1999-01-01,
Y30-34,ED5-8,PC,F,MK,2000-01-01,
Y30-34,ED5-8,PC,F,MK,2001-01-01,
Y30-34,ED5-8,PC,F,MK,2002-01-01,
Y30-34,ED5-8,PC,F,MK,2003-01-01,
Y30-34,ED5-8,PC,F,MK,2004-01-01,
Y30-34,ED5-8,PC,F,MK,2005-01-01,
Y30-34,ED5-8,PC,F,MK,2006-01-01,12.8
Y30-34,ED5-8,PC,F,MK,2007-01-01,13.6
Y30-34,ED5-8,PC,F,MK,2008-01-01,13.1
Y30-34,ED5-8,PC,F,MK,2009-01-01,16.8
Y30-34,ED5-8,PC,F,MK,2010-01-01,18.0
Y30-34,ED5-8,PC,F,MK,2011-01-01,22.4
Y30-34,ED5-8,PC,F,MK,2012-01-01,22.6
Y30-34,ED5-8,PC,F,MK,2013-01-01,25.6
Y30-34,ED5-8,PC,F,MK,2014-01-01,28.7
Y30-34,ED5-8,PC,F,MK,2015-01-01,34.5
Y30-34,ED5-8,PC,F,MK,2016-01-01,33.8
Y30-34,ED5-8,PC,F,MK,2017-01-01,36.8
Y30-34,ED5-8,PC,F,MT,1992-01-01,
Y30-34,ED5-8,PC,F,MT,1993-01-01,
Y30-34,ED5-8,PC,F,MT,1994-01-01,
Y30-34,ED5-8,PC,F,MT,1995-01-01,
Y30-34,ED5-8,PC,F,MT,1996-01-01,
Y30-34,ED5-8,PC,F,MT,1997-01-01,
Y30-34,ED5-8,PC,F,MT,1998-01-01,
Y30-34,ED5-8,PC,F,MT,1999-01-01,
Y30-34,ED5-8,PC,F,MT,2000-01-01,
Y30-34,ED5-8,PC,F,MT,2001-01-01,13.5
Y30-34,ED5-8,PC,F,MT,2002-01-01,8.2
Y30-34,ED5-8,PC,F,MT,2003-01-01,12.6
Y30-34,ED5-8,PC,F,MT,2004-01-01,16.1
Y30-34,ED5-8,PC,F,MT,2005-01-01,17.3
Y30-34,ED5-8,PC,F,MT,2006-01-01,22.0
Y30-34,ED5-8,PC,F,MT,2007-01-01,22.5
Y30-34,ED5-8,PC,F,MT,2008-01-01,20.9
Y30-34,ED5-8,PC,F,MT,2009-01-01,23.6
Y30-34,ED5-8,PC,F,MT,2010-01-01,23.8
Y30-34,ED5-8,PC,F,MT,2011-01-01,24.2
Y30-34,ED5-8,PC,F,MT,2012-01-01,27.8
Y30-34,ED5-8,PC,F,MT,2013-01-01,32.6
Y30-34,ED5-8,PC,F,MT,2014-01-01,33.4
Y30-34,ED5-8,PC,F,MT,2015-01-01,34.4
Y30-34,ED5-8,PC,F,MT,2016-01-01,35.2
Y30-34,ED5-8,PC,F,MT,2017-01-01,35.0
Y30-34,ED5-8,PC,F,NL,1992-01-01,
Y30-34,ED5-8,PC,F,NL,1993-01-01,
Y30-34,ED5-8,PC,F,NL,1994-01-01,
Y30-34,ED5-8,PC,F,NL,1995-01-01,
Y30-34,ED5-8,PC,F,NL,1996-01-01,23.4
Y30-34,ED5-8,PC,F,NL,1997-01-01,24.1
Y30-34,ED5-8,PC,F,NL,1998-01-01,19.9
Y30-34,ED5-8,PC,F,NL,1999-01-01,23.7
Y30-34,ED5-8,PC,F,NL,2000-01-01,25.6
Y30-34,ED5-8,PC,F,NL,2001-01-01,26.9
Y30-34,ED5-8,PC,F,NL,2002-01-01,29.3
Y30-34,ED5-8,PC,F,NL,2003-01-01,32.3
Y30-34,ED5-8,PC,F,NL,2004-01-01,34.0
Y30-34,ED5-8,PC,F,NL,2005-01-01,34.7
Y30-34,ED5-8,PC,F,NL,2006-01-01,36.6
Y30-34,ED5-8,PC,F,NL,2007-01-01,37.3
Y30-34,ED5-8,PC,F,NL,2008-01-01,41.8
Y30-34,ED5-8,PC,F,NL,2009-01-01,42.6
Y30-34,ED5-8,PC,F,NL,2010-01-01,44.4
Y30-34,ED5-8,PC,F,NL,2011-01-01,44.8
Y30-34,ED5-8,PC,F,NL,2012-01-01,44.5
Y30-34,ED5-8,PC,F,NL,2013-01-01,46.4
Y30-34,ED5-8,PC,F,NL,2014-01-01,48.0
Y30-34,ED5-8,PC,F,NL,2015-01-01,49.6
Y30-34,ED5-8,PC,F,NL,2016-01-01,49.7
Y30-34,ED5-8,PC,F,NL,2017-01-01,51.8
Y30-34,ED5-8,PC,F,NO,1992-01-01,
Y30-34,ED5-8,PC,F,NO,1993-01-01,
Y30-34,ED5-8,PC,F,NO,1994-01-01,
Y30-34,ED5-8,PC,F,NO,1995-01-01,
Y30-34,ED5-8,PC,F,NO,1996-01-01,31.3
Y30-34,ED5-8,PC,F,NO,1997-01-01,33.1
Y30-34,ED5-8,PC,F,NO,1998-01-01,36.6
Y30-34,ED5-8,PC,F,NO,1999-01-01,38.8
Y30-34,ED5-8,PC,F,NO,2000-01-01,41.8
Y30-34,ED5-8,PC,F,NO,2001-01-01,46.6
Y30-34,ED5-8,PC,F,NO,2002-01-01,46.8
Y30-34,ED5-8,PC,F,NO,2003-01-01,43.9
Y30-34,ED5-8,PC,F,NO,2004-01-01,44.5
Y30-34,ED5-8,PC,F,NO,2005-01-01,44.4
Y30-34,ED5-8,PC,F,NO,2006-01-01,47.7
Y30-34,ED5-8,PC,F,NO,2007-01-01,49.6
Y30-34,ED5-8,PC,F,NO,2008-01-01,54.8
Y30-34,ED5-8,PC,F,NO,2009-01-01,56.4
Y30-34,ED5-8,PC,F,NO,2010-01-01,55.2
Y30-34,ED5-8,PC,F,NO,2011-01-01,56.4
Y30-34,ED5-8,PC,F,NO,2012-01-01,55.9
Y30-34,ED5-8,PC,F,NO,2013-01-01,59.1
Y30-34,ED5-8,PC,F,NO,2014-01-01,62.0
Y30-34,ED5-8,PC,F,NO,2015-01-01,60.9
Y30-34,ED5-8,PC,F,NO,2016-01-01,58.2
Y30-34,ED5-8,PC,F,NO,2017-01-01,55.9
Y30-34,ED5-8,PC,F,PL,1992-01-01,
Y30-34,ED5-8,PC,F,PL,1993-01-01,
Y30-34,ED5-8,PC,F,PL,1994-01-01,
Y30-34,ED5-8,PC,F,PL,1995-01-01,
Y30-34,ED5-8,PC,F,PL,1996-01-01,
Y30-34,ED5-8,PC,F,PL,1997-01-01,17.4
Y30-34,ED5-8,PC,F,PL,1998-01-01,13.6
Y30-34,ED5-8,PC,F,PL,1999-01-01,14.1
Y30-34,ED5-8,PC,F,PL,2000-01-01,14.6
Y30-34,ED5-8,PC,F,PL,2001-01-01,15.8
Y30-34,ED5-8,PC,F,PL,2002-01-01,16.7
Y30-34,ED5-8,PC,F,PL,2003-01-01,19.6
Y30-34,ED5-8,PC,F,PL,2004-01-01,23.2
Y30-34,ED5-8,PC,F,PL,2005-01-01,26.4
Y30-34,ED5-8,PC,F,PL,2006-01-01,29.0
Y30-34,ED5-8,PC,F,PL,2007-01-01,31.3
Y30-34,ED5-8,PC,F,PL,2008-01-01,35.0
Y30-34,ED5-8,PC,F,PL,2009-01-01,38.4
Y30-34,ED5-8,PC,F,PL,2010-01-01,40.4
Y30-34,ED5-8,PC,F,PL,2011-01-01,43.2
Y30-34,ED5-8,PC,F,PL,2012-01-01,46.5
Y30-34,ED5-8,PC,F,PL,2013-01-01,48.4
Y30-34,ED5-8,PC,F,PL,2014-01-01,50.2
Y30-34,ED5-8,PC,F,PL,2015-01-01,52.0
Y30-34,ED5-8,PC,F,PL,2016-01-01,53.9
Y30-34,ED5-8,PC,F,PL,2017-01-01,55.5
Y30-34,ED5-8,PC,F,PT,1992-01-01,17.7
Y30-34,ED5-8,PC,F,PT,1993-01-01,16.6
Y30-34,ED5-8,PC,F,PT,1994-01-01,17.4
Y30-34,ED5-8,PC,F,PT,1995-01-01,15.1
Y30-34,ED5-8,PC,F,PT,1996-01-01,15.3
Y30-34,ED5-8,PC,F,PT,1997-01-01,17.1
Y30-34,ED5-8,PC,F,PT,1998-01-01,12.6
Y30-34,ED5-8,PC,F,PT,1999-01-01,14.1
Y30-34,ED5-8,PC,F,PT,2000-01-01,13.4
Y30-34,ED5-8,PC,F,PT,2001-01-01,15.0
Y30-34,ED5-8,PC,F,PT,2002-01-01,16.7
Y30-34,ED5-8,PC,F,PT,2003-01-01,18.2
Y30-34,ED5-8,PC,F,PT,2004-01-01,20.2
Y30-34,ED5-8,PC,F,PT,2005-01-01,21.3
Y30-34,ED5-8,PC,F,PT,2006-01-01,23.4
Y30-34,ED5-8,PC,F,PT,2007-01-01,24.3
Y30-34,ED5-8,PC,F,PT,2008-01-01,26.1
Y30-34,ED5-8,PC,F,PT,2009-01-01,24.9
Y30-34,ED5-8,PC,F,PT,2010-01-01,29.9
Y30-34,ED5-8,PC,F,PT,2011-01-01,31.3
Y30-34,ED5-8,PC,F,PT,2012-01-01,31.0
Y30-34,ED5-8,PC,F,PT,2013-01-01,35.7
Y30-34,ED5-8,PC,F,PT,2014-01-01,38.9
Y30-34,ED5-8,PC,F,PT,2015-01-01,40.1
Y30-34,ED5-8,PC,F,PT,2016-01-01,41.6
Y30-34,ED5-8,PC,F,PT,2017-01-01,40.4
Y30-34,ED5-8,PC,F,RO,1992-01-01,
Y30-34,ED5-8,PC,F,RO,1993-01-01,
Y30-34,ED5-8,PC,F,RO,1994-01-01,
Y30-34,ED5-8,PC,F,RO,1995-01-01,
Y30-34,ED5-8,PC,F,RO,1996-01-01,
Y30-34,ED5-8,PC,F,RO,1997-01-01,12.9
Y30-34,ED5-8,PC,F,RO,1998-01-01,8.8
Y30-34,ED5-8,PC,F,RO,1999-01-01,8.6
Y30-34,ED5-8,PC,F,RO,2000-01-01,8.9
Y30-34,ED5-8,PC,F,RO,2001-01-01,9.0
Y30-34,ED5-8,PC,F,RO,2002-01-01,9.0
Y30-34,ED5-8,PC,F,RO,2003-01-01,8.3
Y30-34,ED5-8,PC,F,RO,2004-01-01,10.7
Y30-34,ED5-8,PC,F,RO,2005-01-01,12.1
Y30-34,ED5-8,PC,F,RO,2006-01-01,13.1
Y30-34,ED5-8,PC,F,RO,2007-01-01,14.3
Y30-34,ED5-8,PC,F,RO,2008-01-01,17.1
Y30-34,ED5-8,PC,F,RO,2009-01-01,18.5
Y30-34,ED5-8,PC,F,RO,2010-01-01,19.2
Y30-34,ED5-8,PC,F,RO,2011-01-01,20.6
Y30-34,ED5-8,PC,F,RO,2012-01-01,22.9
Y30-34,ED5-8,PC,F,RO,2013-01-01,24.2
Y30-34,ED5-8,PC,F,RO,2014-01-01,27.2
Y30-34,ED5-8,PC,F,RO,2015-01-01,27.2
Y30-34,ED5-8,PC,F,RO,2016-01-01,27.4
Y30-34,ED5-8,PC,F,RO,2017-01-01,28.9
Y30-34,ED5-8,PC,F,SE,1992-01-01,
Y30-34,ED5-8,PC,F,SE,1993-01-01,
Y30-34,ED5-8,PC,F,SE,1994-01-01,
Y30-34,ED5-8,PC,F,SE,1995-01-01,30.9
Y30-34,ED5-8,PC,F,SE,1996-01-01,30.2
Y30-34,ED5-8,PC,F,SE,1997-01-01,31.9
Y30-34,ED5-8,PC,F,SE,1998-01-01,32.7
Y30-34,ED5-8,PC,F,SE,1999-01-01,34.8
Y30-34,ED5-8,PC,F,SE,2000-01-01,33.2
Y30-34,ED5-8,PC,F,SE,2001-01-01,30.0
Y30-34,ED5-8,PC,F,SE,2002-01-01,31.2
Y30-34,ED5-8,PC,F,SE,2003-01-01,35.1
Y30-34,ED5-8,PC,F,SE,2004-01-01,39.3
Y30-34,ED5-8,PC,F,SE,2005-01-01,42.2
Y30-34,ED5-8,PC,F,SE,2006-01-01,44.9
Y30-34,ED5-8,PC,F,SE,2007-01-01,46.9
Y30-34,ED5-8,PC,F,SE,2008-01-01,47.7
Y30-34,ED5-8,PC,F,SE,2009-01-01,50.0
Y30-34,ED5-8,PC,F,SE,2010-01-01,51.1
Y30-34,ED5-8,PC,F,SE,2011-01-01,53.5
Y30-34,ED5-8,PC,F,SE,2012-01-01,53.7
Y30-34,ED5-8,PC,F,SE,2013-01-01,55.2
Y30-34,ED5-8,PC,F,SE,2014-01-01,57.9
Y30-34,ED5-8,PC,F,SE,2015-01-01,57.7
Y30-34,ED5-8,PC,F,SE,2016-01-01,59.2
Y30-34,ED5-8,PC,F,SE,2017-01-01,58.4
Y30-34,ED5-8,PC,F,SI,1992-01-01,
Y30-34,ED5-8,PC,F,SI,1993-01-01,
Y30-34,ED5-8,PC,F,SI,1994-01-01,
Y30-34,ED5-8,PC,F,SI,1995-01-01,
Y30-34,ED5-8,PC,F,SI,1996-01-01,21.3
Y30-34,ED5-8,PC,F,SI,1997-01-01,20.2
Y30-34,ED5-8,PC,F,SI,1998-01-01,19.6
Y30-34,ED5-8,PC,F,SI,1999-01-01,19.1
Y30-34,ED5-8,PC,F,SI,2000-01-01,24.0
Y30-34,ED5-8,PC,F,SI,2001-01-01,25.1
Y30-34,ED5-8,PC,F,SI,2002-01-01,29.1
Y30-34,ED5-8,PC,F,SI,2003-01-01,31.0
Y30-34,ED5-8,PC,F,SI,2004-01-01,32.5
Y30-34,ED5-8,PC,F,SI,2005-01-01,30.1
Y30-34,ED5-8,PC,F,SI,2006-01-01,36.0
Y30-34,ED5-8,PC,F,SI,2007-01-01,41.1
Y30-34,ED5-8,PC,F,SI,2008-01-01,38.4
Y30-34,ED5-8,PC,F,SI,2009-01-01,39.3
Y30-34,ED5-8,PC,F,SI,2010-01-01,44.0
Y30-34,ED5-8,PC,F,SI,2011-01-01,47.3
Y30-34,ED5-8,PC,F,SI,2012-01-01,49.6
Y30-34,ED5-8,PC,F,SI,2013-01-01,49.6
Y30-34,ED5-8,PC,F,SI,2014-01-01,53.6
Y30-34,ED5-8,PC,F,SI,2015-01-01,56.4
Y30-34,ED5-8,PC,F,SI,2016-01-01,55.3
Y30-34,ED5-8,PC,F,SI,2017-01-01,58.8
Y30-34,ED5-8,PC,F,SK,1992-01-01,
Y30-34,ED5-8,PC,F,SK,1993-01-01,
Y30-34,ED5-8,PC,F,SK,1994-01-01,
Y30-34,ED5-8,PC,F,SK,1995-01-01,
