unit,icd10,age,sex,geotime,date,value
RT,X85-Y09_Y871,TOTAL,T,CY,2006-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,T,CY,2007-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,CY,2008-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,CY,2009-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,T,CY,2010-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,T,CY,2011-01-01,2.34 
RT,X85-Y09_Y871,TOTAL,T,CY,2012-01-01,1.94 
RT,X85-Y09_Y871,TOTAL,T,CY,2013-01-01,1.36 
RT,X85-Y09_Y871,TOTAL,T,CY,2014-01-01,1.14 
RT,X85-Y09_Y871,TOTAL,T,CY,2015-01-01,1.49 
RT,X85-Y09_Y871,TOTAL,T,CZ,2000-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,CZ,2001-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,CZ,2002-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,CZ,2003-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,CZ,2004-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,CZ,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,CZ,2006-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,CZ,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,CZ,2008-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,CZ,2009-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,CZ,2010-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,CZ,2011-01-01,0.86 
RT,X85-Y09_Y871,TOTAL,T,CZ,2012-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,CZ,2013-01-01,0.87 
RT,X85-Y09_Y871,TOTAL,T,CZ,2014-01-01,0.74 
RT,X85-Y09_Y871,TOTAL,T,CZ,2015-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,T,DE,2000-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DE,2001-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DE,2002-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DE,2003-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DE,2004-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,DE,2005-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,DE,2006-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,DE,2007-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,DE,2008-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,DE,2009-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,DE,2010-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,DE,2011-01-01,0.53 d
RT,X85-Y09_Y871,TOTAL,T,DE,2012-01-01,0.52 d
RT,X85-Y09_Y871,TOTAL,T,DE,2013-01-01,0.49 
RT,X85-Y09_Y871,TOTAL,T,DE,2014-01-01,0.46 
RT,X85-Y09_Y871,TOTAL,T,DE,2015-01-01,0.53 
RT,X85-Y09_Y871,TOTAL,T,DK,2000-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,DK,2001-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,DK,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,DK,2003-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,DK,2004-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DK,2005-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,DK,2006-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,DK,2007-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,DK,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,DK,2009-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,DK,2010-01-01,
RT,X85-Y09_Y871,TOTAL,T,DK,2011-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,DK,2012-01-01,0.34 
RT,X85-Y09_Y871,TOTAL,T,DK,2013-01-01,0.35 
RT,X85-Y09_Y871,TOTAL,T,DK,2014-01-01,0.74 
RT,X85-Y09_Y871,TOTAL,T,DK,2015-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,EE,2000-01-01,14.9 
RT,X85-Y09_Y871,TOTAL,T,EE,2001-01-01,15.5 
RT,X85-Y09_Y871,TOTAL,T,EE,2002-01-01,11.8 
RT,X85-Y09_Y871,TOTAL,T,EE,2003-01-01,10.9 
RT,X85-Y09_Y871,TOTAL,T,EE,2004-01-01,8.3 
RT,X85-Y09_Y871,TOTAL,T,EE,2005-01-01,9.4 
RT,X85-Y09_Y871,TOTAL,T,EE,2006-01-01,7.5 
RT,X85-Y09_Y871,TOTAL,T,EE,2007-01-01,7.1 
RT,X85-Y09_Y871,TOTAL,T,EE,2008-01-01,6.8 
RT,X85-Y09_Y871,TOTAL,T,EE,2009-01-01,6.1 
RT,X85-Y09_Y871,TOTAL,T,EE,2010-01-01,4.7 
RT,X85-Y09_Y871,TOTAL,T,EE,2011-01-01,4.73 
RT,X85-Y09_Y871,TOTAL,T,EE,2012-01-01,4.89 
RT,X85-Y09_Y871,TOTAL,T,EE,2013-01-01,3.98 
RT,X85-Y09_Y871,TOTAL,T,EE,2014-01-01,3.19 
RT,X85-Y09_Y871,TOTAL,T,EE,2015-01-01,3.64 
RT,X85-Y09_Y871,TOTAL,T,EL,2000-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,EL,2001-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,EL,2002-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,EL,2003-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,EL,2004-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,EL,2005-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,EL,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,EL,2007-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,EL,2008-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,EL,2009-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,EL,2010-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,EL,2011-01-01,1.54 
RT,X85-Y09_Y871,TOTAL,T,EL,2012-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,EL,2013-01-01,1.35 
RT,X85-Y09_Y871,TOTAL,T,EL,2014-01-01,1.06 
RT,X85-Y09_Y871,TOTAL,T,EL,2015-01-01,0.85 
RT,X85-Y09_Y871,TOTAL,T,ES,2000-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,ES,2001-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,ES,2002-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,ES,2003-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,ES,2004-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,ES,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,ES,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,ES,2007-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,ES,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,ES,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,ES,2010-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,ES,2011-01-01,0.68 
RT,X85-Y09_Y871,TOTAL,T,ES,2012-01-01,0.62 
RT,X85-Y09_Y871,TOTAL,T,ES,2013-01-01,0.65 
RT,X85-Y09_Y871,TOTAL,T,ES,2014-01-01,0.64 
RT,X85-Y09_Y871,TOTAL,T,ES,2015-01-01,0.58 
RT,X85-Y09_Y871,TOTAL,T,EU28,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,EU28,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,EU28,2002-01-01,1.3 p
RT,X85-Y09_Y871,TOTAL,T,EU28,2003-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,EU28,2004-01-01,1.3 p
RT,X85-Y09_Y871,TOTAL,T,EU28,2005-01-01,1.1 p
RT,X85-Y09_Y871,TOTAL,T,EU28,2006-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,EU28,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,EU28,2008-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,EU28,2009-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,EU28,2010-01-01,0.9 p
RT,X85-Y09_Y871,TOTAL,T,EU28,2011-01-01,0.85 d
RT,X85-Y09_Y871,TOTAL,T,EU28,2012-01-01,0.81 d
RT,X85-Y09_Y871,TOTAL,T,EU28,2013-01-01,0.77 d
RT,X85-Y09_Y871,TOTAL,T,EU28,2014-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,EU28,2015-01-01,0.69 
RT,X85-Y09_Y871,TOTAL,T,FI,2000-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,T,FI,2001-01-01,2.9 
RT,X85-Y09_Y871,TOTAL,T,FI,2002-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,T,FI,2003-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,FI,2004-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,T,FI,2005-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,FI,2006-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,FI,2007-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,T,FI,2008-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,T,FI,2009-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,FI,2010-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,FI,2011-01-01,1.79 
RT,X85-Y09_Y871,TOTAL,T,FI,2012-01-01,1.33 
RT,X85-Y09_Y871,TOTAL,T,FI,2013-01-01,1.48 
RT,X85-Y09_Y871,TOTAL,T,FI,2014-01-01,1.41 
RT,X85-Y09_Y871,TOTAL,T,FI,2015-01-01,1.31 
RT,X85-Y09_Y871,TOTAL,T,FR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,FR,2001-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,FR,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,FR,2003-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,FR,2004-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,FR,2005-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,FR,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,FR,2007-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,FR,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,FR,2009-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,FR,2010-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,FR,2011-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,FR,2012-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,FR,2013-01-01,0.67 
RT,X85-Y09_Y871,TOTAL,T,FR,2014-01-01,0.49 
RT,X85-Y09_Y871,TOTAL,T,FR,2015-01-01,0.52 
RT,X85-Y09_Y871,TOTAL,T,HR,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,HR,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,HR,2002-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,HR,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,T,HR,2004-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,T,HR,2005-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,HR,2006-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,T,HR,2007-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,T,HR,2008-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,T,HR,2009-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,HR,2010-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,HR,2011-01-01,1.14 
RT,X85-Y09_Y871,TOTAL,T,HR,2012-01-01,1.23 d
RT,X85-Y09_Y871,TOTAL,T,HR,2013-01-01,1.12 
RT,X85-Y09_Y871,TOTAL,T,HR,2014-01-01,0.88 
RT,X85-Y09_Y871,TOTAL,T,HR,2015-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,HU,2000-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,T,HU,2001-01-01,2.6 
RT,X85-Y09_Y871,TOTAL,T,HU,2002-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,T,HU,2003-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,HU,2004-01-01,2.2 
RT,X85-Y09_Y871,TOTAL,T,HU,2005-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,HU,2006-01-01,2.0 
RT,X85-Y09_Y871,TOTAL,T,HU,2007-01-01,1.8 
RT,X85-Y09_Y871,TOTAL,T,HU,2008-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,T,HU,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,HU,2010-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,HU,2011-01-01,1.68 d
RT,X85-Y09_Y871,TOTAL,T,HU,2012-01-01,1.38 d
RT,X85-Y09_Y871,TOTAL,T,HU,2013-01-01,1.26 
RT,X85-Y09_Y871,TOTAL,T,HU,2014-01-01,0.96 
RT,X85-Y09_Y871,TOTAL,T,HU,2015-01-01,1.28 
RT,X85-Y09_Y871,TOTAL,T,IE,2000-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2001-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,IE,2002-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,IE,2003-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2004-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,IE,2005-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2007-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,IE,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2009-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2010-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IE,2011-01-01,0.61 
RT,X85-Y09_Y871,TOTAL,T,IE,2012-01-01,0.87 
RT,X85-Y09_Y871,TOTAL,T,IE,2013-01-01,0.57 
RT,X85-Y09_Y871,TOTAL,T,IE,2014-01-01,0.72 
RT,X85-Y09_Y871,TOTAL,T,IE,2015-01-01,0.47 
RT,X85-Y09_Y871,TOTAL,T,IS,2000-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,T,IS,2001-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,IS,2002-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,IS,2003-01-01,
RT,X85-Y09_Y871,TOTAL,T,IS,2004-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,IS,2005-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,IS,2006-01-01,0.3 
RT,X85-Y09_Y871,TOTAL,T,IS,2007-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,IS,2008-01-01,0.2 
RT,X85-Y09_Y871,TOTAL,T,IS,2009-01-01,0.3 
RT,X85-Y09_Y871,TOTAL,T,IS,2010-01-01,
RT,X85-Y09_Y871,TOTAL,T,IS,2011-01-01,0.81 
RT,X85-Y09_Y871,TOTAL,T,IS,2012-01-01,0.33 
RT,X85-Y09_Y871,TOTAL,T,IS,2013-01-01,0.95 
RT,X85-Y09_Y871,TOTAL,T,IS,2014-01-01,0.26 
RT,X85-Y09_Y871,TOTAL,T,IS,2015-01-01,1.26 
RT,X85-Y09_Y871,TOTAL,T,IT,2000-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,IT,2001-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,IT,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,IT,2003-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,IT,2004-01-01,
RT,X85-Y09_Y871,TOTAL,T,IT,2005-01-01,
RT,X85-Y09_Y871,TOTAL,T,IT,2006-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,IT,2007-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,IT,2008-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IT,2009-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,IT,2010-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,IT,2011-01-01,0.66 
RT,X85-Y09_Y871,TOTAL,T,IT,2012-01-01,0.68 
RT,X85-Y09_Y871,TOTAL,T,IT,2013-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,IT,2014-01-01,0.56 
RT,X85-Y09_Y871,TOTAL,T,IT,2015-01-01,0.57 
RT,X85-Y09_Y871,TOTAL,T,LI,2000-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2001-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2002-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2003-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2004-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2005-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2006-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2007-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2008-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2009-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2010-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2011-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2012-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2013-01-01,
RT,X85-Y09_Y871,TOTAL,T,LI,2014-01-01,2.17 
RT,X85-Y09_Y871,TOTAL,T,LI,2015-01-01,
RT,X85-Y09_Y871,TOTAL,T,LT,2000-01-01,10.7 
RT,X85-Y09_Y871,TOTAL,T,LT,2001-01-01,10.8 
RT,X85-Y09_Y871,TOTAL,T,LT,2002-01-01,7.3 
RT,X85-Y09_Y871,TOTAL,T,LT,2003-01-01,10.2 
RT,X85-Y09_Y871,TOTAL,T,LT,2004-01-01,8.8 
RT,X85-Y09_Y871,TOTAL,T,LT,2005-01-01,9.7 
RT,X85-Y09_Y871,TOTAL,T,LT,2006-01-01,8.1 
RT,X85-Y09_Y871,TOTAL,T,LT,2007-01-01,7.5 
RT,X85-Y09_Y871,TOTAL,T,LT,2008-01-01,7.9 
RT,X85-Y09_Y871,TOTAL,T,LT,2009-01-01,6.3 
RT,X85-Y09_Y871,TOTAL,T,LT,2010-01-01,5.6 
RT,X85-Y09_Y871,TOTAL,T,LT,2011-01-01,5.11 
RT,X85-Y09_Y871,TOTAL,T,LT,2012-01-01,4.4 
RT,X85-Y09_Y871,TOTAL,T,LT,2013-01-01,4.9 
RT,X85-Y09_Y871,TOTAL,T,LT,2014-01-01,3.81 
RT,X85-Y09_Y871,TOTAL,T,LT,2015-01-01,4.11 
RT,X85-Y09_Y871,TOTAL,T,LU,2000-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,LU,2001-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,T,LU,2002-01-01,1.7 
RT,X85-Y09_Y871,TOTAL,T,LU,2003-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,LU,2004-01-01,0.4 
RT,X85-Y09_Y871,TOTAL,T,LU,2005-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,LU,2006-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,LU,2007-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,LU,2008-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,LU,2009-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,LU,2010-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,T,LU,2011-01-01,0.38 
RT,X85-Y09_Y871,TOTAL,T,LU,2012-01-01,0.33 
RT,X85-Y09_Y871,TOTAL,T,LU,2013-01-01,0.16 
RT,X85-Y09_Y871,TOTAL,T,LU,2014-01-01,1.11 
RT,X85-Y09_Y871,TOTAL,T,LU,2015-01-01,0.94 
RT,X85-Y09_Y871,TOTAL,T,LV,2000-01-01,13.0 
RT,X85-Y09_Y871,TOTAL,T,LV,2001-01-01,12.5 
RT,X85-Y09_Y871,TOTAL,T,LV,2002-01-01,12.0 
RT,X85-Y09_Y871,TOTAL,T,LV,2003-01-01,11.1 
RT,X85-Y09_Y871,TOTAL,T,LV,2004-01-01,9.8 
RT,X85-Y09_Y871,TOTAL,T,LV,2005-01-01,10.6 
RT,X85-Y09_Y871,TOTAL,T,LV,2006-01-01,9.8 
RT,X85-Y09_Y871,TOTAL,T,LV,2007-01-01,8.8 
RT,X85-Y09_Y871,TOTAL,T,LV,2008-01-01,7.9 
RT,X85-Y09_Y871,TOTAL,T,LV,2009-01-01,6.6 
RT,X85-Y09_Y871,TOTAL,T,LV,2010-01-01,6.7 
RT,X85-Y09_Y871,TOTAL,T,LV,2011-01-01,6.22 
RT,X85-Y09_Y871,TOTAL,T,LV,2012-01-01,6.25 
RT,X85-Y09_Y871,TOTAL,T,LV,2013-01-01,5.91 
RT,X85-Y09_Y871,TOTAL,T,LV,2014-01-01,6.95 
RT,X85-Y09_Y871,TOTAL,T,LV,2015-01-01,5.14 
RT,X85-Y09_Y871,TOTAL,T,MK,2000-01-01,3.8 
RT,X85-Y09_Y871,TOTAL,T,MK,2001-01-01,6.7 
RT,X85-Y09_Y871,TOTAL,T,MK,2002-01-01,3.7 
RT,X85-Y09_Y871,TOTAL,T,MK,2003-01-01,3.2 
RT,X85-Y09_Y871,TOTAL,T,MK,2004-01-01,3.4 
RT,X85-Y09_Y871,TOTAL,T,MK,2005-01-01,3.0 
RT,X85-Y09_Y871,TOTAL,T,MK,2006-01-01,2.7 
RT,X85-Y09_Y871,TOTAL,T,MK,2007-01-01,2.5 
RT,X85-Y09_Y871,TOTAL,T,MK,2008-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,MK,2009-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,MK,2010-01-01,2.4 
RT,X85-Y09_Y871,TOTAL,T,MK,2011-01-01,
RT,X85-Y09_Y871,TOTAL,T,MK,2012-01-01,
RT,X85-Y09_Y871,TOTAL,T,MK,2013-01-01,
RT,X85-Y09_Y871,TOTAL,T,MK,2014-01-01,
RT,X85-Y09_Y871,TOTAL,T,MK,2015-01-01,
RT,X85-Y09_Y871,TOTAL,T,MT,2000-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,MT,2001-01-01,2.1 
RT,X85-Y09_Y871,TOTAL,T,MT,2002-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,MT,2003-01-01,
RT,X85-Y09_Y871,TOTAL,T,MT,2004-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,MT,2005-01-01,0.5 
RT,X85-Y09_Y871,TOTAL,T,MT,2006-01-01,
RT,X85-Y09_Y871,TOTAL,T,MT,2007-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,MT,2008-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,MT,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,MT,2010-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,MT,2011-01-01,0.45 
RT,X85-Y09_Y871,TOTAL,T,MT,2012-01-01,1.34 
RT,X85-Y09_Y871,TOTAL,T,MT,2013-01-01,1.38 
RT,X85-Y09_Y871,TOTAL,T,MT,2014-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,T,MT,2015-01-01,0.72 
RT,X85-Y09_Y871,TOTAL,T,NL,2000-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,NL,2001-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,NL,2002-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,NL,2003-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,NL,2004-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,NL,2005-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,NL,2006-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,NL,2007-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,NL,2008-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,NL,2009-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,NL,2010-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,NL,2011-01-01,0.85 
RT,X85-Y09_Y871,TOTAL,T,NL,2012-01-01,0.84 
RT,X85-Y09_Y871,TOTAL,T,NL,2013-01-01,0.79 
RT,X85-Y09_Y871,TOTAL,T,NL,2014-01-01,0.79 
RT,X85-Y09_Y871,TOTAL,T,NL,2015-01-01,0.65 
RT,X85-Y09_Y871,TOTAL,T,NO,2000-01-01,1.2 
RT,X85-Y09_Y871,TOTAL,T,NO,2001-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,NO,2002-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,NO,2003-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,NO,2004-01-01,0.8 
RT,X85-Y09_Y871,TOTAL,T,NO,2005-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,NO,2006-01-01,1.0 
RT,X85-Y09_Y871,TOTAL,T,NO,2007-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,NO,2008-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,NO,2009-01-01,0.7 
RT,X85-Y09_Y871,TOTAL,T,NO,2010-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,NO,2011-01-01,2.12 
RT,X85-Y09_Y871,TOTAL,T,NO,2012-01-01,0.6 
RT,X85-Y09_Y871,TOTAL,T,NO,2013-01-01,0.91 
RT,X85-Y09_Y871,TOTAL,T,NO,2014-01-01,0.58 
RT,X85-Y09_Y871,TOTAL,T,NO,2015-01-01,0.43 
RT,X85-Y09_Y871,TOTAL,T,PL,2000-01-01,2.3 
RT,X85-Y09_Y871,TOTAL,T,PL,2001-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,PL,2002-01-01,1.9 
RT,X85-Y09_Y871,TOTAL,T,PL,2003-01-01,1.6 
RT,X85-Y09_Y871,TOTAL,T,PL,2004-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,PL,2005-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,PL,2006-01-01,1.5 
RT,X85-Y09_Y871,TOTAL,T,PL,2007-01-01,1.4 
RT,X85-Y09_Y871,TOTAL,T,PL,2008-01-01,1.3 
RT,X85-Y09_Y871,TOTAL,T,PL,2009-01-01,1.1 
RT,X85-Y09_Y871,TOTAL,T,PL,2010-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,PL,2011-01-01,1.08 
RT,X85-Y09_Y871,TOTAL,T,PL,2012-01-01,1 
RT,X85-Y09_Y871,TOTAL,T,PL,2013-01-01,1.12 
RT,X85-Y09_Y871,TOTAL,T,PL,2014-01-01,0.89 
RT,X85-Y09_Y871,TOTAL,T,PL,2015-01-01,0.78 
RT,X85-Y09_Y871,TOTAL,T,PT,2000-01-01,0.9 
RT,X85-Y09_Y871,TOTAL,T,PT,2001-01-01,1.2 
