n_item,unit,age,sex,geotime,date,value
GE3,PC,TOTAL,M,BG,2008-01-01,53.6
GE3,PC,TOTAL,M,BG,2009-01-01,53.7
GE3,PC,TOTAL,M,BG,2010-01-01,58.0
GE3,PC,TOTAL,M,BG,2011-01-01,59.0
GE3,PC,TOTAL,M,BG,2012-01-01,60.3
GE3,PC,TOTAL,M,BG,2013-01-01,56.9
GE3,PC,TOTAL,M,BG,2014-01-01,45.3
GE3,PC,TOTAL,M,BG,2015-01-01,47.2
GE3,PC,TOTAL,M,BG,2016-01-01,44.8
GE3,PC,TOTAL,M,BG,2017-01-01,42.0
GE3,PC,TOTAL,M,CH,2006-01-01,
GE3,PC,TOTAL,M,CH,2007-01-01,6.4
GE3,PC,TOTAL,M,CH,2008-01-01,5.4
GE3,PC,TOTAL,M,CH,2009-01-01,6.3
GE3,PC,TOTAL,M,CH,2010-01-01,5.3
GE3,PC,TOTAL,M,CH,2011-01-01,3.4
GE3,PC,TOTAL,M,CH,2012-01-01,3.4
GE3,PC,TOTAL,M,CH,2013-01-01,3.5
GE3,PC,TOTAL,M,CH,2014-01-01,4.7
GE3,PC,TOTAL,M,CH,2015-01-01,4.2
GE3,PC,TOTAL,M,CH,2016-01-01,5.1
GE3,PC,TOTAL,M,CH,2017-01-01,
GE3,PC,TOTAL,M,CY,2006-01-01,30.4
GE3,PC,TOTAL,M,CY,2007-01-01,29.7
GE3,PC,TOTAL,M,CY,2008-01-01,24.5
GE3,PC,TOTAL,M,CY,2009-01-01,22.9
GE3,PC,TOTAL,M,CY,2010-01-01,28.3
GE3,PC,TOTAL,M,CY,2011-01-01,29.7
GE3,PC,TOTAL,M,CY,2012-01-01,30.8
GE3,PC,TOTAL,M,CY,2013-01-01,35.9
GE3,PC,TOTAL,M,CY,2014-01-01,36.4
GE3,PC,TOTAL,M,CY,2015-01-01,35.5
GE3,PC,TOTAL,M,CY,2016-01-01,29.8
GE3,PC,TOTAL,M,CY,2017-01-01,28.4
GE3,PC,TOTAL,M,CZ,2006-01-01,18.9
GE3,PC,TOTAL,M,CZ,2007-01-01,15.4
GE3,PC,TOTAL,M,CZ,2008-01-01,15.0
GE3,PC,TOTAL,M,CZ,2009-01-01,14.5
GE3,PC,TOTAL,M,CZ,2010-01-01,13.9
GE3,PC,TOTAL,M,CZ,2011-01-01,14.7
GE3,PC,TOTAL,M,CZ,2012-01-01,15.1
GE3,PC,TOTAL,M,CZ,2013-01-01,14.5
GE3,PC,TOTAL,M,CZ,2014-01-01,15.0
GE3,PC,TOTAL,M,CZ,2015-01-01,12.3
GE3,PC,TOTAL,M,CZ,2016-01-01,10.7
GE3,PC,TOTAL,M,CZ,2017-01-01,8.9
GE3,PC,TOTAL,M,DE,2006-01-01,12.9
GE3,PC,TOTAL,M,DE,2007-01-01,11.1
GE3,PC,TOTAL,M,DE,2008-01-01,12.2
GE3,PC,TOTAL,M,DE,2009-01-01,11.9
GE3,PC,TOTAL,M,DE,2010-01-01,10.6
GE3,PC,TOTAL,M,DE,2011-01-01,11.5
GE3,PC,TOTAL,M,DE,2012-01-01,10.5
GE3,PC,TOTAL,M,DE,2013-01-01,10.7
GE3,PC,TOTAL,M,DE,2014-01-01,10.4
GE3,PC,TOTAL,M,DE,2015-01-01,10.1
GE3,PC,TOTAL,M,DE,2016-01-01,8.9
GE3,PC,TOTAL,M,DE,2017-01-01,8.3
GE3,PC,TOTAL,M,DK,2006-01-01,7.1
GE3,PC,TOTAL,M,DK,2007-01-01,6.0
GE3,PC,TOTAL,M,DK,2008-01-01,4.5
GE3,PC,TOTAL,M,DK,2009-01-01,5.6
GE3,PC,TOTAL,M,DK,2010-01-01,5.8
GE3,PC,TOTAL,M,DK,2011-01-01,5.1
GE3,PC,TOTAL,M,DK,2012-01-01,6.3
GE3,PC,TOTAL,M,DK,2013-01-01,7.8
GE3,PC,TOTAL,M,DK,2014-01-01,7.2
GE3,PC,TOTAL,M,DK,2015-01-01,7.8
GE3,PC,TOTAL,M,DK,2016-01-01,6.5
GE3,PC,TOTAL,M,DK,2017-01-01,6.9
GE3,PC,TOTAL,M,EA18,2006-01-01,13.3
GE3,PC,TOTAL,M,EA18,2007-01-01,12.5
GE3,PC,TOTAL,M,EA18,2008-01-01,13.1
GE3,PC,TOTAL,M,EA18,2009-01-01,13.5
GE3,PC,TOTAL,M,EA18,2010-01-01,13.7
GE3,PC,TOTAL,M,EA18,2011-01-01,14.7
GE3,PC,TOTAL,M,EA18,2012-01-01,15.8
GE3,PC,TOTAL,M,EA18,2013-01-01,15.9
GE3,PC,TOTAL,M,EA18,2014-01-01,15.7
GE3,PC,TOTAL,M,EA18,2015-01-01,14.9
GE3,PC,TOTAL,M,EA18,2016-01-01,13.6
GE3,PC,TOTAL,M,EA18,2017-01-01,12.5
GE3,PC,TOTAL,M,EA19,2006-01-01,13.5
GE3,PC,TOTAL,M,EA19,2007-01-01,12.7
GE3,PC,TOTAL,M,EA19,2008-01-01,13.2
GE3,PC,TOTAL,M,EA19,2009-01-01,13.7
GE3,PC,TOTAL,M,EA19,2010-01-01,13.8
GE3,PC,TOTAL,M,EA19,2011-01-01,14.8
GE3,PC,TOTAL,M,EA19,2012-01-01,16.0
GE3,PC,TOTAL,M,EA19,2013-01-01,16.0
GE3,PC,TOTAL,M,EA19,2014-01-01,15.7
GE3,PC,TOTAL,M,EA19,2015-01-01,15.0
GE3,PC,TOTAL,M,EA19,2016-01-01,13.7
GE3,PC,TOTAL,M,EA19,2017-01-01,12.6
GE3,PC,TOTAL,M,EE,2006-01-01,16.1
GE3,PC,TOTAL,M,EE,2007-01-01,13.5
GE3,PC,TOTAL,M,EE,2008-01-01,11.6
GE3,PC,TOTAL,M,EE,2009-01-01,16.6
GE3,PC,TOTAL,M,EE,2010-01-01,22.0
GE3,PC,TOTAL,M,EE,2011-01-01,21.3
GE3,PC,TOTAL,M,EE,2012-01-01,20.4
GE3,PC,TOTAL,M,EE,2013-01-01,18.8
GE3,PC,TOTAL,M,EE,2014-01-01,15.0
GE3,PC,TOTAL,M,EE,2015-01-01,12.6
GE3,PC,TOTAL,M,EE,2016-01-01,10.9
GE3,PC,TOTAL,M,EE,2017-01-01,10.6
GE3,PC,TOTAL,M,EL,2006-01-01,22.1
GE3,PC,TOTAL,M,EL,2007-01-01,20.8
GE3,PC,TOTAL,M,EL,2008-01-01,20.2
GE3,PC,TOTAL,M,EL,2009-01-01,21.7
GE3,PC,TOTAL,M,EL,2010-01-01,23.0
GE3,PC,TOTAL,M,EL,2011-01-01,27.7
GE3,PC,TOTAL,M,EL,2012-01-01,33.6
GE3,PC,TOTAL,M,EL,2013-01-01,37.3
GE3,PC,TOTAL,M,EL,2014-01-01,39.2
GE3,PC,TOTAL,M,EL,2015-01-01,40.5
GE3,PC,TOTAL,M,EL,2016-01-01,38.5
GE3,PC,TOTAL,M,EL,2017-01-01,35.5
GE3,PC,TOTAL,M,ES,2006-01-01,12.5
GE3,PC,TOTAL,M,ES,2007-01-01,10.9
GE3,PC,TOTAL,M,ES,2008-01-01,10.7
GE3,PC,TOTAL,M,ES,2009-01-01,13.8
GE3,PC,TOTAL,M,ES,2010-01-01,14.5
GE3,PC,TOTAL,M,ES,2011-01-01,13.0
GE3,PC,TOTAL,M,ES,2012-01-01,16.6
GE3,PC,TOTAL,M,ES,2013-01-01,17.0
GE3,PC,TOTAL,M,ES,2014-01-01,17.7
GE3,PC,TOTAL,M,ES,2015-01-01,16.3
GE3,PC,TOTAL,M,ES,2016-01-01,14.7
GE3,PC,TOTAL,M,ES,2017-01-01,12.4
GE3,PC,TOTAL,M,EU27,2006-01-01,18.4
GE3,PC,TOTAL,M,EU27,2007-01-01,17.3
GE3,PC,TOTAL,M,EU27,2008-01-01,16.7
GE3,PC,TOTAL,M,EU27,2009-01-01,16.7
GE3,PC,TOTAL,M,EU27,2010-01-01,17.1
GE3,PC,TOTAL,M,EU27,2011-01-01,17.7
GE3,PC,TOTAL,M,EU27,2012-01-01,19.0
GE3,PC,TOTAL,M,EU27,2013-01-01,18.8
GE3,PC,TOTAL,M,EU27,2014-01-01,17.8
GE3,PC,TOTAL,M,EU27,2015-01-01,16.3
GE3,PC,TOTAL,M,EU27,2016-01-01,15.0
GE3,PC,TOTAL,M,EU27,2017-01-01,14.2
GE3,PC,TOTAL,M,EU28,2006-01-01,
GE3,PC,TOTAL,M,EU28,2007-01-01,
GE3,PC,TOTAL,M,EU28,2008-01-01,
GE3,PC,TOTAL,M,EU28,2009-01-01,
GE3,PC,TOTAL,M,EU28,2010-01-01,17.2
GE3,PC,TOTAL,M,EU28,2011-01-01,17.8
GE3,PC,TOTAL,M,EU28,2012-01-01,19.1
GE3,PC,TOTAL,M,EU28,2013-01-01,18.9
GE3,PC,TOTAL,M,EU28,2014-01-01,17.9
GE3,PC,TOTAL,M,EU28,2015-01-01,16.5
GE3,PC,TOTAL,M,EU28,2016-01-01,15.2
GE3,PC,TOTAL,M,EU28,2017-01-01,14.2
GE3,PC,TOTAL,M,FI,2006-01-01,9.0
GE3,PC,TOTAL,M,FI,2007-01-01,8.3
GE3,PC,TOTAL,M,FI,2008-01-01,8.0
GE3,PC,TOTAL,M,FI,2009-01-01,8.0
GE3,PC,TOTAL,M,FI,2010-01-01,7.7
GE3,PC,TOTAL,M,FI,2011-01-01,8.3
GE3,PC,TOTAL,M,FI,2012-01-01,8.6
GE3,PC,TOTAL,M,FI,2013-01-01,8.1
GE3,PC,TOTAL,M,FI,2014-01-01,7.9
GE3,PC,TOTAL,M,FI,2015-01-01,7.3
GE3,PC,TOTAL,M,FI,2016-01-01,7.8
GE3,PC,TOTAL,M,FI,2017-01-01,7.7
GE3,PC,TOTAL,M,FR,2006-01-01,11.8
GE3,PC,TOTAL,M,FR,2007-01-01,11.5
GE3,PC,TOTAL,M,FR,2008-01-01,12.2
GE3,PC,TOTAL,M,FR,2009-01-01,12.7
GE3,PC,TOTAL,M,FR,2010-01-01,12.1
GE3,PC,TOTAL,M,FR,2011-01-01,11.8
GE3,PC,TOTAL,M,FR,2012-01-01,12.2
GE3,PC,TOTAL,M,FR,2013-01-01,11.0
GE3,PC,TOTAL,M,FR,2014-01-01,10.9
GE3,PC,TOTAL,M,FR,2015-01-01,10.1
GE3,PC,TOTAL,M,FR,2016-01-01,10.4
GE3,PC,TOTAL,M,FR,2017-01-01,10.7
GE3,PC,TOTAL,M,HR,2006-01-01,
GE3,PC,TOTAL,M,HR,2007-01-01,
GE3,PC,TOTAL,M,HR,2008-01-01,
GE3,PC,TOTAL,M,HR,2009-01-01,
GE3,PC,TOTAL,M,HR,2010-01-01,31.8
GE3,PC,TOTAL,M,HR,2011-01-01,34.4
GE3,PC,TOTAL,M,HR,2012-01-01,35.1
GE3,PC,TOTAL,M,HR,2013-01-01,34.7
GE3,PC,TOTAL,M,HR,2014-01-01,33.5
GE3,PC,TOTAL,M,HR,2015-01-01,31.9
GE3,PC,TOTAL,M,HR,2016-01-01,29.8
GE3,PC,TOTAL,M,HR,2017-01-01,
GE3,PC,TOTAL,M,HU,2006-01-01,36.7
GE3,PC,TOTAL,M,HU,2007-01-01,38.0
GE3,PC,TOTAL,M,HU,2008-01-01,36.1
GE3,PC,TOTAL,M,HU,2009-01-01,39.7
GE3,PC,TOTAL,M,HU,2010-01-01,39.1
GE3,PC,TOTAL,M,HU,2011-01-01,41.8
GE3,PC,TOTAL,M,HU,2012-01-01,43.8
GE3,PC,TOTAL,M,HU,2013-01-01,44.9
GE3,PC,TOTAL,M,HU,2014-01-01,39.0
GE3,PC,TOTAL,M,HU,2015-01-01,34.0
GE3,PC,TOTAL,M,HU,2016-01-01,28.5
GE3,PC,TOTAL,M,HU,2017-01-01,28.2
GE3,PC,TOTAL,M,IE,2006-01-01,10.9
GE3,PC,TOTAL,M,IE,2007-01-01,9.5
GE3,PC,TOTAL,M,IE,2008-01-01,13.2
GE3,PC,TOTAL,M,IE,2009-01-01,16.3
GE3,PC,TOTAL,M,IE,2010-01-01,15.7
GE3,PC,TOTAL,M,IE,2011-01-01,21.6
GE3,PC,TOTAL,M,IE,2012-01-01,25.1
GE3,PC,TOTAL,M,IE,2013-01-01,23.4
GE3,PC,TOTAL,M,IE,2014-01-01,21.7
GE3,PC,TOTAL,M,IE,2015-01-01,19.1
GE3,PC,TOTAL,M,IE,2016-01-01,14.8
GE3,PC,TOTAL,M,IE,2017-01-01,
GE3,PC,TOTAL,M,IS,2006-01-01,6.2
GE3,PC,TOTAL,M,IS,2007-01-01,6.7
GE3,PC,TOTAL,M,IS,2008-01-01,2.5
GE3,PC,TOTAL,M,IS,2009-01-01,3.5
GE3,PC,TOTAL,M,IS,2010-01-01,5.9
GE3,PC,TOTAL,M,IS,2011-01-01,6.3
GE3,PC,TOTAL,M,IS,2012-01-01,6.4
GE3,PC,TOTAL,M,IS,2013-01-01,5.9
GE3,PC,TOTAL,M,IS,2014-01-01,5.4
GE3,PC,TOTAL,M,IS,2015-01-01,4.3
GE3,PC,TOTAL,M,IS,2016-01-01,5.5
GE3,PC,TOTAL,M,IS,2017-01-01,
GE3,PC,TOTAL,M,IT,2006-01-01,13.2
GE3,PC,TOTAL,M,IT,2007-01-01,14.4
GE3,PC,TOTAL,M,IT,2008-01-01,15.6
GE3,PC,TOTAL,M,IT,2009-01-01,15.6
GE3,PC,TOTAL,M,IT,2010-01-01,16.2
GE3,PC,TOTAL,M,IT,2011-01-01,21.5
GE3,PC,TOTAL,M,IT,2012-01-01,24.5
GE3,PC,TOTAL,M,IT,2013-01-01,23.6
GE3,PC,TOTAL,M,IT,2014-01-01,22.9
GE3,PC,TOTAL,M,IT,2015-01-01,22.5
GE3,PC,TOTAL,M,IT,2016-01-01,20.4
GE3,PC,TOTAL,M,IT,2017-01-01,18.1
GE3,PC,TOTAL,M,LT,2006-01-01,39.4
GE3,PC,TOTAL,M,LT,2007-01-01,27.6
GE3,PC,TOTAL,M,LT,2008-01-01,21.3
GE3,PC,TOTAL,M,LT,2009-01-01,25.9
GE3,PC,TOTAL,M,LT,2010-01-01,35.3
GE3,PC,TOTAL,M,LT,2011-01-01,33.2
GE3,PC,TOTAL,M,LT,2012-01-01,32.7
GE3,PC,TOTAL,M,LT,2013-01-01,29.1
GE3,PC,TOTAL,M,LT,2014-01-01,26.5
GE3,PC,TOTAL,M,LT,2015-01-01,25.4
GE3,PC,TOTAL,M,LT,2016-01-01,24.6
GE3,PC,TOTAL,M,LT,2017-01-01,22.5
GE3,PC,TOTAL,M,LU,2006-01-01,2.7
GE3,PC,TOTAL,M,LU,2007-01-01,2.5
GE3,PC,TOTAL,M,LU,2008-01-01,3.2
GE3,PC,TOTAL,M,LU,2009-01-01,3.9
GE3,PC,TOTAL,M,LU,2010-01-01,3.7
GE3,PC,TOTAL,M,LU,2011-01-01,4.5
GE3,PC,TOTAL,M,LU,2012-01-01,4.1
GE3,PC,TOTAL,M,LU,2013-01-01,5.3
GE3,PC,TOTAL,M,LU,2014-01-01,4.8
GE3,PC,TOTAL,M,LU,2015-01-01,4.6
GE3,PC,TOTAL,M,LU,2016-01-01,5.6
GE3,PC,TOTAL,M,LU,2017-01-01,4.1
GE3,PC,TOTAL,M,LV,2006-01-01,47.7
GE3,PC,TOTAL,M,LV,2007-01-01,40.0
GE3,PC,TOTAL,M,LV,2008-01-01,33.6
GE3,PC,TOTAL,M,LV,2009-01-01,38.5
GE3,PC,TOTAL,M,LV,2010-01-01,44.6
GE3,PC,TOTAL,M,LV,2011-01-01,47.8
GE3,PC,TOTAL,M,LV,2012-01-01,43.3
GE3,PC,TOTAL,M,LV,2013-01-01,38.5
GE3,PC,TOTAL,M,LV,2014-01-01,32.4
GE3,PC,TOTAL,M,LV,2015-01-01,28.6
GE3,PC,TOTAL,M,LV,2016-01-01,25.2
GE3,PC,TOTAL,M,LV,2017-01-01,21.3
GE3,PC,TOTAL,M,MK,2006-01-01,
GE3,PC,TOTAL,M,MK,2007-01-01,
GE3,PC,TOTAL,M,MK,2008-01-01,
GE3,PC,TOTAL,M,MK,2009-01-01,
GE3,PC,TOTAL,M,MK,2010-01-01,
GE3,PC,TOTAL,M,MK,2011-01-01,
GE3,PC,TOTAL,M,MK,2012-01-01,57.9
GE3,PC,TOTAL,M,MK,2013-01-01,56.8
GE3,PC,TOTAL,M,MK,2014-01-01,52.8
GE3,PC,TOTAL,M,MK,2015-01-01,51.4
GE3,PC,TOTAL,M,MK,2016-01-01,50.1
GE3,PC,TOTAL,M,MK,2017-01-01,
GE3,PC,TOTAL,M,MT,2006-01-01,12.5
GE3,PC,TOTAL,M,MT,2007-01-01,12.8
GE3,PC,TOTAL,M,MT,2008-01-01,13.3
GE3,PC,TOTAL,M,MT,2009-01-01,15.2
GE3,PC,TOTAL,M,MT,2010-01-01,15.2
GE3,PC,TOTAL,M,MT,2011-01-01,16.9
GE3,PC,TOTAL,M,MT,2012-01-01,19.1
GE3,PC,TOTAL,M,MT,2013-01-01,19.1
GE3,PC,TOTAL,M,MT,2014-01-01,19.9
GE3,PC,TOTAL,M,MT,2015-01-01,15.5
GE3,PC,TOTAL,M,MT,2016-01-01,10.5
GE3,PC,TOTAL,M,MT,2017-01-01,7.6
GE3,PC,TOTAL,M,NL,2006-01-01,5.6
GE3,PC,TOTAL,M,NL,2007-01-01,5.3
GE3,PC,TOTAL,M,NL,2008-01-01,5.1
GE3,PC,TOTAL,M,NL,2009-01-01,5.0
GE3,PC,TOTAL,M,NL,2010-01-01,7.2
GE3,PC,TOTAL,M,NL,2011-01-01,6.0
GE3,PC,TOTAL,M,NL,2012-01-01,5.9
GE3,PC,TOTAL,M,NL,2013-01-01,7.6
GE3,PC,TOTAL,M,NL,2014-01-01,8.4
GE3,PC,TOTAL,M,NL,2015-01-01,7.8
GE3,PC,TOTAL,M,NL,2016-01-01,6.2
GE3,PC,TOTAL,M,NL,2017-01-01,6.7
GE3,PC,TOTAL,M,NO,2006-01-01,5.7
GE3,PC,TOTAL,M,NO,2007-01-01,4.7
GE3,PC,TOTAL,M,NO,2008-01-01,4.5
GE3,PC,TOTAL,M,NO,2009-01-01,5.0
GE3,PC,TOTAL,M,NO,2010-01-01,4.9
GE3,PC,TOTAL,M,NO,2011-01-01,5.3
GE3,PC,TOTAL,M,NO,2012-01-01,4.3
GE3,PC,TOTAL,M,NO,2013-01-01,4.5
GE3,PC,TOTAL,M,NO,2014-01-01,3.2
GE3,PC,TOTAL,M,NO,2015-01-01,3.7
GE3,PC,TOTAL,M,NO,2016-01-01,4.1
GE3,PC,TOTAL,M,NO,2017-01-01,4.1
GE3,PC,TOTAL,M,PL,2006-01-01,43.2
GE3,PC,TOTAL,M,PL,2007-01-01,37.6
GE3,PC,TOTAL,M,PL,2008-01-01,31.6
GE3,PC,TOTAL,M,PL,2009-01-01,28.7
GE3,PC,TOTAL,M,PL,2010-01-01,27.2
GE3,PC,TOTAL,M,PL,2011-01-01,25.8
GE3,PC,TOTAL,M,PL,2012-01-01,27.0
GE3,PC,TOTAL,M,PL,2013-01-01,25.0
GE3,PC,TOTAL,M,PL,2014-01-01,22.0
GE3,PC,TOTAL,M,PL,2015-01-01,16.8
GE3,PC,TOTAL,M,PL,2016-01-01,14.8
GE3,PC,TOTAL,M,PL,2017-01-01,12.6
GE3,PC,TOTAL,M,PT,2006-01-01,19.4
GE3,PC,TOTAL,M,PT,2007-01-01,21.5
GE3,PC,TOTAL,M,PT,2008-01-01,22.3
GE3,PC,TOTAL,M,PT,2009-01-01,20.8
GE3,PC,TOTAL,M,PT,2010-01-01,21.9
GE3,PC,TOTAL,M,PT,2011-01-01,20.1
GE3,PC,TOTAL,M,PT,2012-01-01,21.5
GE3,PC,TOTAL,M,PT,2013-01-01,25.3
GE3,PC,TOTAL,M,PT,2014-01-01,24.6
GE3,PC,TOTAL,M,PT,2015-01-01,21.0
GE3,PC,TOTAL,M,PT,2016-01-01,18.6
GE3,PC,TOTAL,M,PT,2017-01-01,17.4
GE3,PC,TOTAL,M,RO,2006-01-01,
GE3,PC,TOTAL,M,RO,2007-01-01,54.0
GE3,PC,TOTAL,M,RO,2008-01-01,49.7
GE3,PC,TOTAL,M,RO,2009-01-01,48.5
GE3,PC,TOTAL,M,RO,2010-01-01,47.9
GE3,PC,TOTAL,M,RO,2011-01-01,47.1
GE3,PC,TOTAL,M,RO,2012-01-01,48.8
GE3,PC,TOTAL,M,RO,2013-01-01,46.8
GE3,PC,TOTAL,M,RO,2014-01-01,43.8
GE3,PC,TOTAL,M,RO,2015-01-01,39.3
GE3,PC,TOTAL,M,RO,2016-01-01,40.2
GE3,PC,TOTAL,M,RO,2017-01-01,36.7
GE3,PC,TOTAL,M,RS,2006-01-01,
GE3,PC,TOTAL,M,RS,2007-01-01,
GE3,PC,TOTAL,M,RS,2008-01-01,
GE3,PC,TOTAL,M,RS,2009-01-01,
GE3,PC,TOTAL,M,RS,2010-01-01,
GE3,PC,TOTAL,M,RS,2011-01-01,
GE3,PC,TOTAL,M,RS,2012-01-01,
GE3,PC,TOTAL,M,RS,2013-01-01,43.7
GE3,PC,TOTAL,M,RS,2014-01-01,44.1
GE3,PC,TOTAL,M,RS,2015-01-01,40.7
GE3,PC,TOTAL,M,RS,2016-01-01,36.9
GE3,PC,TOTAL,M,RS,2017-01-01,
GE3,PC,TOTAL,M,SE,2006-01-01,6.0
GE3,PC,TOTAL,M,SE,2007-01-01,5.8
GE3,PC,TOTAL,M,SE,2008-01-01,5.0
GE3,PC,TOTAL,M,SE,2009-01-01,5.7
GE3,PC,TOTAL,M,SE,2010-01-01,5.3
GE3,PC,TOTAL,M,SE,2011-01-01,5.5
GE3,PC,TOTAL,M,SE,2012-01-01,5.6
GE3,PC,TOTAL,M,SE,2013-01-01,5.2
GE3,PC,TOTAL,M,SE,2014-01-01,4.0
GE3,PC,TOTAL,M,SE,2015-01-01,3.9
GE3,PC,TOTAL,M,SE,2016-01-01,3.7
GE3,PC,TOTAL,M,SE,2017-01-01,4.1
GE3,PC,TOTAL,M,SI,2006-01-01,13.8
GE3,PC,TOTAL,M,SI,2007-01-01,13.7
GE3,PC,TOTAL,M,SI,2008-01-01,16.2
GE3,PC,TOTAL,M,SI,2009-01-01,15.4
GE3,PC,TOTAL,M,SI,2010-01-01,15.3
GE3,PC,TOTAL,M,SI,2011-01-01,16.8
GE3,PC,TOTAL,M,SI,2012-01-01,16.6
GE3,PC,TOTAL,M,SI,2013-01-01,16.6
GE3,PC,TOTAL,M,SI,2014-01-01,16.9
GE3,PC,TOTAL,M,SI,2015-01-01,14.0
GE3,PC,TOTAL,M,SI,2016-01-01,12.8
GE3,PC,TOTAL,M,SI,2017-01-01,11.5
GE3,PC,TOTAL,M,SK,2006-01-01,34.7
GE3,PC,TOTAL,M,SK,2007-01-01,28.4
GE3,PC,TOTAL,M,SK,2008-01-01,26.7
GE3,PC,TOTAL,M,SK,2009-01-01,23.1
GE3,PC,TOTAL,M,SK,2010-01-01,23.9
GE3,PC,TOTAL,M,SK,2011-01-01,20.8
GE3,PC,TOTAL,M,SK,2012-01-01,21.5
GE3,PC,TOTAL,M,SK,2013-01-01,22.5
GE3,PC,TOTAL,M,SK,2014-01-01,21.6
GE3,PC,TOTAL,M,SK,2015-01-01,19.4
GE3,PC,TOTAL,M,SK,2016-01-01,18.4
GE3,PC,TOTAL,M,SK,2017-01-01,15.9
GE3,PC,TOTAL,M,TR,2006-01-01,74.5
GE3,PC,TOTAL,M,TR,2007-01-01,73.1
GE3,PC,TOTAL,M,TR,2008-01-01,73.0
GE3,PC,TOTAL,M,TR,2009-01-01,71.1
GE3,PC,TOTAL,M,TR,2010-01-01,73.1
GE3,PC,TOTAL,M,TR,2011-01-01,72.0
GE3,PC,TOTAL,M,TR,2012-01-01,69.4
GE3,PC,TOTAL,M,TR,2013-01-01,58.8
GE3,PC,TOTAL,M,TR,2014-01-01,44.5
GE3,PC,TOTAL,M,TR,2015-01-01,45.3
GE3,PC,TOTAL,M,TR,2016-01-01,
GE3,PC,TOTAL,M,TR,2017-01-01,
GE3,PC,TOTAL,M,UK,2006-01-01,10.4
GE3,PC,TOTAL,M,UK,2007-01-01,9.8
GE3,PC,TOTAL,M,UK,2008-01-01,10.6
GE3,PC,TOTAL,M,UK,2009-01-01,10.1
GE3,PC,TOTAL,M,UK,2010-01-01,13.2
GE3,PC,TOTAL,M,UK,2011-01-01,13.3
GE3,PC,TOTAL,M,UK,2012-01-01,16.3
GE3,PC,TOTAL,M,UK,2013-01-01,16.5
GE3,PC,TOTAL,M,UK,2014-01-01,15.2
GE3,PC,TOTAL,M,UK,2015-01-01,13.4
GE3,PC,TOTAL,M,UK,2016-01-01,12.2
GE3,PC,TOTAL,M,UK,2017-01-01,
GE3,PC,TOTAL,T,AT,2006-01-01,10.0
GE3,PC,TOTAL,T,AT,2007-01-01,10.1
GE3,PC,TOTAL,T,AT,2008-01-01,13.0
GE3,PC,TOTAL,T,AT,2009-01-01,10.6
GE3,PC,TOTAL,T,AT,2010-01-01,10.6
GE3,PC,TOTAL,T,AT,2011-01-01,9.8
GE3,PC,TOTAL,T,AT,2012-01-01,9.8
GE3,PC,TOTAL,T,AT,2013-01-01,9.9
GE3,PC,TOTAL,T,AT,2014-01-01,9.4
GE3,PC,TOTAL,T,AT,2015-01-01,8.2
GE3,PC,TOTAL,T,AT,2016-01-01,8.4
GE3,PC,TOTAL,T,AT,2017-01-01,7.4
GE3,PC,TOTAL,T,BE,2006-01-01,12.9
GE3,PC,TOTAL,T,BE,2007-01-01,12.0
GE3,PC,TOTAL,T,BE,2008-01-01,11.6
GE3,PC,TOTAL,T,BE,2009-01-01,11.4
GE3,PC,TOTAL,T,BE,2010-01-01,12.3
GE3,PC,TOTAL,T,BE,2011-01-01,12.9
GE3,PC,TOTAL,T,BE,2012-01-01,12.5
GE3,PC,TOTAL,T,BE,2013-01-01,11.7
GE3,PC,TOTAL,T,BE,2014-01-01,11.8
GE3,PC,TOTAL,T,BE,2015-01-01,11.6
GE3,PC,TOTAL,T,BE,2016-01-01,12.3
GE3,PC,TOTAL,T,BE,2017-01-01,11.3
GE3,PC,TOTAL,T,BG,2006-01-01,71.4
GE3,PC,TOTAL,T,BG,2007-01-01,72.4
GE3,PC,TOTAL,T,BG,2008-01-01,55.0
GE3,PC,TOTAL,T,BG,2009-01-01,55.5
GE3,PC,TOTAL,T,BG,2010-01-01,59.4
GE3,PC,TOTAL,T,BG,2011-01-01,60.1
GE3,PC,TOTAL,T,BG,2012-01-01,61.6
GE3,PC,TOTAL,T,BG,2013-01-01,58.0
GE3,PC,TOTAL,T,BG,2014-01-01,46.8
GE3,PC,TOTAL,T,BG,2015-01-01,49.1
GE3,PC,TOTAL,T,BG,2016-01-01,46.9
GE3,PC,TOTAL,T,BG,2017-01-01,43.8
GE3,PC,TOTAL,T,CH,2006-01-01,
GE3,PC,TOTAL,T,CH,2007-01-01,6.7
GE3,PC,TOTAL,T,CH,2008-01-01,5.5
GE3,PC,TOTAL,T,CH,2009-01-01,6.3
GE3,PC,TOTAL,T,CH,2010-01-01,5.4
GE3,PC,TOTAL,T,CH,2011-01-01,3.3
GE3,PC,TOTAL,T,CH,2012-01-01,3.6
GE3,PC,TOTAL,T,CH,2013-01-01,3.7
GE3,PC,TOTAL,T,CH,2014-01-01,4.6
GE3,PC,TOTAL,T,CH,2015-01-01,4.6
GE3,PC,TOTAL,T,CH,2016-01-01,5.3
GE3,PC,TOTAL,T,CH,2017-01-01,
GE3,PC,TOTAL,T,CY,2006-01-01,30.7
GE3,PC,TOTAL,T,CY,2007-01-01,30.8
GE3,PC,TOTAL,T,CY,2008-01-01,24.9
GE3,PC,TOTAL,T,CY,2009-01-01,24.1
GE3,PC,TOTAL,T,CY,2010-01-01,28.4
