cpatc,unit,geotime,date,value
Y02W_X_1030_3030_9010,NR,SK,2002-01-01,
Y02W_X_1030_3030_9010,NR,SK,2003-01-01,
Y02W_X_1030_3030_9010,NR,SK,2004-01-01,
Y02W_X_1030_3030_9010,NR,SK,2005-01-01,
Y02W_X_1030_3030_9010,NR,SK,2006-01-01,
Y02W_X_1030_3030_9010,NR,SK,2007-01-01,
Y02W_X_1030_3030_9010,NR,SK,2008-01-01,
Y02W_X_1030_3030_9010,NR,SK,2009-01-01,
Y02W_X_1030_3030_9010,NR,SK,2010-01-01,
Y02W_X_1030_3030_9010,NR,SK,2011-01-01,
Y02W_X_1030_3030_9010,NR,SK,2012-01-01,
Y02W_X_1030_3030_9010,NR,SK,2013-01-01,
Y02W_X_1030_3030_9010,NR,UK,2000-01-01,
Y02W_X_1030_3030_9010,NR,UK,2001-01-01,
Y02W_X_1030_3030_9010,NR,UK,2002-01-01,
Y02W_X_1030_3030_9010,NR,UK,2003-01-01,
Y02W_X_1030_3030_9010,NR,UK,2004-01-01,
Y02W_X_1030_3030_9010,NR,UK,2005-01-01,
Y02W_X_1030_3030_9010,NR,UK,2006-01-01,
Y02W_X_1030_3030_9010,NR,UK,2007-01-01,
Y02W_X_1030_3030_9010,NR,UK,2008-01-01,
Y02W_X_1030_3030_9010,NR,UK,2009-01-01,
Y02W_X_1030_3030_9010,NR,UK,2010-01-01,
Y02W_X_1030_3030_9010,NR,UK,2011-01-01,
Y02W_X_1030_3030_9010,NR,UK,2012-01-01,
Y02W_X_1030_3030_9010,NR,UK,2013-01-01,
Y02W_X_1030_3030_9010,NR,US,2000-01-01,
Y02W_X_1030_3030_9010,NR,US,2001-01-01,
Y02W_X_1030_3030_9010,NR,US,2002-01-01,
Y02W_X_1030_3030_9010,NR,US,2003-01-01,
Y02W_X_1030_3030_9010,NR,US,2004-01-01,
Y02W_X_1030_3030_9010,NR,US,2005-01-01,
Y02W_X_1030_3030_9010,NR,US,2006-01-01,
Y02W_X_1030_3030_9010,NR,US,2007-01-01,
Y02W_X_1030_3030_9010,NR,US,2008-01-01,
Y02W_X_1030_3030_9010,NR,US,2009-01-01,
Y02W_X_1030_3030_9010,NR,US,2010-01-01,
Y02W_X_1030_3030_9010,NR,US,2011-01-01,
Y02W_X_1030_3030_9010,NR,US,2012-01-01,
Y02W_X_1030_3030_9010,NR,US,2013-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2000-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2001-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2002-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2003-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2004-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2005-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2006-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2007-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2008-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2009-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2010-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2011-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2012-01-01,
Y02W_X_1030_3030_9010,NR,WRL_REST,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,AT,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BE,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,BG,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CY,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,CZ,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DE,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,DK,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EE,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EL,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,ES,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,EU28,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FI,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,FR,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HR,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,HU,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IE,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,IT,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LT,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LU,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,LV,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,MT,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,NL,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PL,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,PT,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2010-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2011-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2012-01-01,
Y02W_X_1030_3030_9010,P_MHAB,RO,2013-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2000-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2001-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2002-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2003-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2004-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2005-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2006-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2007-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2008-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2009-01-01,
Y02W_X_1030_3030_9010,P_MHAB,SE,2010-01-01,
