typtrai,wstatus,sex,age,unit,geo\time,date,value
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2011-01-01,-0.3 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2012-01-01,-1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2013-01-01,-0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2014-01-01,-0.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2015-01-01,-1.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2016-01-01,-1.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SE,2017-01-01,-1.0 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2004-01-01,-2.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2005-01-01,-0.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2006-01-01,0.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2007-01-01,-0.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2008-01-01,-2.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2009-01-01,-1.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2010-01-01,0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2011-01-01,0.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2012-01-01,1.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2013-01-01,2.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2014-01-01,2.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2015-01-01,0.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2016-01-01,-1.2 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SI,2017-01-01,-2.9 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2003-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2004-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2005-01-01,-11.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2006-01-01,-3.8 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2007-01-01,-5.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2008-01-01,-4.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2009-01-01,-1.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2010-01-01,1.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2011-01-01,2.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2012-01-01,1.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2013-01-01,-0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2014-01-01,-1.0 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2015-01-01,-0.1 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2016-01-01,-1.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,SK,2017-01-01,-0.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2000-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2001-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2002-01-01,: 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2003-01-01,-1.9 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2004-01-01,-2.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2005-01-01,-2.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2006-01-01,-0.4 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2007-01-01,3.5 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2008-01-01,3.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2009-01-01,4.6 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2010-01-01,1.7 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2011-01-01,2.1 b
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2012-01-01,0.7 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2013-01-01,-0.4 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2014-01-01,-2.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2015-01-01,-2.8 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2016-01-01,-2.3 
NO_FED_NFE,NEMP,T,Y15-24,PPCH_3Y,UK,2017-01-01,-1.6 
