sex,geotime,date,value
M,MK,2010-01-01,
M,MK,2011-01-01,
M,MK,2012-01-01,
M,MK,2013-01-01,
M,MK,2014-01-01,
M,MK,2015-01-01,
M,MT,2000-01-01,
M,MT,2001-01-01,
M,MT,2002-01-01,4.6
M,MT,2003-01-01,1.8
M,MT,2004-01-01,1.8
M,MT,2005-01-01,1.3
M,MT,2006-01-01,2.8
M,MT,2007-01-01,7.4
M,MT,2008-01-01,
M,MT,2009-01-01,
M,MT,2010-01-01,
M,MT,2011-01-01,3.9
M,MT,2012-01-01,2.7
M,MT,2013-01-01,4.0
M,MT,2014-01-01,2.0
M,MT,2015-01-01,2.3
M,NL,2000-01-01,3.1
M,NL,2001-01-01,3.2
M,NL,2002-01-01,2.6
M,NL,2003-01-01,2.0
M,NL,2004-01-01,2.5
M,NL,2005-01-01,2.2
M,NL,2006-01-01,2.1
M,NL,2007-01-01,1.6
M,NL,2008-01-01,1.6
M,NL,2009-01-01,1.9
M,NL,2010-01-01,1.6
M,NL,2011-01-01,1.4
M,NL,2012-01-01,1.4
M,NL,2013-01-01,1.3
M,NL,2014-01-01,0.9
M,NL,2015-01-01,1.1
M,NO,2000-01-01,2.8
M,NO,2001-01-01,2.7
M,NO,2002-01-01,2.2
M,NO,2003-01-01,3.5
M,NO,2004-01-01,2.5
M,NO,2005-01-01,2.8
M,NO,2006-01-01,2.0
M,NO,2007-01-01,1.5
M,NO,2008-01-01,2.0
M,NO,2009-01-01,2.3
M,NO,2010-01-01,1.5
M,NO,2011-01-01,2.0
M,NO,2012-01-01,1.2
M,NO,2013-01-01,1.1
M,NO,2014-01-01,1.2
M,NO,2015-01-01,0.9
M,PL,2000-01-01,9.0
M,PL,2001-01-01,8.8
M,PL,2002-01-01,7.6
M,PL,2003-01-01,7.9
M,PL,2004-01-01,7.0
M,PL,2005-01-01,6.9
M,PL,2006-01-01,6.0
M,PL,2007-01-01,5.8
M,PL,2008-01-01,6.1
M,PL,2009-01-01,5.7
M,PL,2010-01-01,4.8
M,PL,2011-01-01,5.0
M,PL,2012-01-01,4.7
M,PL,2013-01-01,4.2
M,PL,2014-01-01,4.5
M,PL,2015-01-01,4.5
M,PT,2000-01-01,23.2
M,PT,2001-01-01,24.4
M,PT,2002-01-01,24.3
M,PT,2003-01-01,23.7
M,PT,2004-01-01,20.5
M,PT,2005-01-01,19.8
M,PT,2006-01-01,16.7
M,PT,2007-01-01,18.1
M,PT,2008-01-01,15.8
M,PT,2009-01-01,15.5
M,PT,2010-01-01,14.6
M,PT,2011-01-01,13.3
M,PT,2012-01-01,12.8
M,PT,2013-01-01,12.6
M,PT,2014-01-01,11.7
M,PT,2015-01-01,11.2
M,RO,2000-01-01,20.8
M,RO,2001-01-01,24.1
M,RO,2002-01-01,22.7
M,RO,2003-01-01,21.3
M,RO,2004-01-01,19.7
M,RO,2005-01-01,16.9
M,RO,2006-01-01,16.1
M,RO,2007-01-01,15.2
M,RO,2008-01-01,15.3
M,RO,2009-01-01,14.8
M,RO,2010-01-01,14.5
M,RO,2011-01-01,13.0
M,RO,2012-01-01,12.6
M,RO,2013-01-01,11.2
M,RO,2014-01-01,11.3
M,RO,2015-01-01,11.0
M,RS,2000-01-01,
M,RS,2001-01-01,
M,RS,2002-01-01,
M,RS,2003-01-01,
M,RS,2004-01-01,
M,RS,2005-01-01,
M,RS,2006-01-01,
M,RS,2007-01-01,
M,RS,2008-01-01,
M,RS,2009-01-01,
M,RS,2010-01-01,
M,RS,2011-01-01,4.3
M,RS,2012-01-01,4.3
M,RS,2013-01-01,4.5
M,RS,2014-01-01,3.1
M,RS,2015-01-01,2.9
M,SE,2000-01-01,2.3
M,SE,2001-01-01,2.4
M,SE,2002-01-01,2.6
M,SE,2003-01-01,2.4
M,SE,2004-01-01,1.7
M,SE,2005-01-01,2.3
M,SE,2006-01-01,2.2
M,SE,2007-01-01,2.2
M,SE,2008-01-01,1.8
M,SE,2009-01-01,2.4
M,SE,2010-01-01,1.5
M,SE,2011-01-01,1.7
M,SE,2012-01-01,1.9
M,SE,2013-01-01,2.3
M,SE,2014-01-01,1.3
M,SE,2015-01-01,1.6
M,SI,2000-01-01,2.1
M,SI,2001-01-01,3.7
M,SI,2002-01-01,4.4
M,SI,2003-01-01,3.4
M,SI,2004-01-01,1.4
M,SI,2005-01-01,2.1
M,SI,2006-01-01,
M,SI,2007-01-01,4.1
M,SI,2008-01-01,3.4
M,SI,2009-01-01,2.0
M,SI,2010-01-01,
M,SI,2011-01-01,1.8
M,SI,2012-01-01,1.1
M,SI,2013-01-01,1.0
M,SI,2014-01-01,3.0
M,SI,2015-01-01,
M,SK,2000-01-01,3.6
M,SK,2001-01-01,2.8
M,SK,2002-01-01,3.5
M,SK,2003-01-01,
M,SK,2004-01-01,3.3
M,SK,2005-01-01,
M,SK,2006-01-01,2.3
M,SK,2007-01-01,1.6
M,SK,2008-01-01,
M,SK,2009-01-01,1.9
M,SK,2010-01-01,2.0
M,SK,2011-01-01,1.4
M,SK,2012-01-01,1.2
M,SK,2013-01-01,1.3
M,SK,2014-01-01,1.7
M,SK,2015-01-01,1.6
M,TR,2000-01-01,
M,TR,2001-01-01,
M,TR,2002-01-01,
M,TR,2003-01-01,
M,TR,2004-01-01,
M,TR,2005-01-01,
M,TR,2006-01-01,
M,TR,2007-01-01,
M,TR,2008-01-01,
M,TR,2009-01-01,
M,TR,2010-01-01,
M,TR,2011-01-01,6.5
M,TR,2012-01-01,5.1
M,TR,2013-01-01,5.1
M,TR,2014-01-01,5.1
M,TR,2015-01-01,4.3
M,UK,2000-01-01,2.6
M,UK,2001-01-01,2.3
M,UK,2002-01-01,2.6
M,UK,2003-01-01,2.6
M,UK,2004-01-01,2.1
M,UK,2005-01-01,2.3
M,UK,2006-01-01,2.4
M,UK,2007-01-01,2.3
M,UK,2008-01-01,2.3
M,UK,2009-01-01,2.3
M,UK,2010-01-01,2.0
M,UK,2011-01-01,2.0
M,UK,2012-01-01,1.9
M,UK,2013-01-01,2.0
M,UK,2014-01-01,1.8
M,UK,2015-01-01,2.0
T,AL,2000-01-01,
T,AL,2001-01-01,
T,AL,2002-01-01,
T,AL,2003-01-01,
T,AL,2004-01-01,2.0
T,AL,2005-01-01,
T,AL,2006-01-01,
T,AL,2007-01-01,
T,AL,2008-01-01,
T,AL,2009-01-01,
T,AL,2010-01-01,
T,AL,2011-01-01,
T,AL,2012-01-01,
T,AL,2013-01-01,
T,AL,2014-01-01,
T,AL,2015-01-01,
T,AT,2000-01-01,2.2
T,AT,2001-01-01,2.1
T,AT,2002-01-01,5.0
T,AT,2003-01-01,5.9
T,AT,2004-01-01,5.4
T,AT,2005-01-01,6.3
T,AT,2006-01-01,4.7
T,AT,2007-01-01,4.4
T,AT,2008-01-01,4.8
T,AT,2009-01-01,4.8
T,AT,2010-01-01,4.5
T,AT,2011-01-01,4.7
T,AT,2012-01-01,3.9
T,AT,2013-01-01,4.4
T,AT,2014-01-01,4.5
T,AT,2015-01-01,4.3
T,BE,2000-01-01,
T,BE,2001-01-01,
T,BE,2002-01-01,
T,BE,2003-01-01,2.8
T,BE,2004-01-01,2.9
T,BE,2005-01-01,2.7
T,BE,2006-01-01,2.3
T,BE,2007-01-01,2.5
T,BE,2008-01-01,2.6
T,BE,2009-01-01,2.2
T,BE,2010-01-01,2.0
T,BE,2011-01-01,1.8
T,BE,2012-01-01,1.7
T,BE,2013-01-01,1.8
T,BE,2014-01-01,1.4
T,BE,2015-01-01,1.4
T,BG,2000-01-01,5.1
T,BG,2001-01-01,5.0
T,BG,2002-01-01,4.4
T,BG,2003-01-01,4.2
T,BG,2004-01-01,4.1
T,BG,2005-01-01,4.4
T,BG,2006-01-01,4.3
T,BG,2007-01-01,4.2
T,BG,2008-01-01,3.6
T,BG,2009-01-01,3.1
T,BG,2010-01-01,3.1
T,BG,2011-01-01,2.7
T,BG,2012-01-01,2.7
T,BG,2013-01-01,2.4
T,BG,2014-01-01,2.4
T,BG,2015-01-01,2.1
T,CH,2000-01-01,4.0
T,CH,2001-01-01,3.7
T,CH,2002-01-01,3.2
T,CH,2003-01-01,3.2
T,CH,2004-01-01,2.9
T,CH,2005-01-01,2.6
T,CH,2006-01-01,2.6
T,CH,2007-01-01,2.2
T,CH,2008-01-01,2.2
T,CH,2009-01-01,1.9
T,CH,2010-01-01,2.0
T,CH,2011-01-01,2.0
T,CH,2012-01-01,2.0
T,CH,2013-01-01,1.9
T,CH,2014-01-01,1.8
T,CH,2015-01-01,1.6
T,CY,2000-01-01,
T,CY,2001-01-01,
T,CY,2002-01-01,
T,CY,2003-01-01,
T,CY,2004-01-01,1.3
T,CY,2005-01-01,2.1
T,CY,2006-01-01,1.2
T,CY,2007-01-01,1.0
T,CY,2008-01-01,
T,CY,2009-01-01,
T,CY,2010-01-01,0.7
T,CY,2011-01-01,1.7
T,CY,2012-01-01,1.5
T,CY,2013-01-01,1.0
T,CY,2014-01-01,1.6
T,CY,2015-01-01,1.6
T,CZ,2000-01-01,1.8
T,CZ,2001-01-01,1.4
T,CZ,2002-01-01,
T,CZ,2003-01-01,
T,CZ,2004-01-01,
T,CZ,2005-01-01,1.0
T,CZ,2006-01-01,0.9
T,CZ,2007-01-01,1.2
T,CZ,2008-01-01,1.1
T,CZ,2009-01-01,1.1
T,CZ,2010-01-01,0.8
T,CZ,2011-01-01,2.1
T,CZ,2012-01-01,1.9
T,CZ,2013-01-01,1.1
T,CZ,2014-01-01,1.0
T,CZ,2015-01-01,1.0
T,DE,2000-01-01,3.2
T,DE,2001-01-01,2.9
T,DE,2002-01-01,2.9
T,DE,2003-01-01,2.9
T,DE,2004-01-01,2.7
T,DE,2005-01-01,2.5
T,DE,2006-01-01,2.4
T,DE,2007-01-01,2.3
T,DE,2008-01-01,2.1
T,DE,2009-01-01,2.2
T,DE,2010-01-01,2.2
T,DE,2011-01-01,2.2
T,DE,2012-01-01,2.1
T,DE,2013-01-01,2.0
T,DE,2014-01-01,1.8
T,DE,2015-01-01,1.8
T,DK,2000-01-01,1.7
T,DK,2001-01-01,1.9
T,DK,2002-01-01,1.9
T,DK,2003-01-01,1.9
T,DK,2004-01-01,2.2
T,DK,2005-01-01,1.7
T,DK,2006-01-01,1.5
T,DK,2007-01-01,1.5
T,DK,2008-01-01,1.3
T,DK,2009-01-01,1.6
T,DK,2010-01-01,
T,DK,2011-01-01,1.0
T,DK,2012-01-01,1.3
T,DK,2013-01-01,1.3
T,DK,2014-01-01,1.1
T,DK,2015-01-01,0.9
T,EE,2000-01-01,8.7
T,EE,2001-01-01,8.5
T,EE,2002-01-01,7.0
T,EE,2003-01-01,8.2
T,EE,2004-01-01,9.8
T,EE,2005-01-01,6.4
T,EE,2006-01-01,9.0
T,EE,2007-01-01,8.3
T,EE,2008-01-01,7.7
T,EE,2009-01-01,8.7
T,EE,2010-01-01,6.5
T,EE,2011-01-01,8.7
T,EE,2012-01-01,7.3
T,EE,2013-01-01,6.5
T,EE,2014-01-01,6.4
T,EE,2015-01-01,5.4
T,EL,2000-01-01,1.7
T,EL,2001-01-01,2.0
T,EL,2002-01-01,2.1
T,EL,2003-01-01,2.3
T,EL,2004-01-01,1.8
T,EL,2005-01-01,2.0
T,EL,2006-01-01,1.9
T,EL,2007-01-01,1.9
T,EL,2008-01-01,1.7
T,EL,2009-01-01,1.6
T,EL,2010-01-01,1.6
T,EL,2011-01-01,1.4
T,EL,2012-01-01,2.0
T,EL,2013-01-01,1.9
T,EL,2014-01-01,1.8
T,EL,2015-01-01,1.4
T,ES,2000-01-01,7.8
T,ES,2001-01-01,7.7
T,ES,2002-01-01,7.6
T,ES,2003-01-01,7.7
T,ES,2004-01-01,7.5
T,ES,2005-01-01,7.0
T,ES,2006-01-01,6.3
T,ES,2007-01-01,6.1
T,ES,2008-01-01,5.5
T,ES,2009-01-01,5.6
T,ES,2010-01-01,5.2
T,ES,2011-01-01,4.5
T,ES,2012-01-01,4.4
T,ES,2013-01-01,4.0
T,ES,2014-01-01,4.0
T,ES,2015-01-01,3.7
T,EU28,2000-01-01,
T,EU28,2001-01-01,
T,EU28,2002-01-01,4.8
T,EU28,2003-01-01,4.9
T,EU28,2004-01-01,4.6
T,EU28,2005-01-01,4.4
T,EU28,2006-01-01,4.0
T,EU28,2007-01-01,4.0
T,EU28,2008-01-01,3.9
T,EU28,2009-01-01,3.7
T,EU28,2010-01-01,3.6
T,EU28,2011-01-01,3.4
T,EU28,2012-01-01,3.3
T,EU28,2013-01-01,3.1
T,EU28,2014-01-01,3.0
T,EU28,2015-01-01,2.9
T,FI,2000-01-01,3.8
T,FI,2001-01-01,3.0
T,FI,2002-01-01,2.8
T,FI,2003-01-01,2.3
T,FI,2004-01-01,2.1
T,FI,2005-01-01,2.2
T,FI,2006-01-01,1.7
T,FI,2007-01-01,1.7
T,FI,2008-01-01,1.6
T,FI,2009-01-01,1.6
T,FI,2010-01-01,1.2
T,FI,2011-01-01,1.5
T,FI,2012-01-01,1.2
T,FI,2013-01-01,0.8
T,FI,2014-01-01,1.0
T,FI,2015-01-01,
T,FR,2000-01-01,
T,FR,2001-01-01,5.8
T,FR,2002-01-01,5.4
T,FR,2003-01-01,5.0
T,FR,2004-01-01,4.7
T,FR,2005-01-01,4.5
T,FR,2006-01-01,4.0
T,FR,2007-01-01,3.7
T,FR,2008-01-01,3.6
T,FR,2009-01-01,3.0
T,FR,2010-01-01,2.9
T,FR,2011-01-01,2.7
T,FR,2012-01-01,2.6
T,FR,2013-01-01,2.5
T,FR,2014-01-01,2.2
T,FR,2015-01-01,2.1
T,HR,2000-01-01,
T,HR,2001-01-01,
T,HR,2002-01-01,5.8
T,HR,2003-01-01,4.9
T,HR,2004-01-01,5.4
T,HR,2005-01-01,4.4
T,HR,2006-01-01,5.0
T,HR,2007-01-01,3.9
T,HR,2008-01-01,3.6
T,HR,2009-01-01,4.0
T,HR,2010-01-01,3.3
T,HR,2011-01-01,2.6
T,HR,2012-01-01,2.7
T,HR,2013-01-01,2.4
T,HR,2014-01-01,2.2
T,HR,2015-01-01,2.7
T,HU,2000-01-01,4.8
T,HU,2001-01-01,4.9
T,HU,2002-01-01,4.1
T,HU,2003-01-01,3.6
T,HU,2004-01-01,3.5
T,HU,2005-01-01,3.1
T,HU,2006-01-01,2.0
T,HU,2007-01-01,2.6
T,HU,2008-01-01,2.2
T,HU,2009-01-01,2.4
T,HU,2010-01-01,2.1
T,HU,2011-01-01,1.9
T,HU,2012-01-01,3.3
T,HU,2013-01-01,3.2
T,HU,2014-01-01,3.1
T,HU,2015-01-01,3.3
T,IE,2000-01-01,3.2
T,IE,2001-01-01,2.0
T,IE,2002-01-01,2.5
T,IE,2003-01-01,2.3
T,IE,2004-01-01,2.4
T,IE,2005-01-01,1.7
T,IE,2006-01-01,2.3
T,IE,2007-01-01,2.7
T,IE,2008-01-01,2.1
T,IE,2009-01-01,2.2
T,IE,2010-01-01,2.4
T,IE,2011-01-01,1.8
T,IE,2012-01-01,1.7
T,IE,2013-01-01,1.7
T,IE,2014-01-01,1.6
T,IE,2015-01-01,1.3
T,IT,2000-01-01,5.2
T,IT,2001-01-01,5.1
T,IT,2002-01-01,5.8
T,IT,2003-01-01,7.1
T,IT,2004-01-01,
T,IT,2005-01-01,
T,IT,2006-01-01,6.2
T,IT,2007-01-01,6.5
T,IT,2008-01-01,6.4
T,IT,2009-01-01,6.2
T,IT,2010-01-01,6.2
T,IT,2011-01-01,6.4
T,IT,2012-01-01,6.5
T,IT,2013-01-01,5.8
T,IT,2014-01-01,5.5
T,IT,2015-01-01,5.5
T,LT,2000-01-01,12.9
T,LT,2001-01-01,12.4
T,LT,2002-01-01,12.2
T,LT,2003-01-01,12.3
T,LT,2004-01-01,11.1
T,LT,2005-01-01,12.3
T,LT,2006-01-01,12.8
T,LT,2007-01-01,12.2
T,LT,2008-01-01,12.1
T,LT,2009-01-01,9.5
T,LT,2010-01-01,8.8
T,LT,2011-01-01,9.0
T,LT,2012-01-01,10.2
T,LT,2013-01-01,9.1
T,LT,2014-01-01,9.4
T,LT,2015-01-01,7.8
T,LU,2000-01-01,1.9
T,LU,2001-01-01,3.0
T,LU,2002-01-01,2.4
T,LU,2003-01-01,2.8
T,LU,2004-01-01,
T,LU,2005-01-01,0.9
T,LU,2006-01-01,1.7
T,LU,2007-01-01,2.1
T,LU,2008-01-01,
T,LU,2009-01-01,
T,LU,2010-01-01,1.6
T,LU,2011-01-01,2.1
T,LU,2012-01-01,
T,LU,2013-01-01,
T,LU,2014-01-01,2.3
T,LU,2015-01-01,1.5
T,LV,2000-01-01,14.2
T,LV,2001-01-01,13.7
T,LV,2002-01-01,10.5
T,LV,2003-01-01,11.5
T,LV,2004-01-01,10.1
T,LV,2005-01-01,10.4
T,LV,2006-01-01,10.7
T,LV,2007-01-01,10.0
T,LV,2008-01-01,10.1
T,LV,2009-01-01,10.3
T,LV,2010-01-01,8.4
T,LV,2011-01-01,8.8
T,LV,2012-01-01,8.9
T,LV,2013-01-01,13.1
T,LV,2014-01-01,10.7
T,LV,2015-01-01,11.6
T,MK,2000-01-01,
T,MK,2001-01-01,8.1
T,MK,2002-01-01,
T,MK,2003-01-01,
T,MK,2004-01-01,
T,MK,2005-01-01,
T,MK,2006-01-01,4.7
T,MK,2007-01-01,4.5
T,MK,2008-01-01,4.1
T,MK,2009-01-01,
T,MK,2010-01-01,
T,MK,2011-01-01,
T,MK,2012-01-01,
T,MK,2013-01-01,
T,MK,2014-01-01,
T,MK,2015-01-01,
T,MT,2000-01-01,
T,MT,2001-01-01,
T,MT,2002-01-01,3.2
T,MT,2003-01-01,1.9
T,MT,2004-01-01,1.5
T,MT,2005-01-01,1.4
T,MT,2006-01-01,2.1
T,MT,2007-01-01,3.2
T,MT,2008-01-01,
T,MT,2009-01-01,
T,MT,2010-01-01,
T,MT,2011-01-01,3.0
T,MT,2012-01-01,1.2
T,MT,2013-01-01,1.8
T,MT,2014-01-01,1.7
T,MT,2015-01-01,1.2
T,NL,2000-01-01,2.0
T,NL,2001-01-01,1.9
T,NL,2002-01-01,1.5
T,NL,2003-01-01,1.5
T,NL,2004-01-01,1.5
T,NL,2005-01-01,1.4
T,NL,2006-01-01,1.3
T,NL,2007-01-01,1.1
T,NL,2008-01-01,1.1
T,NL,2009-01-01,1.2
T,NL,2010-01-01,1.1
T,NL,2011-01-01,0.9
T,NL,2012-01-01,0.9
T,NL,2013-01-01,0.8
T,NL,2014-01-01,0.7
T,NL,2015-01-01,0.8
T,NO,2000-01-01,2.1
T,NO,2001-01-01,2.0
T,NO,2002-01-01,1.4
T,NO,2003-01-01,2.1
T,NO,2004-01-01,2.0
T,NO,2005-01-01,2.1
T,NO,2006-01-01,1.4
T,NO,2007-01-01,1.3
T,NO,2008-01-01,1.4
T,NO,2009-01-01,1.6
T,NO,2010-01-01,1.1
T,NO,2011-01-01,1.2
T,NO,2012-01-01,0.9
T,NO,2013-01-01,0.8
T,NO,2014-01-01,0.9
T,NO,2015-01-01,0.9
T,PL,2000-01-01,5.4
T,PL,2001-01-01,5.0
T,PL,2002-01-01,4.5
T,PL,2003-01-01,4.5
T,PL,2004-01-01,4.0
T,PL,2005-01-01,3.9
T,PL,2006-01-01,3.6
T,PL,2007-01-01,3.5
T,PL,2008-01-01,3.8
T,PL,2009-01-01,3.3
T,PL,2010-01-01,2.8
T,PL,2011-01-01,3.1
T,PL,2012-01-01,3.0
T,PL,2013-01-01,2.6
T,PL,2014-01-01,2.8
T,PL,2015-01-01,2.8
T,PT,2000-01-01,13.9
T,PT,2001-01-01,14.0
T,PT,2002-01-01,14.1
T,PT,2003-01-01,14.2
T,PT,2004-01-01,12.5
T,PT,2005-01-01,12.2
T,PT,2006-01-01,9.9
T,PT,2007-01-01,11.4
T,PT,2008-01-01,9.9
T,PT,2009-01-01,9.7
T,PT,2010-01-01,9.0
T,PT,2011-01-01,8.2
T,PT,2012-01-01,7.7
T,PT,2013-01-01,7.4
T,PT,2014-01-01,7.2
T,PT,2015-01-01,6.8
T,RO,2000-01-01,12.6
T,RO,2001-01-01,14.3
T,RO,2002-01-01,13.5
T,RO,2003-01-01,12.6
T,RO,2004-01-01,11.8
T,RO,2005-01-01,10.1
T,RO,2006-01-01,9.5
T,RO,2007-01-01,9.0
T,RO,2008-01-01,9.1
T,RO,2009-01-01,8.6
T,RO,2010-01-01,8.3
T,RO,2011-01-01,7.8
T,RO,2012-01-01,7.6
T,RO,2013-01-01,7.0
T,RO,2014-01-01,7.2
T,RO,2015-01-01,6.8
T,RS,2000-01-01,
T,RS,2001-01-01,
T,RS,2002-01-01,
T,RS,2003-01-01,
T,RS,2004-01-01,
T,RS,2005-01-01,
T,RS,2006-01-01,
T,RS,2007-01-01,
T,RS,2008-01-01,
T,RS,2009-01-01,
T,RS,2010-01-01,
T,RS,2011-01-01,2.8
T,RS,2012-01-01,3.0
T,RS,2013-01-01,2.9
T,RS,2014-01-01,2.2
T,RS,2015-01-01,2.1
T,SE,2000-01-01,1.5
T,SE,2001-01-01,1.8
T,SE,2002-01-01,2.1
T,SE,2003-01-01,1.5
T,SE,2004-01-01,1.3
T,SE,2005-01-01,1.9
T,SE,2006-01-01,1.7
T,SE,2007-01-01,1.8
T,SE,2008-01-01,1.6
T,SE,2009-01-01,1.8
T,SE,2010-01-01,1.1
T,SE,2011-01-01,1.4
T,SE,2012-01-01,1.2
T,SE,2013-01-01,1.5
T,SE,2014-01-01,1.1
T,SE,2015-01-01,1.2
T,SI,2000-01-01,1.9
T,SI,2001-01-01,2.6
T,SI,2002-01-01,1.9
T,SI,2003-01-01,2.3
T,SI,2004-01-01,0.8
T,SI,2005-01-01,2.2
T,SI,2006-01-01,
T,SI,2007-01-01,2.6
T,SI,2008-01-01,3.0
T,SI,2009-01-01,1.7
T,SI,2010-01-01,
T,SI,2011-01-01,1.0
T,SI,2012-01-01,0.9
T,SI,2013-01-01,0.9
T,SI,2014-01-01,1.7
T,SI,2015-01-01,0.8
T,SK,2000-01-01,2.1
T,SK,2001-01-01,2.0
T,SK,2002-01-01,2.1
T,SK,2003-01-01,
T,SK,2004-01-01,1.8
T,SK,2005-01-01,
T,SK,2006-01-01,1.5
T,SK,2007-01-01,1.3
T,SK,2008-01-01,1.1
T,SK,2009-01-01,1.2
T,SK,2010-01-01,1.3
T,SK,2011-01-01,0.8
T,SK,2012-01-01,0.8
T,SK,2013-01-01,0.9
T,SK,2014-01-01,1.3
T,SK,2015-01-01,0.9
T,TR,2000-01-01,
T,TR,2001-01-01,
T,TR,2002-01-01,
T,TR,2003-01-01,
T,TR,2004-01-01,
T,TR,2005-01-01,
T,TR,2006-01-01,
T,TR,2007-01-01,
T,TR,2008-01-01,
T,TR,2009-01-01,
T,TR,2010-01-01,
T,TR,2011-01-01,4.6
T,TR,2012-01-01,3.8
T,TR,2013-01-01,3.9
T,TR,2014-01-01,3.7
T,TR,2015-01-01,3.3
T,UK,2000-01-01,1.7
T,UK,2001-01-01,1.7
T,UK,2002-01-01,1.8
T,UK,2003-01-01,1.8
T,UK,2004-01-01,1.6
T,UK,2005-01-01,1.7
T,UK,2006-01-01,1.7
T,UK,2007-01-01,1.5
T,UK,2008-01-01,1.6
T,UK,2009-01-01,1.6
T,UK,2010-01-01,1.5
T,UK,2011-01-01,1.4
T,UK,2012-01-01,1.4
T,UK,2013-01-01,1.4
T,UK,2014-01-01,1.3
T,UK,2015-01-01,1.4
