indic_eu,geotime,date,value
T2020_35T,RO,2014-01-01,72.53
T2020_35T,RO,2015-01-01,74.56
T2020_35T,RO,2016-01-01,72.66
T2020_35T,SE,2005-01-01,42.76
T2020_35T,SE,2006-01-01,42.12
T2020_35T,SE,2007-01-01,41.68
T2020_35T,SE,2008-01-01,40.11
T2020_35T,SE,2009-01-01,38.86
T2020_35T,SE,2010-01-01,39.49
T2020_35T,SE,2011-01-01,38.51
T2020_35T,SE,2012-01-01,36.94
T2020_35T,SE,2013-01-01,35.28
T2020_35T,SE,2014-01-01,34.52
T2020_35T,SE,2015-01-01,33.9
T2020_35T,SE,2016-01-01,33.71
T2020_35T,SI,2005-01-01,11.74
T2020_35T,SI,2006-01-01,11.82
T2020_35T,SI,2007-01-01,11.75
T2020_35T,SI,2008-01-01,12.74
T2020_35T,SI,2009-01-01,11.64
T2020_35T,SI,2010-01-01,11.6
T2020_35T,SI,2011-01-01,11.67
T2020_35T,SI,2012-01-01,11.46
T2020_35T,SI,2013-01-01,10.93
T2020_35T,SI,2014-01-01,10.47
T2020_35T,SI,2015-01-01,10.72
T2020_35T,SI,2016-01-01,11.04
T2020_35T,SK,2005-01-01,22.34
T2020_35T,SK,2006-01-01,21.61
T2020_35T,SK,2007-01-01,21.02
T2020_35T,SK,2008-01-01,22.79
T2020_35T,SK,2009-01-01,22.26
T2020_35T,SK,2010-01-01,23.26
T2020_35T,SK,2011-01-01,22.11
T2020_35T,SK,2012-01-01,21.31
T2020_35T,SK,2013-01-01,21.08
T2020_35T,SK,2014-01-01,19.78
T2020_35T,SK,2015-01-01,20.08
T2020_35T,SK,2016-01-01,19.74
T2020_35T,UK,2005-01-01,411.95
T2020_35T,UK,2006-01-01,398.89
T2020_35T,UK,2007-01-01,390.24
T2020_35T,UK,2008-01-01,383.13
T2020_35T,UK,2009-01-01,360.8
T2020_35T,UK,2010-01-01,371.37
T2020_35T,UK,2011-01-01,340.95
T2020_35T,UK,2012-01-01,347.85
T2020_35T,UK,2013-01-01,339.45
T2020_35T,UK,2014-01-01,324.44
T2020_35T,UK,2015-01-01,326.03
T2020_35T,UK,2016-01-01,324.37
