sex,age,indic_eu,unit,geotime,date,value
T,TOTAL,T2020_53,PC,PL,2007-01-01,22.3
T,TOTAL,T2020_53,PC,PL,2008-01-01,17.7
T,TOTAL,T2020_53,PC,PL,2009-01-01,15.0
T,TOTAL,T2020_53,PC,PL,2010-01-01,14.2
T,TOTAL,T2020_53,PC,PL,2011-01-01,13.0
T,TOTAL,T2020_53,PC,PL,2012-01-01,13.5
T,TOTAL,T2020_53,PC,PL,2013-01-01,11.9
T,TOTAL,T2020_53,PC,PL,2014-01-01,10.4
T,TOTAL,T2020_53,PC,PL,2015-01-01,8.1
T,TOTAL,T2020_53,PC,PL,2016-01-01,6.7
T,TOTAL,T2020_53,PC,PL,2017-01-01,5.9
T,TOTAL,T2020_53,PC,PT,2003-01-01,
T,TOTAL,T2020_53,PC,PT,2004-01-01,9.9
T,TOTAL,T2020_53,PC,PT,2005-01-01,9.3
T,TOTAL,T2020_53,PC,PT,2006-01-01,9.1
T,TOTAL,T2020_53,PC,PT,2007-01-01,9.6
T,TOTAL,T2020_53,PC,PT,2008-01-01,9.7
T,TOTAL,T2020_53,PC,PT,2009-01-01,9.1
T,TOTAL,T2020_53,PC,PT,2010-01-01,9.0
T,TOTAL,T2020_53,PC,PT,2011-01-01,8.3
T,TOTAL,T2020_53,PC,PT,2012-01-01,8.6
T,TOTAL,T2020_53,PC,PT,2013-01-01,10.9
T,TOTAL,T2020_53,PC,PT,2014-01-01,10.6
T,TOTAL,T2020_53,PC,PT,2015-01-01,9.6
T,TOTAL,T2020_53,PC,PT,2016-01-01,8.4
T,TOTAL,T2020_53,PC,PT,2017-01-01,6.9
T,TOTAL,T2020_53,PC,RO,2003-01-01,
T,TOTAL,T2020_53,PC,RO,2004-01-01,
T,TOTAL,T2020_53,PC,RO,2005-01-01,
T,TOTAL,T2020_53,PC,RO,2006-01-01,
T,TOTAL,T2020_53,PC,RO,2007-01-01,38.0
T,TOTAL,T2020_53,PC,RO,2008-01-01,32.7
T,TOTAL,T2020_53,PC,RO,2009-01-01,32.1
T,TOTAL,T2020_53,PC,RO,2010-01-01,30.5
T,TOTAL,T2020_53,PC,RO,2011-01-01,29.5
T,TOTAL,T2020_53,PC,RO,2012-01-01,31.1
T,TOTAL,T2020_53,PC,RO,2013-01-01,29.8
T,TOTAL,T2020_53,PC,RO,2014-01-01,25.9
T,TOTAL,T2020_53,PC,RO,2015-01-01,22.7
T,TOTAL,T2020_53,PC,RO,2016-01-01,23.8
T,TOTAL,T2020_53,PC,RO,2017-01-01,19.7
T,TOTAL,T2020_53,PC,RS,2003-01-01,
T,TOTAL,T2020_53,PC,RS,2004-01-01,
T,TOTAL,T2020_53,PC,RS,2005-01-01,
T,TOTAL,T2020_53,PC,RS,2006-01-01,
T,TOTAL,T2020_53,PC,RS,2007-01-01,
T,TOTAL,T2020_53,PC,RS,2008-01-01,
T,TOTAL,T2020_53,PC,RS,2009-01-01,
T,TOTAL,T2020_53,PC,RS,2010-01-01,
T,TOTAL,T2020_53,PC,RS,2011-01-01,
T,TOTAL,T2020_53,PC,RS,2012-01-01,
T,TOTAL,T2020_53,PC,RS,2013-01-01,26.9
T,TOTAL,T2020_53,PC,RS,2014-01-01,26.3
T,TOTAL,T2020_53,PC,RS,2015-01-01,24.0
T,TOTAL,T2020_53,PC,RS,2016-01-01,19.5
T,TOTAL,T2020_53,PC,RS,2017-01-01,
T,TOTAL,T2020_53,PC,SE,2003-01-01,
T,TOTAL,T2020_53,PC,SE,2004-01-01,3.0
T,TOTAL,T2020_53,PC,SE,2005-01-01,2.3
T,TOTAL,T2020_53,PC,SE,2006-01-01,2.1
T,TOTAL,T2020_53,PC,SE,2007-01-01,2.2
T,TOTAL,T2020_53,PC,SE,2008-01-01,1.8
T,TOTAL,T2020_53,PC,SE,2009-01-01,2.0
T,TOTAL,T2020_53,PC,SE,2010-01-01,1.9
T,TOTAL,T2020_53,PC,SE,2011-01-01,1.7
T,TOTAL,T2020_53,PC,SE,2012-01-01,1.8
T,TOTAL,T2020_53,PC,SE,2013-01-01,1.9
T,TOTAL,T2020_53,PC,SE,2014-01-01,1.0
T,TOTAL,T2020_53,PC,SE,2015-01-01,1.1
T,TOTAL,T2020_53,PC,SE,2016-01-01,0.8
T,TOTAL,T2020_53,PC,SE,2017-01-01,1.1
T,TOTAL,T2020_53,PC,SI,2003-01-01,
T,TOTAL,T2020_53,PC,SI,2004-01-01,
T,TOTAL,T2020_53,PC,SI,2005-01-01,5.1
T,TOTAL,T2020_53,PC,SI,2006-01-01,5.1
T,TOTAL,T2020_53,PC,SI,2007-01-01,5.1
T,TOTAL,T2020_53,PC,SI,2008-01-01,6.7
T,TOTAL,T2020_53,PC,SI,2009-01-01,6.1
T,TOTAL,T2020_53,PC,SI,2010-01-01,5.9
T,TOTAL,T2020_53,PC,SI,2011-01-01,6.1
T,TOTAL,T2020_53,PC,SI,2012-01-01,6.6
T,TOTAL,T2020_53,PC,SI,2013-01-01,6.7
T,TOTAL,T2020_53,PC,SI,2014-01-01,6.6
T,TOTAL,T2020_53,PC,SI,2015-01-01,5.8
T,TOTAL,T2020_53,PC,SI,2016-01-01,5.4
T,TOTAL,T2020_53,PC,SI,2017-01-01,4.6
T,TOTAL,T2020_53,PC,SK,2003-01-01,
T,TOTAL,T2020_53,PC,SK,2004-01-01,
T,TOTAL,T2020_53,PC,SK,2005-01-01,22.1
T,TOTAL,T2020_53,PC,SK,2006-01-01,18.2
T,TOTAL,T2020_53,PC,SK,2007-01-01,13.7
T,TOTAL,T2020_53,PC,SK,2008-01-01,11.8
T,TOTAL,T2020_53,PC,SK,2009-01-01,11.1
T,TOTAL,T2020_53,PC,SK,2010-01-01,11.4
T,TOTAL,T2020_53,PC,SK,2011-01-01,10.6
T,TOTAL,T2020_53,PC,SK,2012-01-01,10.5
T,TOTAL,T2020_53,PC,SK,2013-01-01,10.2
T,TOTAL,T2020_53,PC,SK,2014-01-01,9.9
T,TOTAL,T2020_53,PC,SK,2015-01-01,9.0
T,TOTAL,T2020_53,PC,SK,2016-01-01,8.2
T,TOTAL,T2020_53,PC,SK,2017-01-01,7.0
T,TOTAL,T2020_53,PC,TR,2003-01-01,
T,TOTAL,T2020_53,PC,TR,2004-01-01,
T,TOTAL,T2020_53,PC,TR,2005-01-01,
T,TOTAL,T2020_53,PC,TR,2006-01-01,60.4
T,TOTAL,T2020_53,PC,TR,2007-01-01,58.8
T,TOTAL,T2020_53,PC,TR,2008-01-01,57.7
T,TOTAL,T2020_53,PC,TR,2009-01-01,56.7
T,TOTAL,T2020_53,PC,TR,2010-01-01,59.3
T,TOTAL,T2020_53,PC,TR,2011-01-01,57.9
T,TOTAL,T2020_53,PC,TR,2012-01-01,55.0
T,TOTAL,T2020_53,PC,TR,2013-01-01,43.8
T,TOTAL,T2020_53,PC,TR,2014-01-01,29.3
T,TOTAL,T2020_53,PC,TR,2015-01-01,30.3
T,TOTAL,T2020_53,PC,TR,2016-01-01,
T,TOTAL,T2020_53,PC,TR,2017-01-01,
T,TOTAL,T2020_53,PC,UK,2003-01-01,
T,TOTAL,T2020_53,PC,UK,2004-01-01,
T,TOTAL,T2020_53,PC,UK,2005-01-01,5.3
T,TOTAL,T2020_53,PC,UK,2006-01-01,4.5
T,TOTAL,T2020_53,PC,UK,2007-01-01,4.2
T,TOTAL,T2020_53,PC,UK,2008-01-01,4.5
T,TOTAL,T2020_53,PC,UK,2009-01-01,3.3
T,TOTAL,T2020_53,PC,UK,2010-01-01,4.8
T,TOTAL,T2020_53,PC,UK,2011-01-01,5.1
T,TOTAL,T2020_53,PC,UK,2012-01-01,7.8
T,TOTAL,T2020_53,PC,UK,2013-01-01,8.3
T,TOTAL,T2020_53,PC,UK,2014-01-01,7.4
T,TOTAL,T2020_53,PC,UK,2015-01-01,6.1
T,TOTAL,T2020_53,PC,UK,2016-01-01,5.2
T,TOTAL,T2020_53,PC,UK,2017-01-01,4.9
T,TOTAL,T2020_53,THS_PER,AT,2003-01-01,264.0
T,TOTAL,T2020_53,THS_PER,AT,2004-01-01,308.0
T,TOTAL,T2020_53,THS_PER,AT,2005-01-01,281.0
T,TOTAL,T2020_53,THS_PER,AT,2006-01-01,293.0
T,TOTAL,T2020_53,THS_PER,AT,2007-01-01,269.0
T,TOTAL,T2020_53,THS_PER,AT,2008-01-01,485.0
T,TOTAL,T2020_53,THS_PER,AT,2009-01-01,376.0
T,TOTAL,T2020_53,THS_PER,AT,2010-01-01,353.0
T,TOTAL,T2020_53,THS_PER,AT,2011-01-01,333.0
T,TOTAL,T2020_53,THS_PER,AT,2012-01-01,335.0
T,TOTAL,T2020_53,THS_PER,AT,2013-01-01,355.0
T,TOTAL,T2020_53,THS_PER,AT,2014-01-01,336.0
T,TOTAL,T2020_53,THS_PER,AT,2015-01-01,302.0
T,TOTAL,T2020_53,THS_PER,AT,2016-01-01,257.0
T,TOTAL,T2020_53,THS_PER,AT,2017-01-01,323.0
T,TOTAL,T2020_53,THS_PER,BE,2003-01-01,460.0
T,TOTAL,T2020_53,THS_PER,BE,2004-01-01,495.0
T,TOTAL,T2020_53,THS_PER,BE,2005-01-01,673.0
T,TOTAL,T2020_53,THS_PER,BE,2006-01-01,672.0
T,TOTAL,T2020_53,THS_PER,BE,2007-01-01,602.0
T,TOTAL,T2020_53,THS_PER,BE,2008-01-01,595.0
T,TOTAL,T2020_53,THS_PER,BE,2009-01-01,555.0
T,TOTAL,T2020_53,THS_PER,BE,2010-01-01,628.0
T,TOTAL,T2020_53,THS_PER,BE,2011-01-01,615.0
T,TOTAL,T2020_53,THS_PER,BE,2012-01-01,687.0
T,TOTAL,T2020_53,THS_PER,BE,2013-01-01,561.0
T,TOTAL,T2020_53,THS_PER,BE,2014-01-01,650.0
T,TOTAL,T2020_53,THS_PER,BE,2015-01-01,640.0
T,TOTAL,T2020_53,THS_PER,BE,2016-01-01,623.0
T,TOTAL,T2020_53,THS_PER,BE,2017-01-01,577.0
T,TOTAL,T2020_53,THS_PER,BG,2003-01-01,
T,TOTAL,T2020_53,THS_PER,BG,2004-01-01,
T,TOTAL,T2020_53,THS_PER,BG,2005-01-01,
T,TOTAL,T2020_53,THS_PER,BG,2006-01-01,4451.0
T,TOTAL,T2020_53,THS_PER,BG,2007-01-01,4426.0
T,TOTAL,T2020_53,THS_PER,BG,2008-01-01,3151.0
T,TOTAL,T2020_53,THS_PER,BG,2009-01-01,3184.0
T,TOTAL,T2020_53,THS_PER,BG,2010-01-01,3459.0
T,TOTAL,T2020_53,THS_PER,BG,2011-01-01,3277.0
T,TOTAL,T2020_53,THS_PER,BG,2012-01-01,3242.0
T,TOTAL,T2020_53,THS_PER,BG,2013-01-01,3129.0
T,TOTAL,T2020_53,THS_PER,BG,2014-01-01,2399.0
T,TOTAL,T2020_53,THS_PER,BG,2015-01-01,2468.0
T,TOTAL,T2020_53,THS_PER,BG,2016-01-01,2285.0
T,TOTAL,T2020_53,THS_PER,BG,2017-01-01,2136.0
T,TOTAL,T2020_53,THS_PER,CH,2003-01-01,
T,TOTAL,T2020_53,THS_PER,CH,2004-01-01,
T,TOTAL,T2020_53,THS_PER,CH,2005-01-01,
T,TOTAL,T2020_53,THS_PER,CH,2006-01-01,
T,TOTAL,T2020_53,THS_PER,CH,2007-01-01,168.0
T,TOTAL,T2020_53,THS_PER,CH,2008-01-01,154.0
T,TOTAL,T2020_53,THS_PER,CH,2009-01-01,154.0
T,TOTAL,T2020_53,THS_PER,CH,2010-01-01,126.0
T,TOTAL,T2020_53,THS_PER,CH,2011-01-01,78.0
T,TOTAL,T2020_53,THS_PER,CH,2012-01-01,63.0
T,TOTAL,T2020_53,THS_PER,CH,2013-01-01,52.0
T,TOTAL,T2020_53,THS_PER,CH,2014-01-01,103.0
T,TOTAL,T2020_53,THS_PER,CH,2015-01-01,115.0
T,TOTAL,T2020_53,THS_PER,CH,2016-01-01,123.0
T,TOTAL,T2020_53,THS_PER,CH,2017-01-01,
T,TOTAL,T2020_53,THS_PER,CY,2003-01-01,
T,TOTAL,T2020_53,THS_PER,CY,2004-01-01,
T,TOTAL,T2020_53,THS_PER,CY,2005-01-01,90.0
T,TOTAL,T2020_53,THS_PER,CY,2006-01-01,96.0
T,TOTAL,T2020_53,THS_PER,CY,2007-01-01,103.0
T,TOTAL,T2020_53,THS_PER,CY,2008-01-01,71.0
T,TOTAL,T2020_53,THS_PER,CY,2009-01-01,76.0
T,TOTAL,T2020_53,THS_PER,CY,2010-01-01,92.0
T,TOTAL,T2020_53,THS_PER,CY,2011-01-01,98.0
T,TOTAL,T2020_53,THS_PER,CY,2012-01-01,129.0
T,TOTAL,T2020_53,THS_PER,CY,2013-01-01,139.0
T,TOTAL,T2020_53,THS_PER,CY,2014-01-01,131.0
T,TOTAL,T2020_53,THS_PER,CY,2015-01-01,130.0
T,TOTAL,T2020_53,THS_PER,CY,2016-01-01,115.0
T,TOTAL,T2020_53,THS_PER,CY,2017-01-01,98.0
T,TOTAL,T2020_53,THS_PER,CZ,2003-01-01,
T,TOTAL,T2020_53,THS_PER,CZ,2004-01-01,
T,TOTAL,T2020_53,THS_PER,CZ,2005-01-01,1190.0
T,TOTAL,T2020_53,THS_PER,CZ,2006-01-01,980.0
T,TOTAL,T2020_53,THS_PER,CZ,2007-01-01,750.0
T,TOTAL,T2020_53,THS_PER,CZ,2008-01-01,696.0
T,TOTAL,T2020_53,THS_PER,CZ,2009-01-01,635.0
T,TOTAL,T2020_53,THS_PER,CZ,2010-01-01,644.0
T,TOTAL,T2020_53,THS_PER,CZ,2011-01-01,641.0
T,TOTAL,T2020_53,THS_PER,CZ,2012-01-01,683.0
T,TOTAL,T2020_53,THS_PER,CZ,2013-01-01,679.0
T,TOTAL,T2020_53,THS_PER,CZ,2014-01-01,695.0
T,TOTAL,T2020_53,THS_PER,CZ,2015-01-01,577.0
T,TOTAL,T2020_53,THS_PER,CZ,2016-01-01,497.0
T,TOTAL,T2020_53,THS_PER,CZ,2017-01-01,387.0
T,TOTAL,T2020_53,THS_PER,DE,2003-01-01,
T,TOTAL,T2020_53,THS_PER,DE,2004-01-01,
T,TOTAL,T2020_53,THS_PER,DE,2005-01-01,3733.0
T,TOTAL,T2020_53,THS_PER,DE,2006-01-01,4138.0
T,TOTAL,T2020_53,THS_PER,DE,2007-01-01,3947.0
T,TOTAL,T2020_53,THS_PER,DE,2008-01-01,4442.0
T,TOTAL,T2020_53,THS_PER,DE,2009-01-01,4360.0
T,TOTAL,T2020_53,THS_PER,DE,2010-01-01,3672.0
T,TOTAL,T2020_53,THS_PER,DE,2011-01-01,4323.0
T,TOTAL,T2020_53,THS_PER,DE,2012-01-01,3937.0
T,TOTAL,T2020_53,THS_PER,DE,2013-01-01,4281.0
T,TOTAL,T2020_53,THS_PER,DE,2014-01-01,3974.0
T,TOTAL,T2020_53,THS_PER,DE,2015-01-01,3555.0
T,TOTAL,T2020_53,THS_PER,DE,2016-01-01,3015.0
T,TOTAL,T2020_53,THS_PER,DE,2017-01-01,2783.0
T,TOTAL,T2020_53,THS_PER,DK,2003-01-01,107.0
T,TOTAL,T2020_53,THS_PER,DK,2004-01-01,157.0
T,TOTAL,T2020_53,THS_PER,DK,2005-01-01,171.0
T,TOTAL,T2020_53,THS_PER,DK,2006-01-01,169.0
T,TOTAL,T2020_53,THS_PER,DK,2007-01-01,175.0
T,TOTAL,T2020_53,THS_PER,DK,2008-01-01,107.0
T,TOTAL,T2020_53,THS_PER,DK,2009-01-01,124.0
T,TOTAL,T2020_53,THS_PER,DK,2010-01-01,145.0
T,TOTAL,T2020_53,THS_PER,DK,2011-01-01,128.0
T,TOTAL,T2020_53,THS_PER,DK,2012-01-01,149.0
T,TOTAL,T2020_53,THS_PER,DK,2013-01-01,202.0
T,TOTAL,T2020_53,THS_PER,DK,2014-01-01,181.0
T,TOTAL,T2020_53,THS_PER,DK,2015-01-01,206.0
T,TOTAL,T2020_53,THS_PER,DK,2016-01-01,148.0
T,TOTAL,T2020_53,THS_PER,DK,2017-01-01,177.0
T,TOTAL,T2020_53,THS_PER,EA18,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EA18,2004-01-01,
T,TOTAL,T2020_53,THS_PER,EA18,2005-01-01,19130.0
T,TOTAL,T2020_53,THS_PER,EA18,2006-01-01,18529.0
T,TOTAL,T2020_53,THS_PER,EA18,2007-01-01,17820.0
T,TOTAL,T2020_53,THS_PER,EA18,2008-01-01,19091.0
T,TOTAL,T2020_53,THS_PER,EA18,2009-01-01,19273.0
T,TOTAL,T2020_53,THS_PER,EA18,2010-01-01,19407.0
T,TOTAL,T2020_53,THS_PER,EA18,2011-01-01,22287.0
T,TOTAL,T2020_53,THS_PER,EA18,2012-01-01,25175.0
T,TOTAL,T2020_53,THS_PER,EA18,2013-01-01,24414.0
T,TOTAL,T2020_53,THS_PER,EA18,2014-01-01,24003.0
T,TOTAL,T2020_53,THS_PER,EA18,2015-01-01,22683.0
T,TOTAL,T2020_53,THS_PER,EA18,2016-01-01,21746.0
T,TOTAL,T2020_53,THS_PER,EA18,2017-01-01,19381.0
T,TOTAL,T2020_53,THS_PER,EA19,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EA19,2004-01-01,
T,TOTAL,T2020_53,THS_PER,EA19,2005-01-01,20241.0
T,TOTAL,T2020_53,THS_PER,EA19,2006-01-01,19386.0
T,TOTAL,T2020_53,THS_PER,EA19,2007-01-01,18378.0
T,TOTAL,T2020_53,THS_PER,EA19,2008-01-01,19493.0
T,TOTAL,T2020_53,THS_PER,EA19,2009-01-01,19770.0
T,TOTAL,T2020_53,THS_PER,EA19,2010-01-01,20031.0
T,TOTAL,T2020_53,THS_PER,EA19,2011-01-01,22868.0
T,TOTAL,T2020_53,THS_PER,EA19,2012-01-01,25771.0
T,TOTAL,T2020_53,THS_PER,EA19,2013-01-01,24891.0
T,TOTAL,T2020_53,THS_PER,EA19,2014-01-01,24403.0
T,TOTAL,T2020_53,THS_PER,EA19,2015-01-01,23090.0
T,TOTAL,T2020_53,THS_PER,EA19,2016-01-01,22137.0
T,TOTAL,T2020_53,THS_PER,EA19,2017-01-01,19736.0
T,TOTAL,T2020_53,THS_PER,EE,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EE,2004-01-01,126.0
T,TOTAL,T2020_53,THS_PER,EE,2005-01-01,166.0
T,TOTAL,T2020_53,THS_PER,EE,2006-01-01,94.0
T,TOTAL,T2020_53,THS_PER,EE,2007-01-01,75.0
T,TOTAL,T2020_53,THS_PER,EE,2008-01-01,65.0
T,TOTAL,T2020_53,THS_PER,EE,2009-01-01,83.0
T,TOTAL,T2020_53,THS_PER,EE,2010-01-01,119.0
T,TOTAL,T2020_53,THS_PER,EE,2011-01-01,115.0
T,TOTAL,T2020_53,THS_PER,EE,2012-01-01,124.0
T,TOTAL,T2020_53,THS_PER,EE,2013-01-01,100.0
T,TOTAL,T2020_53,THS_PER,EE,2014-01-01,81.0
T,TOTAL,T2020_53,THS_PER,EE,2015-01-01,58.0
T,TOTAL,T2020_53,THS_PER,EE,2016-01-01,61.0
T,TOTAL,T2020_53,THS_PER,EE,2017-01-01,53.0
T,TOTAL,T2020_53,THS_PER,EL,2003-01-01,1789.0
T,TOTAL,T2020_53,THS_PER,EL,2004-01-01,1500.0
T,TOTAL,T2020_53,THS_PER,EL,2005-01-01,1365.0
T,TOTAL,T2020_53,THS_PER,EL,2006-01-01,1236.0
T,TOTAL,T2020_53,THS_PER,EL,2007-01-01,1238.0
T,TOTAL,T2020_53,THS_PER,EL,2008-01-01,1213.0
T,TOTAL,T2020_53,THS_PER,EL,2009-01-01,1198.0
T,TOTAL,T2020_53,THS_PER,EL,2010-01-01,1269.0
T,TOTAL,T2020_53,THS_PER,EL,2011-01-01,1667.0
T,TOTAL,T2020_53,THS_PER,EL,2012-01-01,2141.0
T,TOTAL,T2020_53,THS_PER,EL,2013-01-01,2223.0
T,TOTAL,T2020_53,THS_PER,EL,2014-01-01,2322.0
T,TOTAL,T2020_53,THS_PER,EL,2015-01-01,2377.0
T,TOTAL,T2020_53,THS_PER,EL,2016-01-01,2388.0
T,TOTAL,T2020_53,THS_PER,EL,2017-01-01,2241.0
T,TOTAL,T2020_53,THS_PER,ES,2003-01-01,
T,TOTAL,T2020_53,THS_PER,ES,2004-01-01,2038.0
T,TOTAL,T2020_53,THS_PER,ES,2005-01-01,1768.0
T,TOTAL,T2020_53,THS_PER,ES,2006-01-01,1795.0
T,TOTAL,T2020_53,THS_PER,ES,2007-01-01,1580.0
T,TOTAL,T2020_53,THS_PER,ES,2008-01-01,1625.0
T,TOTAL,T2020_53,THS_PER,ES,2009-01-01,2066.0
T,TOTAL,T2020_53,THS_PER,ES,2010-01-01,2264.0
T,TOTAL,T2020_53,THS_PER,ES,2011-01-01,2100.0
T,TOTAL,T2020_53,THS_PER,ES,2012-01-01,2708.0
T,TOTAL,T2020_53,THS_PER,ES,2013-01-01,2862.0
T,TOTAL,T2020_53,THS_PER,ES,2014-01-01,3246.0
T,TOTAL,T2020_53,THS_PER,ES,2015-01-01,2964.0
T,TOTAL,T2020_53,THS_PER,ES,2016-01-01,2659.0
T,TOTAL,T2020_53,THS_PER,ES,2017-01-01,2364.0
T,TOTAL,T2020_53,THS_PER,EU,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EU,2004-01-01,
T,TOTAL,T2020_53,THS_PER,EU,2005-01-01,
T,TOTAL,T2020_53,THS_PER,EU,2006-01-01,
T,TOTAL,T2020_53,THS_PER,EU,2007-01-01,
T,TOTAL,T2020_53,THS_PER,EU,2008-01-01,41556.0
T,TOTAL,T2020_53,THS_PER,EU,2009-01-01,40137.0
T,TOTAL,T2020_53,THS_PER,EU,2010-01-01,41682.0
T,TOTAL,T2020_53,THS_PER,EU,2011-01-01,44003.0
T,TOTAL,T2020_53,THS_PER,EU,2012-01-01,49496.0
T,TOTAL,T2020_53,THS_PER,EU,2013-01-01,48076.0
T,TOTAL,T2020_53,THS_PER,EU,2014-01-01,44465.0
T,TOTAL,T2020_53,THS_PER,EU,2015-01-01,40361.0
T,TOTAL,T2020_53,THS_PER,EU,2016-01-01,37800.0
T,TOTAL,T2020_53,THS_PER,EU,2017-01-01,34828.0
T,TOTAL,T2020_53,THS_PER,EU27,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EU27,2004-01-01,
T,TOTAL,T2020_53,THS_PER,EU27,2005-01-01,52254.0
T,TOTAL,T2020_53,THS_PER,EU27,2006-01-01,48283.0
T,TOTAL,T2020_53,THS_PER,EU27,2007-01-01,44834.0
T,TOTAL,T2020_53,THS_PER,EU27,2008-01-01,41556.0
T,TOTAL,T2020_53,THS_PER,EU27,2009-01-01,40137.0
T,TOTAL,T2020_53,THS_PER,EU27,2010-01-01,41074.0
T,TOTAL,T2020_53,THS_PER,EU27,2011-01-01,43357.0
T,TOTAL,T2020_53,THS_PER,EU27,2012-01-01,48820.0
T,TOTAL,T2020_53,THS_PER,EU27,2013-01-01,47453.0
T,TOTAL,T2020_53,THS_PER,EU27,2014-01-01,43874.0
T,TOTAL,T2020_53,THS_PER,EU27,2015-01-01,39786.0
T,TOTAL,T2020_53,THS_PER,EU27,2016-01-01,37282.0
T,TOTAL,T2020_53,THS_PER,EU27,2017-01-01,34542.0
T,TOTAL,T2020_53,THS_PER,EU28,2003-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2004-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2005-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2006-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2007-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2008-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2009-01-01,
T,TOTAL,T2020_53,THS_PER,EU28,2010-01-01,41682.0
T,TOTAL,T2020_53,THS_PER,EU28,2011-01-01,44003.0
T,TOTAL,T2020_53,THS_PER,EU28,2012-01-01,49496.0
T,TOTAL,T2020_53,THS_PER,EU28,2013-01-01,48076.0
T,TOTAL,T2020_53,THS_PER,EU28,2014-01-01,44465.0
T,TOTAL,T2020_53,THS_PER,EU28,2015-01-01,40361.0
T,TOTAL,T2020_53,THS_PER,EU28,2016-01-01,37800.0
T,TOTAL,T2020_53,THS_PER,EU28,2017-01-01,34828.0
T,TOTAL,T2020_53,THS_PER,FI,2003-01-01,
T,TOTAL,T2020_53,THS_PER,FI,2004-01-01,194.0
T,TOTAL,T2020_53,THS_PER,FI,2005-01-01,195.0
T,TOTAL,T2020_53,THS_PER,FI,2006-01-01,172.0
T,TOTAL,T2020_53,THS_PER,FI,2007-01-01,185.0
T,TOTAL,T2020_53,THS_PER,FI,2008-01-01,181.0
T,TOTAL,T2020_53,THS_PER,FI,2009-01-01,148.0
T,TOTAL,T2020_53,THS_PER,FI,2010-01-01,150.0
T,TOTAL,T2020_53,THS_PER,FI,2011-01-01,170.0
T,TOTAL,T2020_53,THS_PER,FI,2012-01-01,156.0
T,TOTAL,T2020_53,THS_PER,FI,2013-01-01,132.0
T,TOTAL,T2020_53,THS_PER,FI,2014-01-01,151.0
T,TOTAL,T2020_53,THS_PER,FI,2015-01-01,118.0
T,TOTAL,T2020_53,THS_PER,FI,2016-01-01,120.0
T,TOTAL,T2020_53,THS_PER,FI,2017-01-01,113.0
T,TOTAL,T2020_53,THS_PER,FR,2003-01-01,
T,TOTAL,T2020_53,THS_PER,FR,2004-01-01,3536.0
T,TOTAL,T2020_53,THS_PER,FR,2005-01-01,3120.0
T,TOTAL,T2020_53,THS_PER,FR,2006-01-01,2946.0
T,TOTAL,T2020_53,THS_PER,FR,2007-01-01,2824.0
T,TOTAL,T2020_53,THS_PER,FR,2008-01-01,3253.0
T,TOTAL,T2020_53,THS_PER,FR,2009-01-01,3372.0
T,TOTAL,T2020_53,THS_PER,FR,2010-01-01,3530.0
T,TOTAL,T2020_53,THS_PER,FR,2011-01-01,3211.0
T,TOTAL,T2020_53,THS_PER,FR,2012-01-01,3256.0
T,TOTAL,T2020_53,THS_PER,FR,2013-01-01,3063.0
T,TOTAL,T2020_53,THS_PER,FR,2014-01-01,2985.0
T,TOTAL,T2020_53,THS_PER,FR,2015-01-01,2829.0
T,TOTAL,T2020_53,THS_PER,FR,2016-01-01,2775.0
T,TOTAL,T2020_53,THS_PER,FR,2017-01-01,2593.0
T,TOTAL,T2020_53,THS_PER,HR,2003-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2004-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2005-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2006-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2007-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2008-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2009-01-01,
T,TOTAL,T2020_53,THS_PER,HR,2010-01-01,609.0
T,TOTAL,T2020_53,THS_PER,HR,2011-01-01,646.0
T,TOTAL,T2020_53,THS_PER,HR,2012-01-01,676.0
T,TOTAL,T2020_53,THS_PER,HR,2013-01-01,624.0
T,TOTAL,T2020_53,THS_PER,HR,2014-01-01,591.0
T,TOTAL,T2020_53,THS_PER,HR,2015-01-01,575.0
T,TOTAL,T2020_53,THS_PER,HR,2016-01-01,518.0
T,TOTAL,T2020_53,THS_PER,HR,2017-01-01,423.0
T,TOTAL,T2020_53,THS_PER,HU,2003-01-01,
T,TOTAL,T2020_53,THS_PER,HU,2004-01-01,
T,TOTAL,T2020_53,THS_PER,HU,2005-01-01,2272.0
T,TOTAL,T2020_53,THS_PER,HU,2006-01-01,2077.0
T,TOTAL,T2020_53,THS_PER,HU,2007-01-01,1971.0
T,TOTAL,T2020_53,THS_PER,HU,2008-01-01,1771.0
T,TOTAL,T2020_53,THS_PER,HU,2009-01-01,2009.0
