unit,vehicle,geotime,date,value
PC,TRN_BUS_TOT_AVD,SI,2013-01-01,13
PC,TRN_BUS_TOT_AVD,SI,2014-01-01,13
PC,TRN_BUS_TOT_AVD,SI,2015-01-01,13
PC,TRN_BUS_TOT_AVD,SI,2016-01-01,13
PC,TRN_BUS_TOT_AVD,SK,2000-01-01,35
PC,TRN_BUS_TOT_AVD,SK,2001-01-01,35
PC,TRN_BUS_TOT_AVD,SK,2002-01-01,33
PC,TRN_BUS_TOT_AVD,SK,2003-01-01,31
PC,TRN_BUS_TOT_AVD,SK,2004-01-01,32
PC,TRN_BUS_TOT_AVD,SK,2005-01-01,30
PC,TRN_BUS_TOT_AVD,SK,2006-01-01,29
PC,TRN_BUS_TOT_AVD,SK,2007-01-01,28
PC,TRN_BUS_TOT_AVD,SK,2008-01-01,27
PC,TRN_BUS_TOT_AVD,SK,2009-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2010-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2011-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2012-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2013-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2014-01-01,22
PC,TRN_BUS_TOT_AVD,SK,2015-01-01,24
PC,TRN_BUS_TOT_AVD,SK,2016-01-01,25
PC,TRN_BUS_TOT_AVD,TR,2000-01-01,54
PC,TRN_BUS_TOT_AVD,TR,2001-01-01,50
PC,TRN_BUS_TOT_AVD,TR,2002-01-01,50
PC,TRN_BUS_TOT_AVD,TR,2003-01-01,50
PC,TRN_BUS_TOT_AVD,TR,2004-01-01,48
PC,TRN_BUS_TOT_AVD,TR,2005-01-01,47
PC,TRN_BUS_TOT_AVD,TR,2006-01-01,46
PC,TRN_BUS_TOT_AVD,TR,2007-01-01,45
PC,TRN_BUS_TOT_AVD,TR,2008-01-01,43
PC,TRN_BUS_TOT_AVD,TR,2009-01-01,43
PC,TRN_BUS_TOT_AVD,TR,2010-01-01,40
PC,TRN_BUS_TOT_AVD,TR,2011-01-01,40
PC,TRN_BUS_TOT_AVD,TR,2012-01-01,38
PC,TRN_BUS_TOT_AVD,TR,2013-01-01,36
PC,TRN_BUS_TOT_AVD,TR,2014-01-01,35
PC,TRN_BUS_TOT_AVD,TR,2015-01-01,32
PC,TRN_BUS_TOT_AVD,TR,2016-01-01,29
PC,TRN_BUS_TOT_AVD,UK,2000-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2001-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2002-01-01,10
PC,TRN_BUS_TOT_AVD,UK,2003-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2004-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2005-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2006-01-01,11
PC,TRN_BUS_TOT_AVD,UK,2007-01-01,12
PC,TRN_BUS_TOT_AVD,UK,2008-01-01,12
PC,TRN_BUS_TOT_AVD,UK,2009-01-01,12
PC,TRN_BUS_TOT_AVD,UK,2010-01-01,13
PC,TRN_BUS_TOT_AVD,UK,2011-01-01,13
PC,TRN_BUS_TOT_AVD,UK,2012-01-01,13
PC,TRN_BUS_TOT_AVD,UK,2013-01-01,13
PC,TRN_BUS_TOT_AVD,UK,2014-01-01,13
PC,TRN_BUS_TOT_AVD,UK,2015-01-01,14
PC,TRN_BUS_TOT_AVD,UK,2016-01-01,13
