unit,quantile,reason,age,sex,geotime,date,value
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2014-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,UK,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,AT,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,BE,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2008-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2009-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2010-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2011-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2012-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2014-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2015-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,BG,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CH,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CY,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,CZ,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DE,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,DK,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA18,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EA19,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2008-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2011-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2012-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2013-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2014-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2015-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2016-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,M,EE,2017-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2008-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2009-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2011-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2012-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2014-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2015-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2016-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,M,EL,2017-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,ES,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU27,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,EU28,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2016-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,FI,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,FR,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2010-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2011-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,HR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,HU,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,IE,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2013-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,IS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2008-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2009-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2011-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2012-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2013-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2014-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2015-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2016-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,IT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2008-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,LT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LU,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2008-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2009-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2010-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2011-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2012-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2013-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2014-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2016-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,LV,2017-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2013-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2014-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2015-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,ME,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2010-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2011-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2012-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2013-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,MK,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,MT,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NL,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,NO,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2008-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2009-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2010-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2011-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2012-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2013-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2014-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2015-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2016-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,PL,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,PT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2008-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2009-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2010-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2011-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2012-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2016-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,M,RO,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2013-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2015-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2016-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,M,RS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SE,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,M,SI,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,M,SK,2010-01-01,1
