age,indic_il,sex,indic_eu,unit,geotime,date,value
TOTAL,LI_R_MD60,T,T2020_52,PC,EU28,2016-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,EU28,2017-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,1996-01-01,8
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,1997-01-01,8
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,1998-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,1999-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2000-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2001-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2002-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2004-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2005-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2006-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2007-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2008-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2009-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2010-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2011-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2012-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2013-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2014-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2015-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2016-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FI,2017-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,1995-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,1996-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,1997-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,1998-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,1999-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2000-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2001-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2002-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2004-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2005-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2006-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2007-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2008-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2009-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2010-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2011-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2012-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2013-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2014-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2015-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2016-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,FR,2017-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2010-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2011-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2012-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2013-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2014-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2015-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2016-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,HR,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2000-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2001-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2002-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2005-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2006-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2007-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2008-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2009-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2010-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2011-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2012-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2013-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2014-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2015-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2016-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,HU,2017-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,1995-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,1996-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,1997-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,1998-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,1999-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2000-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2001-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2003-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2004-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2005-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2006-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2007-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2008-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2009-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2010-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2011-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2012-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2013-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2014-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2015-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2016-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,IE,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2004-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2005-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2006-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2007-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2008-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2009-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2010-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2011-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2012-01-01,7
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2013-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2014-01-01,7
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2015-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2016-01-01,8
TOTAL,LI_R_MD60,T,T2020_52,PC,IS,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,1995-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,1996-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,1997-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,1998-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,1999-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2000-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2001-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2004-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2005-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2006-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2007-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2008-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2009-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2010-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2011-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2012-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2013-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2014-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2015-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2016-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,IT,2017-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2000-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2001-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2005-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2006-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2007-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2008-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2009-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2010-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2011-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2012-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2013-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2014-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2015-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2016-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,LT,2017-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,1995-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,1996-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,1997-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,1998-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,1999-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2000-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2001-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2003-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2004-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2005-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2006-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2007-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2008-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2009-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2010-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2011-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2012-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2013-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2014-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2015-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2016-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,LU,2017-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2000-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2005-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2006-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2007-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2008-01-01,25
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2009-01-01,26
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2010-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2011-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2012-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2013-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2014-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2015-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2016-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,LV,2017-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2010-01-01,27
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2011-01-01,26
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2012-01-01,26
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2013-01-01,24
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2014-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2015-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2016-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,MK,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2000-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2005-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2006-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2007-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2008-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2009-01-01,14
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2010-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2011-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2012-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2013-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2014-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2015-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2016-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,MT,2017-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,1995-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,1996-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,1997-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,1998-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,1999-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2000-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2001-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2002-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2005-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2006-01-01,9
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2007-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2008-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2009-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2010-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2011-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2012-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2013-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2014-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2015-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2016-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,NL,2017-01-01,13
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2001-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2002-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2003-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2004-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2005-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2006-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2007-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2008-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2009-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2010-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2011-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2012-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2013-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2014-01-01,10
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2015-01-01,11
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2016-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,NO,2017-01-01,12
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2000-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2001-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2005-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2006-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2007-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2008-01-01,16
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2009-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2010-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2011-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2012-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2013-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2014-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2015-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2016-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PL,2017-01-01,15
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,1995-01-01,23
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,1996-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,1997-01-01,22
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,1998-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,1999-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2000-01-01,21
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2001-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2002-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2004-01-01,20
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2005-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2006-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2007-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2008-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2009-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2010-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2011-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2012-01-01,17
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2013-01-01,18
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2014-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2015-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2016-01-01,19
TOTAL,LI_R_MD60,T,T2020_52,PC,PT,2017-01-01,18
