age,indic_il,sex,indic_eu,unit,geotime,date,value
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2005-01-01,11157
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2006-01-01,11346
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2007-01-01,11138
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2008-01-01,11335
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2009-01-01,10526
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2010-01-01,10519
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2011-01-01,10018
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2012-01-01,10028
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2013-01-01,10000
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2014-01-01,10665
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2015-01-01,10648
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2016-01-01,10268
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,UK,2017-01-01,
