wstatus,indic_il,age,sex,geotime,date,value
RET,LI_R_MD60,Y_GE18,F,SE,2009-01-01,21.4
RET,LI_R_MD60,Y_GE18,F,SE,2010-01-01,18.5
RET,LI_R_MD60,Y_GE18,F,SE,2011-01-01,21.8
RET,LI_R_MD60,Y_GE18,F,SE,2012-01-01,21.4
RET,LI_R_MD60,Y_GE18,F,SE,2013-01-01,20.9
RET,LI_R_MD60,Y_GE18,F,SE,2014-01-01,18.3
RET,LI_R_MD60,Y_GE18,F,SE,2015-01-01,21.0
RET,LI_R_MD60,Y_GE18,F,SE,2016-01-01,22.1
RET,LI_R_MD60,Y_GE18,F,SE,2017-01-01,19.8
RET,LI_R_MD60,Y_GE18,F,SI,2006-01-01,20.2
RET,LI_R_MD60,Y_GE18,F,SI,2007-01-01,20.0
RET,LI_R_MD60,Y_GE18,F,SI,2008-01-01,21.2
RET,LI_R_MD60,Y_GE18,F,SI,2009-01-01,20.7
RET,LI_R_MD60,Y_GE18,F,SI,2010-01-01,22.5
RET,LI_R_MD60,Y_GE18,F,SI,2011-01-01,22.3
RET,LI_R_MD60,Y_GE18,F,SI,2012-01-01,20.4
RET,LI_R_MD60,Y_GE18,F,SI,2013-01-01,20.7
RET,LI_R_MD60,Y_GE18,F,SI,2014-01-01,17.9
RET,LI_R_MD60,Y_GE18,F,SI,2015-01-01,19.2
RET,LI_R_MD60,Y_GE18,F,SI,2016-01-01,20.1
RET,LI_R_MD60,Y_GE18,F,SI,2017-01-01,19.5
RET,LI_R_MD60,Y_GE18,F,SK,2006-01-01,9.3
RET,LI_R_MD60,Y_GE18,F,SK,2007-01-01,9.4
RET,LI_R_MD60,Y_GE18,F,SK,2008-01-01,11.5
RET,LI_R_MD60,Y_GE18,F,SK,2009-01-01,11.4
RET,LI_R_MD60,Y_GE18,F,SK,2010-01-01,8.2
RET,LI_R_MD60,Y_GE18,F,SK,2011-01-01,7.7
RET,LI_R_MD60,Y_GE18,F,SK,2012-01-01,8.8
RET,LI_R_MD60,Y_GE18,F,SK,2013-01-01,7.8
RET,LI_R_MD60,Y_GE18,F,SK,2014-01-01,7.5
RET,LI_R_MD60,Y_GE18,F,SK,2015-01-01,7.3
RET,LI_R_MD60,Y_GE18,F,SK,2016-01-01,6.8
RET,LI_R_MD60,Y_GE18,F,SK,2017-01-01,8.6
RET,LI_R_MD60,Y_GE18,F,TR,2006-01-01,0.2
RET,LI_R_MD60,Y_GE18,F,TR,2007-01-01,0.9
RET,LI_R_MD60,Y_GE18,F,TR,2008-01-01,0.2
RET,LI_R_MD60,Y_GE18,F,TR,2009-01-01,0.2
RET,LI_R_MD60,Y_GE18,F,TR,2010-01-01,0.8
RET,LI_R_MD60,Y_GE18,F,TR,2011-01-01,0.4
RET,LI_R_MD60,Y_GE18,F,TR,2012-01-01,0.9
RET,LI_R_MD60,Y_GE18,F,TR,2013-01-01,0.7
RET,LI_R_MD60,Y_GE18,F,TR,2014-01-01,0.2
RET,LI_R_MD60,Y_GE18,F,TR,2015-01-01,0.3
RET,LI_R_MD60,Y_GE18,F,TR,2016-01-01,
RET,LI_R_MD60,Y_GE18,F,TR,2017-01-01,
RET,LI_R_MD60,Y_GE18,F,UK,2006-01-01,28.3
RET,LI_R_MD60,Y_GE18,F,UK,2007-01-01,29.6
RET,LI_R_MD60,Y_GE18,F,UK,2008-01-01,29.9
RET,LI_R_MD60,Y_GE18,F,UK,2009-01-01,25.4
RET,LI_R_MD60,Y_GE18,F,UK,2010-01-01,25.3
RET,LI_R_MD60,Y_GE18,F,UK,2011-01-01,25.4
RET,LI_R_MD60,Y_GE18,F,UK,2012-01-01,18.3
RET,LI_R_MD60,Y_GE18,F,UK,2013-01-01,18.7
RET,LI_R_MD60,Y_GE18,F,UK,2014-01-01,20.3
RET,LI_R_MD60,Y_GE18,F,UK,2015-01-01,19.4
RET,LI_R_MD60,Y_GE18,F,UK,2016-01-01,20.1
RET,LI_R_MD60,Y_GE18,F,UK,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,AT,2006-01-01,10.3
RET,LI_R_MD60,Y_GE18,M,AT,2007-01-01,9.6
RET,LI_R_MD60,Y_GE18,M,AT,2008-01-01,15.0
RET,LI_R_MD60,Y_GE18,M,AT,2009-01-01,13.9
RET,LI_R_MD60,Y_GE18,M,AT,2010-01-01,12.5
RET,LI_R_MD60,Y_GE18,M,AT,2011-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,AT,2012-01-01,11.6
RET,LI_R_MD60,Y_GE18,M,AT,2013-01-01,12.0
RET,LI_R_MD60,Y_GE18,M,AT,2014-01-01,12.5
RET,LI_R_MD60,Y_GE18,M,AT,2015-01-01,11.3
RET,LI_R_MD60,Y_GE18,M,AT,2016-01-01,10.0
RET,LI_R_MD60,Y_GE18,M,AT,2017-01-01,9.8
RET,LI_R_MD60,Y_GE18,M,BE,2006-01-01,19.6
RET,LI_R_MD60,Y_GE18,M,BE,2007-01-01,18.3
RET,LI_R_MD60,Y_GE18,M,BE,2008-01-01,17.9
RET,LI_R_MD60,Y_GE18,M,BE,2009-01-01,18.2
RET,LI_R_MD60,Y_GE18,M,BE,2010-01-01,16.5
RET,LI_R_MD60,Y_GE18,M,BE,2011-01-01,18.9
RET,LI_R_MD60,Y_GE18,M,BE,2012-01-01,17.9
RET,LI_R_MD60,Y_GE18,M,BE,2013-01-01,15.3
RET,LI_R_MD60,Y_GE18,M,BE,2014-01-01,13.5
RET,LI_R_MD60,Y_GE18,M,BE,2015-01-01,13.2
RET,LI_R_MD60,Y_GE18,M,BE,2016-01-01,14.2
RET,LI_R_MD60,Y_GE18,M,BE,2017-01-01,13.3
RET,LI_R_MD60,Y_GE18,M,BG,2006-01-01,15.0
RET,LI_R_MD60,Y_GE18,M,BG,2007-01-01,17.8
RET,LI_R_MD60,Y_GE18,M,BG,2008-01-01,27.6
RET,LI_R_MD60,Y_GE18,M,BG,2009-01-01,30.1
RET,LI_R_MD60,Y_GE18,M,BG,2010-01-01,23.6
RET,LI_R_MD60,Y_GE18,M,BG,2011-01-01,21.0
RET,LI_R_MD60,Y_GE18,M,BG,2012-01-01,18.2
RET,LI_R_MD60,Y_GE18,M,BG,2013-01-01,19.1
RET,LI_R_MD60,Y_GE18,M,BG,2014-01-01,16.6
RET,LI_R_MD60,Y_GE18,M,BG,2015-01-01,20.5
RET,LI_R_MD60,Y_GE18,M,BG,2016-01-01,16.7
RET,LI_R_MD60,Y_GE18,M,BG,2017-01-01,23.5
RET,LI_R_MD60,Y_GE18,M,CH,2006-01-01,
RET,LI_R_MD60,Y_GE18,M,CH,2007-01-01,19.6
RET,LI_R_MD60,Y_GE18,M,CH,2008-01-01,21.9
RET,LI_R_MD60,Y_GE18,M,CH,2009-01-01,26.0
RET,LI_R_MD60,Y_GE18,M,CH,2010-01-01,23.2
RET,LI_R_MD60,Y_GE18,M,CH,2011-01-01,23.9
RET,LI_R_MD60,Y_GE18,M,CH,2012-01-01,24.3
RET,LI_R_MD60,Y_GE18,M,CH,2013-01-01,26.1
RET,LI_R_MD60,Y_GE18,M,CH,2014-01-01,21.4
RET,LI_R_MD60,Y_GE18,M,CH,2015-01-01,25.2
RET,LI_R_MD60,Y_GE18,M,CH,2016-01-01,21.4
RET,LI_R_MD60,Y_GE18,M,CH,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,CY,2006-01-01,48.1
RET,LI_R_MD60,Y_GE18,M,CY,2007-01-01,46.3
RET,LI_R_MD60,Y_GE18,M,CY,2008-01-01,43.2
RET,LI_R_MD60,Y_GE18,M,CY,2009-01-01,42.9
RET,LI_R_MD60,Y_GE18,M,CY,2010-01-01,36.8
RET,LI_R_MD60,Y_GE18,M,CY,2011-01-01,31.3
RET,LI_R_MD60,Y_GE18,M,CY,2012-01-01,24.4
RET,LI_R_MD60,Y_GE18,M,CY,2013-01-01,16.0
RET,LI_R_MD60,Y_GE18,M,CY,2014-01-01,17.6
RET,LI_R_MD60,Y_GE18,M,CY,2015-01-01,13.4
RET,LI_R_MD60,Y_GE18,M,CY,2016-01-01,16.6
RET,LI_R_MD60,Y_GE18,M,CY,2017-01-01,19.2
RET,LI_R_MD60,Y_GE18,M,CZ,2006-01-01,4.6
RET,LI_R_MD60,Y_GE18,M,CZ,2007-01-01,4.0
RET,LI_R_MD60,Y_GE18,M,CZ,2008-01-01,4.8
RET,LI_R_MD60,Y_GE18,M,CZ,2009-01-01,3.2
RET,LI_R_MD60,Y_GE18,M,CZ,2010-01-01,1.9
RET,LI_R_MD60,Y_GE18,M,CZ,2011-01-01,2.4
RET,LI_R_MD60,Y_GE18,M,CZ,2012-01-01,3.4
RET,LI_R_MD60,Y_GE18,M,CZ,2013-01-01,3.3
RET,LI_R_MD60,Y_GE18,M,CZ,2014-01-01,4.5
RET,LI_R_MD60,Y_GE18,M,CZ,2015-01-01,4.1
RET,LI_R_MD60,Y_GE18,M,CZ,2016-01-01,4.2
RET,LI_R_MD60,Y_GE18,M,CZ,2017-01-01,5.3
RET,LI_R_MD60,Y_GE18,M,DE,2006-01-01,11.1
RET,LI_R_MD60,Y_GE18,M,DE,2007-01-01,15.0
RET,LI_R_MD60,Y_GE18,M,DE,2008-01-01,14.0
RET,LI_R_MD60,Y_GE18,M,DE,2009-01-01,13.9
RET,LI_R_MD60,Y_GE18,M,DE,2010-01-01,12.3
RET,LI_R_MD60,Y_GE18,M,DE,2011-01-01,13.0
RET,LI_R_MD60,Y_GE18,M,DE,2012-01-01,14.5
RET,LI_R_MD60,Y_GE18,M,DE,2013-01-01,13.2
RET,LI_R_MD60,Y_GE18,M,DE,2014-01-01,14.6
RET,LI_R_MD60,Y_GE18,M,DE,2015-01-01,15.0
RET,LI_R_MD60,Y_GE18,M,DE,2016-01-01,15.9
RET,LI_R_MD60,Y_GE18,M,DE,2017-01-01,15.3
RET,LI_R_MD60,Y_GE18,M,DK,2006-01-01,14.2
RET,LI_R_MD60,Y_GE18,M,DK,2007-01-01,14.9
RET,LI_R_MD60,Y_GE18,M,DK,2008-01-01,15.3
RET,LI_R_MD60,Y_GE18,M,DK,2009-01-01,16.9
RET,LI_R_MD60,Y_GE18,M,DK,2010-01-01,15.0
RET,LI_R_MD60,Y_GE18,M,DK,2011-01-01,11.4
RET,LI_R_MD60,Y_GE18,M,DK,2012-01-01,11.7
RET,LI_R_MD60,Y_GE18,M,DK,2013-01-01,8.9
RET,LI_R_MD60,Y_GE18,M,DK,2014-01-01,9.5
RET,LI_R_MD60,Y_GE18,M,DK,2015-01-01,7.6
RET,LI_R_MD60,Y_GE18,M,DK,2016-01-01,7.3
RET,LI_R_MD60,Y_GE18,M,DK,2017-01-01,9.2
RET,LI_R_MD60,Y_GE18,M,EA18,2006-01-01,14.7
RET,LI_R_MD60,Y_GE18,M,EA18,2007-01-01,15.2
RET,LI_R_MD60,Y_GE18,M,EA18,2008-01-01,13.9
RET,LI_R_MD60,Y_GE18,M,EA18,2009-01-01,13.6
RET,LI_R_MD60,Y_GE18,M,EA18,2010-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,EA18,2011-01-01,12.3
RET,LI_R_MD60,Y_GE18,M,EA18,2012-01-01,12.1
RET,LI_R_MD60,Y_GE18,M,EA18,2013-01-01,10.9
RET,LI_R_MD60,Y_GE18,M,EA18,2014-01-01,10.7
RET,LI_R_MD60,Y_GE18,M,EA18,2015-01-01,11.0
RET,LI_R_MD60,Y_GE18,M,EA18,2016-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,EA18,2017-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,EA19,2006-01-01,14.6
RET,LI_R_MD60,Y_GE18,M,EA19,2007-01-01,15.2
RET,LI_R_MD60,Y_GE18,M,EA19,2008-01-01,14.0
RET,LI_R_MD60,Y_GE18,M,EA19,2009-01-01,13.6
RET,LI_R_MD60,Y_GE18,M,EA19,2010-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,EA19,2011-01-01,12.3
RET,LI_R_MD60,Y_GE18,M,EA19,2012-01-01,12.1
RET,LI_R_MD60,Y_GE18,M,EA19,2013-01-01,10.9
RET,LI_R_MD60,Y_GE18,M,EA19,2014-01-01,10.7
RET,LI_R_MD60,Y_GE18,M,EA19,2015-01-01,11.1
RET,LI_R_MD60,Y_GE18,M,EA19,2016-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,EA19,2017-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,EE,2006-01-01,17.4
RET,LI_R_MD60,Y_GE18,M,EE,2007-01-01,25.2
RET,LI_R_MD60,Y_GE18,M,EE,2008-01-01,30.6
RET,LI_R_MD60,Y_GE18,M,EE,2009-01-01,24.6
RET,LI_R_MD60,Y_GE18,M,EE,2010-01-01,10.8
RET,LI_R_MD60,Y_GE18,M,EE,2011-01-01,9.5
RET,LI_R_MD60,Y_GE18,M,EE,2012-01-01,14.1
RET,LI_R_MD60,Y_GE18,M,EE,2013-01-01,16.8
RET,LI_R_MD60,Y_GE18,M,EE,2014-01-01,23.8
RET,LI_R_MD60,Y_GE18,M,EE,2015-01-01,27.5
RET,LI_R_MD60,Y_GE18,M,EE,2016-01-01,31.2
RET,LI_R_MD60,Y_GE18,M,EE,2017-01-01,33.6
RET,LI_R_MD60,Y_GE18,M,EL,2006-01-01,22.0
RET,LI_R_MD60,Y_GE18,M,EL,2007-01-01,18.8
RET,LI_R_MD60,Y_GE18,M,EL,2008-01-01,17.9
RET,LI_R_MD60,Y_GE18,M,EL,2009-01-01,17.8
RET,LI_R_MD60,Y_GE18,M,EL,2010-01-01,17.0
RET,LI_R_MD60,Y_GE18,M,EL,2011-01-01,20.2
RET,LI_R_MD60,Y_GE18,M,EL,2012-01-01,14.4
RET,LI_R_MD60,Y_GE18,M,EL,2013-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,EL,2014-01-01,10.9
RET,LI_R_MD60,Y_GE18,M,EL,2015-01-01,10.0
RET,LI_R_MD60,Y_GE18,M,EL,2016-01-01,9.0
RET,LI_R_MD60,Y_GE18,M,EL,2017-01-01,9.0
RET,LI_R_MD60,Y_GE18,M,ES,2006-01-01,24.4
RET,LI_R_MD60,Y_GE18,M,ES,2007-01-01,22.6
RET,LI_R_MD60,Y_GE18,M,ES,2008-01-01,20.2
RET,LI_R_MD60,Y_GE18,M,ES,2009-01-01,19.7
RET,LI_R_MD60,Y_GE18,M,ES,2010-01-01,17.4
RET,LI_R_MD60,Y_GE18,M,ES,2011-01-01,16.8
RET,LI_R_MD60,Y_GE18,M,ES,2012-01-01,14.2
RET,LI_R_MD60,Y_GE18,M,ES,2013-01-01,11.7
RET,LI_R_MD60,Y_GE18,M,ES,2014-01-01,9.7
RET,LI_R_MD60,Y_GE18,M,ES,2015-01-01,11.1
RET,LI_R_MD60,Y_GE18,M,ES,2016-01-01,12.6
RET,LI_R_MD60,Y_GE18,M,ES,2017-01-01,13.3
RET,LI_R_MD60,Y_GE18,M,EU27,2006-01-01,14.9
RET,LI_R_MD60,Y_GE18,M,EU27,2007-01-01,15.3
RET,LI_R_MD60,Y_GE18,M,EU27,2008-01-01,14.7
RET,LI_R_MD60,Y_GE18,M,EU27,2009-01-01,13.9
RET,LI_R_MD60,Y_GE18,M,EU27,2010-01-01,12.1
RET,LI_R_MD60,Y_GE18,M,EU27,2011-01-01,12.4
RET,LI_R_MD60,Y_GE18,M,EU27,2012-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,EU27,2013-01-01,10.9
RET,LI_R_MD60,Y_GE18,M,EU27,2014-01-01,11.0
RET,LI_R_MD60,Y_GE18,M,EU27,2015-01-01,11.5
RET,LI_R_MD60,Y_GE18,M,EU27,2016-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,EU27,2017-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,EU28,2006-01-01,
RET,LI_R_MD60,Y_GE18,M,EU28,2007-01-01,
RET,LI_R_MD60,Y_GE18,M,EU28,2008-01-01,
RET,LI_R_MD60,Y_GE18,M,EU28,2009-01-01,
RET,LI_R_MD60,Y_GE18,M,EU28,2010-01-01,12.3
RET,LI_R_MD60,Y_GE18,M,EU28,2011-01-01,12.5
RET,LI_R_MD60,Y_GE18,M,EU28,2012-01-01,12.0
RET,LI_R_MD60,Y_GE18,M,EU28,2013-01-01,11.0
RET,LI_R_MD60,Y_GE18,M,EU28,2014-01-01,11.1
RET,LI_R_MD60,Y_GE18,M,EU28,2015-01-01,11.6
RET,LI_R_MD60,Y_GE18,M,EU28,2016-01-01,12.0
RET,LI_R_MD60,Y_GE18,M,EU28,2017-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,FI,2006-01-01,16.7
RET,LI_R_MD60,Y_GE18,M,FI,2007-01-01,17.5
RET,LI_R_MD60,Y_GE18,M,FI,2008-01-01,17.0
RET,LI_R_MD60,Y_GE18,M,FI,2009-01-01,15.8
RET,LI_R_MD60,Y_GE18,M,FI,2010-01-01,11.3
RET,LI_R_MD60,Y_GE18,M,FI,2011-01-01,11.2
RET,LI_R_MD60,Y_GE18,M,FI,2012-01-01,11.7
RET,LI_R_MD60,Y_GE18,M,FI,2013-01-01,11.6
RET,LI_R_MD60,Y_GE18,M,FI,2014-01-01,10.4
RET,LI_R_MD60,Y_GE18,M,FI,2015-01-01,9.0
RET,LI_R_MD60,Y_GE18,M,FI,2016-01-01,8.2
RET,LI_R_MD60,Y_GE18,M,FI,2017-01-01,7.7
RET,LI_R_MD60,Y_GE18,M,FR,2006-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,FR,2007-01-01,10.1
RET,LI_R_MD60,Y_GE18,M,FR,2008-01-01,7.8
RET,LI_R_MD60,Y_GE18,M,FR,2009-01-01,8.5
RET,LI_R_MD60,Y_GE18,M,FR,2010-01-01,6.7
RET,LI_R_MD60,Y_GE18,M,FR,2011-01-01,6.8
RET,LI_R_MD60,Y_GE18,M,FR,2012-01-01,7.3
RET,LI_R_MD60,Y_GE18,M,FR,2013-01-01,6.7
RET,LI_R_MD60,Y_GE18,M,FR,2014-01-01,6.6
RET,LI_R_MD60,Y_GE18,M,FR,2015-01-01,6.1
RET,LI_R_MD60,Y_GE18,M,FR,2016-01-01,5.5
RET,LI_R_MD60,Y_GE18,M,FR,2017-01-01,6.0
RET,LI_R_MD60,Y_GE18,M,HR,2006-01-01,
RET,LI_R_MD60,Y_GE18,M,HR,2007-01-01,
RET,LI_R_MD60,Y_GE18,M,HR,2008-01-01,
RET,LI_R_MD60,Y_GE18,M,HR,2009-01-01,
RET,LI_R_MD60,Y_GE18,M,HR,2010-01-01,22.8
RET,LI_R_MD60,Y_GE18,M,HR,2011-01-01,20.3
RET,LI_R_MD60,Y_GE18,M,HR,2012-01-01,19.2
RET,LI_R_MD60,Y_GE18,M,HR,2013-01-01,16.5
RET,LI_R_MD60,Y_GE18,M,HR,2014-01-01,17.6
RET,LI_R_MD60,Y_GE18,M,HR,2015-01-01,20.3
RET,LI_R_MD60,Y_GE18,M,HR,2016-01-01,19.2
RET,LI_R_MD60,Y_GE18,M,HR,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,HU,2006-01-01,11.8
RET,LI_R_MD60,Y_GE18,M,HU,2007-01-01,7.8
RET,LI_R_MD60,Y_GE18,M,HU,2008-01-01,7.1
RET,LI_R_MD60,Y_GE18,M,HU,2009-01-01,2.9
RET,LI_R_MD60,Y_GE18,M,HU,2010-01-01,3.2
RET,LI_R_MD60,Y_GE18,M,HU,2011-01-01,4.0
RET,LI_R_MD60,Y_GE18,M,HU,2012-01-01,4.8
RET,LI_R_MD60,Y_GE18,M,HU,2013-01-01,4.6
RET,LI_R_MD60,Y_GE18,M,HU,2014-01-01,4.7
RET,LI_R_MD60,Y_GE18,M,HU,2015-01-01,4.8
RET,LI_R_MD60,Y_GE18,M,HU,2016-01-01,5.8
RET,LI_R_MD60,Y_GE18,M,HU,2017-01-01,7.9
RET,LI_R_MD60,Y_GE18,M,IE,2006-01-01,23.5
RET,LI_R_MD60,Y_GE18,M,IE,2007-01-01,27.1
RET,LI_R_MD60,Y_GE18,M,IE,2008-01-01,18.2
RET,LI_R_MD60,Y_GE18,M,IE,2009-01-01,15.6
RET,LI_R_MD60,Y_GE18,M,IE,2010-01-01,11.0
RET,LI_R_MD60,Y_GE18,M,IE,2011-01-01,10.6
RET,LI_R_MD60,Y_GE18,M,IE,2012-01-01,12.3
RET,LI_R_MD60,Y_GE18,M,IE,2013-01-01,12.0
RET,LI_R_MD60,Y_GE18,M,IE,2014-01-01,11.2
RET,LI_R_MD60,Y_GE18,M,IE,2015-01-01,15.5
RET,LI_R_MD60,Y_GE18,M,IE,2016-01-01,16.4
RET,LI_R_MD60,Y_GE18,M,IE,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,IS,2006-01-01,11.2
RET,LI_R_MD60,Y_GE18,M,IS,2007-01-01,13.3
RET,LI_R_MD60,Y_GE18,M,IS,2008-01-01,11.5
RET,LI_R_MD60,Y_GE18,M,IS,2009-01-01,6.7
RET,LI_R_MD60,Y_GE18,M,IS,2010-01-01,1.9
RET,LI_R_MD60,Y_GE18,M,IS,2011-01-01,1.4
RET,LI_R_MD60,Y_GE18,M,IS,2012-01-01,2.8
RET,LI_R_MD60,Y_GE18,M,IS,2013-01-01,3.3
RET,LI_R_MD60,Y_GE18,M,IS,2014-01-01,6.3
RET,LI_R_MD60,Y_GE18,M,IS,2015-01-01,5.5
RET,LI_R_MD60,Y_GE18,M,IS,2016-01-01,5.3
RET,LI_R_MD60,Y_GE18,M,IS,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,IT,2006-01-01,15.2
RET,LI_R_MD60,Y_GE18,M,IT,2007-01-01,15.7
RET,LI_R_MD60,Y_GE18,M,IT,2008-01-01,14.8
RET,LI_R_MD60,Y_GE18,M,IT,2009-01-01,13.8
RET,LI_R_MD60,Y_GE18,M,IT,2010-01-01,12.2
RET,LI_R_MD60,Y_GE18,M,IT,2011-01-01,13.3
RET,LI_R_MD60,Y_GE18,M,IT,2012-01-01,12.6
RET,LI_R_MD60,Y_GE18,M,IT,2013-01-01,11.5
RET,LI_R_MD60,Y_GE18,M,IT,2014-01-01,10.4
RET,LI_R_MD60,Y_GE18,M,IT,2015-01-01,11.1
RET,LI_R_MD60,Y_GE18,M,IT,2016-01-01,12.6
RET,LI_R_MD60,Y_GE18,M,IT,2017-01-01,13.3
RET,LI_R_MD60,Y_GE18,M,LT,2006-01-01,11.3
RET,LI_R_MD60,Y_GE18,M,LT,2007-01-01,16.2
RET,LI_R_MD60,Y_GE18,M,LT,2008-01-01,20.7
RET,LI_R_MD60,Y_GE18,M,LT,2009-01-01,15.3
RET,LI_R_MD60,Y_GE18,M,LT,2010-01-01,11.3
RET,LI_R_MD60,Y_GE18,M,LT,2011-01-01,10.6
RET,LI_R_MD60,Y_GE18,M,LT,2012-01-01,15.4
RET,LI_R_MD60,Y_GE18,M,LT,2013-01-01,14.9
RET,LI_R_MD60,Y_GE18,M,LT,2014-01-01,15.6
RET,LI_R_MD60,Y_GE18,M,LT,2015-01-01,19.7
RET,LI_R_MD60,Y_GE18,M,LT,2016-01-01,20.8
RET,LI_R_MD60,Y_GE18,M,LT,2017-01-01,25.8
RET,LI_R_MD60,Y_GE18,M,LU,2006-01-01,6.5
RET,LI_R_MD60,Y_GE18,M,LU,2007-01-01,7.1
RET,LI_R_MD60,Y_GE18,M,LU,2008-01-01,5.3
RET,LI_R_MD60,Y_GE18,M,LU,2009-01-01,4.0
RET,LI_R_MD60,Y_GE18,M,LU,2010-01-01,5.8
RET,LI_R_MD60,Y_GE18,M,LU,2011-01-01,4.3
RET,LI_R_MD60,Y_GE18,M,LU,2012-01-01,4.5
RET,LI_R_MD60,Y_GE18,M,LU,2013-01-01,4.5
RET,LI_R_MD60,Y_GE18,M,LU,2014-01-01,4.4
RET,LI_R_MD60,Y_GE18,M,LU,2015-01-01,5.4
RET,LI_R_MD60,Y_GE18,M,LU,2016-01-01,6.7
RET,LI_R_MD60,Y_GE18,M,LU,2017-01-01,8.9
RET,LI_R_MD60,Y_GE18,M,LV,2006-01-01,26.2
RET,LI_R_MD60,Y_GE18,M,LV,2007-01-01,32.1
RET,LI_R_MD60,Y_GE18,M,LV,2008-01-01,53.8
RET,LI_R_MD60,Y_GE18,M,LV,2009-01-01,46.4
RET,LI_R_MD60,Y_GE18,M,LV,2010-01-01,16.0
RET,LI_R_MD60,Y_GE18,M,LV,2011-01-01,9.5
RET,LI_R_MD60,Y_GE18,M,LV,2012-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,LV,2013-01-01,13.4
RET,LI_R_MD60,Y_GE18,M,LV,2014-01-01,19.2
RET,LI_R_MD60,Y_GE18,M,LV,2015-01-01,26.4
RET,LI_R_MD60,Y_GE18,M,LV,2016-01-01,32.9
RET,LI_R_MD60,Y_GE18,M,LV,2017-01-01,33.8
RET,LI_R_MD60,Y_GE18,M,MK,2006-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2007-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2008-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2009-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2010-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2011-01-01,
RET,LI_R_MD60,Y_GE18,M,MK,2012-01-01,19.4
RET,LI_R_MD60,Y_GE18,M,MK,2013-01-01,15.1
RET,LI_R_MD60,Y_GE18,M,MK,2014-01-01,11.9
RET,LI_R_MD60,Y_GE18,M,MK,2015-01-01,9.9
RET,LI_R_MD60,Y_GE18,M,MK,2016-01-01,9.9
RET,LI_R_MD60,Y_GE18,M,MK,2017-01-01,
RET,LI_R_MD60,Y_GE18,M,MT,2006-01-01,24.9
RET,LI_R_MD60,Y_GE18,M,MT,2007-01-01,25.6
RET,LI_R_MD60,Y_GE18,M,MT,2008-01-01,26.1
RET,LI_R_MD60,Y_GE18,M,MT,2009-01-01,21.8
RET,LI_R_MD60,Y_GE18,M,MT,2010-01-01,20.3
RET,LI_R_MD60,Y_GE18,M,MT,2011-01-01,19.2
RET,LI_R_MD60,Y_GE18,M,MT,2012-01-01,18.0
RET,LI_R_MD60,Y_GE18,M,MT,2013-01-01,16.0
RET,LI_R_MD60,Y_GE18,M,MT,2014-01-01,17.5
RET,LI_R_MD60,Y_GE18,M,MT,2015-01-01,20.5
RET,LI_R_MD60,Y_GE18,M,MT,2016-01-01,23.0
RET,LI_R_MD60,Y_GE18,M,MT,2017-01-01,23.8
RET,LI_R_MD60,Y_GE18,M,NL,2006-01-01,5.5
RET,LI_R_MD60,Y_GE18,M,NL,2007-01-01,6.4
RET,LI_R_MD60,Y_GE18,M,NL,2008-01-01,7.4
RET,LI_R_MD60,Y_GE18,M,NL,2009-01-01,6.4
RET,LI_R_MD60,Y_GE18,M,NL,2010-01-01,5.0
RET,LI_R_MD60,Y_GE18,M,NL,2011-01-01,6.5
RET,LI_R_MD60,Y_GE18,M,NL,2012-01-01,5.4
RET,LI_R_MD60,Y_GE18,M,NL,2013-01-01,5.0
RET,LI_R_MD60,Y_GE18,M,NL,2014-01-01,6.1
RET,LI_R_MD60,Y_GE18,M,NL,2015-01-01,6.0
RET,LI_R_MD60,Y_GE18,M,NL,2016-01-01,9.4
RET,LI_R_MD60,Y_GE18,M,NL,2017-01-01,10.3
RET,LI_R_MD60,Y_GE18,M,NO,2006-01-01,10.4
RET,LI_R_MD60,Y_GE18,M,NO,2007-01-01,6.2
RET,LI_R_MD60,Y_GE18,M,NO,2008-01-01,6.9
RET,LI_R_MD60,Y_GE18,M,NO,2009-01-01,4.5
RET,LI_R_MD60,Y_GE18,M,NO,2010-01-01,3.5
RET,LI_R_MD60,Y_GE18,M,NO,2011-01-01,3.5
