unit,hhtyp,incgrp,sex,age,geotime,date,value
PC,TOTAL,TOTAL,T,TOTAL,ES,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,ES,2010-01-01,
PC,TOTAL,TOTAL,T,TOTAL,ES,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,ES,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,EU,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2010-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2012-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2013-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU,2014-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU,2015-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU,2016-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,EU,2017-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU27,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU27,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU27,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU27,2007-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,EU27,2008-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,EU27,2009-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2010-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2011-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2012-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2013-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2014-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2015-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU27,2016-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,EU27,2017-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,EU28,2010-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2011-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2012-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2013-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2014-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2015-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,EU28,2016-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,EU28,2017-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,FI,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,FI,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FI,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,FR,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,FR,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,HR,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HR,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,HR,2011-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2012-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2013-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2014-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2015-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2016-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,HR,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HU,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HU,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,HU,2005-01-01,6
PC,TOTAL,TOTAL,T,TOTAL,HU,2006-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,HU,2007-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2008-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2009-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2010-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,HU,2011-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2012-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,HU,2013-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,HU,2014-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,HU,2015-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2016-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,HU,2017-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,IE,2003-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2011-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,IE,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IE,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IS,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IS,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2010-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2012-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2013-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2014-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2015-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2016-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IS,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IT,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,IT,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,IT,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LT,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,LT,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,LT,2005-01-01,21
PC,TOTAL,TOTAL,T,TOTAL,LT,2006-01-01,20
PC,TOTAL,TOTAL,T,TOTAL,LT,2007-01-01,17
PC,TOTAL,TOTAL,T,TOTAL,LT,2008-01-01,17
PC,TOTAL,TOTAL,T,TOTAL,LT,2009-01-01,15
PC,TOTAL,TOTAL,T,TOTAL,LT,2010-01-01,14
PC,TOTAL,TOTAL,T,TOTAL,LT,2011-01-01,15
PC,TOTAL,TOTAL,T,TOTAL,LT,2012-01-01,13
PC,TOTAL,TOTAL,T,TOTAL,LT,2013-01-01,12
PC,TOTAL,TOTAL,T,TOTAL,LT,2014-01-01,10
PC,TOTAL,TOTAL,T,TOTAL,LT,2015-01-01,10
PC,TOTAL,TOTAL,T,TOTAL,LT,2016-01-01,12
PC,TOTAL,TOTAL,T,TOTAL,LT,2017-01-01,10
PC,TOTAL,TOTAL,T,TOTAL,LU,2003-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LU,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,LV,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,LV,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,LV,2005-01-01,19
PC,TOTAL,TOTAL,T,TOTAL,LV,2006-01-01,16
PC,TOTAL,TOTAL,T,TOTAL,LV,2007-01-01,19
PC,TOTAL,TOTAL,T,TOTAL,LV,2008-01-01,15
PC,TOTAL,TOTAL,T,TOTAL,LV,2009-01-01,14
PC,TOTAL,TOTAL,T,TOTAL,LV,2010-01-01,15
PC,TOTAL,TOTAL,T,TOTAL,LV,2011-01-01,14
PC,TOTAL,TOTAL,T,TOTAL,LV,2012-01-01,14
PC,TOTAL,TOTAL,T,TOTAL,LV,2013-01-01,13
PC,TOTAL,TOTAL,T,TOTAL,LV,2014-01-01,13
PC,TOTAL,TOTAL,T,TOTAL,LV,2015-01-01,12
PC,TOTAL,TOTAL,T,TOTAL,LV,2016-01-01,11
PC,TOTAL,TOTAL,T,TOTAL,LV,2017-01-01,9
PC,TOTAL,TOTAL,T,TOTAL,MK,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2010-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MK,2012-01-01,6
PC,TOTAL,TOTAL,T,TOTAL,MK,2013-01-01,5
PC,TOTAL,TOTAL,T,TOTAL,MK,2014-01-01,6
PC,TOTAL,TOTAL,T,TOTAL,MK,2015-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,MK,2016-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,MK,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MT,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MT,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,MT,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,MT,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2013-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NL,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NL,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2003-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2004-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,NO,2012-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NO,2013-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NO,2014-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NO,2015-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NO,2016-01-01,
PC,TOTAL,TOTAL,T,TOTAL,NO,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,PL,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,PL,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,PL,2005-01-01,7
PC,TOTAL,TOTAL,T,TOTAL,PL,2006-01-01,6
PC,TOTAL,TOTAL,T,TOTAL,PL,2007-01-01,5
PC,TOTAL,TOTAL,T,TOTAL,PL,2008-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,PL,2009-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,PL,2010-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PL,2011-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PL,2012-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PL,2013-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PL,2014-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PL,2015-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PL,2016-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PL,2017-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PT,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,PT,2004-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PT,2005-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PT,2006-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,PT,2007-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PT,2008-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PT,2009-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,PT,2010-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,PT,2011-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,PT,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,PT,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,PT,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,PT,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,PT,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,PT,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,RO,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RO,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RO,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RO,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RO,2007-01-01,41
PC,TOTAL,TOTAL,T,TOTAL,RO,2008-01-01,40
PC,TOTAL,TOTAL,T,TOTAL,RO,2009-01-01,40
PC,TOTAL,TOTAL,T,TOTAL,RO,2010-01-01,38
PC,TOTAL,TOTAL,T,TOTAL,RO,2011-01-01,36
PC,TOTAL,TOTAL,T,TOTAL,RO,2012-01-01,35
PC,TOTAL,TOTAL,T,TOTAL,RO,2013-01-01,33
PC,TOTAL,TOTAL,T,TOTAL,RO,2014-01-01,32
PC,TOTAL,TOTAL,T,TOTAL,RO,2015-01-01,30
PC,TOTAL,TOTAL,T,TOTAL,RO,2016-01-01,30
PC,TOTAL,TOTAL,T,TOTAL,RO,2017-01-01,27
PC,TOTAL,TOTAL,T,TOTAL,RS,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2006-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2007-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2008-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2010-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2012-01-01,
PC,TOTAL,TOTAL,T,TOTAL,RS,2013-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,RS,2014-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,RS,2015-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,RS,2016-01-01,3
PC,TOTAL,TOTAL,T,TOTAL,RS,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,SI,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,SI,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,SI,2005-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,SI,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SI,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,SK,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,SK,2005-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,SK,2006-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,SK,2007-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,SK,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2009-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2011-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,SK,2017-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,TR,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,TR,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,TR,2005-01-01,
PC,TOTAL,TOTAL,T,TOTAL,TR,2006-01-01,6
PC,TOTAL,TOTAL,T,TOTAL,TR,2007-01-01,5
PC,TOTAL,TOTAL,T,TOTAL,TR,2008-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,TR,2009-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,TR,2010-01-01,4
PC,TOTAL,TOTAL,T,TOTAL,TR,2011-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,TR,2012-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,TR,2013-01-01,2
PC,TOTAL,TOTAL,T,TOTAL,TR,2014-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,TR,2015-01-01,1
PC,TOTAL,TOTAL,T,TOTAL,TR,2016-01-01,
PC,TOTAL,TOTAL,T,TOTAL,TR,2017-01-01,
PC,TOTAL,TOTAL,T,TOTAL,UK,2003-01-01,
PC,TOTAL,TOTAL,T,TOTAL,UK,2004-01-01,
PC,TOTAL,TOTAL,T,TOTAL,UK,2005-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2006-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2007-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2008-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2009-01-01,
PC,TOTAL,TOTAL,T,TOTAL,UK,2010-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2011-01-01,
PC,TOTAL,TOTAL,T,TOTAL,UK,2012-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2013-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2014-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2015-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2016-01-01,0
PC,TOTAL,TOTAL,T,TOTAL,UK,2017-01-01,
