unit,airsect,airpol,geotime,date,value
PC,SE1_RD_NRD,NMVOC,IT,2001-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2002-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2003-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2004-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2005-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2006-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2007-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2008-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2009-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2010-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2011-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2012-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2013-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2014-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2015-01-01,
PC,SE1_RD_NRD,NMVOC,IT,2016-01-01,
PC,SE1_RD_NRD,NMVOC,LT,1990-01-01,239
PC,SE1_RD_NRD,NMVOC,LT,1991-01-01,313
PC,SE1_RD_NRD,NMVOC,LT,1992-01-01,189
PC,SE1_RD_NRD,NMVOC,LT,1993-01-01,150
PC,SE1_RD_NRD,NMVOC,LT,1994-01-01,120
PC,SE1_RD_NRD,NMVOC,LT,1995-01-01,168
PC,SE1_RD_NRD,NMVOC,LT,1996-01-01,176
PC,SE1_RD_NRD,NMVOC,LT,1997-01-01,192
PC,SE1_RD_NRD,NMVOC,LT,1998-01-01,176
PC,SE1_RD_NRD,NMVOC,LT,1999-01-01,151
PC,SE1_RD_NRD,NMVOC,LT,2000-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2001-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2002-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2003-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2004-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2005-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2006-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2007-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2008-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2009-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2010-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2011-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2012-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2013-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2014-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2015-01-01,
PC,SE1_RD_NRD,NMVOC,LT,2016-01-01,
PC,SE1_RD_NRD,NMVOC,LU,1990-01-01,308
PC,SE1_RD_NRD,NMVOC,LU,1991-01-01,329
PC,SE1_RD_NRD,NMVOC,LU,1992-01-01,297
PC,SE1_RD_NRD,NMVOC,LU,1993-01-01,248
PC,SE1_RD_NRD,NMVOC,LU,1994-01-01,211
PC,SE1_RD_NRD,NMVOC,LU,1995-01-01,168
PC,SE1_RD_NRD,NMVOC,LU,1996-01-01,148
PC,SE1_RD_NRD,NMVOC,LU,1997-01-01,133
PC,SE1_RD_NRD,NMVOC,LU,1998-01-01,116
PC,SE1_RD_NRD,NMVOC,LU,1999-01-01,106
PC,SE1_RD_NRD,NMVOC,LU,2000-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2001-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2002-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2003-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2004-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2005-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2006-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2007-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2008-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2009-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2010-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2011-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2012-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2013-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2014-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2015-01-01,
PC,SE1_RD_NRD,NMVOC,LU,2016-01-01,
PC,SE1_RD_NRD,NMVOC,LV,1990-01-01,187
PC,SE1_RD_NRD,NMVOC,LV,1991-01-01,175
PC,SE1_RD_NRD,NMVOC,LV,1992-01-01,165
PC,SE1_RD_NRD,NMVOC,LV,1993-01-01,161
PC,SE1_RD_NRD,NMVOC,LV,1994-01-01,152
PC,SE1_RD_NRD,NMVOC,LV,1995-01-01,137
PC,SE1_RD_NRD,NMVOC,LV,1996-01-01,134
PC,SE1_RD_NRD,NMVOC,LV,1997-01-01,118
PC,SE1_RD_NRD,NMVOC,LV,1998-01-01,108
PC,SE1_RD_NRD,NMVOC,LV,1999-01-01,101
PC,SE1_RD_NRD,NMVOC,LV,2000-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2001-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2002-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2003-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2004-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2005-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2006-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2007-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2008-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2009-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2010-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2011-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2012-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2013-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2014-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2015-01-01,
PC,SE1_RD_NRD,NMVOC,LV,2016-01-01,
PC,SE1_RD_NRD,NMVOC,MT,1990-01-01,2
PC,SE1_RD_NRD,NMVOC,MT,1991-01-01,2
PC,SE1_RD_NRD,NMVOC,MT,1992-01-01,2
PC,SE1_RD_NRD,NMVOC,MT,1993-01-01,2
PC,SE1_RD_NRD,NMVOC,MT,1994-01-01,3
PC,SE1_RD_NRD,NMVOC,MT,1995-01-01,3
PC,SE1_RD_NRD,NMVOC,MT,1996-01-01,4
PC,SE1_RD_NRD,NMVOC,MT,1997-01-01,4
PC,SE1_RD_NRD,NMVOC,MT,1998-01-01,4
PC,SE1_RD_NRD,NMVOC,MT,1999-01-01,4
PC,SE1_RD_NRD,NMVOC,MT,2000-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2001-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2002-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2003-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2004-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2005-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2006-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2007-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2008-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2009-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2010-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2011-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2012-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2013-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2014-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2015-01-01,
PC,SE1_RD_NRD,NMVOC,MT,2016-01-01,
PC,SE1_RD_NRD,NMVOC,NL,1990-01-01,272
PC,SE1_RD_NRD,NMVOC,NL,1991-01-01,234
PC,SE1_RD_NRD,NMVOC,NL,1992-01-01,217
PC,SE1_RD_NRD,NMVOC,NL,1993-01-01,204
PC,SE1_RD_NRD,NMVOC,NL,1994-01-01,184
PC,SE1_RD_NRD,NMVOC,NL,1995-01-01,174
PC,SE1_RD_NRD,NMVOC,NL,1996-01-01,165
PC,SE1_RD_NRD,NMVOC,NL,1997-01-01,147
PC,SE1_RD_NRD,NMVOC,NL,1998-01-01,134
PC,SE1_RD_NRD,NMVOC,NL,1999-01-01,120
PC,SE1_RD_NRD,NMVOC,NL,2000-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2001-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2002-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2003-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2004-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2005-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2006-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2007-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2008-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2009-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2010-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2011-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2012-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2013-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2014-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2015-01-01,
PC,SE1_RD_NRD,NMVOC,NL,2016-01-01,
PC,SE1_RD_NRD,NMVOC,PL,1990-01-01,90
PC,SE1_RD_NRD,NMVOC,PL,1991-01-01,102
PC,SE1_RD_NRD,NMVOC,PL,1992-01-01,103
PC,SE1_RD_NRD,NMVOC,PL,1993-01-01,104
PC,SE1_RD_NRD,NMVOC,PL,1994-01-01,106
PC,SE1_RD_NRD,NMVOC,PL,1995-01-01,108
PC,SE1_RD_NRD,NMVOC,PL,1996-01-01,113
PC,SE1_RD_NRD,NMVOC,PL,1997-01-01,113
PC,SE1_RD_NRD,NMVOC,PL,1998-01-01,109
PC,SE1_RD_NRD,NMVOC,PL,1999-01-01,111
PC,SE1_RD_NRD,NMVOC,PL,2000-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2001-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2002-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2003-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2004-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2005-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2006-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2007-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2008-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2009-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2010-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2011-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2012-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2013-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2014-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2015-01-01,
PC,SE1_RD_NRD,NMVOC,PL,2016-01-01,
PC,SE1_RD_NRD,NMVOC,PT,1990-01-01,133
PC,SE1_RD_NRD,NMVOC,PT,1991-01-01,140
PC,SE1_RD_NRD,NMVOC,PT,1992-01-01,149
PC,SE1_RD_NRD,NMVOC,PT,1993-01-01,144
PC,SE1_RD_NRD,NMVOC,PT,1994-01-01,137
PC,SE1_RD_NRD,NMVOC,PT,1995-01-01,132
PC,SE1_RD_NRD,NMVOC,PT,1996-01-01,126
PC,SE1_RD_NRD,NMVOC,PT,1997-01-01,118
PC,SE1_RD_NRD,NMVOC,PT,1998-01-01,115
PC,SE1_RD_NRD,NMVOC,PT,1999-01-01,108
PC,SE1_RD_NRD,NMVOC,PT,2000-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2001-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2002-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2003-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2004-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2005-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2006-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2007-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2008-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2009-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2010-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2011-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2012-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2013-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2014-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2015-01-01,
PC,SE1_RD_NRD,NMVOC,PT,2016-01-01,
PC,SE1_RD_NRD,NMVOC,RO,1990-01-01,462
PC,SE1_RD_NRD,NMVOC,RO,1991-01-01,399
PC,SE1_RD_NRD,NMVOC,RO,1992-01-01,309
PC,SE1_RD_NRD,NMVOC,RO,1993-01-01,282
PC,SE1_RD_NRD,NMVOC,RO,1994-01-01,308
PC,SE1_RD_NRD,NMVOC,RO,1995-01-01,280
PC,SE1_RD_NRD,NMVOC,RO,1996-01-01,344
PC,SE1_RD_NRD,NMVOC,RO,1997-01-01,366
PC,SE1_RD_NRD,NMVOC,RO,1998-01-01,359
PC,SE1_RD_NRD,NMVOC,RO,1999-01-01,315
PC,SE1_RD_NRD,NMVOC,RO,2000-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2001-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2002-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2003-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2004-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2005-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2006-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2007-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2008-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2009-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2010-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2011-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2012-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2013-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2014-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2015-01-01,
PC,SE1_RD_NRD,NMVOC,RO,2016-01-01,
PC,SE1_RD_NRD,NMVOC,SE,1990-01-01,208
PC,SE1_RD_NRD,NMVOC,SE,1991-01-01,201
PC,SE1_RD_NRD,NMVOC,SE,1992-01-01,187
PC,SE1_RD_NRD,NMVOC,SE,1993-01-01,163
PC,SE1_RD_NRD,NMVOC,SE,1994-01-01,169
PC,SE1_RD_NRD,NMVOC,SE,1995-01-01,154
PC,SE1_RD_NRD,NMVOC,SE,1996-01-01,149
PC,SE1_RD_NRD,NMVOC,SE,1997-01-01,132
PC,SE1_RD_NRD,NMVOC,SE,1998-01-01,124
PC,SE1_RD_NRD,NMVOC,SE,1999-01-01,113
PC,SE1_RD_NRD,NMVOC,SE,2000-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2001-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2002-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2003-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2004-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2005-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2006-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2007-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2008-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2009-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2010-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2011-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2012-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2013-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2014-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2015-01-01,
PC,SE1_RD_NRD,NMVOC,SE,2016-01-01,
PC,SE1_RD_NRD,NMVOC,SI,1990-01-01,149
PC,SE1_RD_NRD,NMVOC,SI,1991-01-01,142
PC,SE1_RD_NRD,NMVOC,SI,1992-01-01,153
PC,SE1_RD_NRD,NMVOC,SI,1993-01-01,172
PC,SE1_RD_NRD,NMVOC,SI,1994-01-01,176
PC,SE1_RD_NRD,NMVOC,SI,1995-01-01,175
PC,SE1_RD_NRD,NMVOC,SI,1996-01-01,180
PC,SE1_RD_NRD,NMVOC,SI,1997-01-01,162
PC,SE1_RD_NRD,NMVOC,SI,1998-01-01,129
PC,SE1_RD_NRD,NMVOC,SI,1999-01-01,110
PC,SE1_RD_NRD,NMVOC,SI,2000-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2001-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2002-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2003-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2004-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2005-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2006-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2007-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2008-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2009-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2010-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2011-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2012-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2013-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2014-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2015-01-01,
PC,SE1_RD_NRD,NMVOC,SI,2016-01-01,
PC,SE1_RD_NRD,NMVOC,SK,1990-01-01,177
PC,SE1_RD_NRD,NMVOC,SK,1991-01-01,164
PC,SE1_RD_NRD,NMVOC,SK,1992-01-01,158
PC,SE1_RD_NRD,NMVOC,SK,1993-01-01,167
PC,SE1_RD_NRD,NMVOC,SK,1994-01-01,173
PC,SE1_RD_NRD,NMVOC,SK,1995-01-01,168
PC,SE1_RD_NRD,NMVOC,SK,1996-01-01,156
PC,SE1_RD_NRD,NMVOC,SK,1997-01-01,148
PC,SE1_RD_NRD,NMVOC,SK,1998-01-01,146
PC,SE1_RD_NRD,NMVOC,SK,1999-01-01,128
PC,SE1_RD_NRD,NMVOC,SK,2000-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2001-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2002-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2003-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2004-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2005-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2006-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2007-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2008-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2009-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2010-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2011-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2012-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2013-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2014-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2015-01-01,
PC,SE1_RD_NRD,NMVOC,SK,2016-01-01,
PC,SE1_RD_NRD,NMVOC,UK,1990-01-01,225
PC,SE1_RD_NRD,NMVOC,UK,1991-01-01,225
PC,SE1_RD_NRD,NMVOC,UK,1992-01-01,220
PC,SE1_RD_NRD,NMVOC,UK,1993-01-01,209
PC,SE1_RD_NRD,NMVOC,UK,1994-01-01,188
PC,SE1_RD_NRD,NMVOC,UK,1995-01-01,171
PC,SE1_RD_NRD,NMVOC,UK,1996-01-01,167
PC,SE1_RD_NRD,NMVOC,UK,1997-01-01,148
PC,SE1_RD_NRD,NMVOC,UK,1998-01-01,131
PC,SE1_RD_NRD,NMVOC,UK,1999-01-01,117
PC,SE1_RD_NRD,NMVOC,UK,2000-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2001-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2002-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2003-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2004-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2005-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2006-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2007-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2008-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2009-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2010-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2011-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2012-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2013-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2014-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2015-01-01,
PC,SE1_RD_NRD,NMVOC,UK,2016-01-01,
PC,SE1_RD_NRD,NOX,AT,1990-01-01,92
PC,SE1_RD_NRD,NOX,AT,1991-01-01,97
PC,SE1_RD_NRD,NOX,AT,1992-01-01,93
PC,SE1_RD_NRD,NOX,AT,1993-01-01,91
PC,SE1_RD_NRD,NOX,AT,1994-01-01,88
PC,SE1_RD_NRD,NOX,AT,1995-01-01,87
PC,SE1_RD_NRD,NOX,AT,1996-01-01,100
PC,SE1_RD_NRD,NOX,AT,1997-01-01,89
PC,SE1_RD_NRD,NOX,AT,1998-01-01,100
PC,SE1_RD_NRD,NOX,AT,1999-01-01,95
PC,SE1_RD_NRD,NOX,AT,2000-01-01,
PC,SE1_RD_NRD,NOX,AT,2001-01-01,
PC,SE1_RD_NRD,NOX,AT,2002-01-01,
PC,SE1_RD_NRD,NOX,AT,2003-01-01,
PC,SE1_RD_NRD,NOX,AT,2004-01-01,
PC,SE1_RD_NRD,NOX,AT,2005-01-01,
PC,SE1_RD_NRD,NOX,AT,2006-01-01,
PC,SE1_RD_NRD,NOX,AT,2007-01-01,
PC,SE1_RD_NRD,NOX,AT,2008-01-01,
PC,SE1_RD_NRD,NOX,AT,2009-01-01,
PC,SE1_RD_NRD,NOX,AT,2010-01-01,
PC,SE1_RD_NRD,NOX,AT,2011-01-01,
PC,SE1_RD_NRD,NOX,AT,2012-01-01,
PC,SE1_RD_NRD,NOX,AT,2013-01-01,
PC,SE1_RD_NRD,NOX,AT,2014-01-01,
PC,SE1_RD_NRD,NOX,AT,2015-01-01,
PC,SE1_RD_NRD,NOX,AT,2016-01-01,
PC,SE1_RD_NRD,NOX,BE,1990-01-01,128
PC,SE1_RD_NRD,NOX,BE,1991-01-01,121
PC,SE1_RD_NRD,NOX,BE,1992-01-01,117
PC,SE1_RD_NRD,NOX,BE,1993-01-01,115
PC,SE1_RD_NRD,NOX,BE,1994-01-01,113
PC,SE1_RD_NRD,NOX,BE,1995-01-01,109
PC,SE1_RD_NRD,NOX,BE,1996-01-01,106
PC,SE1_RD_NRD,NOX,BE,1997-01-01,103
PC,SE1_RD_NRD,NOX,BE,1998-01-01,102
PC,SE1_RD_NRD,NOX,BE,1999-01-01,100
PC,SE1_RD_NRD,NOX,BE,2000-01-01,
PC,SE1_RD_NRD,NOX,BE,2001-01-01,
PC,SE1_RD_NRD,NOX,BE,2002-01-01,
PC,SE1_RD_NRD,NOX,BE,2003-01-01,
PC,SE1_RD_NRD,NOX,BE,2004-01-01,
PC,SE1_RD_NRD,NOX,BE,2005-01-01,
PC,SE1_RD_NRD,NOX,BE,2006-01-01,
PC,SE1_RD_NRD,NOX,BE,2007-01-01,
PC,SE1_RD_NRD,NOX,BE,2008-01-01,
PC,SE1_RD_NRD,NOX,BE,2009-01-01,
PC,SE1_RD_NRD,NOX,BE,2010-01-01,
PC,SE1_RD_NRD,NOX,BE,2011-01-01,
PC,SE1_RD_NRD,NOX,BE,2012-01-01,
PC,SE1_RD_NRD,NOX,BE,2013-01-01,
PC,SE1_RD_NRD,NOX,BE,2014-01-01,
PC,SE1_RD_NRD,NOX,BE,2015-01-01,
PC,SE1_RD_NRD,NOX,BE,2016-01-01,
PC,SE1_RD_NRD,NOX,BG,1990-01-01,135
PC,SE1_RD_NRD,NOX,BG,1991-01-01,118
PC,SE1_RD_NRD,NOX,BG,1992-01-01,120
PC,SE1_RD_NRD,NOX,BG,1993-01-01,129
PC,SE1_RD_NRD,NOX,BG,1994-01-01,120
PC,SE1_RD_NRD,NOX,BG,1995-01-01,124
PC,SE1_RD_NRD,NOX,BG,1996-01-01,114
PC,SE1_RD_NRD,NOX,BG,1997-01-01,80
PC,SE1_RD_NRD,NOX,BG,1998-01-01,103
PC,SE1_RD_NRD,NOX,BG,1999-01-01,96
PC,SE1_RD_NRD,NOX,BG,2000-01-01,
PC,SE1_RD_NRD,NOX,BG,2001-01-01,
PC,SE1_RD_NRD,NOX,BG,2002-01-01,
PC,SE1_RD_NRD,NOX,BG,2003-01-01,
PC,SE1_RD_NRD,NOX,BG,2004-01-01,
PC,SE1_RD_NRD,NOX,BG,2005-01-01,
PC,SE1_RD_NRD,NOX,BG,2006-01-01,
PC,SE1_RD_NRD,NOX,BG,2007-01-01,
PC,SE1_RD_NRD,NOX,BG,2008-01-01,
PC,SE1_RD_NRD,NOX,BG,2009-01-01,
PC,SE1_RD_NRD,NOX,BG,2010-01-01,
PC,SE1_RD_NRD,NOX,BG,2011-01-01,
PC,SE1_RD_NRD,NOX,BG,2012-01-01,
PC,SE1_RD_NRD,NOX,BG,2013-01-01,
PC,SE1_RD_NRD,NOX,BG,2014-01-01,
PC,SE1_RD_NRD,NOX,BG,2015-01-01,
PC,SE1_RD_NRD,NOX,BG,2016-01-01,
PC,SE1_RD_NRD,NOX,CY,1990-01-01,76
PC,SE1_RD_NRD,NOX,CY,1991-01-01,77
PC,SE1_RD_NRD,NOX,CY,1992-01-01,86
PC,SE1_RD_NRD,NOX,CY,1993-01-01,86
PC,SE1_RD_NRD,NOX,CY,1994-01-01,93
PC,SE1_RD_NRD,NOX,CY,1995-01-01,88
PC,SE1_RD_NRD,NOX,CY,1996-01-01,89
PC,SE1_RD_NRD,NOX,CY,1997-01-01,90
PC,SE1_RD_NRD,NOX,CY,1998-01-01,91
PC,SE1_RD_NRD,NOX,CY,1999-01-01,91
PC,SE1_RD_NRD,NOX,CY,2000-01-01,
PC,SE1_RD_NRD,NOX,CY,2001-01-01,
PC,SE1_RD_NRD,NOX,CY,2002-01-01,
PC,SE1_RD_NRD,NOX,CY,2003-01-01,
PC,SE1_RD_NRD,NOX,CY,2004-01-01,
PC,SE1_RD_NRD,NOX,CY,2005-01-01,
PC,SE1_RD_NRD,NOX,CY,2006-01-01,
PC,SE1_RD_NRD,NOX,CY,2007-01-01,
PC,SE1_RD_NRD,NOX,CY,2008-01-01,
PC,SE1_RD_NRD,NOX,CY,2009-01-01,
PC,SE1_RD_NRD,NOX,CY,2010-01-01,
PC,SE1_RD_NRD,NOX,CY,2011-01-01,
PC,SE1_RD_NRD,NOX,CY,2012-01-01,
PC,SE1_RD_NRD,NOX,CY,2013-01-01,
PC,SE1_RD_NRD,NOX,CY,2014-01-01,
PC,SE1_RD_NRD,NOX,CY,2015-01-01,
PC,SE1_RD_NRD,NOX,CY,2016-01-01,
PC,SE1_RD_NRD,NOX,CZ,1990-01-01,237
PC,SE1_RD_NRD,NOX,CZ,1991-01-01,211
PC,SE1_RD_NRD,NOX,CZ,1992-01-01,209
PC,SE1_RD_NRD,NOX,CZ,1993-01-01,187
