sector,s_adj,na_item,unit,geotime,date,value
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2017-10-01,43.08
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2018-01-01,42.91
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2015-07-01,39.93
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2015-10-01,39.8
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2016-01-01,39.99
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2016-04-01,39.9
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2016-07-01,39.69
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2016-10-01,40.06
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2017-01-01,39.72
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2017-04-01,39.99
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2017-07-01,40.09
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2017-10-01,40.0
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2018-01-01,39.58
S11,SCA,B2G_B3G_RAT_S11,PC,EU28,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2015-07-01,41.59
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2015-10-01,40.77
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2016-01-01,40.8
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2016-04-01,41.44
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2016-07-01,41.39
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2016-10-01,42.21
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2017-01-01,43.32
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2017-04-01,42.98
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2017-07-01,43.71
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2017-10-01,43.69
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2018-01-01,43.57
S11,SCA,B2G_B3G_RAT_S11,PC,FI,2018-04-01,44.23
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2015-07-01,32.2
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2015-10-01,32.32
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2016-01-01,32.4
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2016-04-01,32.55
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2016-07-01,31.48
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2016-10-01,31.44
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2017-01-01,32.2
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2017-04-01,31.67
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2017-07-01,31.67
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2017-10-01,31.85
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2018-01-01,32.14
S11,SCA,B2G_B3G_RAT_S11,PC,FR,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2015-07-01,41.48
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2015-10-01,41.94
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2016-01-01,42.48
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2016-04-01,42.03
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2016-07-01,42.51
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2016-10-01,42.46
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2017-01-01,41.87
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2017-04-01,42.12
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2017-07-01,41.68
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2017-10-01,41.54
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2018-01-01,41.57
S11,SCA,B2G_B3G_RAT_S11,PC,IT,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2015-07-01,40.84
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2015-10-01,40.25
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2016-01-01,40.03
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2016-04-01,40.22
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2016-07-01,39.98
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2016-10-01,39.72
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2017-01-01,39.98
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2017-04-01,40.0
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2017-07-01,39.82
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2017-10-01,39.51
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2018-01-01,39.8
S11,SCA,B2G_B3G_RAT_S11,PC,NL,2018-04-01,39.35
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2015-07-01,50.63
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2015-10-01,47.31
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2016-01-01,47.08
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2016-04-01,47.38
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2016-07-01,46.99
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2016-10-01,49.34
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2017-01-01,50.07
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2017-04-01,49.75
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2017-07-01,49.3
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2017-10-01,50.04
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2018-01-01,50.38
S11,SCA,B2G_B3G_RAT_S11,PC,NO,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2015-07-01,50.87
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2015-10-01,50.69
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2016-01-01,48.81
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2016-04-01,49.17
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2016-07-01,47.89
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2016-10-01,49.1
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2017-01-01,49.07
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2017-04-01,48.68
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2017-07-01,48.43
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2017-10-01,48.84
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2018-01-01,46.54
S11,SCA,B2G_B3G_RAT_S11,PC,PL,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2015-07-01,42.04
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2015-10-01,42.42
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2016-01-01,41.64
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2016-04-01,41.54
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2016-07-01,41.69
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2016-10-01,41.36
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2017-01-01,41.03
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2017-04-01,40.73
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2017-07-01,40.03
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2017-10-01,39.38
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2018-01-01,39.66
S11,SCA,B2G_B3G_RAT_S11,PC,PT,2018-04-01,39.24
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2015-07-01,38.95
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2015-10-01,38.28
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2016-01-01,37.21
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2016-04-01,37.45
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2016-07-01,37.08
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2016-10-01,36.97
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2017-01-01,37.12
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2017-04-01,37.45
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2017-07-01,37.19
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2017-10-01,37.14
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2018-01-01,36.78
S11,SCA,B2G_B3G_RAT_S11,PC,SE,2018-04-01,36.29
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2015-07-01,35.76
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2015-10-01,34.71
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2016-01-01,37.98
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2016-04-01,35.21
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2016-07-01,34.27
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2016-10-01,36.71
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2017-01-01,37.08
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2017-04-01,35.56
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2017-07-01,34.79
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2017-10-01,35.01
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2018-01-01,35.45
S11,SCA,B2G_B3G_RAT_S11,PC,UK,2018-04-01,
