ww_tp,unit,geo\time,date,value
WWT_GE2,PC,TR,2015-01-01,: 
WWT_GE2,PC,TR,2016-01-01,: 
WWT_GE2,PC,UK,2000-01-01,91 
WWT_GE2,PC,UK,2001-01-01,98 
WWT_GE2,PC,UK,2002-01-01,99 
WWT_GE2,PC,UK,2003-01-01,99 
WWT_GE2,PC,UK,2004-01-01,99 
WWT_GE2,PC,UK,2005-01-01,99 
WWT_GE2,PC,UK,2006-01-01,: 
WWT_GE2,PC,UK,2007-01-01,: 
WWT_GE2,PC,UK,2008-01-01,96.9 
WWT_GE2,PC,UK,2009-01-01,97 
WWT_GE2,PC,UK,2010-01-01,99.5 
WWT_GE2,PC,UK,2011-01-01,: 
WWT_GE2,PC,UK,2012-01-01,: 
WWT_GE2,PC,UK,2013-01-01,: 
WWT_GE2,PC,UK,2014-01-01,100 
WWT_GE2,PC,UK,2015-01-01,: 
WWT_GE2,PC,UK,2016-01-01,: 
WWT_GE2,PC,XK,2000-01-01,: 
WWT_GE2,PC,XK,2001-01-01,: 
WWT_GE2,PC,XK,2002-01-01,: 
WWT_GE2,PC,XK,2003-01-01,: 
WWT_GE2,PC,XK,2004-01-01,: 
WWT_GE2,PC,XK,2005-01-01,: 
WWT_GE2,PC,XK,2006-01-01,: 
WWT_GE2,PC,XK,2007-01-01,: 
WWT_GE2,PC,XK,2008-01-01,: 
WWT_GE2,PC,XK,2009-01-01,: 
WWT_GE2,PC,XK,2010-01-01,: 
WWT_GE2,PC,XK,2011-01-01,0.6 
WWT_GE2,PC,XK,2012-01-01,0.6 
WWT_GE2,PC,XK,2013-01-01,0.6 
WWT_GE2,PC,XK,2014-01-01,0.6 
WWT_GE2,PC,XK,2015-01-01,0.6 
WWT_GE2,PC,XK,2016-01-01,0.6 
